"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"3615",NA,"4 AVE & E 67","AVE","4 AVE & E 67 AVE","4 AVE & E 67 AVE","4TH AVE & E 67 AVE","4TH AVE & E 67 AVE"
"3616",NA,"COURTLAND AVE & 151","AVE","COURTLAND AVE & 151 AVE","COURTLAND AVE & 151 AVE","COURTLAND AVE & 151ST AVE","COURTLAND AVE & 151ST AVE"
"3617",NA,"BLVD & W 117","ST","BLVD & W 117 ST","BLVD & W 117 ST","BLVD & W 117TH ST","BLVD & W 117TH ST"
"3618",16,"DOWNING","ST","16 DOWNING ST","16 DOWNING ST","16 DOWNING ST","16 DOWNING ST"
"3619",143,"143","ST","143 143 ST","143 143 ST","143 143RD ST","143 143RD ST"
"3620",NA,"BKLYN","ST","BKLYN ST","BKLYN ST","BKLYN ST","BKLYN ST"
"3621",10,"GROVE","ST","10 GROVE ST","10 GROVE ST","10 GROVE ST","10 GROVE ST"
"3622",NA,"BROADWAY & W 198","AVE","BROADWAY & W 198 AVE","BROADWAY & W 198 AVE","BROADWAY & W 198TH AVE","BROADWAY & W 198TH AVE"
"3623",281,"HCWES  ,","ST","281 HCWES  , ST","281 HCWES  , ST","281 HCWES  , ST","281 HCWES  , ST"
"3624",NA,"BROADWAY & 175","AVE","BROADWAY & 175 AVE","BROADWAY & 175 AVE","BROADWAY & 175TH AVE","BROADWAY & 175TH AVE"
"3625",NA,"COURTLAND AVE & 151","AVE","COURTLAND AVE & 151 AVE","COURTLAND AVE & 151 AVE","COURTLAND AVE & 151ST AVE","COURTLAND AVE & 151ST AVE"
"3626",550,"GWICH","ST","550 GWICH ST","550 GWICH ST","550 GWICH ST","550 GWICH ST"
"3627",NA,"MARCY AVE. BKLYN","AVE","MARCY AVE. BKLYN AVE","MARCY AVE. BKLYN AVE","MARCY AVE. BKLYN AVE","MARCY AVE. BKLYN AVE"
"3628",NA,"3 AVE & 170","AVE","3 AVE & 170 AVE","3 AVE & 170 AVE","3RD AVE & 170 AVE","3RD AVE & 170 AVE"
"3629",52,"FORSYTH","ST","52 FORSYTH ST","52 FORSYTH ST","52 FORSYTH ST","52 FORSYTH ST"
"3630",NA,"6 AVE & W 128","AVE","6 AVE & W 128 AVE","6 AVE & W 128 AVE","6TH AVE & W 128 AVE","6TH AVE & W 128 AVE"
"3631",NA,"MARCY AVE. BKLYN","AVE","MARCY AVE. BKLYN AVE","MARCY AVE. BKLYN AVE","MARCY AVE. BKLYN AVE","MARCY AVE. BKLYN AVE"
"3632",514,"W 26","ST","514 W 26 ST","514 W 26 ST","514 W 26TH ST","514 W 26TH ST"
"3633",79,"E BROADWAY","AVE","79 E BROADWAY AVE","SEVENTY-NINE E BROADWAY AVE","79 E BROADWAY AVE","SEVENTY-NINE E BROADWAY AVE"
"3634",37,"CANNON","ST","37 CANNON ST","37 CANNON ST","37 CANNON ST","37 CANNON ST"
"3635",63,"63","ST","63 63 ST","63 63 ST","63 63RD ST","63 63RD ST"
"3636",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"3637",142,"E 29","ST","142 E 29 ST","142 E 29 ST","142 E 29TH ST","142 E 29TH ST"
"3638",118,"BOWERY","ST","118 BOWERY ST","118 BOWERY ST","118 BOWERY ST","118 BOWERY ST"
"3639",343,"E 35","ST","343 E 35 ST","343 E 35 ST","343 E 35TH ST","343 E 35TH ST"
"3640",137,"E 28","ST","137 E 28 ST","137 E 28 ST","137 E 28TH ST","137 E 28TH ST"
"3641",4,"FIAV","ST","4 FIAV ST","4 FIAV ST","4 FIAV ST","4 FIAV ST"
"3642",NA,"3 AVE & 148","AVE","3 AVE & 148 AVE","3 AVE & 148 AVE","3RD AVE & 148 AVE","3RD AVE & 148 AVE"
"3643",NA,"153 & COURTLAND","ST","153 & COURTLAND ST","153 & COURTLAND ST","153RD & COURTLAND ST","153RD & COURTLAND ST"
"3644",NA,"126 & 8 AVE.","AVE","126 & 8 AVE. AVE","126 & 8 AVE. AVE","126TH & 8 AVE. AVE","126TH & 8 AVE. AVE"
"3645",NA,"E 198 & 4 AVE.","AVE","E 198 & 4 AVE. AVE","E 198 & 4 AVE. AVE","E 198TH & 4 AVE. AVE","E 198TH & 4 AVE. AVE"
"3646",NA,"167 & WASHN , AVE.","AVE","167 & WASHN , AVE. AVE","167 & WASHN , AVE. AVE","167TH & WASHN , AVE. AVE","167TH & WASHN , AVE. AVE"
"3647",12,"12","ST","12 12 ST","12 12 ST","12 12TH ST","12 12TH ST"
"3648",NA,"WALKER","ST","WALKER ST","WALKER ST","WALKER ST","WALKER ST"
"3649",182,"1 AVE.","AVE","182 1 AVE. AVE","ONE HUNDRED EIGHTY-TWO 1 AVE. AVE","182 1ST AVE. AVE","ONE HUNDRED EIGHTY-TWO 1ST AVE. AVE"
"3650",363,"W 57","ST","363 W 57 ST","363 W 57 ST","363 W 57TH ST","363 W 57TH ST"
"3651",147,"FRANKLIN","ST","147 FRANKLIN ST","147 FRANKLIN ST","147 FRANKLIN ST","147 FRANKLIN ST"
"3652",NA,"MCCOMB ARROW TIE CO. BROADWAY","AVE","MCCOMB ARROW TIE CO. BROADWAY AVE","MCCOMB ARROW TIE CO. BROADWAY AVE","MCCOMB ARROW TIE CO. BROADWAY AVE","MCCOMB ARROW TIE CO. BROADWAY AVE"
"3653",1,"E 27","ST","1 E 27 ST","1 E 27 ST","1 E 27TH ST","1 E 27TH ST"
"3654",23,"AND 124","ST","23 AND 124 ST","23 AND 124 ST","23 AND 124TH ST","23 AND 124TH ST"
"3655",NA,"E 92 & 1 AVE.","AVE","E 92 & 1 AVE. AVE","E 92 & 1 AVE. AVE","E 92ND & 1 AVE. AVE","E 92ND & 1 AVE. AVE"
"3656",209,"WOOSTER","ST","209 WOOSTER ST","209 WOOSTER ST","209 WOOSTER ST","209 WOOSTER ST"
"3657",138,"FORSYTH","ST","138 FORSYTH ST","138 FORSYTH ST","138 FORSYTH ST","138 FORSYTH ST"
"3658",NA,"AND GENERAL ADVISER OF THE SUPREME CT FOR LOANING MONEY ON","CT","AND GENERAL ADVISER OF THE SUPREME CT FOR LOANING MONEY ON CT","AND GENERAL ADVISER OF THE SUPREME CT FOR LOANING MONEY ON CT","AND GENERAL ADVISER OF THE SUPREME CT FOR LOANING MONEY ON CT","AND GENERAL ADVISER OF THE SUPREME CT FOR LOANING MONEY ON CT"
"3659",NA,"FULTON MKT","ST","FULTON MKT ST","FULTON MKT ST","FULTON MKT ST","FULTON MKT ST"
"3660",NA,"I","ST","I ST","I ST","I ST","I ST"
"3661",1,"1","ST","1 1 ST","1 1 ST","1 1ST ST","1 1ST ST"
"3662",1,"1","ST","1 1 ST","1 1 ST","1 1ST ST","1 1ST ST"
"3663",1,"1","ST","1 1 ST","1 1 ST","1 1ST ST","1 1ST ST"
"3664",NA,"1 AVE & E 78","AVE","1 AVE & E 78 AVE","1 AVE & E 78 AVE","1ST AVE & E 78 AVE","1ST AVE & E 78 AVE"
"3665",NA,"W WASHN MKT","ST","W WASHN MKT ST","W WASHN MKT ST","W WASHN MKT ST","W WASHN MKT ST"
"3666",NA,"6U91 AVE.","AVE","6U91 AVE. AVE","6U91 AVE. AVE","6THU91 AVE. AVE","6THU91 AVE. AVE"
"3667",NA,"MONROE","ST","MONROE ST","MONROE ST","MONROE ST","MONROE ST"
"3668",NA,"MADISON","ST","MADISON ST","MADISON ST","MADISON ST","MADISON ST"
"3669",NA,"BLVD & W 82","ST","BLVD & W 82 ST","BLVD & W 82 ST","BLVD & W 82ND ST","BLVD & W 82ND ST"
"3670",NA,"3 AVE & 147","AVE","3 AVE & 147 AVE","3 AVE & 147 AVE","3RD AVE & 147 AVE","3RD AVE & 147 AVE"
"3671",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"3672",351,"BOWERY","ST","351 BOWERY ST","351 BOWERY ST","351 BOWERY ST","351 BOWERY ST"
"3673",71,"MULBERRY","ST","71 MULBERRY ST","71 MULBERRY ST","71 MULBERRY ST","71 MULBERRY ST"
"3674",55,"BEACH","ST","55 BEACH ST","55 BEACH ST","55 BEACH ST","55 BEACH ST"
"3675",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"3676",47,"CARMINE","ST","47 CARMINE ST","47 CARMINE ST","47 CARMINE ST","47 CARMINE ST"
"3677",NA,"MADISON","ST","MADISON ST","MADISON ST","MADISON ST","MADISON ST"
"3678",NA,"BROADWAY & W 132","AVE","BROADWAY & W 132 AVE","BROADWAY & W 132 AVE","BROADWAY & W 132ND AVE","BROADWAY & W 132ND AVE"
"3679",NA,"MARKS AVE. BKLYN","AVE","MARKS AVE. BKLYN AVE","MARKS AVE. BKLYN AVE","MARKS AVE. BKLYN AVE","MARKS AVE. BKLYN AVE"
"3680",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"3681",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"3682",NA,"H. S. I.","ST","H. S. I. ST","H. S. I. ST","H. S. I. ST","H. S. I. ST"
"3683",NA,"W 58 51","ST","W 58 51 ST","W 58 51 ST","W 58TH 51 ST","W 58TH 51 ST"
"3684",86,"RIDGE","ST","86 RIDGE ST","86 RIDGE ST","86 RIDGE ST","86 RIDGE ST"
"3685",NA,"WID FRANCISTH E 511 15","ST","WID FRANCISTH E 511 15 ST","WID FRANCISTH E 511 15 ST","WID FRANCISTH E 511TH 15 ST","WID FRANCISTH E 511TH 15 ST"
"3686",NA,"CLINTON AVE & 169","AVE","CLINTON AVE & 169 AVE","CLINTON AVE & 169 AVE","CLINTON AVE & 169TH AVE","CLINTON AVE & 169TH AVE"
"3687",74,"E 74","ST","74 E 74 ST","74 E 74 ST","74 E 74TH ST","74 E 74TH ST"
"3688",222,"E 46","ST","222 E 46 ST","222 E 46 ST","222 E 46TH ST","222 E 46TH ST"
"3689",NA,"MADISON AVE.","AVE","MADISON AVE. AVE","MADISON AVE. AVE","MADISON AVE. AVE","MADISON AVE. AVE"
"3690",212,"E 47","ST","212 E 47 ST","212 E 47 ST","212 E 47TH ST","212 E 47TH ST"
"3691",237,"W 13","ST","237 W 13 ST","237 W 13 ST","237 W 13TH ST","237 W 13TH ST"
"3692",264,"SOUTH","ST","264 SOUTH ST","264 SOUTH ST","264 SOUTH ST","264 SOUTH ST"
"3693",NA,"WATER AND 56 NEW","ST","WATER AND 56 NEW ST","WATER AND 56 NEW ST","WATER AND 56TH NEW ST","WATER AND 56TH NEW ST"
"3694",5,"LYNCH","ST","5 LYNCH ST","5 LYNCH ST","5 LYNCH ST","5 LYNCH ST"
"3695",415,"GRAND","ST","415 GRAND ST","415 GRAND ST","415 GRAND ST","415 GRAND ST"
"3696",NA,"BEACH AVE & 147","AVE","BEACH AVE & 147 AVE","BEACH AVE & 147 AVE","BEACH AVE & 147TH AVE","BEACH AVE & 147TH AVE"
"3697",NA,"HR7OAK","ST","HR7OAK ST","HR7OAK ST","HR7THOAK ST","HR7THOAK ST"
"3698",NA,"E W 28","ST","E W 28 ST","E W 28 ST","E W 28TH ST","E W 28TH ST"
"3699",30,"MAIDEN LATH W 12 57","ST","30 MAIDEN LATH W 12 57 ST","30 MAIDEN LATH W 12 57 ST","30 MAIDEN LATH W 12TH 57 ST","30 MAIDEN LATH W 12TH 57 ST"
"3700",NA,"AVE.","AVE","AVE. AVE","AVE. AVE","AVE. AVE","AVE. AVE"
"3701",415,"GRAND","ST","415 GRAND ST","415 GRAND ST","415 GRAND ST","415 GRAND ST"
"3702",NA,"22MULBERRY","ST","22MULBERRY ST","22MULBERRY ST","22NDMULBERRY ST","22NDMULBERRY ST"
"3703",31,"1","ST","31 1 ST","31 1 ST","31 1ST ST","31 1ST ST"
"3704",NA,"B R 147 LEONARD","ST","B R 147 LEONARD ST","B R 147 LEONARD ST","B R 147TH LEONARD ST","B R 147TH LEONARD ST"
"3705",NA,"CONCORD AVE & 165","AVE","CONCORD AVE & 165 AVE","CONCORD AVE & 165 AVE","CONCORD AVE & 165TH AVE","CONCORD AVE & 165TH AVE"
"3706",NA,"E 89 & MADISON AVE.","AVE","E 89 & MADISON AVE. AVE","E 89 & MADISON AVE. AVE","E 89TH & MADISON AVE. AVE","E 89TH & MADISON AVE. AVE"
"3707",NA,"146 & BROOK AVE.","AVE","146 & BROOK AVE. AVE","146 & BROOK AVE. AVE","146TH & BROOK AVE. AVE","146TH & BROOK AVE. AVE"
"3708",991,"3 AVE|H E 201 59","AVE","991 3 AVE|H E 201 59 AVE","NINE HUNDRED NINETY-ONE 3 AVE|H E 201 59 AVE","991 3RD AVE|H E 201 59 AVE","NINE HUNDRED NINETY-ONE 3RD AVE|H E 201 59 AVE"
"3709",132,"8","ST","132 8 ST","132 8 ST","132 8TH ST","132 8TH ST"
"3710",NA,"","ST",NA,NA,NA,NA
"3711",NA,"H 135 & ALEXANDER AVE.","AVE","H 135 & ALEXANDER AVE. AVE","H 135 & ALEXANDER AVE. AVE","H 135TH & ALEXANDER AVE. AVE","H 135TH & ALEXANDER AVE. AVE"
"3712",9,"BROADWAY","AVE","9 BROADWAY AVE","NINE BROADWAY AVE","9 BROADWAY AVE","NINE BROADWAY AVE"
"3713",36,"OAK","ST","36 OAK ST","36 OAK ST","36 OAK ST","36 OAK ST"
"3714",NA,"ALEXANDER AVE & 143","AVE","ALEXANDER AVE & 143 AVE","ALEXANDER AVE & 143 AVE","ALEXANDER AVE & 143RD AVE","ALEXANDER AVE & 143RD AVE"
"3715",13,"WILLIAM","ST","13 WILLIAM ST","13 WILLIAM ST","13 WILLIAM ST","13 WILLIAM ST"
"3716",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"3717",11,"W 29","ST","11 W 29 ST","11 W 29 ST","11 W 29TH ST","11 W 29TH ST"
"3718",NA,"BLVD & W 148","ST","BLVD & W 148 ST","BLVD & W 148 ST","BLVD & W 148TH ST","BLVD & W 148TH ST"
"3719",44,"MAIDEN LA.","ST","44 MAIDEN LA. ST","44 MAIDEN LA. ST","44 MAIDEN LA. ST","44 MAIDEN LA. ST"
"3720",376,"8","ST","376 8 ST","376 8 ST","376 8TH ST","376 8TH ST"
"3721",NA,"R51","ST","R51 ST","R51 ST","R51ST ST","R51ST ST"
"3722",134,"THOMPSON","ST","134 THOMPSON ST","134 THOMPSON ST","134 THOMPSON ST","134 THOMPSON ST"
"3723",21,"MARION","ST","21 MARION ST","21 MARION ST","21 MARION ST","21 MARION ST"
"3724",22,"CATHARINE","ST","22 CATHARINE ST","22 CATHARINE ST","22 CATHARINE ST","22 CATHARINE ST"
"3725",6,"E 36","ST","6 E 36 ST","6 E 36 ST","6 E 36TH ST","6 E 36TH ST"
"3726",NA,"3 AVE & 147","AVE","3 AVE & 147 AVE","3 AVE & 147 AVE","3RD AVE & 147 AVE","3RD AVE & 147 AVE"
"3727",NA,"3 AVE & 147","AVE","3 AVE & 147 AVE","3 AVE & 147 AVE","3RD AVE & 147 AVE","3RD AVE & 147 AVE"
"3728",NA,"3 AVE & 147","AVE","3 AVE & 147 AVE","3 AVE & 147 AVE","3RD AVE & 147 AVE","3RD AVE & 147 AVE"
"3729",4,"BOWLING GR. H GARRISONS","ST","4 BOWLING GR. H GARRISONS ST","4 BOWLING GR. H GARRISONS ST","4 BOWLING GR. H GARRISONS ST","4 BOWLING GR. H GARRISONS ST"
"3730",31,"MARION","ST","31 MARION ST","31 MARION ST","31 MARION ST","31 MARION ST"
"3731",NA,"CONCORD AVE & 105","AVE","CONCORD AVE & 105 AVE","CONCORD AVE & 105 AVE","CONCORD AVE & 105TH AVE","CONCORD AVE & 105TH AVE"
"3732",NA,"WILLIS AVE & 147","AVE","WILLIS AVE & 147 AVE","WILLIS AVE & 147 AVE","WILLIS AVE & 147TH AVE","WILLIS AVE & 147TH AVE"
"3733",2394,"ATTORNEY","ST","2394 ATTORNEY ST","2394 ATTORNEY ST","2394 ATTORNEY ST","2394 ATTORNEY ST"
"3734",49,"MANGIN","ST","49 MANGIN ST","49 MANGIN ST","49 MANGIN ST","49 MANGIN ST"
"3735",NA,"9""13 AVE AND 6681 AVE.","AVE","9""13 AVE AND 6681 AVE. AVE","9""13 AVE AND 6681 AVE. AVE","9TH""13 AVE AND 6681 AVE. AVE","9TH""13 AVE AND 6681 AVE. AVE"
"3736",57,"BROADWAY","AVE","57 BROADWAY AVE","FIFTY-SEVEN BROADWAY AVE","57 BROADWAY AVE","FIFTY-SEVEN BROADWAY AVE"
"3737",NA,"W 66 & FIH AVE.","AVE","W 66 & FIH AVE. AVE","W 66 & FIH AVE. AVE","W 66TH & FIH AVE. AVE","W 66TH & FIH AVE. AVE"
"3738",10,"67E 10","ST","10 67E 10 ST","10 67E 10 ST","10 67THE 10 ST","10 67THE 10 ST"
"3739",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"3740",NA,"115","ST","115 ST","115 ST","115TH ST","115TH ST"
"3741",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"3742",1,"1","ST","1 1 ST","1 1 ST","1 1ST ST","1 1ST ST"
"3743",NA,"LA. WESTERN R. R. CO. BROADWAY","AVE","LA. WESTERN R. R. CO. BROADWAY AVE","LA. WESTERN R. R. CO. BROADWAY AVE","LA. WESTERN R. R. CO. BROADWAY AVE","LA. WESTERN R. R. CO. BROADWAY AVE"
"3744",NA,"CITY HALL","ST","CITY HALL ST","CITY HALL ST","CITY HALL ST","CITY HALL ST"
"3745",149,"E 85","ST","149 E 85 ST","149 E 85 ST","149 E 85TH ST","149 E 85TH ST"
"3746",NA,"LAFAYETTE PL.","PL","LAFAYETTE PL. PL","LAFAYETTE PL. PL","LAFAYETTE PL. PL","LAFAYETTE PL. PL"
"3747",NA,"3 AVE & 155","AVE","3 AVE & 155 AVE","3 AVE & 155 AVE","3RD AVE & 155 AVE","3RD AVE & 155 AVE"
"3748",NA,"","ST",NA,NA,NA,NA
"3749",279,"TAV","ST","279 TAV ST","279 TAV ST","279 TAV ST","279 TAV ST"
"3750",NA,"4 AVE & E 132","AVE","4 AVE & E 132 AVE","4 AVE & E 132 AVE","4TH AVE & E 132 AVE","4TH AVE & E 132 AVE"
"3751",NA,"LEONARD","ST","LEONARD ST","LEONARD ST","LEONARD ST","LEONARD ST"
"3752",NA,"167 & WASHN , AVE.","AVE","167 & WASHN , AVE. AVE","167 & WASHN , AVE. AVE","167TH & WASHN , AVE. AVE","167TH & WASHN , AVE. AVE"
"3753",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"3754",NA,"3 AVE & 167","AVE","3 AVE & 167 AVE","3 AVE & 167 AVE","3RD AVE & 167 AVE","3RD AVE & 167 AVE"
"3755",NA,"AVE.","AVE","AVE. AVE","AVE. AVE","AVE. AVE","AVE. AVE"
"3756",NA,"3 AVE & 146","AVE","3 AVE & 146 AVE","3 AVE & 146 AVE","3RD AVE & 146 AVE","3RD AVE & 146 AVE"
"3757",353,"GROVE","ST","353 GROVE ST","353 GROVE ST","353 GROVE ST","353 GROVE ST"
"3758",NA,"","ST",NA,NA,NA,NA
"3759",27,"ESSEX","ST","27 ESSEX ST","27 ESSEX ST","27 ESSEX ST","27 ESSEX ST"
"3760",NA,"3 AVE & 153","AVE","3 AVE & 153 AVE","3 AVE & 153 AVE","3RD AVE & 153 AVE","3RD AVE & 153 AVE"
"3761",NA,"TON PL.","PL","TON PL. PL","TON PL. PL","TON PL. PL","TON PL. PL"
"3762",NA,"E 90 & 3 AVE.","AVE","E 90 & 3 AVE. AVE","E 90 & 3 AVE. AVE","E 90TH & 3 AVE. AVE","E 90TH & 3 AVE. AVE"
"3763",1,"GWICH","ST","1 GWICH ST","1 GWICH ST","1 GWICH ST","1 GWICH ST"
"3764",NA,"BROADWAY & W 130","AVE","BROADWAY & W 130 AVE","BROADWAY & W 130 AVE","BROADWAY & W 130TH AVE","BROADWAY & W 130TH AVE"
"3765",NA,"OGDEN AVE. & WOLF","AVE","OGDEN AVE. & WOLF AVE","OGDEN AVE. & WOLF AVE","OGDEN AVE. & WOLF AVE","OGDEN AVE. & WOLF AVE"
"3766",NA,"NICHOLAS AVE & W 151","AVE","NICHOLAS AVE & W 151 AVE","NICHOLAS AVE & W 151 AVE","NICHOLAS AVE & W 151ST AVE","NICHOLAS AVE & W 151ST AVE"
"3767",NA,"MKT","ST","MKT ST","MKT ST","MKT ST","MKT ST"
"3768",1,"BROADWAY","AVE","1 BROADWAY AVE","ONE BROADWAY AVE","1 BROADWAY AVE","ONE BROADWAY AVE"
"3769",42,"HAMILTON","ST","42 HAMILTON ST","42 HAMILTON ST","42 HAMILTON ST","42 HAMILTON ST"
"3770",11,"CITY HALL","ST","11 CITY HALL ST","11 CITY HALL ST","11 CITY HALL ST","11 CITY HALL ST"
"3771",26,"4","ST","26 4 ST","26 4 ST","26 4TH ST","26 4TH ST"
"3772",NA,"E 44 & 1 AVE.","AVE","E 44 & 1 AVE. AVE","E 44 & 1 AVE. AVE","E 44TH & 1 AVE. AVE","E 44TH & 1 AVE. AVE"
"3773",46,"PINE","ST","46 PINE ST","46 PINE ST","46 PINE ST","46 PINE ST"
"3774",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"3775",17,"BROAD","ST","17 BROAD ST","17 BROAD ST","17 BROAD ST","17 BROAD ST"
"3776",NA,"","ST",NA,NA,NA,NA
"3777",176,"BROADWAY","AVE","176 BROADWAY AVE","ONE HUNDRED SEVENTY-SIX BROADWAY AVE","176 BROADWAY AVE","ONE HUNDRED SEVENTY-SIX BROADWAY AVE"
"3778",NA,"L N I SHORE PASSENGER AND FREIGHT TRANSP CO PIER E 24 R.","PIER","L N I SHORE PASSENGER AND FREIGHT TRANSP CO PIER E 24 R. PIER","L N I SHORE PASSENGER AND FREIGHT TRANSP CO PIER E 24 R. PIER","L N I SHORE PASSENGER AND FREIGHT TRANSP CO PIER E 24TH R. PIER","L N I SHORE PASSENGER AND FREIGHT TRANSP CO PIER E 24TH R. PIER"
"3779",140,"PEARL","ST","140 PEARL ST","140 PEARL ST","140 PEARL ST","140 PEARL ST"
"3780",229,"BROADWAY","AVE","229 BROADWAY AVE","TWO HUNDRED TWENTY-NINE BROADWAY AVE","229 BROADWAY AVE","TWO HUNDRED TWENTY-NINE BROADWAY AVE"
"3781",NA,"E 77 & 4 AVE.","AVE","E 77 & 4 AVE. AVE","E 77 & 4 AVE. AVE","E 77TH & 4 AVE. AVE","E 77TH & 4 AVE. AVE"
"3782",1,"GWICAV","ST","1 GWICAV ST","1 GWICAV ST","1 GWICAV ST","1 GWICAV ST"
"3783",NA,"3 AVE & 135","AVE","3 AVE & 135 AVE","3 AVE & 135 AVE","3RD AVE & 135 AVE","3RD AVE & 135 AVE"
"3784",NA,"COURTLAND AVE & 149","AVE","COURTLAND AVE & 149 AVE","COURTLAND AVE & 149 AVE","COURTLAND AVE & 149TH AVE","COURTLAND AVE & 149TH AVE"
"3785",45,"BROADWAY","AVE","45 BROADWAY AVE","FORTY-FIVE BROADWAY AVE","45 BROADWAY AVE","FORTY-FIVE BROADWAY AVE"
"3786",NA,"W 110 & BLVD","BLVD","W 110 & BLVD","W 110 & BLVD","W 110TH & BLVD","W 110TH & BLVD"
"3787",NA,"618","ST","618 ST","618 ST","618TH ST","618TH ST"
"3788",NA,"AVE.","AVE","AVE. AVE","AVE. AVE","AVE. AVE","AVE. AVE"
"3789",102,"BOWERY","ST","102 BOWERY ST","102 BOWERY ST","102 BOWERY ST","102 BOWERY ST"
"3790",NA,"MADISON AVE.","AVE","MADISON AVE. AVE","MADISON AVE. AVE","MADISON AVE. AVE","MADISON AVE. AVE"
"3791",46,"CORTLANDT","ST","46 CORTLANDT ST","46 CORTLANDT ST","46 CORTLANDT ST","46 CORTLANDT ST"
"3792",NA,"","ST",NA,NA,NA,NA
"3793",816,"AVE H","AVE","816 AVE H AVE","EIGHT HUNDRED SIXTEEN AVE H AVE","816 AVE H AVE","EIGHT HUNDRED SIXTEEN AVE H AVE"
"3794",NA,"3 AVE & 164","AVE","3 AVE & 164 AVE","3 AVE & 164 AVE","3RD AVE & 164 AVE","3RD AVE & 164 AVE"
"3795",NA,"3 AVE & 165","AVE","3 AVE & 165 AVE","3 AVE & 165 AVE","3RD AVE & 165 AVE","3RD AVE & 165 AVE"
"3796",NA,"3 AVE. & nan","AVE","3 AVE. & NAN AVE","3 AVE. & NAN AVE","3RD AVE. & NAN AVE","3RD AVE. & NAN AVE"
"3797",41,"WARREN","ST","41 WARREN ST","41 WARREN ST","41 WARREN ST","41 WARREN ST"
"3798",NA,"AVE.","AVE","AVE. AVE","AVE. AVE","AVE. AVE","AVE. AVE"
"3799",71,"MULBERRY","ST","71 MULBERRY ST","71 MULBERRY ST","71 MULBERRY ST","71 MULBERRY ST"
"3800",NA,"LAFAYETTE AVE. BKLYN","AVE","LAFAYETTE AVE. BKLYN AVE","LAFAYETTE AVE. BKLYN AVE","LAFAYETTE AVE. BKLYN AVE","LAFAYETTE AVE. BKLYN AVE"
"3801",NA,"KINGSBRIDGE RD. & W","ST","KINGSBRIDGE RD. & W ST","KINGSBRIDGE RD. & W ST","KINGSBRIDGE RD. & W ST","KINGSBRIDGE RD. & W ST"
"3802",NA,"LA","ST","LA ST","LA ST","LA ST","LA ST"
"3803",43,"DIVISION","ST","43 DIVISION ST","43 DIVISION ST","43 DIVISION ST","43 DIVISION ST"
"3804",43,"DIVISION","ST","43 DIVISION ST","43 DIVISION ST","43 DIVISION ST","43 DIVISION ST"
"3805",247,"E 81","ST","247 E 81 ST","247 E 81 ST","247 E 81ST ST","247 E 81ST ST"
"3806",247,"E 81","ST","247 E 81 ST","247 E 81 ST","247 E 81ST ST","247 E 81ST ST"
"3807",59,"MULBERRY","ST","59 MULBERRY ST","59 MULBERRY ST","59 MULBERRY ST","59 MULBERRY ST"
"3808",1,"BROADWAY","AVE","1 BROADWAY AVE","ONE BROADWAY AVE","1 BROADWAY AVE","ONE BROADWAY AVE"
"3809",141,"BROADWAY","AVE","141 BROADWAY AVE","ONE HUNDRED FORTY-ONE BROADWAY AVE","141 BROADWAY AVE","ONE HUNDRED FORTY-ONE BROADWAY AVE"
"3810",419,"GRAND","ST","419 GRAND ST","419 GRAND ST","419 GRAND ST","419 GRAND ST"
"3811",1,"BROADWAY","AVE","1 BROADWAY AVE","ONE BROADWAY AVE","1 BROADWAY AVE","ONE BROADWAY AVE"
"3812",124,"COLUMBIA","ST","124 COLUMBIA ST","124 COLUMBIA ST","124 COLUMBIA ST","124 COLUMBIA ST"
"3813",0,"0","ST","0 0 ST","0 0 ST","0 0TH ST","0 0TH ST"
"3814",NA,"E 88 & AVE. A","AVE","E 88 & AVE. A AVE","E 88 & AVE. A AVE","E 88TH & AVE. A AVE","E 88TH & AVE. A AVE"
"3815",134,"THOMPSON","ST","134 THOMPSON ST","134 THOMPSON ST","134 THOMPSON ST","134 THOMPSON ST"
"3816",NA,"WAVERLEY PL. & CHRISTOPHER","PL","WAVERLEY PL. & CHRISTOPHER PL","WAVERLEY PL. & CHRISTOPHER PL","WAVERLEY PL. & CHRISTOPHER PL","WAVERLEY PL. & CHRISTOPHER PL"
"3817",90,"FRONT","ST","90 FRONT ST","90 FRONT ST","90 FRONT ST","90 FRONT ST"
"3818",NA,"CASTLE GARDEN","ST","CASTLE GARDEN ST","CASTLE GARDEN ST","CASTLE GARDEN ST","CASTLE GARDEN ST"
"3819",256,"BOWERY AND 7 FIH","ST","256 BOWERY AND 7 FIH ST","256 BOWERY AND 7 FIH ST","256 BOWERY AND 7TH FIH ST","256 BOWERY AND 7TH FIH ST"
"3820",800,"E 11","ST","800 E 11 ST","800 E 11 ST","800 E 11TH ST","800 E 11TH ST"
