"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"167",NA,"CUMBERLAND & MYRTLE","ST","CUMBERLAND & MYRTLE ST","CUMBERLAND & MYRTLE ST","CUMBERLAND & MYRTLE ST","CUMBERLAND & MYRTLE ST"
"168",NA,"KENT & FLUSHING AVE","AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE"
"169",NA,"JUNC. FLATBUSH TURNPIKE AND ATLANTIC AVE","AVE","JUNC. FLATBUSH TURNPIKE AND ATLANTIC AVE","JUNC. FLATBUSH TURNPIKE AND ATLANTIC AVE","JUNC. FLATBUSH TURNPIKE AND ATLANTIC AVE","JUNC. FLATBUSH TURNPIKE AND ATLANTIC AVE"
"170",NA,"KENT AVE NORTH","AVE","KENT AVE NORTH AVE","KENT AVE NORTH AVE","KENT AVE NORTH AVE","KENT AVE NORTH AVE"
"171",NA,"","ST",NA,NA,NA,NA
"172",NA,"BOARDING 1 ATLANTIC","ST","BOARDING 1 ATLANTIC ST","BOARDING 1 ATLANTIC ST","BOARDING 1ST ATLANTIC ST","BOARDING 1ST ATLANTIC ST"
"173",NA,"MYRTLE AVE & STEUBEN","ST","MYRTLE AVE & STEUBEN ST","MYRTLE AVE & STEUBEN ST","MYRTLE AVE & STEUBEN ST","MYRTLE AVE & STEUBEN ST"
"174",NA,"BRG & HIGH","ST","BRG & HIGH ST","BRG & HIGH ST","BRG & HIGH ST","BRG & HIGH ST"
"175",NA,"FRANKLIN FULTON","ST","FRANKLIN FULTON ST","FRANKLIN FULTON ST","FRANKLIN FULTON ST","FRANKLIN FULTON ST"
"176",NA,"FLUSHING AVE OP SPENCER","AVE","FLUSHING AVE OP SPENCER AVE","FLUSHING AVE OP SPENCER AVE","FLUSHING AVE OP SPENCER AVE","FLUSHING AVE OP SPENCER AVE"
"177",NA,"GROCERY AND FEED STORE , MYRTLE AVE & GOLD","ST","GROCERY AND FEED STORE , MYRTLE AVE & GOLD ST","GROCERY AND FEED STORE , MYRTLE AVE & GOLD ST","GROCERY AND FEED STORE , MYRTLE AVE & GOLD ST","GROCERY AND FEED STORE , MYRTLE AVE & GOLD ST"
"178",NA,"CUMBERLAND & PARK AVE","AVE","CUMBERLAND & PARK AVE","CUMBERLAND & PARK AVE","CUMBERLAND & PARK AVE","CUMBERLAND & PARK AVE"
"179",NA,"BALDWIN PHINEAS AND CO,GROCERS MYRTLE AVE & ADAMS","AVE","BALDWIN PHINEAS AND CO,GROCERS MYRTLE AVE & ADAMS AVE","BALDWIN PHINEAS AND CO,GROCERS MYRTLE AVE & ADAMS AVE","BALDWIN PHINEAS AND CO,GROCERS MYRTLE AVE & ADAMS AVE","BALDWIN PHINEAS AND CO,GROCERS MYRTLE AVE & ADAMS AVE"
"180",NA,"BALTIC & SMITH","ST","BALTIC & SMITH ST","BALTIC & SMITH ST","BALTIC & SMITH ST","BALTIC & SMITH ST"
"181",NA,"PUTNAM & BEDFORD AVE","AVE","PUTNAM & BEDFORD AVE","PUTNAM & BEDFORD AVE","PUTNAM & BEDFORD AVE","PUTNAM & BEDFORD AVE"
"182",NA,"SCHERMERHORN & NEVINS","ST","SCHERMERHORN & NEVINS ST","SCHERMERHORN & NEVINS ST","SCHERMERHORN & NEVINS ST","SCHERMERHORN & NEVINS ST"
"183",NA,"STATIONERY MYRTLE AVE & GRAHAM","AVE","STATIONERY MYRTLE AVE & GRAHAM AVE","STATIONERY MYRTLE AVE & GRAHAM AVE","STATIONERY MYRTLE AVE & GRAHAM AVE","STATIONERY MYRTLE AVE & GRAHAM AVE"
"184",NA,"COLUMBIA & PACIFIC","ST","COLUMBIA & PACIFIC ST","COLUMBIA & PACIFIC ST","COLUMBIA & PACIFIC ST","COLUMBIA & PACIFIC ST"
"185",NA,"BEDFORD & DE KALB AVE","AVE","BEDFORD & DE KALB AVE","BEDFORD & DE KALB AVE","BEDFORD & DE KALB AVE","BEDFORD & DE KALB AVE"
"186",55,"ATLANTIC","ST","55 ATLANTIC ST","55 ATLANTIC ST","55 ATLANTIC ST","55 ATLANTIC ST"
"187",NA,"MONTAGUE P)ACE & CT","CT","MONTAGUE P)ACE & CT","MONTAGUE P)ACE & CT","MONTAGUE P)ACE & CT","MONTAGUE P)ACE & CT"
"188",NA,"WYCKOFF & CT","CT","WYCKOFF & CT","WYCKOFF & CT","WYCKOFF & CT","WYCKOFF & CT"
"189",NA,"F)ATBUSH TURNPIKE & NEVINS","ST","F)ATBUSH TURNPIKE & NEVINS ST","F)ATBUSH TURNPIKE & NEVINS ST","F)ATBUSH TURNPIKE & NEVINS ST","F)ATBUSH TURNPIKE & NEVINS ST"
"190",NA,"WATER & BRG","BRG","WATER & BRG","WATER & BRG","WATER & BRG","WATER & BRG"
"191",NA,"CT & PACIFIC","ST","CT & PACIFIC ST","CT & PACIFIC ST","CT & PACIFIC ST","CT & PACIFIC ST"
"192",NA,"27 & 3 AVE GOWANUS","AVE","27 & 3 AVE GOWANUS AVE","27 & 3 AVE GOWANUS AVE","27TH & 3 AVE GOWANUS AVE","27TH & 3 AVE GOWANUS AVE"
"193",NA,"FLUSHING & KENT AVE","AVE","FLUSHING & KENT AVE","FLUSHING & KENT AVE","FLUSHING & KENT AVE","FLUSHING & KENT AVE"
"194",NA,"FLUSHING & FRANKLIN AVE","AVE","FLUSHING & FRANKLIN AVE","FLUSHING & FRANKLIN AVE","FLUSHING & FRANKLIN AVE","FLUSHING & FRANKLIN AVE"
"195",NA,"FULTON AND CONCORD","ST","FULTON AND CONCORD ST","FULTON AND CONCORD ST","FULTON AND CONCORD ST","FULTON AND CONCORD ST"
"196",NA,"UNION & VAN BRUNT","ST","UNION & VAN BRUNT ST","UNION & VAN BRUNT ST","UNION & VAN BRUNT ST","UNION & VAN BRUNT ST"
"197",NA,"RAYMOND & MYRTLE AVE","AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE"
"198",NA,"","ST",NA,NA,NA,NA
"199",NA,"RAYMOND & DE KALB AVE","AVE","RAYMOND & DE KALB AVE","RAYMOND & DE KALB AVE","RAYMOND & DE KALB AVE","RAYMOND & DE KALB AVE"
"200",NA,"RED HOOK PL & FNLTON AVE","AVE","RED HOOK PL & FNLTON AVE","RED HOOK PL & FNLTON AVE","RED HOOK PL & FNLTON AVE","RED HOOK PL & FNLTON AVE"
"201",NA,"PACIFIC & CT","CT","PACIFIC & CT","PACIFIC & CT","PACIFIC & CT","PACIFIC & CT"
"202",NA,"CUMBERLAND & MYRTLE AVE","AVE","CUMBERLAND & MYRTLE AVE","CUMBERLAND & MYRTLE AVE","CUMBERLAND & MYRTLE AVE","CUMBERLAND & MYRTLE AVE"
"203",NA,"MYTTLE AVE & RAYMOND","AVE","MYTTLE AVE & RAYMOND AVE","MYTTLE AVE & RAYMOND AVE","MYTTLE AVE & RAYMOND AVE","MYTTLE AVE & RAYMOND AVE"
"204",NA,"BROOKLYN CITY HOSPITAL HUDSON AVE B LAYFAYETTE AND FULTON AVE","AVE","BROOKLYN CITY HOSPITAL HUDSON AVE B LAYFAYETTE AND FULTON AVE","BROOKLYN CITY HOSPITAL HUDSON AVE B LAYFAYETTE AND FULTON AVE","BROOKLYN CITY HOSPITAL HUDSON AVE B LAYFAYETTE AND FULTON AVE","BROOKLYN CITY HOSPITAL HUDSON AVE B LAYFAYETTE AND FULTON AVE"
"205",NA,"CLOVE RD BEDFORD","ST","CLOVE RD BEDFORD ST","CLOVE RD BEDFORD ST","CLOVE RD BEDFORD ST","CLOVE RD BEDFORD ST"
"206",NA,"","ST",NA,NA,NA,NA
"207",NA,"BOARDING 233 FULTON","ST","BOARDING 233 FULTON ST","BOARDING 233 FULTON ST","BOARDING 233RD FULTON ST","BOARDING 233RD FULTON ST"
"208",NA,"SHERMERHOIN & POWER.S","ST","SHERMERHOIN & POWER.S ST","SHERMERHOIN & POWER.S ST","SHERMERHOIN & POWER.S ST","SHERMERHOIN & POWER.S ST"
"209",3,"AVE GOWANUS","AVE","3 AVE GOWANUS AVE","THREE AVE GOWANUS AVE","3 AVE GOWANUS AVE","THREE AVE GOWANUS AVE"
"210",NA,"BRG & TILLARY","ST","BRG & TILLARY ST","BRG & TILLARY ST","BRG & TILLARY ST","BRG & TILLARY ST"
"211",NA,"SCHERMERHORN B HOYT AND SMITH","ST","SCHERMERHORN B HOYT AND SMITH ST","SCHERMERHORN B HOYT AND SMITH ST","SCHERMERHORN B HOYT AND SMITH ST","SCHERMERHORN B HOYT AND SMITH ST"
"212",NA,"SPENCER & WILLOUGHBY","ST","SPENCER & WILLOUGHBY ST","SPENCER & WILLOUGHBY ST","SPENCER & WILLOUGHBY ST","SPENCER & WILLOUGHBY ST"
"213",NA,"OF DEEDS CLASSON & FIUSHING AVE","AVE","OF DEEDS CLASSON & FIUSHING AVE","OF DEEDS CLASSON & FIUSHING AVE","OF DEEDS CLASSON & FIUSHING AVE","OF DEEDS CLASSON & FIUSHING AVE"
"214",NA,"FRANKLIN & MYRTLE AVE","AVE","FRANKLIN & MYRTLE AVE","FRANKLIN & MYRTLE AVE","FRANKLIN & MYRTLE AVE","FRANKLIN & MYRTLE AVE"
"215",NA,"NAVY & DELIALB AVE","AVE","NAVY & DELIALB AVE","NAVY & DELIALB AVE","NAVY & DELIALB AVE","NAVY & DELIALB AVE"
"216",NA,"CT B ATLANTIC AND PACIFIC","ST","CT B ATLANTIC AND PACIFIC ST","CT B ATLANTIC AND PACIFIC ST","CT B ATLANTIC AND PACIFIC ST","CT B ATLANTIC AND PACIFIC ST"
"217",NA,"WARREN & SMITH","ST","WARREN & SMITH ST","WARREN & SMITH ST","WARREN & SMITH ST","WARREN & SMITH ST"
"218",NA,"PACIFIC & POWERS","ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST","PACIFIC & POWERS ST"
"219",NA,"NAVY & PARK AVE","AVE","NAVY & PARK AVE","NAVY & PARK AVE","NAVY & PARK AVE","NAVY & PARK AVE"
"220",NA,"DE KALB AVE & BOLIVAR","AVE","DE KALB AVE & BOLIVAR AVE","DE KALB AVE & BOLIVAR AVE","DE KALB AVE & BOLIVAR AVE","DE KALB AVE & BOLIVAR AVE"
"221",NA,"MYRTLE AVE & CUMBERLAND","AVE","MYRTLE AVE & CUMBERLAND AVE","MYRTLE AVE & CUMBERLAND AVE","MYRTLE AVE & CUMBERLAND AVE","MYRTLE AVE & CUMBERLAND AVE"
"222",NA,"COLUMBIA & AMITY","ST","COLUMBIA & AMITY ST","COLUMBIA & AMITY ST","COLUMBIA & AMITY ST","COLUMBIA & AMITY ST"
"223",NA,"NAVY & MYRTLE AVE","AVE","NAVY & MYRTLE AVE","NAVY & MYRTLE AVE","NAVY & MYRTLE AVE","NAVY & MYRTLE AVE"
"224",NA,"BOERUM & DEAN","ST","BOERUM & DEAN ST","BOERUM & DEAN ST","BOERUM & DEAN ST","BOERUM & DEAN ST"
"225",NA,"DEAN & BOERUM","ST","DEAN & BOERUM ST","DEAN & BOERUM ST","DEAN & BOERUM ST","DEAN & BOERUM ST"
"226",NA,"CT & DEGRAW","ST","CT & DEGRAW ST","CT & DEGRAW ST","CT & DEGRAW ST","CT & DEGRAW ST"
"227",NA,"VANDERBILT AVE & DEAN","AVE","VANDERBILT AVE & DEAN AVE","VANDERBILT AVE & DEAN AVE","VANDERBILT AVE & DEAN AVE","VANDERBILT AVE & DEAN AVE"
"228",3,"AVB 15 AND 16 STGORVANUS","ST","3 AVB 15 AND 16 STGORVANUS ST","3 AVB 15 AND 16 STGORVANUS ST","3 AVB 15TH AND 16 STGORVANUS ST","3 AVB 15TH AND 16 STGORVANUS ST"
"229",NA,"19 & 3 AVE GOWANUS","AVE","19 & 3 AVE GOWANUS AVE","19 & 3 AVE GOWANUS AVE","19TH & 3 AVE GOWANUS AVE","19TH & 3 AVE GOWANUS AVE"
"230",NA,"","ST",NA,NA,NA,NA
"231",NA,"PACIFIC & SMITH","ST","PACIFIC & SMITH ST","PACIFIC & SMITH ST","PACIFIC & SMITH ST","PACIFIC & SMITH ST"
"232",NA,"FRANKLIN & PARK AVE","AVE","FRANKLIN & PARK AVE","FRANKLIN & PARK AVE","FRANKLIN & PARK AVE","FRANKLIN & PARK AVE"
"233",NA,"LUSHING & , KENT AVE","AVE","LUSHING & , KENT AVE","LUSHING & , KENT AVE","LUSHING & , KENT AVE","LUSHING & , KENT AVE"
"234",NA,"","ST",NA,NA,NA,NA
"235",NA,"WASHINGTON AVE FULTON AVE","AVE","WASHINGTON AVE FULTON AVE","WASHINGTON AVE FULTON AVE","WASHINGTON AVE FULTON AVE","WASHINGTON AVE FULTON AVE"
"236",NA,"FULTON & MYRTLE AVE","AVE","FULTON & MYRTLE AVE","FULTON & MYRTLE AVE","FULTON & MYRTLE AVE","FULTON & MYRTLE AVE"
"237",NA,"OXFORD & JAMAICA RD","ST","OXFORD & JAMAICA RD ST","OXFORD & JAMAICA RD ST","OXFORD & JAMAICA RD ST","OXFORD & JAMAICA RD ST"
"238",0,"","ST","0  ST","0  ST","0  ST","0  ST"
"239",NA,"COLUMBIA & PINEAPPLE JOHN","ST","COLUMBIA & PINEAPPLE JOHN ST","COLUMBIA & PINEAPPLE JOHN ST","COLUMBIA & PINEAPPLE JOHN ST","COLUMBIA & PINEAPPLE JOHN ST"
"240",NA,"CROW HL BEDFORD HUDSON PROPRIETOR","HL","CROW HL BEDFORD HUDSON PROPRIETOR HL","CROW HL BEDFORD HUDSON PROPRIETOR HL","CROW HL BEDFORD HUDSON PROPRIETOR HL","CROW HL BEDFORD HUDSON PROPRIETOR HL"
"241",NA,"S U N 58 ADELPHI","ST","S U N 58 ADELPHI ST","S U N 58 ADELPHI ST","S U N 58TH ADELPHI ST","S U N 58TH ADELPHI ST"
"242",NA,"NYH PACIFIC & SMITH","ST","NYH PACIFIC & SMITH ST","NYH PACIFIC & SMITH ST","NYH PACIFIC & SMITH ST","NYH PACIFIC & SMITH ST"
"243",NA,"CEDAR AND PEARL NYH SHERINERHORN & BOND","ST","CEDAR AND PEARL NYH SHERINERHORN & BOND ST","CEDAR AND PEARL NYH SHERINERHORN & BOND ST","CEDAR AND PEARL NYH SHERINERHORN & BOND ST","CEDAR AND PEARL NYH SHERINERHORN & BOND ST"
"244",NA,"","ST",NA,NA,NA,NA
"245",NA,"COLUMBIAB STATE AND JORALEMON","ST","COLUMBIAB STATE AND JORALEMON ST","COLUMBIAB STATE AND JORALEMON ST","COLUMBIAB STATE AND JORALEMON ST","COLUMBIAB STATE AND JORALEMON ST"
"246",NA,"NYH CT.N SACKETT","CT","NYH CT.N SACKETT CT","NYH CT.N SACKETT CT","NYH CT.N SACKETT CT","NYH CT.N SACKETT CT"
"247",NA,"CLINTON & FULTON AVE","AVE","CLINTON & FULTON AVE","CLINTON & FULTON AVE","CLINTON & FULTON AVE","CLINTON & FULTON AVE"
"248",NA,"PERUVIAN GUANO 164 FURMAN","ST","PERUVIAN GUANO 164 FURMAN ST","PERUVIAN GUANO 164 FURMAN ST","PERUVIAN GUANO 164TH FURMAN ST","PERUVIAN GUANO 164TH FURMAN ST"
"249",NA,"JORALEMON & HENRY","ST","JORALEMON & HENRY ST","JORALEMON & HENRY ST","JORALEMON & HENRY ST","JORALEMON & HENRY ST"
"250",NA,"CLOVE RD BEDFORD","ST","CLOVE RD BEDFORD ST","CLOVE RD BEDFORD ST","CLOVE RD BEDFORD ST","CLOVE RD BEDFORD ST"
"251",NA,"N Y SUN 73 COLUMBIA","ST","N Y SUN 73 COLUMBIA ST","N Y SUN 73 COLUMBIA ST","N Y SUN 73RD COLUMBIA ST","N Y SUN 73RD COLUMBIA ST"
"252",NA,"JOHNSON & FULTON","ST","JOHNSON & FULTON ST","JOHNSON & FULTON ST","JOHNSON & FULTON ST","JOHNSON & FULTON ST"
"253",NA,"3 AVE & 24 GOWANUS","AVE","3 AVE & 24 GOWANUS AVE","3 AVE & 24 GOWANUS AVE","3RD AVE & 24 GOWANUS AVE","3RD AVE & 24 GOWANUS AVE"
"254",NA,"DEAN & SMITH","ST","DEAN & SMITH ST","DEAN & SMITH ST","DEAN & SMITH ST","DEAN & SMITH ST"
"255",NA,"FLUSHING AVE & NAVY YARD","AVE","FLUSHING AVE & NAVY YARD AVE","FLUSHING AVE & NAVY YARD AVE","FLUSHING AVE & NAVY YARD AVE","FLUSHING AVE & NAVY YARD AVE"
"256",NA,"MYRTLE & NOSTRAND AVE","AVE","MYRTLE & NOSTRAND AVE","MYRTLE & NOSTRAND AVE","MYRTLE & NOSTRAND AVE","MYRTLE & NOSTRAND AVE"
"257",NA,"17G YORK & GREEN LN","LN","17G YORK & GREEN LN","17G YORK & GREEN LN","17THG YORK & GREEN LN","17THG YORK & GREEN LN"
"258",NA,"22 & 3 AVE GOWANUS","AVE","22 & 3 AVE GOWANUS AVE","22 & 3 AVE GOWANUS AVE","22ND & 3 AVE GOWANUS AVE","22ND & 3 AVE GOWANUS AVE"
"259",NA,"PACIFIC & OXFORD","ST","PACIFIC & OXFORD ST","PACIFIC & OXFORD ST","PACIFIC & OXFORD ST","PACIFIC & OXFORD ST"
"260",NA,"HUDSON AVE & LAFAYETTE","AVE","HUDSON AVE & LAFAYETTE AVE","HUDSON AVE & LAFAYETTE AVE","HUDSON AVE & LAFAYETTE AVE","HUDSON AVE & LAFAYETTE AVE"
"261",NA,"BUTLER & SMITH","ST","BUTLER & SMITH ST","BUTLER & SMITH ST","BUTLER & SMITH ST","BUTLER & SMITH ST"
"262",316,"FULTON OP ADAMS","ST","316 FULTON OP ADAMS ST","316 FULTON OP ADAMS ST","316 FULTON OP ADAMS ST","316 FULTON OP ADAMS ST"
"263",NA,"JAY & FRONT","ST","JAY & FRONT ST","JAY & FRONT ST","JAY & FRONT ST","JAY & FRONT ST"
"264",105,"HIGH","ST","105 HIGH ST","105 HIGH ST","105 HIGH ST","105 HIGH ST"
"265",NA,"SANDS & NAVY","ST","SANDS & NAVY ST","SANDS & NAVY ST","SANDS & NAVY ST","SANDS & NAVY ST"
"266",NA,"FRONT & JAY","ST","FRONT & JAY ST","FRONT & JAY ST","FRONT & JAY ST","FRONT & JAY ST"
"267",NA,"FRONT & JAY","ST","FRONT & JAY ST","FRONT & JAY ST","FRONT & JAY ST","FRONT & JAY ST"
"268",NA,"21 & 4 AVE GOWANUS","AVE","21 & 4 AVE GOWANUS AVE","21 & 4 AVE GOWANUS AVE","21ST & 4 AVE GOWANUS AVE","21ST & 4 AVE GOWANUS AVE"
"269",NA,"MERCHT TAILOR 203 BROADWAY NYH CLINTON & HARRISON","AVE","MERCHT TAILOR 203 BROADWAY NYH CLINTON & HARRISON AVE","MERCHT TAILOR 203 BROADWAY NYH CLINTON & HARRISON AVE","MERCHT TAILOR 203RD BROADWAY NYH CLINTON & HARRISON AVE","MERCHT TAILOR 203RD BROADWAY NYH CLINTON & HARRISON AVE"
"270",NA,"","ST",NA,NA,NA,NA
"271",NA,"HENRY & WARREN","ST","HENRY & WARREN ST","HENRY & WARREN ST","HENRY & WARREN ST","HENRY & WARREN ST"
"272",69,"CRANBERRY","ST","69 CRANBERRY ST","69 CRANBERRY ST","69 CRANBERRY ST","69 CRANBERRY ST"
"273",NA,"CLASSON & FLUSHING AVE","AVE","CLASSON & FLUSHING AVE","CLASSON & FLUSHING AVE","CLASSON & FLUSHING AVE","CLASSON & FLUSHING AVE"
"274",NA,"CLASSON & MYRTLE AVE","AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE","CLASSON & MYRTLE AVE"
"275",NA,"MYRTLE & CLASSON AVE","AVE","MYRTLE & CLASSON AVE","MYRTLE & CLASSON AVE","MYRTLE & CLASSON AVE","MYRTLE & CLASSON AVE"
"276",NA,"BRG & SANDS","ST","BRG & SANDS ST","BRG & SANDS ST","BRG & SANDS ST","BRG & SANDS ST"
"277",NA,"LIVINGSTON & HOYT","ST","LIVINGSTON & HOYT ST","LIVINGSTON & HOYT ST","LIVINGSTON & HOYT ST","LIVINGSTON & HOYT ST"
"278",255,"HUDSON AVE","AVE","255 HUDSON AVE","TWO HUNDRED FIFTY-FIVE HUDSON AVE","255 HUDSON AVE","TWO HUNDRED FIFTY-FIVE HUDSON AVE"
"279",NA,"MANR217 ADAMS","ST","MANR217 ADAMS ST","MANR217 ADAMS ST","MANR217TH ADAMS ST","MANR217TH ADAMS ST"
"280",NA,"HUDSON & DE KALB AVE","AVE","HUDSON & DE KALB AVE","HUDSON & DE KALB AVE","HUDSON & DE KALB AVE","HUDSON & DE KALB AVE"
"281",NA,"DEAN & POWERS","ST","DEAN & POWERS ST","DEAN & POWERS ST","DEAN & POWERS ST","DEAN & POWERS ST"
"282",NA,"FLUSHING AVE & FRANKLIN AVE","AVE","FLUSHING AVE & FRANKLIN AVE","FLUSHING AVE & FRANKLIN AVE","FLUSHING AVE & FRANKLIN AVE","FLUSHING AVE & FRANKLIN AVE"
"283",NA,"FLUSHING AVE & GRAHAM","AVE","FLUSHING AVE & GRAHAM AVE","FLUSHING AVE & GRAHAM AVE","FLUSHING AVE & GRAHAM AVE","FLUSHING AVE & GRAHAM AVE"
"284",NA,"KENTN FLUSHING AVE","AVE","KENTN FLUSHING AVE","KENTN FLUSHING AVE","KENTN FLUSHING AVE","KENTN FLUSHING AVE"
"285",NA,"CLINTON AVE & MYRTLE AVE","AVE","CLINTON AVE & MYRTLE AVE","CLINTON AVE & MYRTLE AVE","CLINTON AVE & MYRTLE AVE","CLINTON AVE & MYRTLE AVE"
"286",NA,"ATLANTIC & POWERS","ST","ATLANTIC & POWERS ST","ATLANTIC & POWERS ST","ATLANTIC & POWERS ST","ATLANTIC & POWERS ST"
"287",NA,"MANSION 121 HICKS","ST","MANSION 121 HICKS ST","MANSION 121 HICKS ST","MANSION 121ST HICKS ST","MANSION 121ST HICKS ST"
"288",NA,"GOLD & FULTON AVE","AVE","GOLD & FULTON AVE","GOLD & FULTON AVE","GOLD & FULTON AVE","GOLD & FULTON AVE"
"289",NA,"PARK & VANDERBILT AVE","AVE","PARK & VANDERBILT AVE","PARK & VANDERBILT AVE","PARK & VANDERBILT AVE","PARK & VANDERBILT AVE"
"290",NA,"KENT & FLUSHING AVE","AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE","KENT & FLUSHING AVE"
"291",NA,"JOHNSON & ADAMS","ST","JOHNSON & ADAMS ST","JOHNSON & ADAMS ST","JOHNSON & ADAMS ST","JOHNSON & ADAMS ST"
"292",NA,"WILLOW PL & STATE","ST","WILLOW PL & STATE ST","WILLOW PL & STATE ST","WILLOW PL & STATE ST","WILLOW PL & STATE ST"
"293",NA,"CLINTON & MYRTLE AVE","AVE","CLINTON & MYRTLE AVE","CLINTON & MYRTLE AVE","CLINTON & MYRTLE AVE","CLINTON & MYRTLE AVE"
"294",NA,"S U N FLUSHING AVE & NAVY","AVE","S U N FLUSHING AVE & NAVY AVE","S U N FLUSHING AVE & NAVY AVE","S U N FLUSHING AVE & NAVY AVE","S U N FLUSHING AVE & NAVY AVE"
"295",NA,"HICKS & LUQUEER","ST","HICKS & LUQUEER ST","HICKS & LUQUEER ST","HICKS & LUQUEER ST","HICKS & LUQUEER ST"
"296",NA,"VAN BRUNT & DIKEMAN RED HOOK","ST","VAN BRUNT & DIKEMAN RED HOOK ST","VAN BRUNT & DIKEMAN RED HOOK ST","VAN BRUNT & DIKEMAN RED HOOK ST","VAN BRUNT & DIKEMAN RED HOOK ST"
"297",NA,"ATLANTIC & BOND","ST","ATLANTIC & BOND ST","ATLANTIC & BOND ST","ATLANTIC & BOND ST","ATLANTIC & BOND ST"
"298",NA,"PLYMOUTH & PEARL","ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST","PLYMOUTH & PEARL ST"
"299",NA,"GOLD & PROSPECT","ST","GOLD & PROSPECT ST","GOLD & PROSPECT ST","GOLD & PROSPECT ST","GOLD & PROSPECT ST"
"300",NA,"","ST",NA,NA,NA,NA
"301",NA,"KENT AVE NORTH","AVE","KENT AVE NORTH AVE","KENT AVE NORTH AVE","KENT AVE NORTH AVE","KENT AVE NORTH AVE"
"302",NA,"YVYCKOFF NBOND","ST","YVYCKOFF NBOND ST","YVYCKOFF NBOND ST","YVYCKOFF NBOND ST","YVYCKOFF NBOND ST"
"303",NA,"15S WATER & HUDSON AVE","AVE","15S WATER & HUDSON AVE","15S WATER & HUDSON AVE","15THS WATER & HUDSON AVE","15THS WATER & HUDSON AVE"
"304",NA,"IOS CLINTON & STATE","ST","IOS CLINTON & STATE ST","IOS CLINTON & STATE ST","IOS CLINTON & STATE ST","IOS CLINTON & STATE ST"
"305",NA,"","ST",NA,NA,NA,NA
"306",NA,"BOARDING MERCEIN O JAMES","ST","BOARDING MERCEIN O JAMES ST","BOARDING MERCEIN O JAMES ST","BOARDING MERCEIN O JAMES ST","BOARDING MERCEIN O JAMES ST"
"307",NA,"CARLTON & PARK AVE","AVE","CARLTON & PARK AVE","CARLTON & PARK AVE","CARLTON & PARK AVE","CARLTON & PARK AVE"
"308",NA,"3 AVE & 29 GOWANUS DENNETT CHRISTOPHER,CONCORD C GOLD","AVE","3 AVE & 29 GOWANUS DENNETT CHRISTOPHER,CONCORD C GOLD AVE","3 AVE & 29 GOWANUS DENNETT CHRISTOPHER,CONCORD C GOLD AVE","3RD AVE & 29 GOWANUS DENNETT CHRISTOPHER,CONCORD C GOLD AVE","3RD AVE & 29 GOWANUS DENNETT CHRISTOPHER,CONCORD C GOLD AVE"
"309",NA,"3 AVE & 27 GOWANUS","AVE","3 AVE & 27 GOWANUS AVE","3 AVE & 27 GOWANUS AVE","3RD AVE & 27 GOWANUS AVE","3RD AVE & 27 GOWANUS AVE"
"310",NA,"SASH AND BLIND MAKER , HUDSON & FULTON AVE","AVE","SASH AND BLIND MAKER , HUDSON & FULTON AVE","SASH AND BLIND MAKER , HUDSON & FULTON AVE","SASH AND BLIND MAKER , HUDSON & FULTON AVE","SASH AND BLIND MAKER , HUDSON & FULTON AVE"
"311",NA,"","ST",NA,NA,NA,NA
"312",NA,"STATE & BOND","ST","STATE & BOND ST","STATE & BOND ST","STATE & BOND ST","STATE & BOND ST"
"313",NA,"SMITH & DOUGLASS","ST","SMITH & DOUGLASS ST","SMITH & DOUGLASS ST","SMITH & DOUGLASS ST","SMITH & DOUGLASS ST"
"314",NA,"PACIFIC OP WASHINGTON AVE","AVE","PACIFIC OP WASHINGTON AVE","PACIFIC OP WASHINGTON AVE","PACIFIC OP WASHINGTON AVE","PACIFIC OP WASHINGTON AVE"
"315",NA,"GOWANUS RD","ST","GOWANUS RD ST","GOWANUS RD ST","GOWANUS RD ST","GOWANUS RD ST"
"316",NA,"RAYMOND & MYRTLE AVE","AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE","RAYMOND & MYRTLE AVE"
"317",NA,"NAVY & DE KALB AVE","AVE","NAVY & DE KALB AVE","NAVY & DE KALB AVE","NAVY & DE KALB AVE","NAVY & DE KALB AVE"
"318",3,"AVE GOWANUS","AVE","3 AVE GOWANUS AVE","THREE AVE GOWANUS AVE","3 AVE GOWANUS AVE","THREE AVE GOWANUS AVE"
"319",NA,"HAMILTON AVE & ATLANTIC DOCK","AVE","HAMILTON AVE & ATLANTIC DOCK AVE","HAMILTON AVE & ATLANTIC DOCK AVE","HAMILTON AVE & ATLANTIC DOCK AVE","HAMILTON AVE & ATLANTIC DOCK AVE"
