Full Address,H Status-flag,H Address,H House Number,H Street Name,H City,Address 2,Address 2 House Number,Address 2 Street Name,Address 2 City,new h address-flag,new h house number,new h street name,new h city,new h county,unidentified h info,new h street 1,new h street 2,new h street type,h house number modifier,new address2 house number,new address2 street name,new address2 street 1,new address2 street 2,new address2 street type,new address2 city,new address2 county,unidentified address2 info,address2 house number modifier
"114 Nassau, h. 407 Broome",TRUE,H. 407 BROOME,407,BROOME,,114 Nassau,114,Nassau,,start with h,407,BROOME,,,,,,,,,,,,,,,,
h. 13 Carlisle,TRUE,H. 13 CARLISLE,13,CARLISLE,,,,,,start with h,,13,LISLE,,CAR,,,,,,,,,,,,,
"204 Chatham, h. 20 Oliver",TRUE,H. 20 OLIVER,20,OLIVER,,204 Chatham,204,Chatham,,start with h,20,OLIVER,,,,,,,,,,,,,,,,
"48 South, h. Brooklyn",TRUE,H. BROOKLYN,,,,48 South,48,South,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"48 South, h. 733 Broadway",TRUE,H. 733 BROADWAY,733,BROADWAY,,48 South,48,South,,start with h,733,BROADWAY,,,,,,,,,,,,,,,,
h. 70 Essex,TRUE,H. 70 ESSEX,70,ESSEX,,,,,,start with h,70,ESSEX,,,,,,,,,,,,,,,,
"0.18 Dutch, h. 41 Front , BÃ¢ÂÂklyn",TRUE,"H. 41 FRONT , BÃÂÂKLYN",41,"FRONT ,",BÃÂÂKLYN,0.18 Dutch,,,0.18 Dutch,start with h,41,FRONT,,,", BÃÂÂKLYN",,,,,,,,,,,,,
h. 21 Dey,TRUE,H. 21 DEY,21,DEY,,,,,,start with h,21,DEY,,,,,,,,,,,,,,,,
"118 Bowery, h. 10 Willett",TRUE,H. 10 WILLETT,10,WILLETT,,118 Bowery,118,Bowery,,start with h,10,WILLETT,,,,,,,,,,,,,,,,
"8 Union market, h. 118 Sheriff",TRUE,H. 118 SHERIFF,118,SHERIFF,,8 Union market,8,Union market,,start with h,118,SHERIFF,,,,,,,,,,,,,,,,
"117 Pearl, h. 43 W. Washington place",TRUE,H. 43 W. WASHINGTON PLACE,43,W. WASHINGTON PLACE,,117 Pearl,117,Pearl,,start with h,43,W WASHINGTON PL,,,ACE,,,,,,,,,,,,,
"73 Pearl, h. Astor house",TRUE,H. ASTOR HOUSE,,,ASTOR HOUSE,73 Pearl,73,Pearl,,start with h,,,,,ASTOR HOUSE,,,,,,,,,,,,,
"107 Front & 73 Robinson, h. 60 Amity",TRUE,H. 60 AMITY,60,AMITY,,107 Front & 73 Robinson,107,Front & 73 Robinson,,start with h,60,AMITY,,,,,,,,,,,,,,,,
"73 Pearl, h. Astor house",TRUE,H. ASTOR HOUSE,,,ASTOR HOUSE,73 Pearl,73,Pearl,,start with h,,,,,ASTOR HOUSE,,,,,,,,,,,,,
"93 Pearl, h. 6 Charles",TRUE,H. 6 CHARLES,6,CHARLES,,93 Pearl,93,Pearl,,start with h,6,CHARLES,,,,,,,,,,,,,,,,
h. 116 Av. C,TRUE,H. 116 AV. C,116,AV. C,,,,,,start with h,116,AV C,,,,,,,,,,,,,,,,
"17 Coenties sUp, h. 53 Murray",TRUE,H. 53 MURRAY,53,MURRAY,,17 Coenties sUp,17,Coenties sUp,,start with h,53,MURRAY,,,,,,,,,,,,,,,,
"117 Pearl, h. 20 W. Washington place",TRUE,H. 20 W. WASHINGTON PLACE,20,W. WASHINGTON PLACE,,117 Pearl,117,Pearl,,start with h,20,W WASHINGTON PL,,,ACE,,,,,,,,,,,,,
h. 246 Fifth,TRUE,H. 246 5TH,246,FIFTH,,,,,,start with h,246,5,,,TH,,,,,,,,,,,,,
h. 122 Attorney,TRUE,H. 122 ATTORNEY,122,ATTORNEY,,,,,,start with h,122,ATTORNEY,,,,,,,,,,,,,,,,
h. 78 Jane,TRUE,H. 78 JANE,78,JANE,,,,,,start with h,78,JANE,,,,,,,,,,,,,,,,
"90 Fulton, h. 22 Vandam",TRUE,H. 22 VANDAM,22,VANDAM,,90 Fulton,90,Fulton,,start with h,22,VANDAM,,,,,,,,,,,,,,,,
"8 Washington market, h. 208 Canal",TRUE,H. 208 CANAL,208,CANAL,,8 Washington market,8,Washington market,,start with h,208,CANAL,,,,,,,,,,,,,,,,
"305 Stanton, h. 305 Stanton",TRUE,H. 305 STANTON,305,STANTON,,305 Stanton,305,Stanton,,start with h,305,STANTON,,,,,,,,,,,,,,,,
"88 Wall, h. 118 Leonrd",TRUE,H. 118 LEONRD,118,LEONRD,,88 Wall,88,Wall,,start with h,,118,LEON,,RD,,,,,,,,,,,,,
"7 Nassau, h. W. 21st b. Avs. 6 & 7",TRUE,H. W. 21ST B. AVS. 6 & 7,,,W. 21ST B. AVS. 6 & 7,7 Nassau,7,Nassau,,start with h,,W 21,,,ST B. AVS. 6 & 7,,,,,,,,,,,,,
"51 Exchange pl. h. State , Brooklyn",Assume,"51 EXCHANGE PL. H. STATE , BROOKLYN",51,"EXCHANGE PL. H. STATE ,",BROOKLYN,,,,,h in between,,STATE,BROOKLYN,,",",,,,,51,EXCHANGE PL,,,,,,.,
h. 216 Fifth,TRUE,H. 216 5TH,216,FIFTH,,,,,,start with h,216,5,,,TH,,,,,,,,,,,,,
"102 Av. 9, h. 23 Bethune",TRUE,H. 23 BETHUNE,23,BETHUNE,,102 Av. 9,102,Av. 9,,start with h,23,BETHUNE,,,,,,,,,,,,,,,,
835 Greenwich. h. 75 Horatio,Assume,835 GREENWICH. H. 75 HORATIO,835,GREENWICH. H. 75 HORATIO,,,,,,h in between,75,HORATIO,,,,,,,,835,GREENWICH,,,,,,.,
h. 108 Bank,TRUE,H. 108 BANK,108,BANK,,,,,,start with h,108,BANK,,,,,,,,,,,,,,,,
h. 493 Greenwich,TRUE,H. 493 GREENWICH,493,GREENWICH,,,,,,start with h,493,GREENWICH,,,,,,,,,,,,,,,,
h. 634 Washington,TRUE,H. 634 WASHINGTON,634,WASHINGTON,,,,,,start with h,634,WASHINGTON,,,,,,,,,,,,,,,,
"353 Av. 8, h. 353 Av. 8",TRUE,H. 353 AV. 8,353,AV. 8,,353 Av. 8,353,Av. 8,,start with h,353,8,,,AV,,,,,,,,,,,,,
"481 Houston, h. 12 Spring",TRUE,H. 12 SPRING,12,SPRING,,481 Houston,481,Houston,,start with h,12,SPRING,,,,,,,,,,,,,,,,
h. 16 Cornelia,TRUE,H. 16 CORNELIA,16,CORNELIA,,,,,,start with h,16,CORNELIA,,,,,,,,,,,,,,,,
"74 Wall, h. W. 3lst n. Broadway",TRUE,H. W. 3LST N. BROADWAY,,,W. 3LST N. BROADWAY,74 Wall,74,Wall,,start with h,,,,,LST N.,W 3,BROADWAY,near,,,,,,,,,,
"121 William, h. 142 E. 18th",TRUE,H. 142 E. 18TH,142,E. 18TH,,121 William,121,William,,start with h,142,E 18,,,TH,,,,,,,,,,,,,
"27 Fulton, h. Conn.",TRUE,H. CONN.,,,,27 Fulton,27,Fulton,,start with h,,,CONN,,.,,,,,,,,,,,,,
"154 Canal, h. 1-54 Canal",TRUE,H. 154 CANAL,,,1-54 CANAL,154 Canal,154,Canal,,start with h,154,CANAL,,,,,,,,,,,,,,,,
"51 Catharine, h. 51 Catharine",TRUE,H. 51 CATHARINE,51,CATHARINE,,51 Catharine,51,Catharine,,start with h,,51,,,CATHARINE,,,,,,,,,,,,,
"153 Hester, h. 41 Forsyth",TRUE,H. 41 FORSYTH,41,FORSYTH,,153 Hester,153,Hester,,start with h,41,FORSYTH,,,,,,,,,,,,,,,,
"153 Hester, h. 41 Forsyth",TRUE,H. 41 FORSYTH,41,FORSYTH,,153 Hester,153,Hester,,start with h,41,FORSYTH,,,,,,,,,,,,,,,,
"182 Bowery & 97 Fulton, h. 82 Bowery",TRUE,H. 82 BOWERY,82,BOWERY,,182 Bowery & 97 Fulton,182,Bowery & 97 Fulton,,start with h,82,BOWERY,,,,,,,,,,,,,,,,
"102 Nassau, h. 294 W. 14th",TRUE,H. 294 W. 14TH,294,W. 14TH,,102 Nassau,102,Nassau,,start with h,294,W 14,,,TH,,,,,,,,,,,,,
"20 Marketfield, h. 59 Murray",TRUE,H. 59 MURRAY,59,MURRAY,,20 Marketfield,20,Marketfield,,start with h,59,MURRAY,,,,,,,,,,,,,,,,
"199 Chambers, h. 36 Cottage place",TRUE,H. 36 COTTAGE PLACE,36,COTTAGE PLACE,,199 Chambers,199,Chambers,,start with h,36,COTTAGE PL,,,ACE,,,,,,,,,,,,,
"38 Bayard, h. 41 Forsyth",TRUE,H. 41 FORSYTH,41,FORSYTH,,38 Bayard,38,Bayard,,start with h,41,FORSYTH,,,,,,,,,,,,,,,,
"182 Bowery, h. 182 Bowery",TRUE,H. 182 BOWERY,182,BOWERY,,182 Bowery,182,Bowery,,start with h,182,BOWERY,,,,,,,,,,,,,,,,
"48 Cedar, h. RathbunÃ¢ÂÂs hotel",TRUE,H. RATHBUNÃÂÂS HOTEL,,,RATHBUNÃÂÂS HOTEL,48 Cedar,48,Cedar,,start with h,,,,,RATHBUNÃÂÂS HOTEL,,,,,,,,,,,,,
h. 117 First,TRUE,H. 117 1ST,117,FIRST,,,,,,start with h,117,1,,,7 ST,,,,,,,,,,,,,
"87 Jackson, h. 87 Jackson",TRUE,H. 87 JACKSON,87,JACKSON,,87 Jackson,87,Jackson,,start with h,87,JACKSON,,,,,,,,,,,,,,,,
"59 B.way, h. Franklin h.",TRUE,H. FRANKLIN H.,,,FRANKLIN H.,59 B.way,59,B.way,,start with h,,FRANKLIN,,,,,,,,,,,,,,,,
"403 Ninth, h. 403 Ninth",TRUE,H. 403 9TH,403,NINTH,,403 Ninth,403,Ninth,,start with h,403,9,,,TH,,,,,,,,,,,,,
"37 Catharine, h. 35 E. Broadway",TRUE,H. 35 E. BROADWAY,35,E. BROADWAY,,37 Catharine,37,Catharine,,start with h,35,E BROADWAY,,,,,,,,,,,,,,,,
"52 Av. B, h. 52 Av. B",TRUE,H. 52 AV. B,52,AV. B,,52 Av. B,52,Av. B,,start with h,52,AV B,,,,,,,,,,,,,,,,
"162 Fulton, h. W'illiamsburg",TRUE,H. W'ILLIAMSBURG,,,,162 Fulton,162,Fulton,,start with h,,,,,W'ILLIAMSBURG,,,,,,,,,,,,,
"143 Elm, h. 37 Av. 3",TRUE,H. 37 AV. 3,37,AV. 3,,143 Elm,143,Elm,,start with h,37,3,,,7 AV,,,,,,,,,,,,,
"148 Elm, h. 37 Av. 3",TRUE,H. 37 AV. 3,37,AV. 3,,148 Elm,148,Elm,,start with h,37,3,,,7 AV,,,,,,,,,,,,,
"156 Allen, h. 192 Mercer",TRUE,H. 192 MERCER,192,MERCER,,156 Allen,156,Allen,,start with h,192,MERCER,,,,,,,,,,,,,,,,
"208 Washington, h. Bklyn",TRUE,H. BKLYN,,,,208 Washington,208,Washington,,start with h,,,BKLYN,,,,,,,,,,,,,,,
h. 276 Henry,TRUE,H. 276 HENRY,276,HENRY,,,,,,start with h,276,HENRY,,,,,,,,,,,,,,,,
h. 285 Av. 6,TRUE,H. 285 AV. 6,285,AV. 6,,,,,,start with h,285,6,,,AV,,,,,,,,,,,,,
"99 Hudson, h. 188 Duane",TRUE,H. 188 DUANE,188,DUANE,,99 Hudson,99,Hudson,,start with h,188,DUANE,,,,,,,,,,,,,,,,
"234 Wooster, h. 234 Wooster",TRUE,H. 234 WOOSTER,234,WOOSTER,,234 Wooster,234,Wooster,,start with h,234,WOOSTER,,,,,,,,,,,,,,,,
"6 S. William, h. N. O.",TRUE,H. N. O.,,,N. O.,6 S. William,6,S. William,,start with h,,,,,N. O.,,,,,,,,,,,,,
h. 39 Av. B,TRUE,H. 39 AV. B,39,AV. B,,,,,,start with h,39,AV B,,,,,,,,,,,,,,,,
h. 28 Pearl,TRUE,H. 28 PEARL,28,PEARL,,,,,,start with h,28,PEARL,,,,,,,,,,,,,,,,
h. 249 Monroe,TRUE,H. 249 MONROE,249,MONROE,,,,,,start with h,249,MONROE,,,,,,,,,,,,,,,,
"10 Ann, h. 10 N. Moore",TRUE,H. 10 N. MOORE,10,N. MOORE,,10 Ann,10,Ann,,start with h,10,N MOORE,,,N. MOORE,,,,,,,,,,,,,
h. 162 W. 15th,TRUE,H. 162 W. 15TH,162,W. 15TH,,,,,,start with h,162,W 15,,,TH,,,,,,,,,,,,,
h. 691 Fourth,TRUE,H. 691 4TH,691,FOURTH,,,,,,start with h,691,4,,,TH,,,,,,,,,,,,,
"71 Wall, h. 164 Ludlow",TRUE,H. 164 LUDLOW,164,LUDLOW,,71 Wall,71,Wall,,start with h,164,LUDLOW,,,,,,,,,,,,,,,,
h. 78 Chatham,TRUE,H. 78 CHATHAM,78,CHATHAM,,,,,,start with h,,78,CHATHAM,,,,,,,,,,,,,,,
"408 Tenth, h. 416 Av. D",TRUE,H. 416 AV. D,416,AV. D,,408 Tenth,408,Tenth,,start with h,416,AV D,,,,,,,,,,,,,,,,
"185 Washington, h. 768 Broadway",TRUE,H. 768 BROADWAY,768,BROADWAY,,185 Washington,185,Washington,,start with h,768,BROADWAY,,,,,,,,,,,,,,,,
"273 Hudson, h. 273 Hudson",TRUE,H. 273 HUDSON,273,HUDSON,,273 Hudson,273,Hudson,,start with h,273,HUDSON,,,,,,,,,,,,,,,,
"182 Pearl, h. Astoria",TRUE,H. ASTORIA,,,,182 Pearl,182,Pearl,,start with h,,,ASTORIA,,,,,,,,,,,,,,,
"54 Wall, h. 49 W. Washington pl.",TRUE,H. 49 W. WASHINGTON PL.,49,W. WASHINGTON PL.,,54 Wall,54,Wall,,start with h,49,W WASHINGTON PL,,,.,,,,,,,,,,,,,
"E. 26th c. Av. 3, h. 387 Av. 6",TRUE,H. 387 AV. 6,387,AV. 6,,E. 26th c. Av. 3,,,E. 26th c. Av. 3,start with h,387,6,,,AV,,,,,,,,,,,,,
"Av. 9 c. W. 21st, h. 249 W. 21st",TRUE,H. 249 W. 21ST,249,W. 21ST,,Av. 9 c. W. 21st,9,c. W. 21st,,start with h,249,W 21,,,ST,,,,,,,,,,,,,
"185 Washington, h. Astor ho.",TRUE,H. ASTOR HO.,,,ASTOR HO.,185 Washington,185,Washington,,start with h,,,,,ASTOR HO.,,,,,,,,,,,,,
"3 Cedar, h. 62 Sussex , Jersey city",TRUE,"H. 62 SUSSEX , JERSEY CITY",62,"SUSSEX , JERSEY CITY",,3 Cedar,3,Cedar,,start with h,,62,JERSEY CITY,SUSSEX,",",,,,,,,,,,,,,
h. 21 Division,TRUE,H. 21 DIVISION,21,DIVISION,,,,,,start with h,21,DIVISION,,,,,,,,,,,,,,,,
"759 & 802 Washington, h. 122 Troy'",TRUE,H. 122 TROY',122,TROY',,759 & 802 Washington,759,& 802 Washington,,start with h,,122,TROY,,',,,,,,,,,,,,,
"223.5 Division, h. 223.5 Division",TRUE,H. 223.5 DIVISION,,,223.5 DIVISION,223.5 Division,,,223.5 Division,start with h,223,DIVISION,,,,,,,223.5,,,,,,,,,
"10 Columbia, h. 255 Madison",TRUE,H. 255 MADISON,255,MADISON,,10 Columbia,10,Columbia,,start with h,255,MADISON,,,,,,,,,,,,,,,,
"83 Front, h. 101 Av. 4",TRUE,H. 101 AV. 4,101,AV. 4,,83 Front,83,Front,,start with h,101,4,,,AV,,,,,,,,,,,,,
"35 Wall h. Staten Island , n. Quarantine landing",Assume,"35 WALL H. STATEN ISLAND , N. QUARANTINE LANDING",35,"WALL H. STATEN ISLAND , N. QUARANTINE LANDING",,,,,,h in between,,,STATEN ISLAND,,", N. QUARANTINE LANDING",,,,,35,WALL,,,,,,,
h. 663 Water,TRUE,H. 663 WATER,663,WATER,,,,,,start with h,663,WATER,,,,,,,,,,,,,,,,
h. 35 Allen,TRUE,H. 35 ALLEN,35,ALLEN,,,,,,start with h,35,ALLEN,,,,,,,,,,,,,,,,
4 Fulton mkt. h. 3 Rivtn,Assume,4 FULTON MKT. H. 3 RIVTN,4,FULTON MKT. H. 3 RIVTN,,,,,,h in between,,3,,,RIVTN,,,,,4,FULTON,,,,,,MKT.,
"98 West & 45 White, h. 45 White",TRUE,H. 45 WHITE,45,WHITE,,98 West & 45 White,98,West & 45 White,,start with h,45,WHITE,,,,,,,,,,,,,,,,
h. 140 Thompson,TRUE,H. 140 THOMPSON,140,THOMPSON,,,,,,start with h,140,THOMPSON,,,,,,,,,,,,,,,,
h. 80 Av 2,TRUE,H. 80 AV 2,80,AV 2,,,,,,start with h,80,2,,,AV,,,,,,,,,,,,,
"89 Perry, h. 89 Perry",TRUE,H. 89 PERRY,89,PERRY,,89 Perry,89,Perry,,start with h,89,PERRY,,,,,,,,,,,,,,,,
"467 Broadway, h. 467 B.way",TRUE,H. 467 B.WAY,467,B.WAY,,467 Broadway,467,Broadway,,start with h,,467,,,B.WAY,,,,,,,,,,,,,
"343 Broadway and 15 & 21 Tenth, h. 168 Henry , Brooklyn",TRUE,"H. 168 HENRY , BROOKLYN",168,"HENRY ,",BROOKLYN,343 Broadway and 15 & 21 Tenth,343,Broadway and 15 & 21 Tenth,,start with h,168,HENRY,BROOKLYN,,",",,,,,,,,,,,,,
"96 Canal, h. 131 Varick",TRUE,H. 131 VARICK,131,VARICK,,96 Canal,96,Canal,,start with h,131,VARICK,,,,,,,,,,,,,,,,
137 Bway. h. 13 Lispenard,Assume,137 BWAY. H. 13 LISPENARD,137,BWAY. H. 13 LISPENARD,,,,,,h in between,13,LISPENARD,,,,,,,,,137,,,,,,BWAY.,
h. 102 Lewis,TRUE,H. 102 LEWIS,102,LEWIS,,,,,,start with h,102,LEWIS,,,,,,,,,,,,,,,,
"99 James, h. 99 James",TRUE,H. 99 JAMES,99,JAMES,,99 James,99,James,,start with h,99,JAMES,,,,,,,,,,,,,,,,
h. 149 Allen,TRUE,H. 149 ALLEN,149,ALLEN,,,,,,start with h,149,ALLEN,,,,,,,,,,,,,,,,
"64 Av. 3, h. 64 Av. 3",TRUE,H. 64 AV. 3,64,AV. 3,,64 Av. 3,64,Av. 3,,start with h,64,3,,,AV,,,,,,,,,,,,,
"41 Bowery, h. 41 Bowery",TRUE,H. 41 BOWERY,41,BOWERY,,41 Bowery,41,Bowery,,start with h,41,BOWERY,,,,,,,,,,,,,,,,
"149 Anthony, h. 149 Anthony",TRUE,H. 149 ANTHONY,149,ANTHONY,,149 Anthony,149,Anthony,,start with h,,149,NY,,ANTHO,,,,,,,,,,,,,
h. 103 ^amersley,TRUE,H. 103 ^AMERSLEY,103,^AMERSLEY,,,,,,start with h,,103,,,^AMERSLEY,,,,,,,,,,,,,
h. 81 Rivington,TRUE,H. 81 RIVINGTON,81,RIVINGTON,,,,,,start with h,81,RIVINGTON,,,,,,,,,,,,,,,,
"48 Gold, h. Wmsburg",TRUE,H. WMSBURG,,,,48 Gold,48,Gold,,start with h,,,WMSBURG,,,,,,,,,,,,,,,
h. 82 Grand,TRUE,H. 82 GRAND,82,GRAND,,,,,,start with h,82,GRAND,,,,,,,,,,,,,,,,
"68 Beekman, h. Wmsburg",TRUE,H. WMSBURG,,,,68 Beekman,68,Beekman,,start with h,,,WMSBURG,,,,,,,,,,,,,,,
"42 W ater, h. 32 Garden , Brooklyn",TRUE,"H. 32 GARDEN , BROOKLYN",32,"GARDEN ,",BROOKLYN,42 W ater,42,W ater,,start with h,32,GARDEN,BROOKLYN,,",",,,,,,,,,,,,,
"328 Av. 8, h. 328 Av. 8",TRUE,H. 328 AV. 8,328,AV. 8,,328 Av. 8,328,Av. 8,,start with h,328,8,,,32 AV,,,,,,,,,,,,,
"152 Av. 8, h. 205W. 18th",TRUE,H. 205W. 18TH,,,205W. 18TH,152 Av. 8,152,Av. 8,,start with h,,W 18,,,205TH,,,,,,,,,,,,,
"21 Thames, h. 198 Prince",TRUE,H. 198 PRINCE,198,PRINCE,,21 Thames,21,Thames,,start with h,198,PRINCE,,,,,,,,,,,,,,,,
h. 205 W. 18th,TRUE,H. 205 W. 18TH,205,W. 18TH,,,,,,start with h,205,W 18,,,TH,,,,,,,,,,,,,
"258 Canal, h. 24 Watts",TRUE,H. 24 WATTS,24,WATTS,,258 Canal,258,Canal,,start with h,24,WATTS,,,,,,,,,,,,,,,,
"81 Front, h. Monroe place , Brooklyn",TRUE,"H. MONROE PLACE , BROOKLYN",,,"MONROE PLACE , BROOKLYN",81 Front,81,Front,,start with h,,MONROE PL,BROOKLYN,,"ACE ,",,,,,,,,,,,,,
"81 Front, h. Clinton n. Degraw , Brooklyn",TRUE,"H. CLINTON N. DEGRAW , BROOKLYN",,,"CLINTON N. DEGRAW , BROOKLYN",81 Front,81,Front,,start with h,,,BROOKLYN,,"N.  ,",CLINTON,DEGRAW,near,,,,,,,,,,
h. 272 Fourth,TRUE,H. 272 4TH,272,FOURTH,,,,,,start with h,272,4,,,TH,,,,,,,,,,,,,
h. 272 Fourth,TRUE,H. 272 4TH,272,FOURTH,,,,,,start with h,272,4,,,TH,,,,,,,,,,,,,
"5 South, h. 315 Rivington",TRUE,H. 315 RIVINGTON,315,RIVINGTON,,5 South,5,South,,start with h,315,RIVINGTON,,,,,,,,,,,,,,,,
"56 Broad, h. Clinton n. Warren , Brooklyn",TRUE,"H. CLINTON N. WARREN , BROOKLYN",,,"CLINTON N. WARREN , BROOKLYN",56 Broad,56,Broad,,start with h,,,BROOKLYN,,"N.  ,",CLINTON,WARREN,near,,,,,,,,,,
h. 127 Bleecker,TRUE,H. 127 BLEECKER,127,BLEECKER,,,,,,start with h,,127,LEE,,BCKER,,,,,,,,,,,,,
"21 Broad, h. 148 Madison",TRUE,H. 148 MADISON,148,MADISON,,21 Broad,21,Broad,,start with h,148,MADISON,,,,,,,,,,,,,,,,
"64 Fulton market, h. 181 Eldridge",TRUE,H. 181 ELDRIDGE,181,ELDRIDGE,,64 Fulton market,64,Fulton market,,start with h,181,ELDRIDGE,,,,,,,,,,,,,,,,
"122 William, h. 180 Orchard",TRUE,H. 180 ORCHARD,180,ORCHARD,,122 William,122,William,,start with h,180,ORCHARD,,,,,,,,,,,,,,,,
"322 Front, h. 20 South First , Williamsburg",TRUE,"H. 20 SOUTH 1ST , WILLIAMSBURG",20,"SOUTH FIRST , WILLIAMSBURG",,322 Front,322,Front,,start with h,20,1,WILLIAMSBURG,,"SOUTST ,",,,,,,,,,,,,,
h. 37 Su.llivan,TRUE,H. 37 SU.LLIVAN,37,SU.LLIVAN,,,,,,start with h,37,SULLIVAN,,,SU.LLIVAN,,,,,,,,,,,,,
"56 South, h. 33 Ninth",TRUE,H. 33 9TH,33,NINTH,,56 South,56,South,,start with h,33,9,,,TH,,,,,,,,,,,,,
h. 66 Grove,TRUE,H. 66 GROVE,66,GROVE,,,,,,start with h,66,GROVE,,,,,,,,,,,,,,,,
"36 Burling slip, h. 10 W. 13th",TRUE,H. 10 W. 13TH,10,W. 13TH,,36 Burling slip,36,Burling slip,,start with h,10,W 13,,,TH,,,,,,,,,,,,,
"18 South, h. Brooklyn",TRUE,H. BROOKLYN,,,,18 South,18,South,,start with h,,,BROOKLYN,,,,,,,,,,,,,,,
"16 Wall, h. Staten lsland",TRUE,H. STATEN LSLAND,,,STATEN LSLAND,16 Wall,16,Wall,,start with h,,STATE,,,N LSLAND,,,,,,,,,,,,,
"132 Bowery, h. 175 Forsyth",TRUE,H. 175 FORSYTH,175,FORSYTH,,132 Bowery,132,Bowery,,start with h,175,FORSYTH,,,,,,,,,,,,,,,,
"12 Whll, h. 31 W. Llth",TRUE,H. 31 W. LLTH,31,W. LLTH,,12 Whll,12,Whll,,start with h,,31,,,W LLTH,,,,,,,,,,,,,
"69 Nassau, h. 796 Greenwich",TRUE,H. 796 GREENWICH,796,GREENWICH,,69 Nassau,69,Nassau,,start with h,796,GREENWICH,,,,,,,,,,,,,,,,
h. 35 Av. 2,TRUE,H. 35 AV. 2,35,AV. 2,,,,,,start with h,35,2,,,AV,,,,,,,,,,,,,
"27 Cedar, h. 180 Henry",TRUE,H. 180 HENRY,180,HENRY,,27 Cedar,27,Cedar,,start with h,180,HENRY,,,,,,,,,,,,,,,,
"109 Wall, h. 211 Washington , Brooklyn",TRUE,"H. 211 WASHINGTON , BROOKLYN",211,"WASHINGTON ,",BROOKLYN,109 Wall,109,Wall,,start with h,211,WASHINGTON,BROOKLYN,,",",,,,,,,,,,,,,
"29 South, h. San Francisco",TRUE,H. SAN FRANCISCO,,,SAN FRANCISCO,29 South,29,South,,start with h,,,,,SAN FRANCISCO,,,,,,,,,,,,,
h. 413 G.wich,TRUE,H. 413 G.WICH,413,G.WICH,,,,,,start with h,,413,,,G.WICH,,,,,,,,,,,,,
h. 135 Amity,TRUE,H. 135 AMITY,135,AMITY,,,,,,start with h,135,AMITY,,,,,,,,,,,,,,,,
h. 15 Av. B,TRUE,H. 15 AV. B,15,AV. B,,,,,,start with h,15,AV B,,,,,,,,,,,,,,,,
h. 229 Division,TRUE,H. 229 DIVISION,229,DIVISION,,,,,,start with h,229,DIVISION,,,,,,,,,,,,,,,,
"63 Water, h. 44 University place",TRUE,H. 44 UNIVERSITY PLACE,44,UNIVERSITY PLACE,,63 Water,63,Water,,start with h,,44,UNIVERSITY,,PLACE,,,,,,,,,,,,,
"211 Pearl, h. BÃ¢ÂÂklyn",TRUE,H. BÃÂÂKLYN,,,,211 Pearl,211,Pearl,,start with h,,,,,BÃÂÂKLYN,,,,,,,,,,,,,
"8 Cortlandt, h. BarnumÃ¢ÂÂs hotel",TRUE,H. BARNUMÃÂÂS HOTEL,,,BARNUMÃÂÂS HOTEL,8 Cortlandt,8,Cortlandt,,start with h,,,,,BARNUMÃÂÂS HOTEL,,,,,,,,,,,,,
"66 Broadway, h. 34 E. 26th",TRUE,H. 34 E. 26TH,34,E. 26TH,,66 Broadway,66,Broadway,,start with h,34,E 26,,,TH,,,,,,,,,,,,,
h. 51 Monroe,TRUE,H. 51 MONROE,51,MONROE,,,,,,start with h,51,MONROE,,,,,,,,,,,,,,,,
"8 Cedar, h. 6 Garden , Brooklyn",TRUE,"H. 6 GARDEN , BROOKLYN",6,"GARDEN ,",BROOKLYN,8 Cedar,8,Cedar,,start with h,6,GARDEN,BROOKLYN,,",",,,,,,,,,,,,,
"115 Nassau, h. 59 Vandam",TRUE,H. 59 VANDAM,59,VANDAM,,115 Nassau,115,Nassau,,start with h,59,VANDAM,,,,,,,,,,,,,,,,
"17 Fulton & 68 Duane, h. 27 Vandam",TRUE,H. 27 VANDAM,27,VANDAM,,17 Fulton & 68 Duane,17,Fulton & 68 Duane,,start with h,27,VANDAM,,,,,,,,,,,,,,,,
"8 Cedar, h. 6 Garden , Bklyn",TRUE,"H. 6 GARDEN , BKLYN",6,"GARDEN , BKLYN",,8 Cedar,8,Cedar,,start with h,6,GARDEN,BKLYN,,",",,,,,,,,,,,,,
h. 1 Extra,TRUE,H. 1 EXTRA,1,EXTRA,,,,,,start with h,,1,,,EXTRA,,,,,,,,,,,,,
h. 37 E. 15th,TRUE,H. 37 E. 15TH,37,E. 15TH,,,,,,start with h,37,E 15,,,TH,,,,,,,,,,,,,
h. 28 Greenwich Av,TRUE,H. 28 GREENWICH AV,28,GREENWICH AV,,,,,,start with h,28,GREENWICH,,,AV,,,,,,,,,,,,,
27 Peck sl. h. 18 Park pl,Assume,27 PECK SL. H. 18 PARK PL,27,PECK SL. H. 18 PARK PL,,,,,,h in between,18,PARK PL,,,,,,,,,27,,,,,,PECK SL.,
"4 Jefferson market, h. 21 Christopher",TRUE,H. 21 CHRISTOPHER,21,CHRISTOPHER,,4 Jefferson market,4,Jefferson market,,start with h,21,CHRISTOPHER,,,,,,,,,,,,,,,,
"8 Cedar, h. 230 Atlantic. Bklyn",TRUE,H. 230 ATLANTIC. BKLYN,230,ATLANTIC. BKLYN,,8 Cedar,8,Cedar,,start with h,230,ATLANTIC,BKLYN,,.,,,,,,,,,,,,,
