"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10"
"66",NA,NA,NA,NA,NA,"W 67","10 AVE.",NA,NA,NA
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","750 BROADWAY,111582 AVE.","750","BROADWAY,111582 AVE.",NA,NA,NA,NA,NA,NA,NA
"70","E 3F 14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,NA,"3 AVE","170",NA,NA,NA,NA,NA
"72","25CNAMBERS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,NA,NA,NA,"3 AVE","134",NA,NA,NA
"75","H H E 321 85","321","E 85",NA,NA,NA,NA,NA,"321","E 85"
"76","WYANDOTTE CONSOLIDATED GOLD AND SILVER MINING CO H 36 BROAD",NA,NA,NA,NA,NA,NA,NA,"36","BROAD"
"77","102","102",NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","REFUSED",NA,NA,NA,NA,NA,NA,NA,"469","W 34"
"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","130 ESSEX","130","ESSEX",NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,NA,"3 AVE","141",NA,NA,NA,NA,NA
"84","18 BROAD","18","BROAD",NA,NA,NA,NA,NA,NA,NA
"85","REFUSED",NA,NA,NA,NA,NA,NA,NA,"1","PEARL"
"86",NA,NA,NA,"150","EAGLE AVE.",NA,NA,NA,NA,NA
"87",NA,NA,NA,NA,NA,"154","COURTLAND",NA,NA,NA
"88","REFUSED",NA,NA,NA,NA,NA,NA,NA,"271","BROADWAY"
"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","REFUSED",NA,NA,NA,NA,NA,NA,NA,"70","NEW CHAMBERS"
"91",NA,NA,NA,NA,NA,"W 63","BLVD",NA,NA,NA
"92","PERRY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","H H 628 LEX. AVE","628","LEX. AVE",NA,NA,NA,NA,NA,NA,"628"
"94","IRON FOUNDERS AND MACHINISTS 28 ELM,WORKS  , ELIZA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","REFUSED",NA,NA,NA,NA,NA,NA,NA,"49","NEW"
"97",NA,NA,NA,NA,NA,"3 AVE","140",NA,NA,NA
"98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","|",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","15","15",NA,NA,NA,NA,NA,NA,NA,NA
"103","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","HTLOI NE1LLF.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","BKLYN.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","WOONSOCKET RUBBER CO H 82 READE",NA,NA,NA,NA,NA,NA,NA,"82","READE"
"107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","WORCESTER CORSET CO H 83 WALKER",NA,NA,NA,NA,NA,NA,NA,"83","WALKER"
"109","MACHINE CO H 91 LIBERTY",NA,NA,NA,NA,NA,NA,NA,"91","LIBERTY"
"110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","H H 6 GRAMERCY PARK.","6","GRAMERCY PARK.",NA,NA,NA,NA,NA,NA,"6"
"112","10","10",NA,NA,NA,NA,NA,NA,NA,NA
"113","11 BROADWAYTH 1151 BROADWAY","11","BROADWAYTH 1151 BROADWAY",NA,NA,NA,NA,NA,NA,NA
"114","WOODRUFF SLEEPING AND PARLOR COACH CO H 1 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"1","BROADWAY"
"115","23","23",NA,NA,NA,NA,NA,NA,NA,NA
"116","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,NA,NA,NA,"3 AVE","139",NA,NA,NA
"118","E 34 14,H H 9 WAVERLEYPL.","9","WAVERLEYPL.",NA,NA,NA,NA,NA,NA,"9"
"119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,NA,NA,NA,"BOSTON AVE","170",NA,NA,NA
"121","MOWING AND REAPING MACHINE CO H 34 LIBERTY",NA,NA,NA,NA,NA,NA,NA,"34","LIBERTY"
"122",NA,NA,NA,"7 AVE.","W",NA,NA,NA,NA,NA
"123","ILL BROADWAY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","265 WASHN","265","WASHN",NA,NA,NA,NA,NA,NA,NA
"125","WOODS HOUSEHOLD MAGAZINE H 252 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"252","BROADWAY"
"126","REFUSED",NA,NA,NA,NA,NA,NA,NA,"428","BROADWAY"
"127","WOODBURY BRUSH MACHINE CO H 154 NASSAU",NA,NA,NA,NA,NA,NA,NA,"154","NASSAU"
"128","HE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","PROPRIETOR OF WOODCOCKS FRENCH CO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","41","41",NA,NA,NA,NA,NA,NA,NA,NA
"131","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","REFUSED",NA,NA,NA,NA,NA,NA,NA,"5","3"
"133","REFUSED",NA,NA,NA,NA,NA,NA,NA,NA,"670"
"134",NA,NA,NA,"169","FRANKLIN AVE.",NA,NA,NA,NA,NA
"135","REFUSED",NA,NA,NA,NA,NA,NA,NA,"294","10"
"136","33","33",NA,NA,NA,NA,NA,NA,NA,NA
"137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","WOOD RIVER GOLD AND SILVER MINING CO H 152 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"152","BROADWAY"
"141",NA,NA,NA,"E 50","4 AVE.",NA,NA,NA,NA,NA
"142","REFUSED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","33 LEONARD","33","LEONARD",NA,NA,NA,NA,NA,NA,NA
"145","E 240 HOUSTON","240","E HOUSTON",NA,NA,NA,NA,NA,NA,NA
"146","216 BOWERY","216","BOWERY",NA,NA,NA,NA,NA,NA,NA
"147","H H 1518 AVE.","151","8 AVE.",NA,NA,NA,NA,NA,"151","8"
"148","WILLIS AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","H E 152 74","152","E 74",NA,NA,NA,NA,NA,"152","E 74"
"150",NA,NA,NA,NA,NA,"8 AVE","W 131",NA,NA,NA
"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","FULTON MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","79 LUDLOW","79","LUDLOW",NA,NA,NA,NA,NA,NA,NA
"154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","REFUSED",NA,NA,NA,NA,NA,NA,NA,"41","BEAVER"
"156","79 BOWERY","79","BOWERY",NA,NA,NA,NA,NA,NA,NA
"157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","50","50",NA,NA,NA,NA,NA,NA,NA,NA
"159","REFUSED",NA,NA,NA,NA,NA,NA,NA,"54","WALL"
"160","REFUSED",NA,NA,NA,NA,NA,NA,NA,"26","BROAD"
"161","H 83 BAYARD","83","BAYARD",NA,NA,NA,NA,NA,"83","BAYARD"
"162",NA,NA,NA,NA,NA,"W 109","BOULE",NA,NA,NA
"163","REFUSED",NA,NA,NA,NA,NA,NA,NA,"60","3"
"164",NA,NA,NA,NA,NA,"3 AVE","151",NA,NA,NA
"165",NA,NA,NA,NA,NA,"3 AVE","166",NA,NA,NA
"166",NA,NA,NA,"COURTLAND AVE","155",NA,NA,NA,NA,NA
"167","REFUSED",NA,NA,NA,NA,NA,NA,NA,"220","ASH"
"168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","THE",NA,NA,NA,NA,NA,NA,NA,"356","PEARL"
"170","HR9 STANTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",NA,NA,NA,NA,NA,"3 AVE","167",NA,NA,NA
"172","REFUSED",NA,NA,NA,NA,NA,NA,NA,"4","GRAND"
"173",NA,NA,NA,NA,NA,"66","3 AVE.",NA,NA,NA
"174","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","REFUSED",NA,NA,NA,NA,NA,NA,NA,"30","BROAD"
"177","WILLOUGHBY AVE. BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","64 CARMINE","64","CARMINE",NA,NA,NA,NA,NA,NA,NA
"181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",NA,NA,NA,NA,NA,"161","COURTLAND AVE.",NA,NA,NA
"184",NA,NA,NA,NA,NA,"161","COURTLAND AVE.",NA,NA,NA
"185","FULTON MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","WINNEBAGO AND 0 K MINING CO H 1 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"1","BROADWAY"
"187","WINONA GOLD MINING CO H 18 WALL",NA,NA,NA,NA,NA,NA,NA,"18","WALL"
"188","1165 BROADWAY","1165","BROADWAY",NA,NA,NA,NA,NA,NA,NA
"189","93","93",NA,NA,NA,NA,NA,NA,NA,NA
"190","CEDAR COR. PEARL",NA,NA,NA,NA,NA,NA,NA,"2","CEDAR"
"191",NA,NA,NA,"BROADWAY","W 129",NA,NA,NA,NA,NA
"192","REFUSED",NA,NA,NA,NA,NA,NA,NA,"351","SPRING"
"193","REFUSED",NA,NA,NA,NA,NA,NA,NA,"216","9"
"194","WINDSOR SILVER MINING CO H 61 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"61","BROADWAY"
"195","H. VT.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","57 FRANKFORT","57","FRANKFORT",NA,NA,NA,NA,NA,NA,NA
"197","54","54","",NA,NA,NA,NA,NA,NA,NA
"198",NA,NA,NA,NA,NA,"9 AVE","W 91",NA,NA,NA
"199","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","H H 11 CLINTON","11","CLINTON",NA,NA,NA,NA,NA,"11","CLINTON"
"202",NA,NA,NA,NA,NA,"3 AVE","144",NA,NA,NA
"203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","WILSON SEWING MACHINE CO H W 34 14",NA,NA,NA,NA,NA,NA,NA,"34","W 14"
"207","H H E 38 60","38","E 60",NA,NA,NA,NA,NA,"38","E 60"
"208","104 CHERRY","104","CHERRY",NA,NA,NA,NA,NA,NA,NA
"209","9926 AVE,H H W 77 551 H","77","W 551 H",NA,NA,NA,NA,NA,"77","W 55"
"210","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","HALL OF RECORDS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","136 CHERRY","136","CHERRY",NA,NA,NA,NA,NA,NA,NA
"215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","WILSON PACKING CO H 68 PARK PL.",NA,NA,NA,NA,NA,NA,NA,"68","PARK PL"
"217","145","145",NA,NA,NA,NA,NA,NA,NA,NA
"218","WILLIS AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","52 BOWERY","52","BOWERY",NA,NA,NA,NA,NA,NA,NA
"221","REV",NA,NA,NA,NA,NA,NA,NA,"348","W 57"
"222","WILMOT MICA MINING CO H 218 FRONT",NA,NA,NA,NA,NA,NA,NA,"218","FRONT"
"223","REFUSED",NA,NA,NA,NA,NA,NA,"CHATHAM",NA,"149"
"224","REFUSED",NA,NA,NA,NA,NA,NA,NA,"42","BROADWAY"
"225","REFUSED",NA,NA,NA,NA,NA,NA,NA,"16","DESBROSSES"
"226","KNIGHT AND CO BUTTONS AND BUCKLES H 74 AND 76 WORTH",NA,NA,NA,NA,NA,NA,NA,"74","WORTH"
"227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,NA,NA,NA,NA,"LEX AVE","E 117",NA,NA,NA
"229",NA,NA,NA,NA,NA,"E 92","1 AVE.",NA,NA,NA
"230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","WILLIAMSBURGH CITY FIRE INS CO H 208 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"208","BROADWAY"
"232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",NA,NA,NA,NA,NA,"ELTON AVE","156",NA,NA,NA
"235","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,NA,NA,NA,"FRANKLIN","ELM",NA,NA,NA
"237","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","100","100",NA,NA,NA,NA,NA,NA,NA,NA
"239","REV",NA,NA,NA,NA,NA,NA,NA,NA,"566"
"240",NA,NA,NA,NA,NA,"CONCORD AVE","165",NA,NA,NA
"241",NA,NA,NA,NA,NA,"E 60","1 AVE.",NA,NA,NA
"242","WIN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","FULTON MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","W HULL 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","E 44","44",NA,NA,NA,NA,NA,NA,NA,NA
"246","TI R W 142 29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",NA,NA,NA,NA,NA,"3 AVE","141",NA,NA,NA
"248","FULTON MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",NA,NA,NA,NA,NA,"CONCORD AVE","165",NA,NA,NA
"250","WILLIAMS IRVING H 14 PINE",NA,NA,NA,NA,NA,NA,NA,"14","PINE"
"251",NA,NA,NA,NA,NA,"144","3 AVE.",NA,NA,NA
"252","3713 AVE.","371","3 AVE.",NA,NA,NA,NA,NA,NA,NA
"253","ILL MULBERRY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","4206 AVE.","420","6 AVE.",NA,NA,NA,NA,NA,NA,NA
"255","H. N. J.",NA,NA,NA,NA,NA,NA,"N. J.",NA,NA
"256","H. N. J.",NA,NA,NA,NA,NA,NA,"N. J.",NA,NA
"257","WILLIAM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","WILLCOX AND GIBBS SEWING MACHINE CO H 658 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"658","BROADWAY"
"259",NA,NA,NA,NA,NA,"COURTLAND AVE","161",NA,NA,NA
"260",NA,NA,NA,NA,NA,"COURTLAND AVE","161",NA,NA,NA
"261","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","66 PINE","66","PINE",NA,NA,NA,NA,NA,NA,NA
"265",NA,NA,NA,NA,NA,"BOSTON AVE","170",NA,NA,NA
"266","101","101",NA,NA,NA,NA,NA,NA,NA,NA
"267","3851 AVE.","385","1 AVE.",NA,NA,NA,NA,NA,NA,NA
"268",NA,NA,NA,NA,NA,"3 AVE","152",NA,NA,NA
"269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","WILCOX AND GIBBS SEWING MACHINE CO H 658 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"658","BROADWAY"
"271",NA,NA,NA,NA,NA,"3 AVE","142",NA,NA,NA
"272","WILDES SAMUEL SONS KNICEA 13 NNH.LI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,NA,NA,NA,"LEXAV","E 127",NA,NA,NA
"274","72MAIDEN LA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",NA,NA,NA,NA,NA,"144","BROOK AVE.",NA,NA,NA
"277","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","155","155",NA,NA,NA,NA,NA,NA,NA,NA
"279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",NA,NA,NA,"8 AVE","W 141",NA,NA,NA,NA,NA
"281",NA,NA,NA,"W 130","BROADWAY",NA,NA,NA,NA,NA
"282",NA,NA,NA,"ELTON AVE","157",NA,NA,NA,NA,NA
"283",NA,NA,NA,NA,NA,"ETON AVE","156",NA,NA,NA
"284","W 10 4,H H W 246 48","246","W 48",NA,NA,NA,NA,NA,"246","W 48"
"285","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","GRAND CENTRAL DEPOT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","H. N. J.",NA,NA,NA,NA,NA,NA,"N. J.",NA,NA
"289","E 300 20","300","E 20",NA,NA,NA,NA,NA,NA,NA
"290","97","97",NA,NA,NA,NA,NA,NA,NA,NA
"291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","26 BROADWAY","26","BROADWAY",NA,NA,NA,NA,NA,NA,NA
"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","R 826 BROADWAY","826","BROADWAY",NA,NA,NA,NA,NA,NA,NA
"295","MANUFACTURER OF WHIT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","WALL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","W ILL 27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",NA,NA,NA,"AVE A","E 71",NA,NA,NA,NA,NA
"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",NA,NA,NA,"AVE A","E 71",NA,NA,NA,NA,NA
"302","W 143 45","143","W 45",NA,NA,NA,NA,NA,NA,NA
"303","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"304","H 28DUNNE AND 58 THOMAS",NA,NA,NA,NA,NA,NA,NA,NA,"THOMAS"
"305",NA,NA,NA,NA,NA,"3 AVE","133",NA,NA,NA
"306","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","N 3 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",NA,NA,NA,NA,NA,"FRANKLIN","CENTRE",NA,NA,NA
"313",NA,NA,NA,NA,NA,"3 AVE","133",NA,NA,NA
"314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","W 14","14",NA,NA,NA,NA,NA,NA,NA,NA
"316","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","WHITE SEWING MACHINE CO H 233 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"233","BROADWAY"
"318","WAVERLEY PL.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","ROOR H 818E 11,H H 2647","264","7",NA,NA,NA,NA,NA,"264","7"
"321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",NA,NA,NA,NA,NA,"AVE A","E 82",NA,NA,NA
"326","GRAND CENTRAL DEPOT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","VI ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","W 4T TH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2","2",NA,NA,NA,NA,NA,NA,NA,NA
"332","MAIDEN LA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",NA,NA,NA,NA,NA,"149","3 AVE.",NA,NA,NA
"334",NA,NA,NA,"10 AVE","W 52",NA,NA,NA,NA,NA
"335","W 607 40,H H W 278 19","278","W 19",NA,NA,NA,NA,NA,"278","W 19"
"336",NA,NA,NA,NA,NA,"H 165","3 AVE.",NA,NA,NA
"337",NA,NA,NA,NA,NA,"H 165","3 AVE.",NA,NA,NA
"338",NA,NA,NA,"W 58 24 AND 161","COURTLAND AVE.",NA,NA,NA,NA,NA
"339","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","WHALEBONE RUBBER CO H 74 CORTLANDT",NA,NA,NA,NA,NA,NA,NA,"74","CORTLANDT"
"343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",NA,NA,NA,NA,"162",NA,NA,NA,NA,NA
"345","387 BLEECKER","387","BLEECKER",NA,NA,NA,NA,NA,NA,NA
"346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","85 BOWERY","85","BOWERY",NA,NA,NA,NA,NA,NA,NA
"348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","515 PEARL","515","PEARL",NA,NA,NA,NA,NA,NA,NA
