"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10"
"1229",NA,NA,NA,NA,NA,"3 AVE","165",NA,NA,NA
"1230","SOCIALISTIC COOPERATIVE PUB ASSN H 166 NASSAU",NA,NA,NA,NA,NA,NA,NA,"166","NASSAU"
"1231","AGENT. BEAVER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","JAMESPL. BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237","SMITH G Y AND CO H 1 WORTH",NA,NA,NA,NA,NA,NA,NA,"1","WORTH"
"1238","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","SONS POTTERY CO H 38 PECK SL.",NA,NA,NA,NA,NA,NA,NA,NA,"38"
"1240","H 1074 AVE.","107","4 AVE.",NA,NA,NA,NA,NA,"107","4"
"1241","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242",NA,NA,NA,"FIH AVE","E 126",NA,NA,NA,NA,NA
"1243",NA,NA,NA,"W 93","BLVD",NA,NA,NA,NA,NA
"1244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","7 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","6 AVE. BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250","139","139",NA,NA,NA,NA,NA,NA,NA,NA
"1251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254",NA,NA,NA,NA,NA,"9 AVE","W 95",NA,NA,NA
"1255","2 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257",NA,NA,NA,NA,NA,"BLVD","W 74",NA,NA,NA
"1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1260","138 FORSYTH","138","FORSYTH",NA,NA,NA,NA,NA,NA,NA
"1261",NA,NA,NA,NA,NA,"BLVD","W 75",NA,NA,NA
"1262","H. VT.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263","120 GREENE","120","GREENE",NA,NA,NA,NA,NA,NA,NA
"1264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265","7 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266",NA,NA,NA,NA,NA,"4 AVE","E 132",NA,NA,NA
"1267","117 DIVISION","117","DIVISION",NA,NA,NA,NA,NA,NA,NA
"1268","STANTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","691","69","1",NA,NA,NA,NA,NA,NA,NA
"1270",NA,NA,NA,NA,"W 113",NA,NA,NA,NA,NA
"1271",NA,NA,NA,NA,NA,"3 AVE","144",NA,NA,NA
"1272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273","FULTON MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"1275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","JAPANNED TIN PLATE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","442 E BROADWAY 54","442","E BROADWAY 54",NA,NA,NA,NA,NA,NA,NA
"1279","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"1280","FULTON MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281",NA,NA,NA,NA,NA,"W 99","8 AVE.",NA,NA,NA
"1282","214 WEST","214","WEST",NA,NA,NA,NA,NA,NA,NA
"1283","E 41U 10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284",NA,NA,NA,NA,NA,"3 AVE","144",NA,NA,NA
"1285",NA,NA,NA,NA,NA,"3 AVE","144",NA,NA,NA
"1286",NA,NA,NA,NA,NA,"3 AVE","141",NA,NA,NA
"1287","H 195 GWICH","195","GWICH",NA,NA,NA,NA,NA,NA,"195"
"1288","15","15",NA,NA,NA,NA,NA,NA,NA,NA
"1289","91 BOWERY","91","BOWERY",NA,NA,NA,NA,NA,NA,NA
"1290","H H E 150 34","150","E 34",NA,NA,NA,NA,NA,"150","E 34"
"1291",NA,NA,NA,NA,NA,"WASHN","167",NA,NA,NA
"1292","1 CEDAR","1","CEDAR",NA,NA,NA,NA,NA,NA,NA
"1293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296","HOCH LAW AND COMMERCIAL AGENCY H E 12 17",NA,NA,NA,NA,NA,NA,NA,"12","E 17"
"1297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","SULLIVAN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","STUYVESANT AVE. BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","MADISON AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","232 WEST , W 11","232","WEST , W 11",NA,NA,NA,NA,NA,NA,NA
"1304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305","SMALL HOPES CONSOLIDATED MINING CO H 1 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"1","BROADWAY"
"1306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307",NA,NA,NA,NA,NA,"161","CONCORD AVE.",NA,NA,NA
"1308",NA,NA,NA,NA,NA,"AVE A","E 91",NA,NA,NA
"1309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310","PERRY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","18 E AND 35","18","E AND 35",NA,NA,NA,NA,NA,NA,NA
"1318","157 BOWERY","157","BOWERY",NA,NA,NA,NA,NA,NA,NA
"1319","STANTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"1321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322",NA,NA,NA,NA,NA,"3 AVE","166",NA,NA,NA
"1323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","3(14 MULBERRY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","SISTERS OF MARY H E 6 46",NA,NA,NA,NA,NA,NA,NA,"6","E 46"
"1326",NA,NA,NA,NA,NA,"MANHATTAN","10 AVE.",NA,NA,NA
"1327","6 AVE R R CO H 7566 AVE.",NA,NA,NA,NA,NA,NA,NA,"756","6"
"1328","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"1329","6 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","ILL BROADWAY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","SINCLAIRE RECTIFYING MACHINE CO H 99 MAIDEN LA.",NA,NA,NA,NA,NA,NA,NA,"99","MAIDEN LA"
"1332",NA,NA,NA,"10 AVE","W 150",NA,NA,NA,NA,NA
"1333",NA,NA,NA,NA,NA,"158","COURTLAND AVE.",NA,NA,NA
"1334",NA,NA,NA,NA,NA,"ALEXANDER AVE","140",NA,NA,NA
"1335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336","E 22","22",NA,NA,NA,NA,NA,NA,NA,NA
"1337","195 BOWERY","195","BOWERY",NA,NA,NA,NA,NA,NA,NA
"1338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340","E 79","79",NA,NA,NA,NA,NA,NA,NA,NA
"1341","H H E 421 86","421","E 86",NA,NA,NA,NA,NA,"421","E 86"
"1342","FULTON MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343","6J CENTRE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345","53 THOMPSON","53","THOMPSON",NA,NA,NA,NA,NA,NA,NA
"1346","379 GRAND","379","GRAND",NA,NA,NA,NA,NA,NA,NA
"1347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1350","28 CARMINE","28","CARMINE",NA,NA,NA,NA,NA,NA,NA
"1351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353","28 CARMINE","28","CARMINE",NA,NA,NA,NA,NA,NA,NA
"1354","299 BROADWAY AND 190 BOWERY","299","BROADWAY AND 190 BOWERY",NA,NA,NA,NA,NA,NA,NA
"1355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357",NA,NA,NA,"W 41","8 AVE.",NA,NA,NA,NA,NA
"1358",NA,NA,NA,"W 41","8 AVE.",NA,NA,NA,NA,NA
"1359","W 10","10",NA,NA,NA,NA,NA,NA,NA,NA
"1360",NA,NA,NA,NA,NA,"ROBBINS AVE","149",NA,NA,NA
"1361",NA,NA,NA,NA,NA,"ROBBINS AVE","149",NA,NA,NA
"1362","SILVER CHORD MINING CO H 13 CORTLANDT",NA,NA,NA,NA,NA,NA,NA,"13","CORTLANDT"
"1363","SILVER CLIFF MINING CO H 30 BROAD",NA,NA,NA,NA,NA,NA,NA,"30","BROAD"
"1364","SILVER CROWN MINING CO H 1 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"1","BROADWAY"
"1365","SILVER ISLET CONSOLIDATED MINING AND LNNDS CO H 52",NA,NA,NA,NA,NA,NA,NA,NA,"52"
"1366","SILVER KING NORTH MINING CO H 4 PINE",NA,NA,NA,NA,NA,NA,NA,"4","PINE"
"1367","SILVER LAKE MINING CO. BROADWAY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1368","SILVER NUGGET MINING AND MILLING CO H 1 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"1","BROADWAY"
"1369","SILVER PRINCE MINING CO H 1 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"1","BROADWAY"
"1370","SILVER QUEEN MINING CO H 52 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"52","BROADWAY"
"1371",NA,NA,NA,NA,NA,"COURTLAND AVE","155",NA,NA,NA
"1372","6 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1374","11 WALL","11","WALL",NA,NA,NA,NA,NA,NA,NA
"1375",NA,NA,NA,NA,NA,"161","ELTON AVE.",NA,NA,NA
"1376",NA,NA,NA,"3 AVE","169",NA,NA,NA,NA,NA
"1377","46 LEONARD AND R 43 CENTRE","46","LEONARD AND R 43 CENTRE",NA,NA,NA,NA,NA,NA,NA
"1378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1379",NA,NA,NA,NA,"166",NA,NA,NA,NA,NA
"1380",NA,NA,NA,NA,NA,"153","MORRIS AVE.",NA,NA,NA
"1381",NA,NA,NA,NA,NA,"W 61","11 AVE.",NA,NA,NA
"1382","HO 8 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384","COPYING",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385","6 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387","H H E 340 46","340","E 46",NA,NA,NA,NA,NA,"340","E 46"
"1388","2 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390","WHITEHALL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391","OF THE PORT N OF Y H 113 PEARL AND 66 BEAVER",NA,NA,NA,NA,NA,NA,NA,"113","BEAVER"
"1392","SUYDAM AVE. J. C.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395","52 AND 258 BOWERY","52","AND 258 BOWERY",NA,NA,NA,NA,NA,NA,NA
"1396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397",NA,NA,NA,NA,NA,NA,"169",NA,NA,NA
"1398","605 WASHN.","605","WASHN.",NA,NA,NA,NA,NA,NA,NA
"1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402","FLEETWOOD PARK.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","(E 1 16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405",NA,NA,NA,NA,NA,"167","3 AVE.",NA,NA,NA
"1406",NA,NA,NA,NA,NA,"169","FRANKLIN AVE.",NA,NA,NA
"1407",NA,NA,NA,NA,NA,NA,"169",NA,NA,NA
"1408","BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"1410",NA,NA,NA,"162","ELTON AVE.",NA,NA,NA,NA,NA
"1411","(58 THOMAS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412","6 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413","AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415","UNIVERSITY BLDG.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416",NA,NA,NA,NA,NA,"FULTON AVE","176",NA,NA,NA
"1417","CITY HALL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419","E 317 64","317","E 64",NA,NA,NA,NA,NA,NA,NA
"1420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421","6 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422",NA,NA,NA,NA,NA,"3 AVE","167",NA,NA,NA
"1423","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428","BKLYN.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429",NA,NA,NA,"4 OLD SL AND 9 COENTIES SL,W 110","6 AVE.",NA,NA,NA,NA,NA
"1430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433",NA,NA,NA,"7 AVE","W 131",NA,NA,NA,NA,NA
"1434",NA,NA,NA,NA,NA,"FIH AVE","23 , BKLYN",NA,NA,NA
"1435","SHAMROCK MINING CO H 57 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"57","BROADWAY"
"1436",NA,NA,NA,NA,NA,"3 AVE","140",NA,NA,NA
"1437","E 319 77","319","E 77",NA,NA,NA,NA,NA,NA,NA
"1438","SEYMOUR PAPER CO. JOHN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","MKT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","2 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","SETH THOMAS CLOCK CO H 20 MURRAY",NA,NA,NA,NA,NA,NA,NA,"20","MURRAY"
"1444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","H. N. J.",NA,NA,NA,NA,NA,NA,"N. J.",NA,NA
"1446","H H E 428 51","428","E 51",NA,NA,NA,NA,NA,"428","E 51"
"1447","2 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449",NA,NA,NA,NA,NA,"W 100","10 AVE.",NA,NA,NA
"1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451",NA,NA,NA,"W CANDYMKR 130","10 AVE. ,",NA,NA,NA,NA,NA
"1452",NA,NA,NA,"W 58","11 AVE ,",NA,NA,NA,NA,NA
"1453",NA,NA,NA,"3 AVE","149",NA,NA,NA,NA,NA
"1454","H 37 PINE","37","PINE",NA,NA,NA,NA,NA,"37","PINE"
"1455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456",NA,NA,NA,NA,NA,"3 AVE.","L(ISTH",NA,NA,NA
"1457",NA,NA,NA,NA,NA,"158","COURTLAND",NA,NA,NA
"1458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460",NA,NA,NA,NA,"167",NA,NA,NA,NA,NA
"1461","62711 AVE.","627","11 AVE.",NA,NA,NA,NA,NA,NA,NA
"1462",NA,NA,NA,NA,NA,"3 AVE","147",NA,NA,NA
"1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","SELF FOLDING TUCKER CO H 783 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"783","BROADWAY"
"1465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","H 115COLUMBIA",NA,NA,NA,NA,NA,NA,NA,NA,"COLUMBIA"
"1467","SWITZERLAND",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469",NA,NA,NA,NA,NA,"3 AVE","157",NA,NA,NA
"1470",NA,NA,NA,NA,NA,"158","COURTLAND AVE.",NA,NA,NA
"1471",NA,NA,NA,"W 148",". NICHOLAS AVE.",NA,NA,NA,NA,NA
"1472","SEIBERT CYLINDER OIL CUP CO H 34 VESEY",NA,NA,NA,NA,NA,NA,NA,"34","VESEY"
"1473","7 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474","2 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","1537 AND14172 AVE.","1537","AND14172 AVE.",NA,NA,NA,NA,NA,NA,NA
"1476","2 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","MAIDEN LA. FORMERLY WILLIAM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","20 CATHARINE","20","CATHARINE",NA,NA,NA,NA,NA,NA,NA
"1479",NA,NA,NA,NA,"E 96",NA,NA,NA,NA,NA
"1480","2 NATIONAL BANK H 190 FIH AVE.",NA,NA,NA,NA,NA,NA,NA,NA,"190"
"1481","2 UUION CO OPERATIVE LAND AND BUILDING SOC H 96 BLEECKER",NA,NA,NA,NA,NA,NA,"LEE",NA,"96"
"1482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","CITY HALL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484","H H W 354 35","354","W 35",NA,NA,NA,NA,NA,"354","W 35"
"1485","HORATIO AND 198",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486","SEAMENS PROTECTIVE ASSN H 92 MADISON",NA,NA,NA,NA,NA,NA,NA,"92","MADISON"
"1487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488","H. N. J.",NA,NA,NA,NA,NA,NA,"N. J.",NA,NA
"1489",NA,NA,NA,NA,NA,"4 AVE","E 112",NA,NA,NA
"1490","SEA CLIFF GROVE AND METROPOLITAN CAMP GROUND ASSN H S 102 H 5 AVE.",NA,NA,NA,NA,NA,NA,NA,"102","5"
"1491","H W 311 42,H H 773NINTH AVE.",NA,NA,NA,NA,NA,NA,NA,NA,"739"
"1492","2 HAND",NA,NA,NA,NA,NA,NA,NA,"261","E 17"
"1493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","7 MAIDEN LA H 240 WASHN,BKLYN","7","MAIDEN LA H 240 WASHN,BKLYN",NA,NA,NA,NA,"BKLYN","240","ASH"
"1495","MAIDEN LN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"1497","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"1498","SCREW DOCK CO PIER E 39 R.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499",NA,NA,NA,"BLVD","W 106",NA,NA,NA,NA,NA
"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","E 303 33","303","E 33",NA,NA,NA,NA,NA,NA,NA
"1502","SCHWERZLER BAPTISTE H W 128 HOUSTON",NA,NA,NA,NA,NA,NA,NA,"128","W HOUSTON"
"1503",NA,NA,NA,"BLVD","W 68",NA,NA,NA,NA,NA
"1504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"1506",NA,NA,NA,NA,NA,"CLINTON AVE","169",NA,NA,NA
"1507","THE",NA,NA,NA,NA,NA,NA,NA,"13","DEY"
"1508","SCIENTIFIC PUBLISHING CO H 27 PARK PL AND 24 MUIRAY",NA,NA,NA,NA,NA,NA,NA,"27","PARK PL"
"1509","STANTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510","34110 AVE.","341","10 AVE.",NA,NA,NA,NA,NA,NA,NA
"1511","OFFICE HOURS AND TO 7 ,H E 26 20","26","E 20",NA,NA,NA,NA,NA,"26","E 20"
"1512","6 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513","E 118","118",NA,NA,NA,NA,NA,NA,NA,NA
"1514",NA,NA,NA,NA,NA,"3 AVE","166",NA,NA,NA
"1515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517",NA,NA,NA,"3 AVE","148",NA,NA,NA,NA,NA
"1518","84 LEWIS","84","LEWIS",NA,NA,NA,NA,NA,NA,NA
"1519",NA,NA,NA,"1 AVE","E 45 AND 211 WASHN.",NA,NA,NA,NA,NA
"1520",NA,NA,NA,NA,NA,"W 68","10 AVE.",NA,NA,NA
"1521",NA,NA,NA,"W 148",". NICHOLAS",NA,NA,NA,NA,NA
"1522","6 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523",NA,NA,NA,NA,NA,"TINTON AVE","151",NA,NA,NA
"1524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","FRAMING",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","98 AVE.","9","8 AVE.",NA,NA,NA,NA,NA,NA,NA
"1528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","265 GRAND","265","GRAND",NA,NA,NA,NA,NA,NA,NA
"1530","E 35 E AND","35","E AND",NA,NA,NA,NA,NA,NA,NA
"1531","7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532",NA,NA,NA,NA,NA,"TINTON AVE","151",NA,NA,NA
"1533",NA,NA,NA,NA,NA,"MANHATTAN","TWELH AVE.",NA,NA,NA
"1534","SPRING",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535","2 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536",NA,NA,NA,NA,NA,"3 AVE","150",NA,NA,NA
"1537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538",NA,NA,NA,NA,NA,"COURTLAND AVE","154",NA,NA,NA
"1539",NA,NA,NA,NA,NA,"W 110","BOULE",NA,NA,NA
"1540","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"1541","11153 AVE A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542",NA,NA,NA,NA,NA,"W 68","10 AVE.",NA,NA,NA
"1543","2 BROOME","2","BROOME",NA,NA,NA,NA,NA,NA,NA
"1544","E 69","69",NA,NA,NA,NA,NA,NA,NA,NA
"1545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547",NA,NA,NA,"COURTLAND AVE","160",NA,NA,NA,NA,NA
"1548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549","2 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1550","64","64",NA,NA,NA,NA,NA,NA,NA,NA
"1551","SCHUETZEN AND JAGD ZEITUNG H 64 ANN",NA,NA,NA,NA,NA,NA,NA,"64","ANN"
"1552","2 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553",NA,NA,NA,NA,NA,"3 AVE","135",NA,NA,NA
"1554","2 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558","2 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559",NA,NA,NA,NA,NA,"1 AVE","E 107",NA,NA,NA
"1560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1564","6 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1566","2 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567",NA,NA,NA,NA,NA,"1 AVE","E 78",NA,NA,NA
"1568","E 36B HOUSTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1569",NA,NA,NA,NA,NA,"WILLIS AVE","146",NA,NA,NA
"1570",NA,NA,NA,NA,NA,"9 AVE","W 67",NA,NA,NA
"1571","H H 29 RIDGE","29","RIDGE",NA,NA,NA,NA,NA,"29","RIDGE"
"1572","17"" E 71",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573",NA,NA,NA,NA,NA,"3 AVE","146",NA,NA,NA
"1574","6 AVE.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
