"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10"
"2549","HALL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2550","125 CANNON","125","CANNON",NA,NA,NA,NA,NA,NA,NA
"2551","190 CHRYSTIE","190","CHRYSTIE",NA,NA,NA,NA,NA,NA,NA
"2552","W 32 NAV10","32","NAV10",NA,NA,NA,NA,NA,NA,NA
"2553","E N 28 AVE H 3","28","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"2554","E N 23 AVE H 3","23","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"2555","68 GREENE","68","GREENE",NA,NA,NA,NA,NA,NA,NA
"2556","PACIFIC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2557","E N 30 AVE H 4","30","AVE N H 4",NA,NA,NA,NA,NA,NA,"4"
"2558",NA,NA,NA,"E 21","AVE. A",NA,NA,NA,NA,NA
"2559","H 70 WILLOW  , BKLYN","70","WILLOW , BKLYN",NA,NA,NA,NA,"BKLYN","70","WILLOW"
"2560","74 PINE","74","PINE",NA,NA,NA,NA,NA,NA,NA
"2561","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"2562",NA,NA,NA,NA,NA,"W 25","AVE H 7",NA,NA,NA
"2563","R1673",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2564","H 11121 RIDGE","11121","RIDGE",NA,NA,NA,NA,NA,"11121","RIDGE"
"2565","W 21 CAV7,H W2LSTCAV7",NA,NA,NA,NA,NA,NA,NA,NA,"2"
"2566","H H 2265CANL",NA,NA,NA,NA,NA,NA,NA,NA,"226"
"2567","355 PEARL","355","PEARL",NA,NA,NA,NA,NA,NA,NA
"2568","W N 28 AVE H 9","28","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"2569","257 RIVINGTON","257","RIVINGTON",NA,NA,NA,NA,NA,NA,NA
"2570","Ã¢ÂÂ22 B AVS H 8 AND 9",NA,NA,NA,NA,NA,NA,NA,"8","9"
"2571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2572","HUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2574","243 AVE H 8","243","AVE H 8",NA,NA,NA,NA,NA,NA,"8"
"2575","H W 82 20","82","W 20",NA,NA,NA,NA,NA,"82","W 20"
"2576","W R 30 B AVS H 7 AND 8",NA,NA,NA,NA,NA,NA,NA,"7","8"
"2577",NA,NA,NA,"9","W 27",NA,NA,NA,NA,NA
"2578",NA,NA,NA,NA,NA,"W 17","AV5",NA,NA,NA
"2579","143 GREENWICH","143","GREENWICH",NA,NA,NA,NA,NA,NA,NA
"2580","W N 32 AVE H 9","32","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"2581","HUT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2582","172 CHERRY TON DANIEL,H 63 AVE C TON JAMES,H 139 PERRY","63","AVE C TON JAMES",NA,NA,NA,NA,NA,"63","JAMES"
"2583","26 AVE C H 8","26","AVE C H 8",NA,NA,NA,NA,NA,NA,"8"
"2584","104 BARCLAY ,H H 5L GROVE",NA,NA,NA,NA,NA,NA,NA,NA,"GROVE"
"2585","W 29 NAV8","29","NAV8",NA,NA,NA,NA,NA,NA,NA
"2586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2587","BROOKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2588","513 WASHINGTON","513","WASHINGTON",NA,NA,NA,NA,NA,NA,NA
"2589","657 WASHGTN","657","WASHGTN",NA,NA,NA,NA,NA,NA,NA
"2590","164 PEARL , BROOKLYN","164","PEARL ,",NA,NA,NA,NA,NA,NA,NA
"2591",NA,NA,NA,"BROADWAY","W 28",NA,NA,NA,NA,NA
"2592","W N 29 AVE H 10","29","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"2593","E 54 27","54","E 27",NA,NA,NA,NA,NA,NA,NA
"2594","REV",NA,NA,NA,NA,NA,NA,NA,"108","9"
"2595",NA,NA,NA,NA,NA,"E 28","LEXINGTON AVE",NA,NA,NA
"2596",NA,NA,NA,NA,NA,"BROADWAY","W 27",NA,NA,NA
"2597","126 BARROW","126","BARROW",NA,NA,NA,NA,NA,NA,NA
"2598","64 B.WAY , BARNUMS","64","B.WAY , BARNUMS",NA,NA,NA,NA,NA,NA,NA
"2599","4634","463","4",NA,NA,NA,NA,NA,NA,NA
"2600","23 DIVISION","23","DIVISION",NA,NA,NA,NA,NA,NA,NA
"2601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602","HUDSON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2603","ING",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2604","H H 84CHRISTOR LNGERSOLL SAMUEL,H 89 LUDLOW","89","LUDLOW",NA,NA,NA,NA,NA,"89","LUDLOW"
"2605","E FOOT 25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2606","W FOOT 13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2607","160 BROADWAY ,H H 46 WARREN","46","WARREN",NA,NA,NA,NA,NA,"46","WARREN"
"2608","IRV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2609",NA,NA,NA,NA,NA,"1 MULBERRY LNNESS AMELIA,","AV10",NA,NA,NA
"2610","AVE N H 10",NA,NA,NA,NA,NA,NA,NA,NA,"10"
"2611",NA,NA,NA,NA,NA,"E 24","AVE. A",NA,NA,NA
"2612","ISH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2614","34DIVISION",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2616",NA,NA,NA,"CENTRE","READE",NA,NA,NA,NA,NA
"2617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2618","E N 40 AVE H 3","40","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"2619","COLD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2620","FOOT 26","26",NA,NA,NA,NA,NA,NA,NA,NA
"2621","LEXINGTON AVE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2622",NA,NA,NA,NA,NA,".CLINTONAV ,","FULTON AVE. BROOKLYN",NA,NA,NA
"2623","W N 22 AVE H 7","22","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"2624","W N 26 AVE H 8","26","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"2625","13 LEROY","13","LEROY",NA,NA,NA,NA,NA,NA,NA
"2626","N 21 AVE H 7","21","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"2627","COLD",NA,NA,NA,NA,NA,NA,NA,"71","WALL"
"2628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2629","132 WILLIAM","132","WILLIAM",NA,NA,NA,NA,NA,NA,NA
"2630","W N 29 AVE H 7","29","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"2631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2632","W N 29 AVE H 6","29","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"2633","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"2634","JAN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2635","78 NORFOLK","78","NORFOLK",NA,NA,NA,NA,NA,NA,NA
"2636","W N 23 AVE H 8","23","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"2637","W 30 B AVS H 7 AND 8","30","B AVS H 7 AND 8",NA,NA,NA,NA,NA,"7","8"
"2638","8 OLD SLIP,BOARDS PEARL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2640","JUDSONS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2641","REV",NA,NA,NA,NA,NA,NA,NA,"26","LISPENARD"
"2642","314 BROADWAY , AND CENTRE C.","314","BROADWAY , AND CENTRE C.",NA,NA,NA,NA,NA,NA,NA
"2643","10Q MAIDEN LN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2644","W N 27 AVE H 8","27","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"2645","H R234 T",NA,NA,NA,NA,NA,NA,NA,NA,"234"
"2646","280 BOWERY","280","BOWERY",NA,NA,NA,NA,NA,NA,NA
"2647","H H 36 DOWNING","36","DOWNING",NA,NA,NA,NA,NA,"36","DOWNING"
"2648","W N 30 AVE H 10","30","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"2649","H H 2507","250","7",NA,NA,NA,NA,NA,"250","7"
"2650","218 BOWERY,H 218 BOWERY","218","BOWERY",NA,NA,NA,NA,NA,"218","BOWERY"
"2651","H H 5 HUDSON","5","HUDSON",NA,NA,NA,NA,NA,"5","HUDSON"
"2652","H H 41 FRANKFORT","41","FRANKFORT",NA,NA,NA,NA,NA,"41","FRANKFORT"
"2653","W N 27 AVE H 8","27","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"2654","H. GERMANY",NA,NA,NA,NA,NA,NA,"GERMANY",NA,NA
"2655","COLD",NA,NA,NA,NA,NA,NA,NA,"3","MOTT"
"2656","E FOOT 26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2657","W N 22 AVE H 7","22","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"2658","70HAMERSLEY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2659","JUDSONS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2660","113 PEARL , JUDSONS","113","PEARL , JUDSONS",NA,NA,NA,NA,NA,NA,NA
"2661","JES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2662","ALLEN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2663","JENNINGS SARAH H 2 TWELH",NA,NA,NA,NA,NA,NA,NA,NA,"2"
"2664","H. TEL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2666","91","91",NA,NA,NA,NA,NA,NA,NA,NA
"2667","JOHN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2668","JOE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2669","HE NEW JERSEY OIL CLOH FACTORY ,H 182 FRONT ,H.  BROOKLYN","182","FRONT",NA,NA,NA,NA,NA,"182","FRONT"
"2670","136 CEDAR , AMERICAN","136","CEDAR , AMERICAN",NA,NA,NA,NA,NA,NA,NA
"2671",NA,NA,NA,"SPRUCE","NASSAU",NA,NA,NA,NA,NA
"2672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2673","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"2674","256 AVE H 8","256","AVE H 8",NA,NA,NA,NA,NA,NA,"8"
"2675","OF LOUIS,157W 28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2676","W N 29 AVE H 7","29","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"2677","8 BETHUNE","8","BETHUNE",NA,NA,NA,NA,NA,NA,NA
"2678","79 BOWERY","79","BOWERY",NA,NA,NA,NA,NA,NA,NA
"2679","H. .MORRISANIA",NA,NA,NA,NA,NA,NA,"MORRISANIA",NA,NA
"2680","213 AV8,H W 19O 21",NA,NA,NA,NA,NA,NA,NA,NA,"W 21"
"2681","H 1154 ROOSEVELT","1154","ROOSEVELT",NA,NA,NA,NA,NA,"1154","ROOSEVELT"
"2682","H H 54 ROOSEVLT","54","ROOSEVLT",NA,NA,NA,NA,NA,NA,"54"
"2683","13 AND 14AV2","13","AND 14AV2",NA,NA,NA,NA,NA,NA,NA
"2684","R20 JAMES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685","60 NORFOLK","60","NORFOLK",NA,NA,NA,NA,NA,NA,NA
"2686",NA,NA,NA,NA,NA,"W R 29","AVE. O",NA,NA,NA
"2687",NA,NA,NA,NA,NA,"7 , H W35","AVE H 10",NA,NA,NA
"2688","28 THOMPSON","28","THOMPSON",NA,NA,NA,NA,NA,NA,NA
"2689","W 30 AVE C H 7","30","AVE C H 7",NA,NA,NA,NA,NA,NA,"7"
"2690","H 124AV1",NA,NA,NA,NA,NA,NA,NA,NA,"124"
"2691","W N 18 AVE H 6","18","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"2692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2694","W 25 B AVS H 7 AND 6","25","B AVS H 7 AND 6",NA,NA,NA,NA,NA,"7","6"
"2695","W N 29 AVE H 10","29","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"2696","H H 12 WHITEHALL","12","WHITEHALL",NA,NA,NA,NA,NA,"12","WHITEHALL"
"2697","E N 24 AVE H 2","24","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"2698",NA,NA,NA,NA,NA,"GREENWICH AVE.","JANE",NA,NA,NA
"2699","W 25 B AVS H 7 AND 8","25","B AVS H 7 AND 8",NA,NA,NA,NA,NA,"7","8"
"2700","POLICE CLERK,6 MANGIN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701","60 GREENWICH AVE","60","GREENWICH AVE",NA,NA,NA,NA,NA,NA,NA
"2702","E N 19 AVE H 3","19","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"2703","43 CARMINE","43","CARMINE",NA,NA,NA,NA,NA,NA,NA
"2704","HOSPITAL E FOOT 26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2705","54 WILUAM , CARLTON","54","WILUAM , CARLTON",NA,NA,NA,NA,NA,NA,NA
"2706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2707","AVE N H 6",NA,NA,NA,NA,NA,NA,NA,NA,"6"
"2708","AVE H 4",NA,NA,NA,NA,NA,NA,NA,NA,"4"
"2709",NA,NA,NA,"6","W 20",NA,NA,NA,NA,NA
"2710",NA,NA,NA,NA,NA,"27","LEXINGTON AVE.",NA,NA,NA
"2711","14 PINE","14","PINE",NA,NA,NA,NA,NA,NA,NA
"2712","CT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713","41 LISPENARD","41","LISPENARD",NA,NA,NA,NA,NA,NA,NA
"2714",NA,NA,NA,"9","W 30",NA,NA,NA,NA,NA
"2715",NA,NA,NA,NA,NA,"Ã¢ÂÂ ESSEX","GRAND",NA,NA,NA
"2716","REV",NA,NA,NA,NA,NA,NA,NA,"77","AVE H"
"2717","44 AVE H 9","44","AVE H 9",NA,NA,NA,NA,NA,NA,"9"
"2718","AVE N H 8",NA,NA,NA,NA,NA,NA,NA,NA,"8"
"2719","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"2720","27 AND 28","27","AND 28",NA,NA,NA,NA,NA,NA,NA
"2721","26 AND 27","26","AND 27",NA,NA,NA,NA,NA,NA,NA
"2722","W 30 AVE C H 8","30","AVE C H 8",NA,NA,NA,NA,NA,NA,"8"
"2723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2724","JOURNEYMANS MOROCCO MANUFACTURING CO H 21 JACOB",NA,NA,NA,NA,NA,NA,NA,"21","JACOB"
"2725","JUN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2727","REV",NA,NA,NA,NA,NA,NA,NA,"59","E 16"
"2728","W 30 B AVS H 7 AND 8","30","B AVS H 7 AND 8",NA,NA,NA,NA,NA,"7","8"
"2729","3589","358","9",NA,NA,NA,NA,NA,NA,NA
"2730","W 22 AVE C H 8","22","AVE C H 8",NA,NA,NA,NA,NA,NA,"8"
"2731","W N 29 AVE H 6","29","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"2732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2733","REV",NA,NA,NA,NA,NA,NA,NA,"176","STANTON"
"2734","W 170 20","170","W 20",NA,NA,NA,NA,NA,NA,NA
"2735","W 38 AVE C H 9  ,","38","AVE C H 9 ,",NA,NA,NA,NA,NA,NA,"9"
"2736","49 CORTLANDT","49","CORTLANDT",NA,NA,NA,NA,NA,NA,NA
"2737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2739","W N 36 AVE H 11","36","AVE N H 11",NA,NA,NA,NA,NA,NA,"11"
"2740","H 51 FRANKLIN","51","FRANKLIN",NA,NA,NA,NA,NA,"51","FRANKLIN"
"2741","E 235 13","235","E 13",NA,NA,NA,NA,NA,NA,NA
"2742","1 TROY","1","TROY",NA,NA,NA,NA,NA,NA,NA
"2743","E 33 AVE C H 2","33","AVE C H 2",NA,NA,NA,NA,NA,NA,"2"
"2744","22 RIVINGTON,1122 RIVINGTON","22","RIVINGTON,1122 RIVINGTON",NA,NA,NA,NA,NA,NA,NA
"2745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2746",NA,NA,NA,NA,NA,"E 21","AV5",NA,NA,NA
"2747",NA,NA,NA,"READE","G.WICH",NA,NA,NA,NA,NA
"2748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749","E 15","15",NA,NA,NA,NA,NA,NA,NA,NA
"2750","KEA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751","E N 24 AVE H 3","24","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"2752","E N 24 AVE H 2","24","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"2753","W 17 AVE C H 10","17","AVE C H 10",NA,NA,NA,NA,NA,NA,"10"
"2754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2755","W R N 25 AVE H 10",NA,NA,NA,NA,NA,NA,NA,NA,"10"
"2756","W N 27 AVE H 10","27","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"2757","W N 30 AVE H 9","30","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"2758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2759","91 ORANGE","91","ORANGE",NA,NA,NA,NA,NA,NA,NA
"2760","W N 32 AVE H 6","32","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"2761","W N 28 AVE H 7","28","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"2762","7 WASHINGTON MARKET AND 201 WASHINGTON,H. NEW JERSEY",NA,NA,NA,NA,NA,NA,"NEW JERSEY",NA,NA
"2763",NA,NA,NA,"W 30","BROADWAY",NA,NA,NA,NA,NA
"2764","W N 20 AVE H 8","20","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"2765","H H 148 AVE 6 ETHER ANDREW,H 604 WATER","604","WATER",NA,NA,NA,NA,NA,"604","WATER"
"2766","193 HENRY ,H H 193 DIVISION","193","DIVISION",NA,NA,NA,NA,NA,"193","DIVISION"
"2767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2768","E N 26 AVE H 3","26","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"2769","H 80 KING","80","KING",NA,NA,NA,NA,NA,"80","KING"
"2770",NA,NA,NA,NA,NA,"TWELH","BROADWAY",NA,NA,NA
"2771","H 71 SULLIVAN","71","SULLIVAN",NA,NA,NA,NA,NA,"71","SULLIVAN"
"2772","PARK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2773","H H 128 CANAL","128","CANAL",NA,NA,NA,NA,NA,"128","CANAL"
"2774","REFUSED",NA,NA,NA,NA,NA,NA,NA,"154","CHAMBERS"
"2775","W N 32 AVE H 10","32","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"2776","W N 42 AVE H 9","42","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"2777","H 80 WATTS","80","WATTS",NA,NA,NA,NA,NA,"80","WATTS"
"2778",NA,NA,NA,NA,NA,"TWELH","AVE. C",NA,NA,NA
"2779","W 38N AV10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2780","E N 28 AVE H 2","28","AVE N H 2",NA,NA,NA,NA,NA,NA,"2"
"2781",NA,NA,NA,NA,NA,"TWELH","AVE. B",NA,NA,NA
"2782","H H 126 DIVISION","126","DIVISION",NA,NA,NA,NA,NA,"126","DIVISION"
"2783","105 HAMERSLEY","105","HAMERSLEY",NA,NA,NA,NA,NA,NA,NA
"2784","W N 40 AVE H 10","40","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"2785","142 ORCHARD","142","ORCHARD",NA,NA,NA,NA,NA,NA,NA
"2786","192 GREENE","192","GREENE",NA,NA,NA,NA,NA,NA,NA
"2787",NA,NA,NA,NA,NA,"AVE A","E 13",NA,NA,NA
"2788","W N 38 AVE H 10","38","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"2789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2790","W N 29 AVE H 6","29","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"2791","W R 29  , AVE N H 10",NA,NA,NA,NA,NA,NA,NA,NA,"10"
"2792","W N 33 AVE H 10","33","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"2793","KEM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2794","143 HESTER","143","HESTER",NA,NA,NA,NA,NA,NA,NA
"2795","69 JAMES","69","JAMES",NA,NA,NA,NA,NA,NA,NA
"2796",NA,NA,NA,"PEARL","HAGUE",NA,NA,NA,NA,NA
"2797","282 FIH","282","FIH",NA,NA,NA,NA,NA,NA,NA
"2798","W N 36 AVE H 9","36","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"2799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2800","W N 37 AVE H 10","37","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"2801","W N 25 AVE H 10","25","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"2802","153 GRAND","153","GRAND",NA,NA,NA,NA,NA,NA,NA
"2803",NA,NA,NA,NA,NA,"AVE. A","TWELH",NA,NA,NA
"2804","W N 29 AVE H 11","29","AVE N H 11",NA,NA,NA,NA,NA,NA,"11"
"2805","213 AVE H 9","213","AVE H 9",NA,NA,NA,NA,NA,NA,"9"
"2806","W N 29 AVE H 6","29","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"2807","KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2808",NA,NA,NA,NA,NA,"E 19","AVE 4",NA,NA,NA
"2809","W N 28 AVE H 9","28","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"2810","599 GREENWICH","599","GREENWICH",NA,NA,NA,NA,NA,NA,NA
"2811","W N 26 AVE H 10","26","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"2812","W N 21 AVE H 7","21","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"2813","449 HUDSON","449","HUDSON",NA,NA,NA,NA,NA,NA,NA
"2814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2815",NA,NA,NA,"2 , AND WEST","BARCLAY",NA,NA,NA,NA,NA
"2816","13 AVE C H 1",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"2817","W 25 B AVS H 7 AND 8","25","B AVS H 7 AND 8",NA,NA,NA,NA,NA,"7","8"
"2818","176 MULBERRY","176","MULBERRY",NA,NA,NA,NA,NA,NA,NA
"2819","W N 29 AVE H 7","29","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"2820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2821","E N 22 AVE H 3","22","AVE N H 3",NA,NA,NA,NA,NA,NA,"3"
"2822","16 AVE C H 1",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"2823","W N 29 AVE H 6","29","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"2824","9 FRANKFORT","9","FRANKFORT",NA,NA,NA,NA,NA,NA,NA
"2825","KERNAN ROSANNA,1 AMITY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2826","W N 42 AVE H 9","42","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"2827","W R N 26 AVE H 7",NA,NA,NA,NA,NA,NA,NA,NA,"7"
"2828","W N 27 AVE H 8","27","AVE N H 8",NA,NA,NA,NA,NA,NA,"8"
"2829","70 GOERCK","70","GOERCK",NA,NA,NA,NA,NA,NA,NA
"2830","W N 29 AVE H 10","29","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"2831","W N 31 AVE H 9","31","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"2832","W N 29 AVE H 7","29","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"2833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2834","641 WASHINGTON","641","WASHINGTON",NA,NA,NA,NA,NA,NA,NA
"2835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837","W 31 AVE M H 9","31","AVE M H 9",NA,NA,NA,NA,NA,NA,"9"
"2838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2839","AVE N H 3",NA,NA,NA,NA,NA,NA,NA,NA,"3"
"2840","W N 29 AVE H 11","29","AVE N H 11",NA,NA,NA,NA,NA,NA,"11"
"2841","W N 21 AVE H 6","21","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"2842",NA,NA,NA,NA,NA,"FIH","AVE. C",NA,NA,NA
"2843",NA,NA,NA,NA,NA,"W 30","AVE 7",NA,NA,NA
"2844",NA,NA,NA,NA,NA,"4","AVE. A",NA,NA,NA
"2845","KILLIN ANN H E 246 BROADWAY",NA,NA,NA,NA,NA,NA,NA,"246","E BROADWAY"
"2846","E R N 25 AVE H 1",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"2847","7 WALL AND 1 NEW","7","WALL AND 1 NEW",NA,NA,NA,NA,NA,NA,NA
"2848","W N 32 AVE H 9","32","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"2849","E N 24 AVE H 1","24","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"2850","E N 24 AVE H 1","24","AVE N H 1",NA,NA,NA,NA,NA,NA,"1"
"2851","W N 31 AVE H 10","31","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"2852","E N 25 AVE H 4","25","AVE N H 4",NA,NA,NA,NA,NA,NA,"4"
"2853",NA,NA,NA,NA,NA,"E 25","AVE. A",NA,NA,NA
"2854","316BROADWAY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2856","W 27 AVE C H 9","27","AVE C H 9",NA,NA,NA,NA,NA,NA,"9"
"2857","84 BLEECKER","84","BLEECKER",NA,NA,NA,NA,NA,NA,NA
"2858","254 AVE H 8","254","AVE H 8",NA,NA,NA,NA,NA,NA,"8"
"2859","E FOOT 26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2860","W N 29 AVE H 7","29","AVE N H 7",NA,NA,NA,NA,NA,NA,"7"
"2861","W N 38 AVE H 9","38","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
"2862","325 FRONT  , AND CLOTHING CEDAR","325","FRONT , AND CLOTHING CEDAR",NA,NA,NA,NA,NA,NA,NA
"2863","265 AVE H 3","265","AVE H 3",NA,NA,NA,NA,NA,NA,"3"
"2864","W N 28 AVE H 10","28","AVE N H 10",NA,NA,NA,NA,NA,NA,"10"
"2865","265 AVE H 3","265","AVE H 3",NA,NA,NA,NA,NA,NA,"3"
"2866","W N 33 AVE H 6","33","AVE N H 6",NA,NA,NA,NA,NA,NA,"6"
"2867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868","291","29","1",NA,NA,NA,NA,NA,NA,NA
"2869","W N 36 AVE H 9","36","AVE N H 9",NA,NA,NA,NA,NA,NA,"9"
