"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10"
"2864",NA,NA,NA,NA,NA,"CONKLINS ALY","MATER",NA,NA,NA
"2865",NA,NA,NA,NA,NA,"HUDSON","FULTON AVE",NA,NA,NA
"2866",NA,NA,NA,NA,NA,"NOSTRAND","MYRTLE AVE",NA,NA,NA
"2867","11G WALL NY HL PROSPECT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2868",NA,NA,NA,"WASHINGTON","FULTON AVE",NA,NA,NA,NA,NA
"2869","FULTON AVE OP DUFFIELD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2870",NA,NA,NA,NA,NA,"49 ADAMS LMMS JOHN,FLATBUSH TURNPIKE","NEVINS",NA,NA,NA
"2871",NA,NA,NA,NA,NA,"CLASSON AVE","HICKORY",NA,NA,NA
"2872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2873",NA,NA,NA,NA,NA,"21","4 AVE GOWANUS",NA,NA,NA
"2874",NA,NA,NA,"BEDFORD AVE","QUINCY",NA,NA,NA,NA,NA
"2875",NA,NA,NA,NA,NA,"PACIFIC","CT",NA,NA,NA
"2876","CABINET MAKER 3 AVE GOWANUS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2877",NA,NA,NA,NA,NA,"MYRTLE AVE","STEUBEN",NA,NA,NA
"2878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2879",NA,NA,NA,"HENRY","MIDDAGH",NA,NA,NA,NA,NA
"2880","15S YORK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2881",NA,NA,NA,NA,NA,"DIVISION AVE","MYRTLE AVE",NA,NA,NA
"2882",NA,NA,NA,NA,NA,"MYRTLE AVE","RAYMOND",NA,NA,NA
"2883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2884",NA,NA,NA,NA,NA,"TILLARY","PRINCE",NA,NA,NA
"2885",NA,NA,NA,NA,NA,"SCHERMERHORN","NEVINS",NA,NA,NA
"2886","142 MYRTLE AVE","142","MYRTLE AVE",NA,NA,NA,NA,NA,NA,NA
"2887",NA,NA,NA,NA,NA,"MYRTLE AVE","STEUBEN",NA,NA,NA
"2888",NA,NA,NA,NA,NA,"FLUSHING","CLASSON AVE",NA,NA,NA
"2889",NA,NA,NA,NA,NA,"CLINTON","FULTON AVE",NA,NA,NA
"2890",NA,NA,NA,NA,NA,"MYRTLE AVE","STEUBEN",NA,NA,NA
"2891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892",NA,NA,NA,"STATE","POWERS",NA,NA,NA,NA,NA
"2893",NA,NA,NA,"CA""PONIER TILLARY","BARBARINE",NA,NA,NA,NA,NA
"2894",NA,NA,NA,NA,NA,"BEDFORD RD","DE KALB AVE",NA,NA,NA
"2895","FLUSHINGAVOP WILLIAMSBURGH RD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896",NA,NA,NA,NA,NA,"DUFFIELD","WILLOUGHBY",NA,NA,NA
"2897","CUSTOM E HOU OFFICER 98 SACKETT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2898",NA,NA,NA,NA,NA,"HICKORY","FRANKLIN AVE",NA,NA,NA
"2899",NA,NA,NA,NA,NA,"COLUMBIAN LABRATORY , VANDERBILT","FLUSHING AVE AND 429 HUDSON AVE",NA,NA,NA
"2900",NA,NA,NA,NA,NA,"GREEN LN","YORK",NA,NA,NA
"2901",NA,NA,NA,NA,NA,"CONCORD","HUDSON AVE",NA,NA,NA
"2902",NA,NA,NA,NA,NA,"BERGEN","POWERS",NA,NA,NA
"2903",NA,NA,NA,"DUFFIELD","TILLARY",NA,NA,NA,NA,NA
"2904",NA,NA,NA,NA,NA,"LAFAYETTE","NAVY",NA,NA,NA
"2905","R 109 GOLD","109","GOLD",NA,NA,NA,NA,NA,NA,NA
"2906",NA,NA,NA,NA,NA,"RAYMOND","MYRTLE AVE ANDREW B HODGES SHERIFF AND KEEPER",NA,NA,NA
"2907",NA,NA,NA,NA,NA,"HAMILTON AVE","THE DOCK",NA,NA,NA
"2908",NA,NA,NA,NA,NA,"MONTAGUE PL","CLINTON",NA,NA,NA
"2909",NA,NA,NA,NA,NA,"FLUSHING","KENT AVE",NA,NA,NA
"2910","GOWANUS LN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2911",NA,NA,NA,NA,NA,"BOND","WARREN",NA,NA,NA
"2912",NA,NA,NA,NA,NA,"SCHERMERHORN","BOERUM",NA,NA,NA
"2913","BROOKLYN DIR EC TOR R.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2914",NA,NA,NA,NA,NA,"MYRTLE AVE","STANTON",NA,NA,NA
"2915",NA,NA,NA,NA,NA,"CLASSON","FLUSHING AVE",NA,NA,NA
"2916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2917",NA,NA,NA,NA,NA,"CRIPPIEBUSH RD","FLUSHING AVE",NA,NA,NA
"2918",NA,NA,NA,NA,NA,"FLUSHING","CLASSON AVE",NA,NA,NA
"2919",NA,NA,NA,NA,NA,"FLUSHING","CLINTON AVE",NA,NA,NA
"2920",NA,NA,NA,NA,NA,"WATER","JAY",NA,NA,NA
"2921",NA,NA,NA,NA,NA,"PLYMOUTH","JAY",NA,NA,NA
"2922",NA,NA,NA,NA,NA,"JOHN","GOLD",NA,NA,NA
"2923",NA,NA,NA,NA,NA,"BOERUM","BERGEN",NA,NA,NA
"2924",NA,NA,NA,NA,NA,"CRIPPLEBUSH RD","OID WALLABOUT RD",NA,NA,NA
"2925",NA,NA,NA,"NAVY","BOLIVAR",NA,NA,NA,NA,NA
"2926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2927",NA,NA,NA,"NAVY","BOLIVAR",NA,NA,NA,NA,NA
"2928",NA,NA,NA,"BOLIVAR","NAVY",NA,NA,NA,NA,NA
"2929","FRANKLIN FULTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2930",NA,NA,NA,"CLINTON 3 AVE","27 GOWANUS",NA,NA,NA,NA,NA
"2931",NA,NA,NA,NA,NA,"WARREN","SMITH",NA,NA,NA
"2932",NA,NA,NA,NA,NA,"KENT","MYRTLE AVE",NA,NA,NA
"2933",NA,NA,NA,NA,NA,"FULTON AVE","PEARL",NA,NA,NA
"2934",NA,NA,NA,NA,NA,"182 FRONT NYH MONROE PL","PIERRCPONT",NA,NA,NA
"2935","165 YVASHINGTON","165","YVASHINGTON",NA,NA,NA,NA,NA,NA,NA
"2936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2937",NA,NA,NA,"SMITH","BUTLER",NA,NA,NA,NA,NA
"2938",NA,NA,NA,NA,NA,"MYRTLE","CLASSON AVE",NA,NA,NA
"2939","INANFG JEWELLER NYH 112 BRG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2940",NA,NA,NA,NA,NA,"SKILLMAN","DE KALB AVE",NA,NA,NA
"2941",NA,NA,NA,NA,NA,"STEWART","YORK",NA,NA,NA
"2942",NA,NA,NA,NA,NA,"NAVY","BOLIVAR",NA,NA,NA
"2943",NA,NA,NA,"SACKETT","COLUMBIA",NA,NA,NA,NA,NA
"2944",NA,NA,NA,NA,NA,"CARLTON","MYRTLE AVE",NA,NA,NA
"2945","CROSSS DOCK KENT AVE NORTH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946",NA,NA,NA,NA,NA,"HICKS","HAMILTON AVE",NA,NA,NA
"2947",NA,NA,NA,"STEVE.DORE SANDS","BRG",NA,NA,NA,NA,NA
"2948",NA,NA,NA,NA,NA,"BEDFORD AVE","WILLOUGHBY",NA,NA,NA
"2949",NA,NA,NA,"DRESS MAKER PEARL","FRONT",NA,NA,NA,NA,NA
"2950",NA,NA,NA,"DEGRAW","COLUMBIA",NA,NA,NA,NA,NA
"2951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2952","KENT AVE NORTH OP NAVY YARD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2953",NA,NA,NA,NA,NA,"MYRTLE","KENT AVE",NA,NA,NA
"2954",NA,NA,NA,NA,NA,"PEARL","JOHN",NA,NA,NA
"2955","FULTON MARKET NYH 208 HIGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2956",NA,NA,NA,NA,NA,"MYRTLE","KENT AVE",NA,NA,NA
"2957","KENT AVE NORTH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2958",NA,NA,NA,NA,NA,"FISH HOOKS CLASSON","FLUSHING AVE",NA,NA,NA
"2959",NA,NA,NA,"HUDSON AVE","JOHN",NA,NA,NA,NA,NA
"2960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2961",NA,NA,NA,NA,NA,"4 AVE","20 GOWANUS",NA,NA,NA
"2962","N MERCHANT Y H 7 WILLOUGHBY",NA,NA,NA,NA,NA,NA,NA,"7","WILLOUGHBY"
"2963",NA,NA,NA,"3 AVE","22 GOWANUS",NA,NA,NA,NA,NA
"2964",NA,NA,NA,NA,NA,"VANDERBILT","PARK AVE",NA,NA,NA
"2965",NA,NA,NA,NA,NA,"WALLABOUT RD","DIVISION AVE",NA,NA,NA
"2966",NA,NA,NA,"AMITY","HICKS",NA,NA,NA,NA,NA
"2967",NA,NA,NA,NA,NA,"17","3 AVE GOWANUS",NA,NA,NA
"2968",NA,NA,NA,"JOHNSON","BRG",NA,NA,NA,NA,NA
"2969",NA,NA,NA,NA,NA,"MYRTLE AVE","RAYMOND",NA,NA,NA
"2970","IG8 PEARL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2971","KENT AVE NORTH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2972","GOWANUS RD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2973",NA,NA,NA,"JOHNS CHURCH MYRTLE AVE","JAY",NA,NA,NA,NA,NA
"2974","1 JUDGE OF THE COUNTY  , CHAMBERS CITY HALL,FREEMANS BUILD","1","JUDGE OF THE COUNTY , CHAMBERS CITY HALL,FREEMANS BUILD",NA,NA,NA,NA,NA,NA,NA
"2975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2976",NA,NA,NA,NA,NA,"CT","AMITY",NA,NA,NA
"2977",NA,NA,NA,NA,NA,"DEGRAW","CT",NA,NA,NA
"2978","MOROCCO FACTORY FOOT OF  , BEDFORD AVE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2979",NA,NA,NA,NA,NA,"FURMAN","STATE",NA,NA,NA
"2980","NAVY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2981",NA,NA,NA,NA,NA,"GRAHAM","FLUSHING AVE",NA,NA,NA
"2982",NA,NA,NA,NA,NA,"FRANKLIN","MYRTLE AVE",NA,NA,NA
"2983",NA,NA,NA,"COLUMBIA","SACKETT",NA,NA,NA,NA,NA
"2984",NA,NA,NA,NA,NA,"VANDERBILT","PARK AVE",NA,NA,NA
"2985","55 ATLANTIC","55","ATLANTIC",NA,NA,NA,NA,NA,NA,NA
"2986",NA,NA,NA,NA,NA,"ATLANTIC AVE","HAMPDEN",NA,NA,NA
"2987","KENT AVE NORTH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2988","FIR.EMAN KENT AVE NORTH OP NAVY YARD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2989",NA,NA,NA,"SMITH","WARREN",NA,NA,NA,NA,NA
"2990",NA,NA,NA,NA,NA,"LAFAYETTE","CANTON",NA,NA,NA
"2991",NA,NA,NA,NA,NA,"DEAN","BOERUM",NA,NA,NA
"2992",NA,NA,NA,NA,NA,"MYRTLE AVE","SPENCER",NA,NA,NA
"2993","BOARDING 80 NASSAU",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2994","57 ATLANTIC","57","ATLANTIC",NA,NA,NA,NA,NA,NA,NA
"2995","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"2996",NA,NA,NA,"WILLOW","AMITY",NA,NA,NA,NA,NA
"2997","AMERICAN 26 FULTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2998",NA,NA,NA,NA,NA,"22","4 AVE GOWANUS",NA,NA,NA
"2999",NA,NA,NA,NA,NA,"BEDFORD AVE","HICKORY",NA,NA,NA
"3000","LEATHER DRESSER 153 NASSAU",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3001",NA,NA,NA,NA,NA,"S U NAVAL OFFICE DEAN","POWERS",NA,NA,NA
"3002",NA,NA,NA,NA,NA,"FRANKLIN AVE","HICKORY",NA,NA,NA
"3003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3004",NA,NA,NA,NA,NA,"BEDFORD AVE","MADISON",NA,NA,NA
"3005",NA,NA,NA,"JONES WILLIAM,BOOTFITTER GOLD","CONCORD",NA,NA,NA,NA,NA
"3006",NA,NA,NA,NA,NA,"HICKS","HARRISON",NA,NA,NA
"3007",NA,NA,NA,NA,NA,"WALWORTH","FLUSHING AVE",NA,NA,NA
"3008",NA,NA,NA,NA,NA,"KENT","MYRTLE AVE",NA,NA,NA
"3009",NA,NA,NA,"7 WARD FLUSHING","CLASSON AVE",NA,NA,NA,NA,NA
"3010",NA,NA,NA,NA,NA,"FLUSHING","FRANKLIN AVE",NA,NA,NA
"3011",NA,NA,NA,NA,NA,"PACIFIC","UNDERHILL AVE",NA,NA,NA
"3012","2 GOLD","2","GOLD",NA,NA,NA,NA,NA,NA,NA
"3013",NA,NA,NA,NA,NA,"NAVY","FULTON AVE",NA,NA,NA
"3014",NA,NA,NA,NA,NA,"NAVY","FU]TON AVE",NA,NA,NA
"3015",NA,NA,NA,NA,NA,"NAVY","TILLARY",NA,NA,NA
"3016",NA,NA,NA,NA,NA,"JOHN","JAY",NA,NA,NA
"3017",NA,NA,NA,NA,NA,"PACIFIC","HOYT",NA,NA,NA
"3018","TAVERN AND BOARDING 188 YORK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3019",NA,NA,NA,"SMITH","BERGEN",NA,NA,NA,NA,NA
"3020","JOYCE MILESJ EXPRESS AGENT 48 BULLER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3022",NA,NA,NA,"NIB HENRY","1 PL",NA,NA,NA,NA,NA
"3023",NA,NA,NA,NA,NA,"CT","WARREN",NA,NA,NA
"3024",NA,NA,NA,NA,NA,"MYRTLE AVE","NAVY",NA,NA,NA
"3025",NA,NA,NA,"GUNSMITH AND TAVERN , MYRTLE AVE","CANTON",NA,NA,NA,NA,NA
"3026","FLUSHING AVE OP GRAHAM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3027",NA,NA,NA,NA,NA,"MYRTLE AVE","STEUBEN",NA,NA,NA
"3028",NA,NA,NA,NA,NA,"FRANKLIN","MYRTLE AVE",NA,NA,NA
"3029",NA,NA,NA,NA,NA,"VANBRUNT","DIKEMAN RED HOOK",NA,NA,NA
"3030",NA,NA,NA,NA,NA,"NAVY","CONCORD",NA,NA,NA
"3031",NA,NA,NA,NA,NA,"PLYMOUTH","ADAMS",NA,NA,NA
"3032",NA,NA,NA,NA,NA,"STH AVE","3 GOWANUS",NA,NA,NA
"3033",NA,NA,NA,NA,NA,"AMITY","HICKS",NA,NA,NA
"3034",NA,NA,NA,NA,NA,"BOLIVAR","RAYMOND",NA,NA,NA
"3035",NA,NA,NA,NA,NA,"COLUMBIA","HARRISON",NA,NA,NA
"3036",NA,NA,NA,NA,NA,"NAVY","DE KALB AVE",NA,NA,NA
"3037","AGENT ]OU WILLIAM NYH 254 PEARL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3038",NA,NA,NA,NA,NA,"PRESIDENT","COLUMBIA",NA,NA,NA
"3039",NA,NA,NA,NA,NA,"WATER","HUDSON AVE",NA,NA,NA
"3040",NA,NA,NA,"WILLOW","PACIFIC",NA,NA,NA,NA,NA
"3041",NA,NA,NA,NA,NA,"ADELPHI","PARK ALY",NA,NA,NA
"3042",NA,NA,NA,"SMITH","DEAN",NA,NA,NA,NA,NA
"3043",NA,NA,NA,NA,NA,"WARREN","SMITH",NA,NA,NA
"3044",NA,NA,NA,NA,NA,"COLUMBIA","AMITY",NA,NA,NA
"3045",NA,NA,NA,NA,NA,"AMITY","WILLOW",NA,NA,NA
"3046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3047",NA,NA,NA,NA,NA,"BUTLER","BOND",NA,NA,NA
"3048",NA,NA,NA,"DOCK","WATER",NA,NA,NA,NA,NA
"3049",NA,NA,NA,NA,NA,"CRIPPLEBUSH","BUSHWICK RD",NA,NA,NA
"3050",NA,NA,NA,NA,NA,"PACIFIC","CT",NA,NA,NA
"3051","1C6 TILLARY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3052","HUDSON AVE E WATER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3053",NA,NA,NA,NA,NA,"SANFORD","DE KALB AVE",NA,NA,NA
"3054","MANUFACTURER OF VARNISH ANDC HICKS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3055",NA,NA,NA,NA,NA,"TARK AVE","CANTON",NA,NA,NA
"3056",NA,NA,NA,NA,NA,"SCHERMERHORN","NEVINX",NA,NA,NA
"3057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3058","146WILLOUGHBY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3059",NA,NA,NA,NA,NA,"AMITY","HICKS",NA,NA,NA
"3060",NA,NA,NA,NA,NA,"GOLD","JOHNSON",NA,NA,NA
"3061",NA,NA,NA,NA,NA,"UNDERHILL AVE","BERGEN",NA,NA,NA
"3062",NA,NA,NA,NA,NA,"KENT","PARK AVE",NA,NA,NA
"3063",NA,NA,NA,"HICKS","DEGRAW",NA,NA,NA,NA,NA
"3064",NA,NA,NA,NA,NA,"TILLARY","RAYMOND",NA,NA,NA
"3065",NA,NA,NA,NA,NA,"WATER","BRG",NA,NA,NA
"3066",NA,NA,NA,NA,NA,"TILLARY","RAYMOND",NA,NA,NA
"3067",NA,NA,NA,NA,NA,"FLUSHING","BEDFORD AVE",NA,NA,NA
"3068","43LITTLE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3069",NA,NA,NA,NA,NA,"CLASSON","MYRTLE AVE",NA,NA,NA
"3070","KEIGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3071",NA,NA,NA,"BERGEN","BOERUM",NA,NA,NA,NA,NA
"3072",NA,NA,NA,"COLUMBIA","DOUGHTY",NA,NA,NA,NA,NA
"3073",NA,NA,NA,NA,NA,"FRANKLIN","FLUSHING AVE",NA,NA,NA
"3074","9 AND GOWANUS LN","9","AND GOWANUS LN",NA,NA,NA,NA,NA,NA,NA
"3075",NA,NA,NA,"GOWANUS RD","16",NA,NA,NA,NA,NA
"3076",NA,NA,NA,NA,NA,"3 AVE","BRG RD GOWANUS",NA,NA,NA
"3077",NA,NA,NA,NA,NA,"GRAHAM","FLUSHING AVE",NA,NA,NA
"3078",NA,NA,NA,"NASSAU","HUDSON AVE",NA,NA,NA,NA,NA
"3079",NA,NA,NA,NA,NA,"WARREN","NEVINS BR.OOKLYN DIRECTORY.",NA,NA,NA
"3080",NA,NA,NA,NA,NA,"NAVY","MYRTLE AVE",NA,NA,NA
"3081",NA,NA,NA,NA,NA,"SCHERMERHORN","CT",NA,NA,NA
"3082",NA,NA,NA,NA,NA,"GRAHAM","FLUSHING AVE",NA,NA,NA
"3083",NA,NA,NA,"CANTON","TILLARY",NA,NA,NA,NA,NA
"3084",NA,NA,NA,"FRONT","WASHINGTON",NA,NA,NA,NA,NA
"3085",NA,NA,NA,"HENRY","2 PL",NA,NA,NA,NA,NA
"3086",NA,NA,NA,NA,NA,"WALWORTH","FLUSHING AVE",NA,NA,NA
"3087",NA,NA,NA,NA,NA,"KENT","FLUSHING AVE",NA,NA,NA
"3088",NA,NA,NA,NA,NA,"PACIFIC","HICKS",NA,NA,NA
"3089",NA,NA,NA,"FLUSHING AVE","SPENCER",NA,NA,NA,NA,NA
"3090",NA,NA,NA,NA,NA,"PACIFIC","BOERUM",NA,NA,NA
"3091",NA,NA,NA,"BRG","JOHN",NA,NA,NA,NA,NA
"3092",NA,NA,NA,"RAYMOND","LAFAYETTE",NA,NA,NA,NA,NA
"3093",NA,NA,NA,NA,NA,"SMITH","BERGEN",NA,NA,NA
"3094",NA,NA,NA,NA,NA,"16","3 AVE GOWANUS",NA,NA,NA
"3095",NA,NA,NA,NA,NA,"WARREN","HOYT",NA,NA,NA
"3096",NA,NA,NA,"BRG","JOHN",NA,NA,NA,NA,NA
"3097",NA,NA,NA,NA,NA,"9","SMITH",NA,NA,NA
"3098",NA,NA,NA,NA,NA,"PEARL","PLYMOUTH",NA,NA,NA
"3099",NA,NA,NA,NA,NA,"BERGEN","4 AVE",NA,NA,NA
"3100",NA,NA,NA,NA,NA,"CANTON","MYRTLE AVE",NA,NA,NA
"3101",NA,NA,NA,NA,NA,"CLASSON","MYRTLE AVE",NA,NA,NA
"3102",NA,NA,NA,NA,NA,"20","3 AVE GOWANUS",NA,NA,NA
"3103",NA,NA,NA,NA,NA,"PACIFIC","BOERUM",NA,NA,NA
"3104",NA,NA,NA,NA,NA,"JOHN","JAY",NA,NA,NA
"3105",NA,NA,NA,NA,NA,"CARLTON","PARK AVE",NA,NA,NA
"3106",NA,NA,NA,"107FRONT","PEARL",NA,NA,NA,NA,NA
"3107",NA,NA,NA,NA,NA,"MYRTLE AVE","STEUBEN",NA,NA,NA
"3108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3109",NA,NA,NA,NA,NA,"DEGRAW","CT",NA,NA,NA
"3110",NA,NA,NA,NA,NA,"ADELPHI","ATLANTIC AVE",NA,NA,NA
"3111",NA,NA,NA,"PEARL","CONCORD",NA,NA,NA,NA,NA
"3112",NA,NA,NA,NA,NA,"JOHN","HUDSON AVE",NA,NA,NA
"3113","FLUSHING OP CLASON AVE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3114","S U A 22 PACIFIC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3115",NA,NA,NA,"COLUMBIA","CONGRESS",NA,NA,NA,NA,NA
"3116",NA,NA,NA,NA,NA,"RED HOOK","VAN BRUNT",NA,NA,NA
"3117",NA,NA,NA,NA,NA,"DEAN","VANDERBILT AVE",NA,NA,NA
"3118",NA,NA,NA,NA,NA,"HUNTER","FULTON AVE",NA,NA,NA
"3119",NA,NA,NA,NA,NA,"VANDERBILT AVE","DEAN",NA,NA,NA
"3120",NA,NA,NA,NA,NA,"PEARL","PLYMOUTH",NA,NA,NA
"3121",NA,NA,NA,NA,NA,"VANDERBILT AVE","DEAN",NA,NA,NA
"3122","ATLANTIC AVE OP PORTLAND",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3123",NA,NA,NA,NA,NA,"HAMILTON AVE","CT",NA,NA,NA
"3124",NA,NA,NA,NA,NA,"STEWART","FRONT",NA,NA,NA
"3125",NA,NA,NA,NA,NA,"CANTON","MYRTLE AVE",NA,NA,NA
"3126",NA,NA,NA,"DOUGHTY","ELIZ,ABETH",NA,NA,NA,NA,NA
"3127","JAMAICA RD OP HAMPDEN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3128",NA,NA,NA,NA,NA,"18","3 AVE GOWANUS",NA,NA,NA
"3129",NA,NA,NA,"MYRTLE AVE","CRIPPLEBUSH RD",NA,NA,NA,NA,NA
"3130",NA,NA,NA,"DEAN","BOERUM",NA,NA,NA,NA,NA
"3131","R 1 GOLD","1","GOLD",NA,NA,NA,NA,NA,NA,NA
"3132","R 128 TILLARY","128","TILLARY",NA,NA,NA,NA,NA,NA,NA
"3133",NA,NA,NA,NA,NA,"DEAN","VANDERBILT AVE",NA,NA,NA
"3134",NA,NA,NA,"FRANKLIN","PARK AVE",NA,NA,NA,NA,NA
"3135",NA,NA,NA,NA,NA,"DEAN","BOERUM",NA,NA,NA
"3136",NA,NA,NA,"HUDSON AVE","TILLARY",NA,NA,NA,NA,NA
"3137",NA,NA,NA,"HUDSON AVE","TILLARY",NA,NA,NA,NA,NA
"3138",NA,NA,NA,NA,NA,"MERCEIN","JAMES",NA,NA,NA
"3139",NA,NA,NA,NA,NA,"WARREN","BOND",NA,NA,NA
"3140","E PLYMOUTH LITTLE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3142",NA,NA,NA,NA,NA,"KENT","MYRTLE AVE",NA,NA,NA
"3143",NA,NA,NA,NA,NA,"WATER","HUDSON AVE",NA,NA,NA
"3144",NA,NA,NA,NA,NA,"VANBRUNT","WOLCOTT RED HOOK",NA,NA,NA
"3145","FLATBUSH RD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3147","FERRY 3 ATLANTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3148",NA,NA,NA,NA,NA,"PACIFIC","HICKS",NA,NA,NA
"3149","PROSPECT HL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3150",NA,NA,NA,NA,NA,"MYRTLE AVE","SKILLMAN",NA,NA,NA
"3151",NA,NA,NA,NA,NA,"BOND","DOUGLASS",NA,NA,NA
"3152","FURMAN B STATE AND JORALEMON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3153",NA,NA,NA,NA,NA,"VAN BRUNT","HAMILTON AVE",NA,NA,NA
"3154","GROCER COLUMBIAN AMITY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3155",NA,NA,NA,NA,NA,"PEARL","PLYMOUTH",NA,NA,NA
"3156",NA,NA,NA,NA,NA,"CANTON","MYRTLE AVE",NA,NA,NA
"3157",NA,NA,NA,NA,NA,"CANTON","MYRTLE AVE",NA,NA,NA
"3158",NA,NA,NA,NA,NA,"PLY MOUTH","HUDSON AVE",NA,NA,NA
"3159",NA,NA,NA,NA,NA,"BEDFORD","MYRTLE AVE",NA,NA,NA
"3160",NA,NA,NA,NA,NA,"SMITH","CHURCH",NA,NA,NA
"3161",NA,NA,NA,NA,NA,"SCHERMERHORN","NEVINS",NA,NA,NA
"3162","1""9 HIGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3163","CLINTON HOTEL1 ATLANTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3164",NA,NA,NA,NA,NA,"HUDSON AVE","WATER",NA,NA,NA
"3165",NA,NA,NA,NA,NA,"HAMILTON AVE","PENNY BRG",NA,NA,NA
"3166","A62 STATE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3167",NA,NA,NA,NA,NA,"BOERUM","BERGEN",NA,NA,NA
"3168",NA,NA,NA,NA,NA,"CARLTON","PARK AVE",NA,NA,NA
"3169",NA,NA,NA,"FRANKLIN","PARK AVE",NA,NA,NA,NA,NA
"3170",NA,NA,NA,NA,NA,"CARLTON AVE","JAMAICA RD",NA,NA,NA
"3171",NA,NA,NA,NA,NA,"FLUSHING","KENT AVE RIDDER JOHN , LOOKING GLASS AND PICTURE FRAME MAKER , CLOVE",NA,NA,NA
"3172","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"3173","LOOKING GLASS AND PICTURE FRAME MAKER  , CLOVE RD BEDFORD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3174",NA,NA,NA,"SMITH","CHURCH",NA,NA,NA,NA,NA
"3175",NA,NA,NA,NA,NA,"WILLOW","PACIFIC",NA,NA,NA
"3176",NA,NA,NA,NA,NA,"BUTLER","HOYT",NA,NA,NA
"3177","3 AVE GOWANUS","3","AVE GOWANUS",NA,NA,NA,NA,NA,NA,NA
"3178",NA,NA,NA,NA,NA,"HICKS","HAMILTON AVE",NA,NA,NA
"3179",NA,NA,NA,NA,NA,"21","4 AVE GOWANUS",NA,NA,NA
