"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10"
"1170",NA,NA,NA,NA,NA,"DICKENSONS ALY","SANDS",NA,NA,NA
"1171","R 48 BUTLER","48","BUTLER",NA,NA,NA,NA,NA,NA,NA
"1172",NA,NA,NA,NA,NA,"PEARL","PLYMOUTH",NA,NA,NA
"1173","RED HOOK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174",NA,NA,NA,"JAY","PLYMOUTH",NA,NA,NA,NA,NA
"1175",NA,NA,NA,NA,NA,"DRY GOODS ANDC 2 MYRTLE AVE","RAYMOND",NA,NA,NA
"1176",NA,NA,NA,"BRG","TILLARY",NA,NA,NA,NA,NA
"1177",NA,NA,NA,NA,NA,"DEAN","CT",NA,NA,NA
"1178",NA,NA,NA,"HICKS","HAMILTON AVE",NA,NA,NA,NA,NA
"1179",NA,NA,NA,NA,NA,"AMITY","WILLOW CONSTABLE 9 WARD) CROWHILL BEDFORD",NA,NA,NA
"1180","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"1181",NA,NA,NA,"FULTON AVE","HOYT",NA,NA,NA,NA,NA
"1182",NA,NA,NA,NA,NA,"21","4 AVE GOWANUS",NA,NA,NA
"1183",NA,NA,NA,NA,NA,"GRAHAM","MYRTLE AVE",NA,NA,NA
"1184",NA,NA,NA,NA,NA,"DEAN","CT",NA,NA,NA
"1185",NA,NA,NA,NA,NA,"PACIFIC","SMITH",NA,NA,NA
"1186",NA,NA,NA,NA,NA,"PACIFIC","BOERUM",NA,NA,NA
"1187",NA,NA,NA,"NAVY","TILLARY",NA,NA,NA,NA,NA
"1188",NA,NA,NA,NA,NA,"FLUSHING","BEDFORD AVE",NA,NA,NA
"1189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","3 AVE U LSTH GOIVANUS","3","AVE U LSTH GOIVANUS",NA,NA,NA,NA,NA,NA,NA
"1191","117 CT","117","CT",NA,NA,NA,NA,NA,NA,NA
"1192",NA,NA,NA,NA,NA,"LIVINGSTON","HOYT",NA,NA,NA
"1193",NA,NA,NA,"WARREN","BOND",NA,NA,NA,NA,NA
"1194",NA,NA,NA,"HICKS","SACKETT",NA,NA,NA,NA,NA
"1195",NA,NA,NA,"ATLANTIC","SMITH",NA,NA,NA,NA,NA
"1196",NA,NA,NA,NA,NA,"BEDFORD","FLUSHING AVE",NA,NA,NA
"1197",NA,NA,NA,NA,NA,"CHEEVER PL","HARRISON",NA,NA,NA
"1198",NA,NA,NA,NA,NA,"NAVY","TILLARY",NA,NA,NA
"1199",NA,NA,NA,NA,NA,"ADAMS","WATER",NA,NA,NA
"1200",NA,NA,NA,NA,NA,"DEAN","BOERUM",NA,NA,NA
"1201",NA,NA,NA,"CARLL","FAIR",NA,NA,NA,NA,NA
"1202",NA,NA,NA,NA,NA,"SPENCER","FLUSHING AVE",NA,NA,NA
"1203",NA,NA,NA,"SMITH","BALTIC",NA,NA,NA,NA,NA
"1204",NA,NA,NA,"104 BRG","PROSPECT QOOK OWEN,SCHERMERHORN C SMITH",NA,NA,NA,NA,NA
"1205",NA,NA,NA,NA,NA,"BUTLER","HOYT",NA,NA,NA
"1206",NA,NA,NA,NA,NA,"OIL STORE 117 ATLANTIC","HENRY",NA,NA,NA
"1207",NA,NA,NA,NA,NA,"KENT","FLUSHING AVE",NA,NA,NA
"1208",NA,NA,NA,NA,NA,"HOYT","BUTLER",NA,NA,NA
"1209","SQUIRES ALY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210",NA,NA,NA,"CONCORD","GOLD",NA,NA,NA,NA,NA
"1211",NA,NA,NA,"3 AVE","BRG RD GOWANUS",NA,NA,NA,NA,NA
"1212",NA,NA,NA,NA,NA,"SMITH","DOUGLASS",NA,NA,NA
"1213",NA,NA,NA,"5 AVE","1",NA,NA,NA,NA,NA
"1214","FLATBUSH RD PROSPECT HILI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215",NA,NA,NA,"PACIFIC","HOYT",NA,NA,NA,NA,NA
"1216","NAVY YARD WATCH 156 HUDSON AVE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217",NA,NA,NA,NA,NA,"CLINTON","PARK AVE",NA,NA,NA
"1218",NA,NA,NA,NA,NA,"21","3 AVE GOWANUS",NA,NA,NA
"1219",NA,NA,NA,"5 AVE","27 GOWANUS",NA,NA,NA,NA,NA
"1220",NA,NA,NA,"STH AVE","27 GOWANUS",NA,NA,NA,NA,NA
"1221","163 GOLD","163","GOLD",NA,NA,NA,NA,NA,NA,NA
"1222",NA,NA,NA,NA,NA,"SMITH","BERGEN",NA,NA,NA
"1223",NA,NA,NA,"WARREN","SMITH",NA,NA,NA,NA,NA
"1224",NA,NA,NA,NA,NA,"HENRY","HAMILTON AVE",NA,NA,NA
"1225","CORCORAN THOMAS,LABORER PACIFIC OP RAILROAD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226",NA,NA,NA,"JOHNSON","LAWRENCE",NA,NA,NA,NA,NA
"1227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228",NA,NA,NA,NA,NA,"FLATBUSH TURNPIKE","NEVINS",NA,NA,NA
"1229","GOWANUS RD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","GOWANUS RD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231",NA,NA,NA,NA,NA,"JAMAICA RD","ATLANTIC",NA,NA,NA
"1232",NA,NA,NA,NA,NA,"LAWRENCE","FULTON AVE",NA,NA,NA
"1233",NA,NA,NA,NA,NA,"LAWRENCE","FULTON AVE",NA,NA,NA
"1234","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236",NA,NA,NA,"CONCORD","JAY",NA,NA,NA,NA,NA
"1237",NA,NA,NA,NA,NA,"MONTAGUE PL","CT",NA,NA,NA
"1238",NA,NA,NA,"FRONT","PEARL",NA,NA,NA,NA,NA
"1239","10 WARD 61 PACIFIC","10","WARD 61 PACIFIC",NA,NA,NA,NA,NA,NA,NA
"1240",NA,NA,NA,"COLUMBIA","HAMILTON AVE",NA,NA,NA,NA,NA
"1241",NA,NA,NA,NA,NA,"PACIFIC","POWERS",NA,NA,NA
"1242",NA,NA,NA,"HENRY","SUMMIT",NA,NA,NA,NA,NA
"1243",NA,NA,NA,NA,NA,"WARREN","NEVINS",NA,NA,NA
"1244",NA,NA,NA,NA,NA,"FIH AVE","1",NA,NA,NA
"1245","5 AVE B SACKETT AND UNION","5","AVE B SACKETT AND UNION",NA,NA,NA,NA,NA,NA,NA
"1246",NA,NA,NA,"1G7 NASSAU","GOLD",NA,NA,NA,NA,NA
"1247","BEDFORD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248",NA,NA,NA,"COLUMBIA","PACIFIC",NA,NA,NA,NA,NA
"1249",NA,NA,NA,NA,NA,"JORALEMON","FULTON",NA,NA,NA
"1250",NA,NA,NA,NA,NA,"NAVY","MYRTLE AVE",NA,NA,NA
"1251",NA,NA,NA,NA,NA,"PRESIDENT","HICKS",NA,NA,NA
"1252",NA,NA,NA,NA,NA,"PRESIDENT","HICKS",NA,NA,NA
"1253",NA,NA,NA,NA,NA,"CARLL","WILLOUGHBY",NA,NA,NA
"1254",NA,NA,NA,NA,NA,"PRESIDENT","HICKS",NA,NA,NA
"1255",NA,NA,NA,NA,NA,"HAMILTON AVE","PENNY BRG",NA,NA,NA
"1256",NA,NA,NA,"HICKS","HAMILTON AVE",NA,NA,NA,NA,NA
"1257",NA,NA,NA,"COLUMBIA","CONGRESS",NA,NA,NA,NA,NA
"1258",NA,NA,NA,"DE KALB","CLASSON AVE",NA,NA,NA,NA,NA
"1259",NA,NA,NA,NA,NA,"CHEEVER PL","HARRISON",NA,NA,NA
"1260",NA,NA,NA,NA,NA,"MYRTLE","FRANKLIN AVE",NA,NA,NA
"1261",NA,NA,NA,"NYH HENRY","AMITY",NA,NA,NA,NA,NA
"1262","KENTN MYRTLE AVE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263",NA,NA,NA,"SMITH","BERGEN",NA,NA,NA,NA,NA
"1264","1 TILLARY","1","TILLARY",NA,NA,NA,NA,NA,NA,NA
"1265",NA,NA,NA,NA,NA,"MCKENNY","POPLAR",NA,NA,NA
"1266",NA,NA,NA,"DD. OXFORD","FULTON AVE",NA,NA,NA,NA,NA
"1267",NA,NA,NA,NA,NA,"S U N DICKENSONS ALY","SANDS",NA,NA,NA
"1268","SQUIRES ALY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","SQUIRES ALY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270",NA,NA,NA,NA,NA,"VANDERBELT","MYRTLE AVE",NA,NA,NA
"1271",NA,NA,NA,NA,NA,"21","4 AVE GOWANUS",NA,NA,NA
"1272",NA,NA,NA,NA,NA,"PACIFIC","VANDERBELT AVE",NA,NA,NA
"1273",NA,NA,NA,"BRG","TILLARY",NA,NA,NA,NA,NA
"1274",NA,NA,NA,NA,NA,"NYH HARRISON","HICKS",NA,NA,NA
"1275",NA,NA,NA,NA,NA,"PEARL","FULTON",NA,NA,NA
"1276",NA,NA,NA,"GOLD","CONCORD",NA,NA,NA,NA,NA
"1277",NA,NA,NA,NA,NA,"CARLTON","PARK AVE",NA,NA,NA
"1278",NA,NA,NA,NA,NA,"JOHN","PEARL",NA,NA,NA
"1279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281",NA,NA,NA,"PEARL","MYRTLE AVE",NA,NA,NA,NA,NA
"1282",NA,NA,NA,"TILLARY","PRINCE",NA,NA,NA,NA,NA
"1283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284",NA,NA,NA,NA,NA,"3 AVE","18 GOWANUS",NA,NA,NA
"1285",NA,NA,NA,"SMITH","BERGEN",NA,NA,NA,NA,NA
"1286","AUDUBON AQUEDUCT 54 PACIFIC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","219 FULTON","219","FULTON",NA,NA,NA,NA,NA,NA,NA
"1289",NA,NA,NA,NA,NA,"ADELPHI","DE KALB AVE",NA,NA,NA
"1290","159 PEARL","159","PEARL",NA,NA,NA,NA,NA,NA,NA
"1291",NA,NA,NA,NA,NA,"PLYMOUTH","JAY",NA,NA,NA
"1292",NA,NA,NA,NA,NA,"CARLL","MYRTLE AVE",NA,NA,NA
"1293",NA,NA,NA,"POPLAR","HICKS",NA,NA,NA,NA,NA
"1294",NA,NA,NA,NA,NA,"WILLOW","AMITY",NA,NA,NA
"1295","354 HUDSON AVE","354","HUDSON AVE",NA,NA,NA,NA,NA,NA,NA
"1296","E HENRY DEGRAW",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297",NA,NA,NA,"MYRTLE AVE","ADELPHI",NA,NA,NA,NA,NA
"1298","AMITY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299",NA,NA,NA,NA,NA,"PACIFIC","VANDERBILT AVE",NA,NA,NA
"1300",NA,NA,NA,NA,NA,"PACIFIC","VANDERBILT AVE",NA,NA,NA
"1301",NA,NA,NA,NA,NA,"22","3 AVE GOWANUS",NA,NA,NA
"1302",NA,NA,NA,NA,NA,"KENT","MYRTLE AVE N COLUMBIA ATLANTIC",NA,NA,NA
"1303","SHOEMAKER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304",NA,NA,NA,NA,NA,"NYH CLINTON","PACIFIC",NA,NA,NA
"1305",NA,NA,NA,NA,NA,"BEDFORD AVE","HICKORY",NA,NA,NA
"1306",NA,NA,NA,NA,NA,"BROOKLYN FEMALE ACAD. JORALEMON","CLINTON",NA,NA,NA
"1307",NA,NA,NA,"NYH FRONT","GARRISON",NA,NA,NA,NA,NA
"1308",NA,NA,NA,NA,NA,"DUFFIELD","JOHNSON",NA,NA,NA
"1309",NA,NA,NA,NA,NA,"DUFFIELD","FULTON AVE",NA,NA,NA
"1310","85 MIDDAGH","85","MIDDAGH",NA,NA,NA,NA,NA,NA,NA
"1311",NA,NA,NA,NA,NA,"DEGRAW","CLINTON",NA,NA,NA
"1312","MUSTARD AND CHOCOLATE FACTORY  , LAFAYETTE B HUDSON AVE AND DEBEVOISE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313",NA,NA,NA,NA,NA,"FURMAN","STATE",NA,NA,NA
"1314",NA,NA,NA,NA,NA,"CLINTON","FULTON AVE",NA,NA,NA
"1315",NA,NA,NA,NA,NA,"HICKS","PRESIDENT LIVINGSTON",NA,NA,NA
"1316",NA,NA,NA,NA,NA,"WATER AND JAY OFFICE ATLANTIC",NA,NA,NA,NA
"1317",NA,NA,NA,NA,NA,"CT","DEGRAW",NA,NA,NA
"1318",NA,NA,NA,NA,NA,"CROOKERS BROOKLYN LOCK COMPANY ATLANTIC","CLINTON",NA,NA,NA
"1319",NA,NA,NA,"3 AVE","BRG RD GOWANUS",NA,NA,NA,NA,NA
"1320","HOWARDS ALY MAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322",NA,NA,NA,NA,NA,"DUFFIELD","FULTON AVE",NA,NA,NA
"1323","SASH AND BLIND MANUFACTURER  , KENT AVE NORTH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","KENT AVE NORTH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325",NA,NA,NA,NA,NA,"C)ASSON","MYRTLE AVE",NA,NA,NA
"1326",NA,NA,NA,NA,NA,"3 AVE","21 GOWANUS",NA,NA,NA
"1327","KENT AVE NORTH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","KENT AVE NORTH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329",NA,NA,NA,NA,NA,"ROSSMAN H,226 N PEARL Y H CLINTON","MYRTLE AVE",NA,NA,NA
"1330",NA,NA,NA,NA,NA,"PACIFIC","SMITH",NA,NA,NA
"1331",NA,NA,NA,NA,NA,"COLUMBIAN ATLANTIC","SOUTH FERRY",NA,NA,NA
"1332",NA,NA,NA,"BROOKLYN MARKET 157 SANDS","GOLD",NA,NA,NA,NA,NA
"1333",NA,NA,NA,"TILLARY","CANTON",NA,NA,NA,NA,NA
"1334",NA,NA,NA,NA,NA,"MYRTLE","NOSTRAND AVE",NA,NA,NA
"1335","N UNION YMNBRUNT BIS) H 77 CRANBERRY",NA,NA,NA,NA,NA,NA,NA,"77","CRANBERRY"
"1336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337",NA,NA,NA,"COLUMBIA","IRVING PL",NA,NA,NA,NA,NA
"1338",NA,NA,NA,"HUDSON AVE","MARSHALL",NA,NA,NA,NA,NA
"1339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340",NA,NA,NA,NA,NA,"PRESIDENT","HAMILTON AVE",NA,NA,NA
"1341",NA,NA,NA,NA,NA,"PACIFIC","UNDERBILL AVE",NA,NA,NA
"1342","C F 112 PROSPECT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343",NA,NA,NA,NA,NA,"YRINE","COLUMBIA",NA,NA,NA
"1344",NA,NA,NA,NA,NA,"MYRTLE AVE","NAVY",NA,NA,NA
"1345",NA,NA,NA,NA,NA,"OIL CLOTH MANF R , SKILMAN","DE KALB AVE",NA,NA,NA
"1346",NA,NA,NA,NA,NA,"GRAHAM","MYRTLE AVE",NA,NA,NA
"1347",NA,NA,NA,NA,NA,"COLUMBIA","AMITY",NA,NA,NA
"1348",NA,NA,NA,NA,NA,"KENT","MYRTLE AVE",NA,NA,NA
"1349",NA,NA,NA,NA,NA,"PACIFIC","WILLOW",NA,NA,NA
"1350",NA,NA,NA,NA,NA,"COLUMBIA","AMITY",NA,NA,NA
"1351",NA,NA,NA,NA,NA,"GRAHAM","FLUSHING AVE",NA,NA,NA
"1352","CORD TASSEL AND FRINGE STORE 188 FULTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353",NA,NA,NA,"MYRTLE AVE","CANTON",NA,NA,NA,NA,NA
"1354",NA,NA,NA,"COLUMBIA","PACIFIC",NA,NA,NA,NA,NA
"1355","BEDFORD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356",NA,NA,NA,NA,NA,"COLUMBIA","AMITY",NA,NA,NA
"1357",NA,NA,NA,NA,NA,"FRANKLIN AVE","FLUSHING AVE",NA,NA,NA
"1358",NA,NA,NA,"YVATER","JAY",NA,NA,NA,NA,NA
"1359",NA,NA,NA,"JAY","HARPER CT",NA,NA,NA,NA,NA
"1360",NA,NA,NA,"VANDERBILT AVE","DEAN",NA,NA,NA,NA,NA
"1361","PORTRAIT PAINTER 91 DEGRAW",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362",NA,NA,NA,NA,NA,"BRG","WATER",NA,NA,NA
"1363",NA,NA,NA,NA,NA,"COLUMBIA","WARREN",NA,NA,NA
"1364","E CT PACIFIC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365","VALLEY GROVE T 1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1366",NA,NA,NA,NA,NA,"DOUGHTY","COLUMBIA",NA,NA,NA
"1367",NA,NA,NA,NA,NA,"SMITH","PACIFIC",NA,NA,NA
"1368",NA,NA,NA,NA,NA,"MYRTLE AVE","SANFORD",NA,NA,NA
"1369","CONS299 FULTON 1140 MYRTLE AVE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1370","25 TILLARY","25","TILLARY",NA,NA,NA,NA,NA,NA,NA
"1371","3 AVE AND 19 GOWANUS","3","AVE AND 19 GOWANUS",NA,NA,NA,NA,NA,NA,NA
"1372",NA,NA,NA,NA,NA,"RAYMOND","TILLARY",NA,NA,NA
"1373",NA,NA,NA,NA,NA,"ANNS CHURCH 1 SANDS","FULTON",NA,NA,NA
"1374","CUTLER MRS H 152 CONCORD",NA,NA,NA,NA,NA,NA,NA,"152","CONCORD"
"1375","BEDFORD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1376",NA,NA,NA,"PACIFIC","CLOVE RD BEDFORD",NA,NA,NA,NA,NA
"1377",NA,NA,NA,NA,NA,"BEDFORD","LAFAYETTE AVE",NA,NA,NA
"1378",NA,NA,NA,NA,NA,"20","3 AVE GOWANUS",NA,NA,NA
"1379",NA,NA,NA,NA,NA,"GRAHAM","FLUSHING AVE",NA,NA,NA
"1380",NA,NA,NA,"LITTLE","UNITED STATE",NA,NA,NA,NA,NA
"1381","154 NASSAU","154","NASSAU",NA,NA,NA,NA,NA,NA,NA
"1382","VALLEY GROVE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383","169 JAY HALTON CONNOR,SQUIRES ALY","169","JAY HALTON CONNOR,SQUIRES ALY",NA,NA,NA,NA,NA,NA,NA
"1384",NA,NA,NA,NA,NA,"NAVY","DE KALB AVE",NA,NA,NA
"1385",NA,NA,NA,NA,NA,"TOMPKINS PL","HARRISON",NA,NA,NA
"1386",NA,NA,NA,NA,NA,"PLYMOUTH","PEARL",NA,NA,NA
"1387",NA,NA,NA,NA,NA,"SCHERMERHORN","CT",NA,NA,NA
"1388","PLYMOUTH B ADAMS AND PEARL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389",NA,NA,NA,NA,NA,"22","4 AVE GOWANUS",NA,NA,NA
"1390",NA,NA,NA,NA,NA,"FRANKLIN","MYRTLE AVE",NA,NA,NA
"1391",NA,NA,NA,NA,NA,"GREEN LN","YORK",NA,NA,NA
"1392",NA,NA,NA,NA,NA,"SCHERMERHORN","CT",NA,NA,NA
"1393",NA,NA,NA,NA,NA,"19","3 AVE GOWANUS",NA,NA,NA
"1394","BUTLER U HOYT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395",NA,NA,NA,NA,NA,"DEAN","VANDERBILT AVE",NA,NA,NA
"1396",NA,NA,NA,"JOHN","GOLD",NA,NA,NA,NA,NA
"1397",NA,NA,NA,NA,NA,"18","4 AVE GOWANUS",NA,NA,NA
"1398",NA,NA,NA,NA,NA,"E BARBARIN","TILLARY",NA,NA,NA
"1399",NA,NA,NA,"BERGEN","SMITH",NA,NA,NA,NA,NA
"1400",NA,NA,NA,NA,NA,"PACIFIC","CT",NA,NA,NA
"1401",NA,NA,NA,"FLUSHING AVE","GRAHAM",NA,NA,NA,NA,NA
"1402",NA,NA,NA,NA,NA,"VANDERBILT AVE","PACIFIC",NA,NA,NA
"1403",NA,NA,NA,NA,NA,"21","STH AVE GOWANUS",NA,NA,NA
"1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405","SL CRANBERRY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406","235 HENRY","235","HENRY",NA,NA,NA,NA,NA,NA,NA
"1407",NA,NA,NA,NA,NA,"PRINCE","TILLARY",NA,NA,NA
"1408",NA,NA,NA,"MYRTLE AVE","SPENCER",NA,NA,NA,NA,NA
"1409",NA,NA,NA,NA,NA,"WASHINGTON","FULTON AVE",NA,NA,NA
"1410",NA,NA,NA,NA,NA,"SMITH","WARREN",NA,NA,NA
"1411",NA,NA,NA,"COLUMBIA","AMITY",NA,NA,NA,NA,NA
"1412",NA,NA,NA,NA,NA,"NYH WASHINGTON","FULTON AVE",NA,NA,NA
"1413",NA,NA,NA,"IRON RAILING MANUFR DEGRAW","COLUMBIA",NA,NA,NA,NA,NA
"1414",NA,NA,NA,NA,NA,"WASHINGTON AVE","FULTON",NA,NA,NA
"1415","IU9 PEARL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416",NA,NA,NA,NA,NA,"CLASSON","FULTON AVE",NA,NA,NA
"1417","MILLINER 73 CONCORD","73","CONCORD",NA,NA,NA,NA,NA,NA,NA
"1418","CHEMIST AND APOTHECARY JUNCTION OF  , FULLER AND CLINTON LA 269 BRG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419",NA,NA,NA,NA,NA,"PLYMOUTH","PEARL",NA,NA,NA
"1420",NA,NA,NA,"FULTON","HICKSH 14 WILLOW",NA,NA,NA,NA,NA
"1421",NA,NA,NA,NA,NA,"BERGEN","4 AVE",NA,NA,NA
"1422",NA,NA,NA,NA,NA,"BERGEN","POWERS",NA,NA,NA
"1423",NA,NA,NA,NA,NA,"FLATBUSH RD","VANDERBILT AVE",NA,NA,NA
"1424",NA,NA,NA,"FULTON","ORANGE",NA,NA,NA,NA,NA
"1425",NA,NA,NA,NA,NA,"VANDERBILT AVE","DEAN",NA,NA,NA
"1426","5 WARD HUDSON AVE E SANDS","5","WARD HUDSON AVE E SANDS",NA,NA,NA,NA,NA,NA,NA
"1427",NA,NA,NA,NA,NA,"LIVINGSTON","HOYT",NA,NA,NA
"1428","WOLCOTT R,ED HOOK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429",NA,NA,NA,"ATLANTIC","BOND",NA,NA,NA,NA,NA
"1430",NA,NA,NA,NA,NA,"HAMILTON AVE","PRESIDENT",NA,NA,NA
"1431","PARMENTIERS GARDEN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433",NA,NA,NA,NA,NA,"LUQUEER","HICKS",NA,NA,NA
"1434",NA,NA,NA,NA,NA,"FRANKLIN","MYRTLE AVE",NA,NA,NA
"1435",NA,NA,NA,NA,NA,"SODA WATER MANUFR POWERS","DEAN",NA,NA,NA
"1436",NA,NA,NA,NA,NA,"WARREN","HOYT",NA,NA,NA
"1437",NA,NA,NA,NA,NA,"BOERUM","LIVINGSTON",NA,NA,NA
"1438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","R 1 JAY","1","JAY",NA,NA,NA,NA,NA,NA,NA
"1440",NA,NA,NA,NA,NA,"22","3 AVE GOWANUS",NA,NA,NA
"1441",NA,NA,NA,NA,NA,"3 AVE","16 GOWANUS",NA,NA,NA
"1442",NA,NA,NA,"DAVISON WILLIAM,FLORIST LIVINGSTON","SMITH",NA,NA,NA,NA,NA
"1443",NA,NA,NA,NA,NA,"NYH DEAN","NEVINS",NA,NA,NA
"1444",NA,NA,NA,NA,NA,"MYRTLE AVE","STEUBEN",NA,NA,NA
"1445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446","S U N 154 HUDSON AVE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447",NA,NA,NA,"FRONT","MAIN",NA,NA,NA,NA,NA
"1448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449",NA,NA,NA,"PRESIDENT","HAMILTON AVE",NA,NA,NA,NA,NA
"1450","ATTORNEY AND SURROGATES CLERK OFFICE CITY HALL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451",NA,NA,NA,NA,NA,"SCHERMERHORN","POWERS",NA,NA,NA
"1452",NA,NA,NA,NA,NA,"CANTON","MYRTLE AVE",NA,NA,NA
"1453",NA,NA,NA,"VANBRUNT","WOLCOTT RED HOOK",NA,NA,NA,NA,NA
"1454",NA,NA,NA,NA,NA,"HUNTERFLY RD","RAIL RD",NA,NA,NA
"1455",NA,NA,NA,NA,NA,"PARK AVE","YANDERBILT AVE",NA,NA,NA
"1456",NA,NA,NA,NA,NA,"PRESIDENT","CT",NA,NA,NA
"1457",NA,NA,NA,NA,"CLINTON AND FULTON AVE",NA,NA,NA,NA,NA
"1458",NA,NA,NA,NA,NA,"PACIFIC","WILLOW",NA,NA,NA
"1459","14 HICKS","14","HICKS",NA,NA,NA,NA,NA,NA,NA
"1460",NA,NA,NA,NA,NA,"PARK","CARLTON AVE",NA,NA,NA
"1461",NA,NA,NA,NA,NA,"21","4 AVE GOWANUS",NA,NA,NA
"1462",NA,NA,NA,"BEDFORD AVE","MADISON",NA,NA,NA,NA,NA
"1463",NA,NA,NA,NA,NA,"CLERMONT","MYRTLE AVE",NA,NA,NA
"1464",NA,NA,NA,NA,NA,"7 WARD CENTRAL MYRTLE","CLASSON AVE",NA,NA,NA
"1465",NA,NA,NA,NA,NA,"BEDFORD","FULTON AVE",NA,NA,NA
"1466",NA,NA,NA,NA,NA,"UNION","HAMILTON AVE",NA,NA,NA
"1467",NA,NA,NA,NA,NA,"HUDSON AVE","LAFAYETTE",NA,NA,NA
"1468",NA,NA,NA,NA,NA,"MOROCCO DRESSER 59","3 AVE GOWANUS",NA,NA,NA
"1469",NA,NA,NA,NA,NA,"21","3 AVE GOWANUS",NA,NA,NA
"1470",NA,NA,NA,NA,NA,"SMITH","WARREN",NA,NA,NA
"1471",NA,NA,NA,"SMITH","BERGEN",NA,NA,NA,NA,NA
"1472",NA,NA,NA,NA,NA,"WARREN","HOYT",NA,NA,NA
"1473",NA,NA,NA,"SMITH","CHURCH",NA,NA,NA,NA,NA
"1474",NA,NA,NA,NA,NA,"CLASSON AVE","JAMAICA RD",NA,NA,NA
"1475",NA,NA,NA,"NYH CLINTON","AMITY",NA,NA,NA,NA,NA
"1476",NA,NA,NA,NA,NA,"WASHINGTON","ATLANTIC AVE",NA,NA,NA
"1477",NA,NA,NA,"CLINTON","AMITY",NA,NA,NA,NA,NA
"1478",NA,NA,NA,NA,NA,"STATE","BOND",NA,NA,NA
"1479",NA,NA,NA,NA,NA,"PEARL","FRONT",NA,NA,NA
"1480",NA,NA,NA,"ROOT BEER MANUFR GOLD","MYRTLE AVE",NA,NA,NA,NA,NA
"1481",NA,NA,NA,NA,NA,"REMSEN","CLINTON",NA,NA,NA
"1482",NA,NA,NA,NA,NA,"19","3 AVE GOWANUS",NA,NA,NA
"1483",NA,NA,NA,NA,NA,"SACKETT","COLUMBIA",NA,NA,NA
"1484",NA,NA,NA,NA,NA,"TOMPKINS PL","HARRISON",NA,NA,NA
