"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10"
"4860","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4861",NA,NA,NA,NA,NA,"W 127","8 AVE.",NA,NA,NA
"4862",NA,NA,NA,NA,NA,"E 120","3 AVE.",NA,NA,NA
"4863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4864",NA,NA,NA,"LEX AVE","E 48",NA,NA,NA,NA,NA
"4865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4866",NA,NA,NA,NA,NA,"146","BROOK AVE.",NA,NA,NA
"4867","H. PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4868",NA,NA,NA,"AVE A","E 90",NA,NA,NA,NA,NA
"4869",NA,NA,NA,NA,NA,"165","WASHN , AVE.",NA,NA,NA
"4870",NA,NA,NA,"144","WILLIS AVE.",NA,NA,NA,NA,NA
"4871",NA,NA,NA,"W 90","8 AVE.",NA,NA,NA,NA,NA
"4872",NA,NA,NA,"E 94","3 AVE.",NA,NA,NA,NA,NA
"4873",NA,NA,NA,NA,NA,"W 80","11 AVE.",NA,NA,NA
"4874",NA,NA,NA,NA,NA,"135","3 AVE.",NA,NA,NA
"4875","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4876",NA,NA,NA,NA,NA,"E 72","1 AVE.",NA,NA,NA
"4877",NA,NA,NA,NA,NA,"E REAR 111","2 AVE.",NA,NA,NA
"4878",NA,NA,NA,NA,NA,"1 AVE","E 66",NA,NA,NA
"4879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4880","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4881",NA,NA,NA,NA,NA,"TINTON AVE","150",NA,NA,NA
"4882",NA,NA,NA,NA,NA,"W 74","10",NA,NA,NA
"4883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4884",NA,NA,NA,NA,NA,"144","WILLIS AVE.",NA,NA,NA
"4885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4886",NA,NA,NA,NA,NA,"E 106","3 AVE.",NA,NA,NA
"4887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4888",NA,NA,NA,NA,NA,"149","MORRIS AVE.",NA,NA,NA
"4889",NA,NA,NA,NA,NA,"W 82","11 AVE.",NA,NA,NA
"4890",NA,NA,NA,NA,NA,"1 AVE","E 122",NA,NA,NA
"4891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4892",NA,NA,NA,NA,NA,"10 AVE","W 74",NA,NA,NA
"4893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4894",NA,NA,NA,"LEX AVE","E 116",NA,NA,NA,NA,NA
"4895",NA,NA,NA,NA,NA,"3 AVE","112",NA,NA,NA
"4896",NA,NA,NA,NA,NA,"BROOK AVE.",NA,NA,NA,NA
"4897","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4901","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4903",NA,NA,NA,NA,NA,"W 128","6 AVE.",NA,NA,NA
"4904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4906",NA,NA,NA,NA,NA,"WILLIS AVE","146",NA,NA,NA
"4907","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4908","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4909",NA,NA,NA,"W 129","10 AVE.",NA,NA,NA,NA,NA
"4910","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4911",NA,NA,NA,"3 AVE","152",NA,NA,NA,NA,NA
"4912",NA,NA,NA,NA,NA,"E 120","2 AVE.",NA,NA,NA
"4913",NA,NA,NA,"E 89",NA,NA,NA,NA,NA,NA
"4914",NA,NA,NA,"W 129","TCNTH AVE.",NA,NA,NA,NA,NA
"4915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4916",NA,NA,NA,NA,NA,"3 AVE","147",NA,NA,NA
"4917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4920","H. S. C.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4921",NA,NA,NA,NA,NA,"BROADWAY","W",NA,NA,NA
"4922",NA,NA,NA,NA,NA,"W 116","10 AVE.",NA,NA,NA
"4923",NA,NA,NA,"E 71","1 AVE.",NA,NA,NA,NA,NA
"4924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4925","H. .",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4926",NA,NA,NA,NA,NA,"W 66","8 AVE.",NA,NA,NA
"4927",NA,NA,NA,NA,NA,"ROBBINS AVE","149",NA,NA,NA
"4928",NA,NA,NA,NA,NA,"ROBBINS AVE","145",NA,NA,NA
"4929",NA,NA,NA,NA,NA,"ROBBINS AVE","147",NA,NA,NA
"4930","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4931",NA,NA,NA,NA,NA,"R R","E 169",NA,NA,NA
"4932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4933",NA,NA,NA,NA,NA,"BOSTON AVE.",NA,NA,NA,NA
"4934","H. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4935","H. PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4936",NA,NA,NA,NA,NA,"W 65","11 AVE.",NA,NA,NA
"4937","H. LA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4940",NA,NA,NA,NA,NA,"BLVD","W",NA,NA,NA
"4941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4943",NA,NA,NA,NA,NA,"H 140","WILLIS AVE.",NA,NA,NA
"4944","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4945","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4946","H. CAL.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4947",NA,NA,NA,NA,NA,"135","3 AVE.",NA,NA,NA
"4948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4949",NA,NA,NA,NA,NA,"6 AVE","W 126",NA,NA,NA
"4950",NA,NA,NA,"W 164","10 AVE.",NA,NA,NA,NA,NA
"4951","W 24 29,H. STURTEVANT H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4952","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4953",NA,NA,NA,"1 AVE","E 77",NA,NA,NA,NA,NA
"4954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4955",NA,NA,NA,"W 63","8 AVE.",NA,NA,NA,NA,NA
"4956",NA,NA,NA,NA,NA,"144","BROOK AVE.",NA,NA,NA
"4957","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4959","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4960","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4961",NA,NA,NA,"W 67","10 AVE.",NA,NA,NA,NA,NA
"4962",NA,NA,NA,"E 97","2 AVE.",NA,NA,NA,NA,NA
"4963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4964",NA,NA,NA,NA,NA,"10 AVE","W 83",NA,NA,NA
"4965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4966",NA,NA,NA,NA,NA,"E 67","2 AVE.",NA,NA,NA
"4967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4968","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4970",NA,NA,NA,"W 66 ,","10 AVE.",NA,NA,NA,NA,NA
"4971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4974",NA,NA,NA,NA,NA,"1 AVE","E 122",NA,NA,NA
"4975","H. GA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4976","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4977","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4978","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4979",NA,NA,NA,"E 79","2 AVE.",NA,NA,NA,NA,NA
"4980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4981",NA,NA,NA,NA,NA,"143","3 AVE.",NA,NA,NA
"4982","H. ILL.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4983","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4985",NA,NA,NA,NA,NA,"W 159","10 AVE.",NA,NA,NA
"4986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4987",NA,NA,NA,NA,NA,"10 AVE","W 70",NA,NA,NA
"4988",NA,NA,NA,NA,NA,"MOTT AVE","150",NA,NA,NA
"4989",NA,NA,NA,"E 112","3 AVE.",NA,NA,NA,NA,NA
"4990",NA,NA,NA,NA,NA,"H 135","WILLIS AVE.",NA,NA,NA
"4991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4992",NA,NA,NA,NA,NA,"W 63","8 AVE.",NA,NA,NA
"4993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4994","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4995","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"4996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4997","H. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4998",NA,NA,NA,"W 52","BROADWAY",NA,NA,NA,NA,NA
"4999",NA,NA,NA,NA,NA,"9 AVE","W 101",NA,NA,NA
"5000",NA,NA,NA,"W 129","10 AVE.",NA,NA,NA,NA,NA
"5001",NA,NA,NA,"W 129","10 AVE.",NA,NA,NA,NA,NA
"5002",NA,NA,NA,"ROBBINS AVE","144",NA,NA,NA,NA,NA
"5003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5004","H. STURTEVANT H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5005",NA,NA,NA,NA,NA,"145","BROOK AVE.",NA,NA,NA
"5006",NA,NA,NA,NA,NA,"4 AVE","E 132",NA,NA,NA
"5007",NA,NA,NA,NA,NA,"AVE A","E 59",NA,NA,NA
"5008",NA,NA,NA,"W 128","6 AVE.",NA,NA,NA,NA,NA
"5009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5010",NA,NA,NA,NA,NA,"LEX AVE","E 122",NA,NA,NA
"5011",NA,NA,NA,NA,NA,"AVE A","E 90",NA,NA,NA
"5012","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5013","H BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5014","H O",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5015","H",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5016",NA,NA,NA,"E 112","2 AVE.",NA,NA,NA,NA,NA
"5017",NA,NA,NA,NA,NA,"W 79","10 AVE.",NA,NA,NA
"5018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5020",NA,NA,NA,NA,NA,"163","CONCORD AVE.",NA,NA,NA
"5021",NA,NA,NA,NA,NA,"142","ALEX. AVE.",NA,NA,NA
"5022","H. REFUSED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5023",NA,NA,NA,NA,NA,"W 75","11 AVE.",NA,NA,NA
"5024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5025",NA,NA,NA,NA,NA,"1 AVE.","E",NA,NA,NA
"5026",NA,NA,NA,NA,NA,"142","BROOK AVE.",NA,NA,NA
"5027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5028",NA,NA,NA,"3 AVE","E 110",NA,NA,NA,NA,NA
"5029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5031","H REFUSED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5032","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5033",NA,NA,NA,NA,NA,"167","FULTON AVE.",NA,NA,NA
"5034","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5037",NA,NA,NA,NA,NA,"10 AVE","W 67",NA,NA,NA
"5038",NA,NA,NA,NA,NA,"H 176","KINGSBRIDGE RD.",NA,NA,NA
"5039","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5040",NA,NA,NA,"W 62","10 AVE.",NA,NA,NA,NA,NA
"5041",NA,NA,NA,NA,NA,"BOGART","13 AVE.",NA,NA,NA
"5042",NA,NA,NA,NA,NA,"E 72","1 AVE.",NA,NA,NA
"5043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5044",NA,NA,NA,"E 108","3 AVE.",NA,NA,NA,NA,NA
"5045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5046",NA,NA,NA,NA,NA,"E 120","MADISON AVE.",NA,NA,NA
"5047",NA,NA,NA,NA,NA,"10 AVE","W 93",NA,NA,NA
"5048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5049",NA,NA,NA,NA,NA,"8 AVE","W 81",NA,NA,NA
"5050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5052",NA,NA,NA,NA,NA,"R AVE R","169",NA,NA,NA
"5053",NA,NA,NA,NA,NA,"E 72","AVE. A",NA,NA,NA
"5054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5055","W 164 46,H. TRE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5056",NA,NA,NA,NA,NA,"8 AVE","W 102",NA,NA,NA
"5057",NA,NA,NA,NA,NA,"COURTLAND AVE","163",NA,NA,NA
"5058",NA,NA,NA,"144","WILLIS AVE.",NA,NA,NA,NA,NA
"5059",NA,NA,NA,"E 77","1 AVE.",NA,NA,NA,NA,NA
"5060",NA,NA,NA,"LEX AVE","E 122",NA,NA,NA,NA,NA
"5061","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5063",NA,NA,NA,"ROBBINS AVE","148",NA,NA,NA,NA,NA
"5064",NA,NA,NA,NA,NA,"E 73","3 AVE.",NA,NA,NA
"5065",NA,NA,NA,NA,NA,"9 AVE","W 105",NA,NA,NA
"5066",NA,NA,NA,NA,NA,"W 150","10 AVE.",NA,NA,NA
"5067","H. MICHIGAN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5070","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5071",NA,NA,NA,NA,NA,"E 97","2 AVE.",NA,NA,NA
"5072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5073",NA,NA,NA,NA,NA,"W REAR 127","6 AVE.",NA,NA,NA
"5074",NA,NA,NA,"E 88","MADISON AVE.",NA,NA,NA,NA,NA
"5075",NA,NA,NA,NA,NA,"CONCORD AVE","165",NA,NA,NA
"5076",NA,NA,NA,"W 67","10 AVE.",NA,NA,NA,NA,NA
"5077","32 CHAMBERS AND SEC H 1 BROADWAY,H. SINCLAIR H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5079",NA,NA,NA,NA,NA,"CONCORD AVE","165",NA,NA,NA
"5080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5081",NA,NA,NA,NA,NA,"J43","3 AVE.",NA,NA,NA
"5082","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5083",NA,NA,NA,NA,NA,"143","3 AVE.",NA,NA,NA
"5084","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5085",NA,NA,NA,NA,NA,"3 AVE","166",NA,NA,NA
"5086",NA,NA,NA,NA,NA,"FRANKLIN AVE","169",NA,NA,NA
"5087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5088","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5089","18 BROADWAY AND 266 SOUTH,H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5091",NA,NA,NA,NA,NA,"W 126","9 AVE.",NA,NA,NA
"5092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5093","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5094","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5095","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5096","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5097","E 344 14,H. MT. VER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5099",NA,NA,NA,NA,NA,"W 130","10 AVE.",NA,NA,NA
"5100","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5101","18 FULTON FISH MKT,H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5102",NA,NA,NA,NA,NA,"W 101","9",NA,NA,NA
"5103",NA,NA,NA,NA,NA,"W 69","10 AVE.",NA,NA,NA
"5104",NA,NA,NA,NA,NA,"144","3 AVE.",NA,NA,NA
"5105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107",NA,NA,NA,NA,NA,"WILLIS AVE","140",NA,NA,NA
"5108",NA,NA,NA,NA,NA,"9 AVE","W 96",NA,NA,NA
"5109",NA,NA,NA,"W 154",". NICHOLAS AVE.",NA,NA,NA,NA,NA
"5110",NA,NA,NA,NA,NA,"E 93","3 AVE.",NA,NA,NA
"5111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5112",NA,NA,NA,"E 120","3 AVE.",NA,NA,NA,NA,NA
"5113",NA,NA,NA,NA,NA,"152","R. R. AVE ,",NA,NA,NA
"5114",NA,NA,NA,NA,NA,"W 69","10 AVE.",NA,NA,NA
"5115",NA,NA,NA,NA,NA,"8 AVE.","W",NA,NA,NA
"5116","H. METROPOLITAN H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5117",NA,NA,NA,NA,NA,"155","COURTLAND AVE.",NA,NA,NA
"5118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5119",NA,NA,NA,NA,NA,"3 AVE","141",NA,NA,NA
"5120","H. WNITE PLAIN R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5121",NA,NA,NA,NA,NA,"163","WASHN , AVE.",NA,NA,NA
"5122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5123","H. R. I.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5124","H. R. I.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5126",NA,NA,NA,NA,NA,"COURTLAND AVE","160",NA,NA,NA
"5127",NA,NA,NA,"10 AVE","W 64",NA,NA,NA,NA,NA
"5128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5130","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5131",NA,NA,NA,NA,NA,"W 65","10 AVE.",NA,NA,NA
"5132",NA,NA,NA,NA,NA,"WILLIS AVE","146",NA,NA,NA
"5133",NA,NA,NA,NA,NA,"10 AVE","W 152",NA,NA,NA
"5134",NA,NA,NA,NA,NA,"152","MORRIS AVE.",NA,NA,NA
"5135","CUSTOM H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5136",NA,NA,NA,NA,NA,"W 101","9 AVE.",NA,NA,NA
"5137",NA,NA,NA,NA,NA,"8 AVE","W 71",NA,NA,NA
"5138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5139","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5141","H. STURTEVANT H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5142","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5143",NA,NA,NA,NA,NA,"BERGEN AVE","149",NA,NA,NA
"5144",NA,NA,NA,NA,NA,"149","BERGEN AVE.",NA,NA,NA
"5145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5146",NA,NA,NA,NA,NA,"154","R. R. AVE.",NA,NA,NA
"5147","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5148","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5149","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5150",NA,NA,NA,"ROBBINS AVE","145",NA,NA,NA,NA,NA
"5151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5153",NA,NA,NA,NA,NA,"138","WILLIS AVE.",NA,NA,NA
"5154","H. YON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5155",NA,NA,NA,"AVE A","E 84",NA,NA,NA,NA,NA
"5156","H. TARRY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5157","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5158","177 BROADWAY,H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5159","H. CAL.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5160","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5161",NA,NA,NA,NA,NA,"8 AVE","W 126",NA,NA,NA
"5162","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5163",NA,NA,NA,NA,NA,"145","WILLIS AVE.",NA,NA,NA
"5164","W 263 12,H. N J.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5165","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5167",NA,NA,NA,"E 97","2 AVE.",NA,NA,NA,NA,NA
"5168",NA,NA,NA,NA,NA,"3 AVE","170",NA,NA,NA
"5169","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5171","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5172","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5174","H. REFUSED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5175","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5177",NA,NA,NA,NA,NA,"141","3 AVE.",NA,NA,NA
"5178",NA,NA,NA,"MADISON AVE.","GROVE",NA,NA,NA,NA,NA
"5179",NA,NA,NA,"MADISON AVE.","GROVE",NA,NA,NA,NA,NA
"5180",NA,NA,NA,"BROADWAY","W 141",NA,NA,NA,NA,NA
"5181","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5182","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5183","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5184",NA,NA,NA,NA,NA,"139","3 AVE.",NA,NA,NA
"5185","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5186",NA,NA,NA,NA,NA,"ELTON AVE","158",NA,NA,NA
"5187",NA,NA,NA,NA,NA,"H 159","3 AVE.",NA,NA,NA
"5188",NA,NA,NA,"131","8 AVE.",NA,NA,NA,NA,NA
"5189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5190",NA,NA,NA,NA,NA,"FULTON AVE","170",NA,NA,NA
"5191",NA,NA,NA,NA,NA,"145","3 AVE.",NA,NA,NA
"5192","H. MD.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5193","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5194",NA,NA,NA,NA,NA,"135","WILLIS AVE.",NA,NA,NA
"5195",NA,NA,NA,NA,NA,"131","TWELH",NA,NA,NA
"5196",NA,NA,NA,NA,NA,"152","R. R. AVE.",NA,NA,NA
"5197",NA,NA,NA,NA,NA,"E 88","3 AVE.",NA,NA,NA
"5198","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5199","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5200",NA,NA,NA,NA,NA,"H 141","WILLIS AVE.",NA,NA,NA
"5201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5202","H. PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5203",NA,NA,NA,NA,NA,"144","BROOK AVE ,",NA,NA,NA
"5204",NA,NA,NA,NA,NA,"R AVE R","160",NA,NA,NA
"5205",NA,NA,NA,"W 131","BROADWAY",NA,NA,NA,NA,NA
"5206","E 49 C MADISON AVE. H","49","C MADISON AVE. H",NA,NA,NA,NA,NA,NA,NA
"5207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5208","H. GA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5209","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5211","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5213","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"5214","H. OREGON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5216","H. PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
