"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10"
"1103","H BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1104",NA,NA,NA,NA,NA,"3 AVE","149",NA,NA,NA
"1105","H RONDOUT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1107",NA,NA,NA,NA,NA,"143","4 AVE.",NA,NA,NA
"1108","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1109",NA,NA,NA,NA,NA,"CONCORD AVE","163",NA,NA,NA
"1110","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","H. CAL.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112",NA,NA,NA,NA,NA,"3 AVE","168",NA,NA,NA
"1113",NA,NA,NA,NA,NA,"3 AVE","144",NA,NA,NA
"1114",NA,NA,NA,NA,NA,"LEX AVE","E 109",NA,NA,NA
"1115",NA,NA,NA,NA,NA,"FRANKLIN AVE","169",NA,NA,NA
"1116","H. ENG.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1118","H. SING",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1120",NA,NA,NA,NA,NA,"W 143","TWELH AVE.",NA,NA,NA
"1121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123",NA,NA,NA,NA,NA,"NICHOLAS AVE","W 157",NA,NA,NA
"1124",NA,NA,NA,NA,NA,"135","WILLIS AVE.",NA,NA,NA
"1125","H. STURTEVANT H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","H. N. J",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127",NA,NA,NA,NA,NA,"WESTCHESTER AVE.","BROOK AVE.",NA,NA,NA
"1128","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","70 BROADWAY AND TREAS H 112 PEARL,H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1131",NA,NA,NA,"W 143","10 AVE.",NA,NA,NA,NA,NA
"1132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133",NA,NA,NA,NA,NA,"143","BROOK AVE.",NA,NA,NA
"1134","H. IOWA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136",NA,NA,NA,NA,NA,"WILLIS AVE","141",NA,NA,NA
"1137","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1138",NA,NA,NA,NA,NA,"144","BROOK AVE.",NA,NA,NA
"1139","H. PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140",NA,NA,NA,"W 108","RIVERSIDE AVE.",NA,NA,NA,NA,NA
"1141","H. PA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1143","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1144","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1145",NA,NA,NA,NA,NA,"135","3 AVE.",NA,NA,NA
"1146",NA,NA,NA,"E 97","LEX. AVE.",NA,NA,NA,NA,NA
"1147",NA,NA,NA,NA,NA,"FIH AVE","W 137",NA,NA,NA
"1148",NA,NA,NA,NA,NA,"135","3 AVE.",NA,NA,NA
"1149",NA,NA,NA,"MOTT AVE","144",NA,NA,NA,NA,NA
"1150",NA,NA,NA,NA,NA,"R AVE R","168",NA,NA,NA
"1151","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152",NA,NA,NA,NA,NA,"WILLIS AVE","142",NA,NA,NA
"1153","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1154","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","H. OVERTON H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157",NA,NA,NA,NA,NA,"155","MORRIR AVE ,",NA,NA,NA
"1158","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162",NA,NA,NA,NA,NA,"W 120","9 AVE.",NA,NA,NA
"1163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164",NA,NA,NA,NA,NA,"ANNS AVE","149",NA,NA,NA
"1165","548 BROADWAY,H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1166","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1167","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169",NA,NA,NA,NA,NA,"W 161","TWELH AVE.",NA,NA,NA
"1170","H. N. J",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1172",NA,NA,NA,"10 AVE","W 100",NA,NA,NA,NA,NA
"1173","CUSTOM H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174",NA,NA,NA,NA,NA,"144","3 AVE.",NA,NA,NA
"1175","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176",NA,NA,NA,"E 120","3 AVE.",NA,NA,NA,NA,NA
"1177",NA,NA,NA,NA,NA,"146","WILLIS AVE.",NA,NA,NA
"1178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","E 44 14,H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1180","H. DEL.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181",NA,NA,NA,NA,NA,"MOTT AVE","142",NA,NA,NA
"1182","180 BROADWAY AND 138 WOOSTER,H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1183",NA,NA,NA,NA,NA,"161","MORRIS AVE.",NA,NA,NA
"1184","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1185",NA,NA,NA,NA,NA,"UNION AVE","165",NA,NA,NA
"1186","H. N. JT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","H TARRY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1189","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1190","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1191",NA,NA,NA,NA,NA,"150",". NICHOLAS",NA,NA,NA
"1192",NA,NA,NA,NA,NA,"150",". NICHOLAS",NA,NA,NA
"1193",NA,NA,NA,NA,NA,"150",". NICHOLAS AVE.",NA,NA,NA
"1194",NA,NA,NA,NA,NA,"150",". NICHOLAS AVE.",NA,NA,NA
"1195",NA,NA,NA,NA,NA,"FRANKLIN AVE","168",NA,NA,NA
"1196","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1197",NA,NA,NA,NA,NA,"FULTON AVE","168",NA,NA,NA
"1198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1200","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1201",NA,NA,NA,NA,NA,"H 143","WILLIS AVE.",NA,NA,NA
"1202",NA,NA,NA,NA,NA,"143","3 AVE.",NA,NA,NA
"1203","H. ILL.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","H. E L",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","H ALBANY",NA,NA,NA,NA,NA,NA,"NY",NA,NA
"1206",NA,NA,NA,NA,NA,"167","UNION AVE.",NA,NA,NA
"1207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208",NA,NA,NA,"RIVERSIDE AVE","W 127",NA,NA,NA,NA,NA
"1209",NA,NA,NA,NA,NA,"W 129","RIVERSIDE AVE.",NA,NA,NA
"1210",NA,NA,NA,NA,NA,"139","WILLIS AVE.",NA,NA,NA
"1211",NA,NA,NA,"RIVERSIDE AVE","W 127",NA,NA,NA,NA,NA
"1212",NA,NA,NA,NA,NA,"H 139","BROOK AVE.",NA,NA,NA
"1213",NA,NA,NA,NA,NA,"152","MORRIS AVE.",NA,NA,NA
"1214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217",NA,NA,NA,NA,NA,"W 195","10 AVE.",NA,NA,NA
"1218","W 110 50,H. REFUSED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219",NA,NA,NA,"W 73","11 AVE.",NA,NA,NA,NA,NA
"1220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221",NA,NA,NA,NA,NA,"1 AVE","E 120",NA,NA,NA
"1222","W 1 48,H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224",NA,NA,NA,NA,NA,"E 105","FIH AVE.",NA,NA,NA
"1225","H. PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1227",NA,NA,NA,NA,NA,"W 104","10 AVE.",NA,NA,NA
"1228","H. ENG.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229",NA,NA,NA,NA,NA,"10 AVE","W 70",NA,NA,NA
"1230","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1231","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1235",NA,NA,NA,NA,NA,"134","WILLIS AVE.",NA,NA,NA
"1236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238",NA,NA,NA,"W 58","10 AVE.",NA,NA,NA,NA,NA
"1239","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1242",NA,NA,NA,NA,NA,"W 130",NA,NA,NA,NA
"1243",NA,NA,NA,NA,NA,"FRANKLIN AVE","169",NA,NA,NA
"1244",NA,NA,NA,NA,NA,"CAULDWELL AVE.","CEDAR",NA,NA,NA
"1245","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1246",NA,NA,NA,NA,NA,"AVE A","E 82",NA,NA,NA
"1247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248","H. E J.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1250","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1253",NA,NA,NA,NA,NA,"ELTON AVE","157",NA,NA,NA
"1254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1258",NA,NA,NA,NA,NA,"144","3 AVE.",NA,NA,NA
"1259",NA,NA,NA,NA,NA,"135","3 AVE.",NA,NA,NA
"1260",NA,NA,NA,NA,NA,"GROVE AVE","161",NA,NA,NA
"1261",NA,NA,NA,NA,NA,"3 AVE","L49",NA,NA,NA
"1262","34VESEY,H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1263","H. REFUSED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1265","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267",NA,NA,NA,NA,NA,"H 150","BROOK AVE.",NA,NA,NA
"1268","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269",NA,NA,NA,NA,NA,"E 72","AVE. A",NA,NA,NA
"1270","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1271","H. ALBANY",NA,NA,NA,NA,NA,NA,"NY",NA,NA
"1272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273","H. PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276",NA,NA,NA,NA,NA,"145","3 AVE.",NA,NA,NA
"1277","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1280",NA,NA,NA,NA,NA,"155","ELTON AVE ,",NA,NA,NA
"1281",NA,NA,NA,NA,NA,"R AVE R","166",NA,NA,NA
"1282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1284","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1285",NA,NA,NA,NA,NA,"3 AVE","145",NA,NA,NA
"1286",NA,NA,NA,NA,NA,"10 AVE","W 128",NA,NA,NA
"1287",NA,NA,NA,NA,NA,"COURTLAND AVE","148",NA,NA,NA
"1288",NA,NA,NA,NA,NA,"COURTLAND AVE","148",NA,NA,NA
"1289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","H. ALBANY",NA,NA,NA,NA,NA,NA,"NY",NA,NA
"1294","CUSTOM H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295",NA,NA,NA,NA,NA,"8 AVE","W 125",NA,NA,NA
"1296",NA,NA,NA,NA,NA,"10 AVE.","W",NA,NA,NA
"1297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299",NA,NA,NA,NA,NA,"149","BROOK AVE.",NA,NA,NA
"1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301",NA,NA,NA,NA,NA,"153","COURTLAND AVE.",NA,NA,NA
"1302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303",NA,NA,NA,"W 23","11 AVE.",NA,NA,NA,NA,NA
"1304",NA,NA,NA,NA,NA,"W 156",NA,NA,NA,NA
"1305",NA,NA,NA,NA,NA,"8 AVE","W 128",NA,NA,NA
"1306","H. B KLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307",NA,NA,NA,NA,NA,"3 AVE","142",NA,NA,NA
"1308",NA,NA,NA,NA,NA,"3 AVE","14",NA,NA,NA
"1309",NA,NA,NA,NA,NA,"3 AVE","142",NA,NA,NA
"1310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311",NA,NA,NA,NA,NA,"3 AVE","14",NA,NA,NA
"1312","H. CAL.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1314",NA,NA,NA,NA,NA,"144","WILLIS AVE.",NA,NA,NA
"1315",NA,NA,NA,NA,NA,"149","MORRIS",NA,NA,NA
"1316","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317",NA,NA,NA,NA,NA,"W 158","10 AVE.",NA,NA,NA
"1318",NA,NA,NA,NA,NA,"AVE A","E 118",NA,NA,NA
"1319",NA,NA,NA,NA,NA,"AVE A","E 77",NA,NA,NA
"1320",NA,NA,NA,NA,NA,"AVE A","E 77",NA,NA,NA
"1321",NA,NA,NA,NA,NA,"E 120","4 AVE.",NA,NA,NA
"1322",NA,NA,NA,NA,NA,"135","BROOME PL.",NA,NA,NA
"1323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324",NA,NA,NA,NA,NA,"AVE A","E 74",NA,NA,NA
"1325",NA,NA,NA,NA,NA,"161","R. R. AVE.",NA,NA,NA
"1326","H. REFUSED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","H. REFUSED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","H. N. J  ,",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","H. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","H. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","H. . DENIS H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332",NA,NA,NA,NA,NA,"H 149","3 AVE.",NA,NA,NA
"1333",NA,NA,NA,NA,NA,"FULTON AVE","167",NA,NA,NA
"1334","H. HOFFMAN H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1336",NA,NA,NA,NA,NA,"W 158","10",NA,NA,NA
"1337","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1338","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1339","H. PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1344","H. ALBANY",NA,NA,NA,NA,NA,NA,"NY",NA,NA
"1345",NA,NA,NA,NA,NA,"LEX AVE","E 125",NA,NA,NA
"1346",NA,NA,NA,NA,NA,"10 AVE","W 100",NA,NA,NA
"1347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1350","H. BYE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1351","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1352","H. MD.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1355","H. B KLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356",NA,NA,NA,"WILLIS AVE","143",NA,NA,NA,NA,NA
"1357",NA,NA,NA,NA,NA,"WASHN AVE","169",NA,NA,NA
"1358","H. PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359","H. PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360","H. PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361",NA,NA,NA,NA,NA,"145","BROOK AVE.",NA,NA,NA
"1362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1364","H. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365","8 BROADWAY,H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1366",NA,NA,NA,NA,NA,"E 31","1 AVE.",NA,NA,NA
"1367",NA,NA,NA,"9 AVE","W 77",NA,NA,NA,NA,NA
"1368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1369","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1370","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1371","H. BKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1372",NA,NA,NA,NA,NA,"WASHN , AVE",NA,NA,NA,NA
"1373",NA,NA,NA,NA,NA,"W 110","10 AVE.",NA,NA,NA
"1374","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1375","H. III.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1376",NA,NA,NA,NA,NA,"COURTLAND AVE","109",NA,NA,NA
"1377","H. ALBANY",NA,NA,NA,NA,NA,NA,"NY",NA,NA
"1378",NA,NA,NA,NA,NA,"ROBBINS AVE","149",NA,NA,NA
"1379",NA,NA,NA,NA,NA,"W 76","11 AVE.",NA,NA,NA
"1380","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1381","H. LA.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382","H. B KLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383",NA,NA,NA,NA,NA,"WILLIS AVE.",NA,NA,NA,NA
"1384","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1386",NA,NA,NA,NA,NA,"1 AVE","E 120",NA,NA,NA
"1387",NA,NA,NA,NA,NA,"153","COURTLAND",NA,NA,NA
"1388","304 CANAL AND 940 BROADWAY,H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390","H 319 FIH 1AINTER CHARLES B H 97 PEARL,H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1391","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1392","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394","H. MASS.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395",NA,NA,NA,NA,NA,"8 AVE","W 128",NA,NA,NA
"1396","H WESTMINSTER H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400","H. GILSEY H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403",NA,NA,NA,NA,NA,"W 99","10 AVE.",NA,NA,NA
"1404",NA,NA,NA,NA,NA,"143","3 AVE.",NA,NA,NA
"1405","H. IND.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406",NA,NA,NA,NA,NA,"140","3 AVE.",NA,NA,NA
"1407",NA,NA,NA,NA,NA,"R AVE R","170",NA,NA,NA
"1408","H. DEL.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409",NA,NA,NA,"144","3 AVE.",NA,NA,NA,NA,NA
"1410","H. . DENIS H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411","H. ILL.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413",NA,NA,NA,NA,NA,"135","BROOME PL.",NA,NA,NA
"1414","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1415","ASTOR H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","H BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1418","H. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419",NA,NA,NA,"LEX AVE","E 65",NA,NA,NA,NA,NA
"1420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422","H. WILBUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423",NA,NA,NA,NA,NA,"E 135","MADISON AVE.",NA,NA,NA
"1424","H. WILBUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1426","H BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1427",NA,NA,NA,NA,NA,"CYPRESS AVE","147",NA,NA,NA
"1428","128 BROADWAY,H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1429",NA,NA,NA,NA,NA,"LEX AVE","E 113",NA,NA,NA
"1430","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1431","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1432","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1433","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1434","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1435","ASTOR H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1437","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1438","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1439","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1440",NA,NA,NA,NA,NA,"3 AVE","141",NA,NA,NA
"1441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","W 1 24,H. HOFFMAN H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444",NA,NA,NA,"AVE A","E 59",NA,NA,NA,NA,NA
"1445","H. E J.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446",NA,NA,NA,"AVE A","E 58",NA,NA,NA,NA,NA
"1447",NA,NA,NA,NA,NA,"E 130","4",NA,NA,NA
"1448",NA,NA,NA,"W 44","9 AVE.",NA,NA,NA,NA,NA
"1449","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1450",NA,NA,NA,NA,NA,"3 AVE","179",NA,NA,NA
"1451","H. ALBANY",NA,NA,NA,NA,NA,NA,"NY",NA,NA
"1452","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"1453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454",NA,NA,NA,NA,NA,"W 101","9 AVE.",NA,NA,NA
