"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10"
"82",NA,NA,NA,NA,NA,"9, W H 32","AVE H 9",NA,NA,NA
"83",NA,NA,NA,NA,NA,"9, W H 32","AVE H 9",NA,NA,NA
"84","E H 25 NAV,2","25","NAV,2",NA,NA,NA,NA,NA,"25","2"
"85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","H. CARLTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,NA,NA,NA,"10 AND H, W H 25","AVE H 9",NA,NA,NA
"88","H. SING SING",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","H. RATHBUNS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","174 B.WAY,H. JERSY CITY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","H H 13NMOOR6",NA,NA,NA,NA,NA,NA,NA,NA,"13"
"92","H. CARLTON AVE. BROOKLYN",NA,NA,NA,NA,NA,NA,"BROOKLYN",NA,NA
"93","H. FLATBUSH  , L. I.",NA,NA,NA,NA,NA,NA,"FLATBUSH",NA,NA
"94",NA,NA,NA,NA,NA,"11, W H 29","AVE H 11",NA,NA,NA
"95","H. REFUSED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,NA,NA,NA,"E 28","LEX. AVE.",NA,NA,NA
"98","H. WMSBG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,NA,NA,NA,"W 29","AVE H 7",NA,NA,NA
"100",NA,NA,NA,NA,NA,"6","AVE H 1",NA,NA,NA
"101",NA,NA,NA,NA,NA,"10","W 35 W AND N 28 AVE H 6, W H N 28 AVE H 6",NA,NA,NA
"102",NA,NA,NA,NA,NA,"7, W H 28","AVE H 7",NA,NA,NA
"103","H. WMSBG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","H. WMSBG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,NA,NA,NA,"FLEET","FULTON , BROOKLYN",NA,NA,NA
"106",NA,NA,NA,"E 25","AVE H 2",NA,NA,NA,NA,NA
"107","160 PEARL , COLLEGE H.","160","PEARL , COLLEGE H.",NA,NA,NA,NA,NA,NA,NA
"108","244 G.WICH,H. WMSBURG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","121 G.WICH , CLINTON H.","121","G.WICH , CLINTON H.",NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,NA,NA,NA,"W 40","AVE H 7",NA,NA,NA
"112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,NA,NA,NA,"H 9","AVE H 6",NA,NA,NA
"114",NA,NA,NA,"BANKS ISABELLA H OF WM AVE","W 13",NA,NA,NA,NA,NA
"115",NA,NA,NA,NA,NA,"E 25","AVE H 4",NA,NA,NA
"116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,NA,NA,NA,"E 31","AVE H 4",NA,NA,NA
"118","H. WLLLIAMSBURG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","H. WMSBG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,NA,NA,"DELANCEY","FORSYTH",NA,NA,NA,NA,NA
"121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,NA,NA,NA,"W R 37","AVE H 8",NA,NA,NA
"123",NA,NA,NA,"9, W H 25","AVE H 9",NA,NA,NA,NA,NA
"124","H. WESTFARMS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","H. THROGS NECK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",NA,NA,NA,NA,NA,"W 22","AVE H 6",NA,NA,NA
"129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","H. NORWICH,N.V.",NA,NA,NA,NA,NA,NA,"NORWICH",NA,NA
"131","H. N. ORLNS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","206 AND 194 CHATHAM,H. PUTNAM CO.",NA,NA,NA,NA,NA,NA,"PUTNAM",NA,NA
"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","H. HAVANA",NA,NA,NA,NA,NA,NA,"AVA",NA,NA
"135",NA,NA,NA,NA,NA,"H 22","AVE H 3",NA,NA,NA
"136",NA,NA,NA,NA,NA,"E 21","AVE H 3",NA,NA,NA
"137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","H. AMER.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","H. BLOOMGDALE",NA,NA,NA,NA,NA,NA,"DALE",NA,NA
"140",NA,NA,NA,NA,NA,"10, H TWENTYEIGHTH","AVE H 10",NA,NA,NA
"141","H. CANADA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",NA,NA,NA,NA,NA,"ADELPHIA","DE KALB AVE , BROOKLYN",NA,NA,NA
"143",NA,NA,NA,NA,NA,"W 37","AVE H 9",NA,NA,NA
"144",NA,NA,NA,NA,NA,"W 32 ,","AV7",NA,NA,NA
"145",NA,NA,NA,NA,NA,"W R 37","AVE H 9",NA,NA,NA
"146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","234 WASHINGTON.N,H. N.ARK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","H. BUSHWICK L. I.",NA,NA,NA,NA,NA,NA,"BUSHWICK",NA,NA
"150",NA,NA,NA,NA,NA,"HOYT","DEAN BROOKLYN",NA,NA,NA
"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","H. ASTOR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",NA,NA,NA,NA,NA,"W 24","AVE H 7",NA,NA,NA
"154",NA,NA,NA,NA,NA,"6, W H 32","AVE H 6",NA,NA,NA
"155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","W H 29N AVE H 10",NA,NA,NA,NA,NA,NA,NA,NA,"AVE H"
"157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",NA,NA,NA,NA,NA,"BRG","WILLOUGHBY , BROOKLYN",NA,NA,NA
"159","H RAVENSWOOD  , LONG ISLAND",NA,NA,NA,NA,NA,NA,"RAVENSWOOD",NA,NA
"160","H. RAVENSWOOD  , LONG ISLAND",NA,NA,NA,NA,NA,NA,"RAVENSWOOD",NA,NA
"161",NA,NA,NA,"FORTYTHIRD","AVE H 3",NA,NA,NA,NA,NA
"162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","H. CAMPTOWN  , N. J.",NA,NA,NA,NA,NA,NA,"CAMPTOWN",NA,NA
"164","H. CAMPTOWN  , N. J",NA,NA,NA,NA,NA,NA,"CAMPTOWN",NA,NA
"165","181 WATER , FRANKLIN H","181","WATER , FRANKLIN H",NA,NA,NA,NA,NA,NA,NA
"166","H. N. HAVEN H",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","H. CARMANSVILLE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",NA,NA,NA,NA,NA,"E 28","LEXINGTN AVE.",NA,NA,NA
"170",NA,NA,NA,NA,NA,"E 30","AV3",NA,NA,NA
"171",NA,NA,NA,NA,NA,"E 28","AVE H 1",NA,NA,NA
"172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",NA,NA,NA,NA,NA,"8","W 41, W H N 41 AVE H 7",NA,NA,NA
"174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","H. ASTOR H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","H. TEL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",NA,NA,NA,NA,NA,"E 28","AVE H 3",NA,NA,NA
"179",NA,NA,NA,NA,NA,"W 32","AVE H 7",NA,NA,NA
"180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",NA,NA,NA,NA,NA,"W 23","AVE H 6",NA,NA,NA
"183","H. GOWANUS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",NA,NA,NA,"AVE A","E 13",NA,NA,NA,NA,NA
"185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",NA,NA,NA,"JAY","HIGH , BROOKLYN",NA,NA,NA,NA,NA
"187",NA,NA,NA,NA,NA,"7, W H 32","AVE H 7",NA,NA,NA
"188","H. NORWALK  , CONN.",NA,NA,NA,NA,NA,NA,"CONN",NA,NA
"189",NA,NA,NA,NA,NA,"E 29","AVE H 4",NA,NA,NA
"190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",NA,NA,NA,NA,NA,"7, W H 32","AVE H 7",NA,NA,NA
"193",NA,NA,NA,NA,NA,"H 26","AVE H 4",NA,NA,NA
"194","H. JAMAICA  , L. I.",NA,NA,NA,NA,NA,NA,"L. I.",NA,NA
"195","H. . LOUIS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","H. . LOUIS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","H. Ã¢ÂÂ CATHARINE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",NA,NA,NA,NA,NA,"6, W H 23","AVE H 5",NA,NA,NA
"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",NA,NA,NA,NA,NA,"W 33","AVE H 8",NA,NA,NA
"202","H. BRKLYN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","26 AND 28 BROAD,H. ASTOR H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"205",NA,NA,NA,NA,NA,"8, W H 23","AVE H 8",NA,NA,NA
"206",NA,NA,NA,NA,NA,"W 38","AVE H 9 EISHOP EDWIN, H 7 DEY, H H 514 BROOME",NA,NA,NA
"207",NA,NA,NA,"7","W 27, W H 31 AVE C H 7",NA,NA,NA,NA,NA
"208","H. N. B.WICK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","H. GUNTERS HOT.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",NA,NA,NA,NA,NA,"CHURCH","FRANKLIN",NA,NA,NA
"212","H. S. BROOKLYN",NA,NA,NA,NA,NA,NA,"BROOKLYN",NA,NA
"213","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"214","73 B.WAY,H. MANCHESTER  , ENG.",NA,NA,NA,NA,NA,NA,"MANCHESTER",NA,NA
"215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","H. ASTOR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","H. CARMANVILLE",NA,NA,NA,NA,NA,NA,"MANVILLE",NA,NA
"219",NA,NA,NA,NA,NA,"W 33","AVE H 9",NA,NA,NA
"220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","H. ASTOR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",NA,NA,NA,NA,NA,"E 19","AVE H 3",NA,NA,NA
"223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,NA,NA,NA,NA,"2, E H 35","AVE H 2",NA,NA,NA
"225",NA,NA,NA,NA,NA,"W 32","AVE H 5",NA,NA,NA
"226","H. WMSBURGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",NA,NA,NA,NA,NA,"W 29","AVE. H",NA,NA,NA
"228","H. WMSBURG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,NA,NA,NA,NA,"W 35","AVE H 8",NA,NA,NA
"230",NA,NA,NA,NA,NA,"H 37","AVE H 3",NA,NA,NA
"231",NA,NA,NA,NA,NA,"E 26","AVE H 4",NA,NA,NA
"232",NA,NA,NA,NA,NA,"W 23","AVE H 6",NA,NA,NA
"233","H. W HOBOKEN",NA,NA,NA,NA,NA,NA,"HOBOKEN",NA,NA
"234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",NA,NA,NA,NA,NA,"W 26","AVE H 7",NA,NA,NA
"236","H. MANCHESTER  , ENG.",NA,NA,NA,NA,NA,NA,"MANCHESTER",NA,NA
"237",NA,NA,NA,"ORANGE","HESTER",NA,NA,NA,NA,NA
"238",NA,NA,NA,"W 47","AVE H 9",NA,NA,NA,NA,NA
"239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",NA,NA,NA,NA,NA,"STATE","POWERS , BROOKLYN.",NA,NA,NA
"242",NA,NA,NA,NA,NA,"E 28","AVE H 2",NA,NA,NA
"243","H ASTOR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",NA,NA,NA,NA,NA,"3, H E R 27","AVE H 3",NA,NA,NA
"245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","220 G.WICH,H. N. JERY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",NA,NA,NA,NA,NA,"W 40","AVE H 7",NA,NA,NA
"250","H. ASTORIA  , L. I",NA,NA,NA,NA,NA,NA,"L. I",NA,NA
"251","H. CARLTON H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",NA,NA,NA,NA,NA,"W 37","AVE H 9",NA,NA,NA
"253","H. CARLTON H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","JUDSONS H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",NA,NA,NA,"4, E H 18","AVE H 4",NA,NA,NA,NA,NA
"260","H. U. S.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",NA,NA,NA,NA,NA,"W 14","AVE H 8",NA,NA,NA
"262","H. BUTTS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,NA,NA,NA,"W 21","AVE H 8",NA,NA,NA
"264","H. E CHESTY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",NA,NA,NA,NA,NA,"E 30","AVE H 3",NA,NA,NA
"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",NA,NA,NA,NA,NA,"2, E H 26","AVE H 2",NA,NA,NA
"268",NA,NA,NA,NA,NA,"W 37","AVE H 9",NA,NA,NA
"269",NA,NA,NA,NA,NA,"W 32","AVE H 8",NA,NA,NA
"270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","H. CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","H. LOSTYVSANT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","241 BROADWAY ,H 274BOWERY AND 241 HUDSON,H. SING SING",NA,NA,NA,NA,NA,NA,NA,NA,"HUDSON"
"277",NA,NA,NA,"WASHGTN","ROBINSON",NA,NA,NA,NA,NA
"278","132 B.WAY,H. BARNUMS .",NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","H. WMSBURG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",NA,NA,NA,NA,NA,"W 42","AVE H 7",NA,NA,NA
"282","309 B.WAY,H. WMSBURGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",NA,NA,NA,NA,NA,"10, W H 36","AVE H 10",NA,NA,NA
"284",NA,NA,NA,NA,NA,"11, H W R 36","AVE H 11",NA,NA,NA
"285",NA,NA,NA,"W 36","AVE H 8",NA,NA,NA,NA,NA
"286",NA,NA,NA,"DUANE","WILLIAM",NA,NA,NA,NA,NA
"287","H. OYSTER B.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","H. WMSBURG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","H. RAVENSWOOD  , L. I.",NA,NA,NA,NA,NA,NA,"RAVENSWOOD",NA,NA
"290","48 FERRY,H. RAVENSWD  , L. I.",NA,NA,NA,NA,NA,NA,"L. I.",NA,NA
"291",NA,NA,NA,"WALKR","ELDRIDGE",NA,NA,NA,NA,NA
"292",NA,NA,NA,NA,NA,"W 30","AVE H 10",NA,NA,NA
"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",NA,NA,NA,NA,NA,"W 17","AVE H 6",NA,NA,NA
"295","H. ASTOR H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","H. WESTERN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",NA,NA,NA,NA,NA,"H 23","AVE H 5",NA,NA,NA
"300",NA,NA,NA,NA,NA,"10, W H 22","AVE H 10",NA,NA,NA
"301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",NA,NA,NA,NA,NA,"E 62","AVE H 3",NA,NA,NA
"303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","H. J. CITY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","H CARLTONH.USE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",NA,NA,NA,NA,NA,"9","W 31, H AVE N W 31",NA,NA,NA
"308","H. ULSTER CO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",NA,NA,NA,NA,NA,"Ã¢ÂÂ BROADWAY","W 40",NA,NA,NA
"312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","27 CLINTON MARKET,H. Ã¢ÂÂ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",NA,NA,NA,NA,NA,"H 18","AVE H 2",NA,NA,NA
"315","H. TEL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",NA,NA,NA,NA,NA,"ELM","GRAND",NA,NA,NA
"317","H.  Ã¢ÂÂ BROOKLYN",NA,NA,NA,NA,NA,NA,"BROOKLYN",NA,NA
"318",NA,NA,NA,NA,NA,"1, H E R 25","AVE H 1",NA,NA,NA
"319","H. WILLLAMSBURGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",NA,NA,NA,"CLINTON","STATE , BROOKLYN",NA,NA,NA,NA,NA
"321","IRVING H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","H. WMSBURG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","H. WIL LIAMSBURGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","58 BARCLAY,H. MURRAY HL  , LCXINGTON AVE.",NA,NA,NA,NA,NA,NA,"MURRAY HL",NA,NA
"327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","H. MOBILE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","H. CLASON AVE. BROOKLYN",NA,NA,NA,NA,NA,NA,"BROOKLYN",NA,NA
"330",NA,NA,NA,NA,NA,"W 27","AVE H 6",NA,NA,NA
"331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","H. GOWANUS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","H. WILIIAMSBGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",NA,NA,NA,NA,NA,"AVE R H 9","W 37",NA,NA,NA
"339",NA,NA,NA,NA,NA,"W 22","AVE H 6",NA,NA,NA
"340","H. HARLEM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","H. WRNSBURGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","H AMERICAN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",NA,NA,NA,NA,NA,"W 39","BROADWAY",NA,NA,NA
"345",NA,NA,NA,NA,NA,"DEGRAW","HENRY , BROOKLYN",NA,NA,NA
"346",NA,NA,NA,NA,NA,"E 32","AVE H 4",NA,NA,NA
"347",NA,NA,NA,NA,NA,"AVE A","E 21",NA,NA,NA
"348","H. BARNUMS HOT.",NA,NA,NA,NA,NA,NA,NA,NA,NA
