"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10"
"349","W H 17 CAV H 10","17","CAV H 10",NA,NA,NA,NA,NA,"17","AVE H"
"350",NA,NA,NA,NA,NA,"8, W H 23","AVE H 8",NA,NA,NA
"351","H. RATHBUNS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","H. L. ISLAND",NA,NA,NA,NA,NA,NA,"L. I",NA,NA
"353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",NA,NA,NA,"FRONT","DOCK , BROOKLYN",NA,NA,NA,NA,NA
"355",NA,NA,NA,NA,NA,"E 19","AVE H 4",NA,NA,NA
"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",NA,NA,NA,"SCHERMERHORN","BOND , BROOKLYN",NA,NA,NA,NA,NA
"360",NA,NA,NA,NA,NA,"STATE","BOND , BROOKLYN",NA,NA,NA
"361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",NA,NA,NA,NA,NA,"AVE A","E 14",NA,NA,NA
"363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","H. JUDSONS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",NA,NA,NA,NA,NA,"E 28","AVE H 3",NA,NA,NA
"366",NA,NA,NA,NA,NA,"BROADWAY","W 30",NA,NA,NA
"367",NA,NA,NA,NA,NA,"W 25","AVE H 6",NA,NA,NA
"368","H WILLAMSBURGH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",NA,NA,NA,NA,NA,"10, W H 27","AVE H 10",NA,NA,NA
"370",NA,NA,NA,"W 44","AVE H 8",NA,NA,NA,NA,NA
"371",NA,NA,NA,NA,NA,"MADISON AVE","E 23",NA,NA,NA
"372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",NA,NA,NA,NA,NA,"10, W H 23","AVE H 10",NA,NA,NA
"375",NA,NA,NA,NA,NA,"BROADWAY","W 25",NA,NA,NA
"376",NA,NA,NA,NA,NA,"H 28","AVE H 4",NA,NA,NA
"377",NA,NA,NA,NA,NA,"2, E H 35","AVE H 2",NA,NA,NA
"378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",NA,NA,NA,"W 60","AVE H 10",NA,NA,NA,NA,NA
"380",NA,NA,NA,NA,NA,"W 26","AVE H 6",NA,NA,NA
"381","H. NATL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","94 FRONT , ATLANTIC H.","94","FRONT , ATLANTIC H.",NA,NA,NA,NA,NA,NA,NA
"383",NA,NA,NA,NA,NA,"10, W H 27","AVE H 10",NA,NA,NA
"384",NA,NA,NA,"5, E H 21","AVE H 5",NA,NA,NA,NA,NA
"385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","H. HEMPSTEAD  , L.I.",NA,NA,NA,NA,NA,NA,"L.I.",NA,NA
"388",NA,NA,NA,"6, E H 26","AV4",NA,NA,NA,NA,NA
"389",NA,NA,NA,NA,NA,"W 35","AVE H 6",NA,NA,NA
"390",NA,NA,NA,NA,NA,"H 22","AVE H 3",NA,NA,NA
"391","H DUNNINGS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",NA,NA,NA,NA,NA,"W 30","AVE H 5",NA,NA,NA
"394",NA,NA,NA,NA,NA,"E 28","MADISON AVE.",NA,NA,NA
"395",NA,NA,NA,NA,NA,"E 36","AVE H 3",NA,NA,NA
"396",NA,NA,NA,"LIVINGSTON","NEVINS BROOKLYN",NA,NA,NA,NA,NA
"397",NA,NA,NA,NA,NA,"W 40","AVE H 7",NA,NA,NA
"398","3 FRONT AND 28 MORE,H. S. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"399",NA,NA,NA,NA,NA,"E 23","LEXINGTON AVE.",NA,NA,NA
"400","142 B.WAY,H. ASTOR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","H. ASTOR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",NA,NA,NA,NA,NA,"E 40","AVE H 4",NA,NA,NA
"403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",NA,NA,NA,NA,NA,"W 35","AVE H 7",NA,NA,NA
"406",NA,NA,NA,NA,NA,"DEGRAW","CLINTON , BROOKLYN",NA,NA,NA
"407","H. CT  , BROOKLYN",NA,NA,NA,NA,NA,NA,"BROOKLYN",NA,NA
"408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","H. BROOKLVN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","H. GLOBE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","H. WESTERN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",NA,NA,NA,"WASHINGTON PL.","GREENE",NA,NA,NA,NA,NA
"415","H. WMSBURG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",NA,NA,NA,NA,NA,"E 24","AVE H 4",NA,NA,NA
"417",NA,NA,NA,"PINEAPPLE","WILLOW , BROOKLYN",NA,NA,NA,NA,NA
"418",NA,NA,NA,NA,NA,"E 23","AVE H 3",NA,NA,NA
"419",NA,NA,NA,NA,NA,"W 41","AVE H 7",NA,NA,NA
"420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","E H 29 NAV4","29","NAV4",NA,NA,NA,NA,NA,"29","4"
"422","H. WILLAMSBG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",NA,NA,NA,NA,NA,"W 32","AVE H 7",NA,NA,NA
"425",NA,NA,NA,NA,NA,"10, W H 37","AVE H 10",NA,NA,NA
"426",NA,NA,NA,"10","W 39, W H H N 37 AVE H 9","10 W C 39, W H H 37","AVE H 9",NA,NA,NA
"427",NA,NA,NA,NA,NA,"10, W H 37","AVE H 10",NA,NA,NA
"428","100 B.WAY,H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",NA,NA,NA,NA,NA,"MONTAGUE PL.","HENRY , BROOKLYN",NA,NA,NA
"434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","H. WMSBG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","H. ASTOR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","H. WESTERN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","H. BARNUMS HOT.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",NA,NA,NA,"SMITH","LIVINGSTON , BROOKLYN",NA,NA,NA,NA,NA
"440","177 B.WAY,H. MOBILE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","H. HARSIMUS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",NA,NA,NA,NA,NA,"E 39","MADISN AVE",NA,NA,NA
"443",NA,NA,NA,NA,NA,"FIIETH","AV3",NA,NA,NA
"444",NA,NA,NA,NA,NA,"H 26","AVE H 3",NA,NA,NA
"445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",NA,NA,NA,NA,NA,"W 23","AVE H 8",NA,NA,NA
"447",NA,NA,NA,NA,NA,"W 23","AVE H 8",NA,NA,NA
"448",NA,NA,NA,"BROADWAY","W 42",NA,NA,NA,NA,NA
"449","H. WESTCHESTER  , CO",NA,NA,NA,NA,NA,NA,"WESTCHESTER",NA,NA
"450","H. CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","H. ALBANY",NA,NA,NA,NA,NA,NA,"NY",NA,NA
"452","H. WMSBG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","H. THROGS NECK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",NA,NA,NA,"HOYT","DEAN , BROOKLYN",NA,NA,NA,NA,NA
"457","AVE H 9  , AND PIES,1 NASSAU W AND 21 CAV 7,W H 21 CAV7","21","CAV7",NA,NA,NA,NA,NA,"21","7"
"458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",NA,NA,NA,NA,NA,"W 40","B.WAY",NA,NA,NA
"460",NA,NA,NA,NA,NA,"W 31","AVE H 5",NA,NA,NA
"461",NA,NA,NA,NA,NA,"E 99","AVE H 3",NA,NA,NA
"462",NA,NA,NA,NA,NA,"AVE R H 9","W 36",NA,NA,NA
"463","124 B.WAY , ASTOR H.","124","B.WAY , ASTOR H.",NA,NA,NA,NA,NA,NA,NA
"464",NA,NA,NA,"N 8 W 37, W H 36","AVE H 8","8","W 37, W H 36 AVE C H 8",NA,NA,NA
"465",NA,NA,NA,NA,NA,"FRONT","GOLD , BROOKLYN",NA,NA,NA
"466",NA,NA,NA,NA,NA,"W 36","AVE H 9",NA,NA,NA
"467",NA,NA,NA,"W 24","AVE H 2",NA,NA,NA,NA,NA
"468","H. HARSIMUS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",NA,NA,NA,NA,NA,"W 37","AVE H 9",NA,NA,NA
"470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",NA,NA,NA,"H 69","AVE H 10",NA,NA,NA,NA,NA
"472",NA,NA,NA,"E 102","AVE H 3",NA,NA,NA,NA,NA
"473",NA,NA,NA,"WEST","HORATIO",NA,NA,NA,NA,NA
"474",NA,NA,NA,NA,NA,"W 23","AVE H 5",NA,NA,NA
"475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",NA,NA,NA,"E 23","AVE H 2",NA,NA,NA,NA,NA
"477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","H. N. ROCHELLE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",NA,NA,NA,"E 32","AVE H 3",NA,NA,NA,NA,NA
"480",NA,NA,NA,"E 32","AVE H 3",NA,NA,NA,NA,NA
"481","354 B.WAY,H. N. HAVEN",NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",NA,NA,NA,NA,NA,"W 35","AVE H 8",NA,NA,NA
"483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",NA,NA,NA,NA,NA,"PACIFIC","CLINTON , BROOKLYN",NA,NA,NA
"485",NA,NA,NA,NA,NA,"E 24 ,","AVE H 1",NA,NA,NA
"486",NA,NA,NA,NA,NA,"E 26 ,","AVE H 2",NA,NA,NA
"487","H. JULIANS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",NA,NA,NA,NA,NA,"W 29 ,","AVE H 6",NA,NA,NA
"489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",NA,NA,NA,NA,NA,"3, E H 24","AVE H 4",NA,NA,NA
"491",NA,NA,NA,NA,NA,"W 26","AVE H 6",NA,NA,NA
"492","H. GRASSY PL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"496",NA,NA,NA,"E 19","BROADWAY",NA,NA,NA,NA,NA
"497",NA,NA,NA,NA,NA,"E 13","AVE. A.",NA,NA,NA
"498",NA,NA,NA,"AVE H 5","E 13",NA,NA,NA,NA,NA
"499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",NA,NA,NA,NA,NA,"LEXINGTON AVE","E 33",NA,NA,NA
"501","H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",NA,NA,NA,NA,NA,"AVE R H 8","W 37",NA,NA,NA
"506",NA,NA,NA,NA,NA,"AVE R H 8","W 38",NA,NA,NA
"507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",NA,NA,NA,"PACIFIC","HOYT , BROOKLYN",NA,NA,NA,NA,NA
"509",NA,NA,NA,NA,NA,"3","E 29, E H N 28 AVE H 3",NA,NA,NA
"510","11 MAIDEN LN,H. RATHBUNS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","H. LLLHAMMD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",NA,NA,NA,"CLINTON","BALTIC , BROOKLYN",NA,NA,NA,NA,NA
"513",NA,NA,NA,NA,NA,"W 35","AVE H 8",NA,NA,NA
"514","H. CORNWEH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","2 B.WAY,H. BLOOMINGDALC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","91 WALL , AMERICAN H.","91","WALL , AMERICAN H.",NA,NA,NA,NA,NA,NA,NA
"517","H. WMSBURG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",NA,NA,NA,NA,NA,"W 36","AVE. , WHITE",NA,NA,NA
"519",NA,NA,NA,NA,NA,"W 36","AVE H 5",NA,NA,NA
"520",NA,NA,NA,NA,NA,"7, W H 41","AVE H 7",NA,NA,NA
"521",NA,NA,NA,NA,NA,"7, W H 41","AVE H 7",NA,NA,NA
"522",NA,NA,NA,NA,NA,"FOR TIETH","AVE H 4",NA,NA,NA
"523",NA,NA,NA,NA,NA,"W 26","AVE H 8",NA,NA,NA
"524",NA,NA,NA,NA,NA,"3, E H 33","AVE 3",NA,NA,NA
"525","H. WILLMSBGH.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",NA,NA,NA,NA,NA,"11, E H 39","AVE H 11",NA,NA,NA
"527","H. ENGLAND",NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","H. STAT. IS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","H. POTTSVILLE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",NA,NA,NA,NA,NA,"W 34","AVE H 7",NA,NA,NA
"531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",NA,NA,NA,NA,NA,"7, W H 33","AVE H 7",NA,NA,NA
"533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",NA,NA,NA,NA,NA,"W 21","AVE H 5",NA,NA,NA
"535",NA,NA,NA,"E 33","LEXGTN AVE.",NA,NA,NA,NA,NA
"536",NA,NA,NA,"E 33","LEX. AVE.",NA,NA,NA,NA,NA
"537",NA,NA,NA,"DE KALB","CLAWSON AVE. BROOKLYN",NA,NA,NA,NA,NA
"538",NA,NA,NA,"HENRY ,","AMITY , BROOKLYN",NA,NA,NA,NA,NA
"539",NA,NA,NA,NA,NA,"E R 25","AVE H 4",NA,NA,NA
"540",NA,NA,NA,NA,NA,"W 15","AVE H 8",NA,NA,NA
"541","H. HARLEM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",NA,NA,NA,NA,NA,"LEXINGTON AVE","E 38",NA,NA,NA
"544",NA,NA,NA,NA,NA,"CHRISTOPHER","GREENWICH",NA,NA,NA
"545",NA,NA,NA,NA,NA,"W 29","AVE H 9",NA,NA,NA
"546","H. CRANEVILLE  , N. J.",NA,NA,NA,NA,NA,NA,"N. J.",NA,NA
"547",NA,NA,NA,NA,NA,"W 29","AVE H 9",NA,NA,NA
"548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",NA,NA,NA,NA,NA,"3, E H 26","AVE H 3",NA,NA,NA
"551",NA,NA,NA,NA,NA,"CLINTON","PACIFIC , BROOKLYN",NA,NA,NA
"552",NA,NA,NA,"HOYT","ATLANTIC , BROOKLYN",NA,NA,NA,NA,NA
"553","H MERCHANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",NA,NA,NA,NA,NA,"7, W H 30","AVE H 7",NA,NA,NA
"555",NA,NA,NA,NA,NA,"W 32","AVE H 7",NA,NA,NA
"556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",NA,NA,NA,NA,NA,"CLINTON AVE.","FULTON AVE. BROOKLYN",NA,NA,NA
"558",NA,NA,NA,NA,NA,"E 28","AVE H 3",NA,NA,NA
"559",NA,NA,NA,NA,NA,"W 36","AVE 9",NA,NA,NA
"560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,NA,NA,NA,"E 35","AVE H 2",NA,NA,NA
"562","H. JUDSONS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"565","AVE H 10 W C 25,H. TUB BYHOOK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",NA,NA,NA,NA,NA,"W 23","AVE H 6",NA,NA,NA
"573",NA,NA,NA,NA,NA,"E 32","AVE H 4",NA,NA,NA
"574","H. U. S.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","H. SING SING",NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",NA,NA,NA,NA,NA,"W 30","AVE H 10",NA,NA,NA
"578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",NA,NA,NA,NA,NA,"1, E H 15 ,","AVE H 1",NA,NA,NA
"580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",NA,NA,NA,NA,NA,"LIVINGSTON","SMITH , BROOKLYN",NA,NA,NA
"582","H. MOBILE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",NA,NA,NA,"PINEAPPLE","COLUMBIA , BROOKLYN",NA,NA,NA,NA,NA
"584",NA,NA,NA,NA,NA,"W 28","AVE H 10",NA,NA,NA
"585",NA,NA,NA,NA,NA,"W 38","AVE H 8",NA,NA,NA
"586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","RATHBUNS H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","H. WMSBURG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",NA,NA,NA,"FULTON","LIVINGSTON , BROOKLYN",NA,NA,NA,NA,NA
"591","E H N 27 AVE H 3","27","AVE N H 3",NA,NA,NA,NA,NA,"27","AVE H"
"592","H. MERCHANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","H. WLMSBURG.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",NA,NA,NA,NA,NA,"W 54","AVE H 6",NA,NA,NA
"595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",NA,NA,NA,NA,NA,"10, W H 32","AVE H 10",NA,NA,NA
"598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","H. WTMSBURG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",NA,NA,NA,NA,NA,"W R 36","AVE 8",NA,NA,NA
"601","H. HARLEM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","H. CARLTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",NA,NA,NA,NA,NA,"7","W 20, W H N 37 AVE H 10",NA,NA,NA
"604",NA,NA,NA,"WARREN PL.","FACTORY",NA,NA,NA,NA,NA
"605","H. U. S.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","H. N. Y.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",NA,NA,NA,NA,NA,"W 29","AVE H 9",NA,NA,NA
"608",NA,NA,NA,NA,NA,"W 24","AVE H 10",NA,NA,NA
"609",NA,NA,NA,NA,NA,"7, W H 34","AVE H 7",NA,NA,NA
"610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",NA,NA,NA,NA,NA,"10 AND H, W H 25","AVE H 8",NA,NA,NA
"612",NA,NA,NA,NA,NA,"E 31","LEXNGTN AVE",NA,NA,NA
"613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",NA,NA,NA,NA,NA,"E 24","AVE 4",NA,NA,NA
"615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",NA,NA,NA,NA,NA,"8, W H 25","AVE H 8",NA,NA,NA
"618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","292 B.WAY , IRVING H","292","B.WAY , IRVING H",NA,NA,NA,NA,NA,NA,NA
"620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","H.  DE PARIS",NA,NA,NA,NA,NA,NA,"PARIS",NA,NA
"622","H. HURLGATE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",NA,NA,NA,NA,NA,"10, W H 23","AVE H 10 .",NA,NA,NA
"624",NA,NA,NA,"HOYT","DEAN , BROO,KLYN",NA,NA,NA,NA,NA
"625",NA,NA,NA,NA,NA,"BROADWAY","W 28",NA,NA,NA
"626",NA,NA,NA,NA,NA,"BROADWAY","W 28",NA,NA,NA
"627",NA,NA,NA,NA,NA,"BROADWAY ,","W 28",NA,NA,NA
"628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",NA,NA,NA,NA,NA,"10, W H 29","AVE H 10",NA,NA,NA
"630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",NA,NA,NA,"JAY","WILLOUGHBY , BROOKLYN",NA,NA,NA,NA,NA
"632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",NA,NA,NA,"3","E 38, AVE H H 3 E C 38",NA,NA,NA,NA,NA
"634",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",NA,NA,NA,"W 15","AVE H 9",NA,NA,NA,NA,NA
"636",NA,NA,NA,NA,NA,"9, W H 34","AVE H 9",NA,NA,NA
"637","H. JUDSONS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",NA,NA,NA,NA,NA,"40","AVE H 10",NA,NA,NA
"639",NA,NA,NA,NA,NA,"GRAND","SUFFOLK",NA,NA,NA
"640",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",NA,NA,NA,NA,NA,"W 38","AVE H 8",NA,NA,NA
"642","H. ENGLAND",NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","JUDSONS H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",NA,NA,NA,NA,NA,"W 24","AVE H 4",NA,NA,NA
"645",NA,NA,NA,NA,NA,"CLINTON ,","BALTIC , BROOKLYN",NA,NA,NA
"646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","H. WMSBURG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","H. WIL MINGTON  , N. C",NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",NA,NA,NA,"W 36","AVE H 8",NA,NA,NA,NA,NA
"652",NA,NA,NA,"CLINTON","BALTIC , BROOKLYN",NA,NA,NA,NA,NA
"653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",NA,NA,NA,NA,NA,"W 37","AVE H 9",NA,NA,NA
"655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",NA,NA,NA,NA,NA,"E 25","AVE H 2",NA,NA,NA
"658","H. POTTSVILLE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","H. S. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"660","H. FRENCHS H.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","H. WESTCHESTER",NA,NA,NA,NA,NA,NA,"WESTCHESTER",NA,NA
"664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","H. EUROPE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","H.  DE PARIS",NA,NA,NA,NA,NA,NA,"PARIS",NA,NA
"667",NA,NA,NA,NA,NA,"W 34","AVE H 8",NA,NA,NA
"668",NA,NA,NA,NA,NA,"W 24","AVE H 6",NA,NA,NA
"669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","157 B.WAY,H. BKLYN",NA,NA,NA,NA,NA,NA,"BKLYN",NA,NA
"671",NA,NA,NA,NA,NA,"W 37","AVE H 8",NA,NA,NA
"672",NA,NA,NA,NA,NA,"W 37","AVE H 9",NA,NA,NA
"673","H G.WICH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",NA,NA,NA,NA,NA,"MADISON AVE","E 28",NA,NA,NA
"675",NA,NA,NA,NA,NA,"LEXINGTON AVE","E 32",NA,NA,NA
"676",NA,NA,NA,NA,NA,"BROADWAY ,","E 29",NA,NA,NA
"677",NA,NA,NA,"STANTON","LEWIS",NA,NA,NA,NA,NA
"678",NA,NA,NA,"JAY","SANDS BROOKLYN",NA,NA,NA,NA,NA
"679",NA,NA,NA,"4","E 28, E H 31 AVE C H 4",NA,NA,NA,NA,NA
"680",NA,NA,NA,NA,NA,"W 23","AVE H 8",NA,NA,NA
"681","W H 40 CAV8","40","CAV8",NA,NA,NA,NA,NA,"40","8"
"682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",NA,NA,NA,NA,NA,"8, W H 29","AVE H 8",NA,NA,NA
"684","H. CARLTON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","H. CONNECT",NA,NA,NA,NA,NA,NA,"CONN",NA,NA
"686",NA,NA,NA,NA,NA,"W 36","AVE H 9",NA,NA,NA
"687",NA,NA,NA,NA,NA,"6, W H 25","AVE H 6",NA,NA,NA
"688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",NA,NA,NA,NA,NA,"6, W H 30","AVE H 6",NA,NA,NA
"691",NA,NA,NA,NA,NA,"MADISON AVE","E 27",NA,NA,NA
"692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","H. YONKERS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",NA,NA,NA,"1","E 19, AVE H H 1 E C 19",NA,NA,NA,NA,NA
"696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",NA,NA,NA,NA,NA,"E 31","AVE H 1",NA,NA,NA
