"","hn_1","best_match","street_type","base_function","spell_ave_true","suffix_true","both_true"
"221",454,"GWICH","ST","454 GWICH ST","454 GWICH ST","454 GWICH ST","454 GWICH ST"
"222",NA,"ALBA","ST","ALBA ST","ALBA ST","ALBA ST","ALBA ST"
"223",NA,"ILL.","ST","ILL. ST","ILL. ST","ILL. ST","ILL. ST"
"224",NA,"ALBA","ST","ALBA ST","ALBA ST","ALBA ST","ALBA ST"
"225",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"226",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"227",NA,"THE","ST","THE ST","THE ST","THE ST","THE ST"
"228",NA,"H HO","ST","H HO ST","H HO ST","H HO ST","H HO ST"
"229",NA,"IN   ,","ST","IN   , ST","IN   , ST","IN   , ST","IN   , ST"
"230",245,"E 121","ST","245 E 121 ST","245 E 121 ST","245 E 121ST ST","245 E 121ST ST"
"231",NA,"W 8LST & 11 AVE.","AVE","W 8LST & 11 AVE. AVE","W 8LST & 11 AVE. AVE","W 8THLST & 11 AVE. AVE","W 8THLST & 11 AVE. AVE"
"232",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"233",NA,"LAND","ST","LAND ST","LAND ST","LAND ST","LAND ST"
"234",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"235",115,"N 4","ST","115 N 4 ST","115 N 4 ST","115 N 4TH ST","115 N 4TH ST"
"236",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"237",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"238",144,"N 3","ST","144 N 3 ST","144 N 3 ST","144 N 3RD ST","144 N 3RD ST"
"239",NA,"149 & CYPRESS AVE.","AVE","149 & CYPRESS AVE. AVE","149 & CYPRESS AVE. AVE","149TH & CYPRESS AVE. AVE","149TH & CYPRESS AVE. AVE"
"240",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"241",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"242",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"243",NA,"4 AVE & E 133","AVE","4 AVE & E 133 AVE","4 AVE & E 133 AVE","4TH AVE & E 133 AVE","4TH AVE & E 133 AVE"
"244",NA,"MT  ,","ST","MT  , ST","MT  , ST","MT  , ST","MT  , ST"
"245",NA,"E I.","ST","E I. ST","E I. ST","E I. ST","E I. ST"
"246",NA,"8 AVE & W 85","AVE","8 AVE & W 85 AVE","8 AVE & W 85 AVE","8TH AVE & W 85 AVE","8TH AVE & W 85 AVE"
"247",NA,"H 140 & . NICHOLAS AVE.","AVE","H 140 & . NICHOLAS AVE. AVE","H 140 & . NICHOLAS AVE. AVE","H 140TH & . NICHOLAS AVE. AVE","H 140TH & . NICHOLAS AVE. AVE"
"248",NA,"CANADA","ST","CANADA ST","CANADA ST","CANADA ST","CANADA ST"
"249",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"250",158,"N 10","ST","158 N 10 ST","158 N 10 ST","158 N 10TH ST","158 N 10TH ST"
"251",98,"N 8","ST","98 N 8 ST","98 N 8 ST","98 N 8TH ST","98 N 8TH ST"
"252",78,"N 11","ST","78 N 11 ST","78 N 11 ST","78 N 11TH ST","78 N 11TH ST"
"253",NA,"N J.","ST","N J. ST","N J. ST","N J. ST","N J. ST"
"254",NA,",T. C.","ST",",T. C. ST",",T. C. ST",",T. C. ST",",T. C. ST"
"255",NA,"BARMORE","ST","BARMORE ST","BARMORE ST","BARMORE ST","BARMORE ST"
"256",NA,"R. I.","ST","R. I. ST","R. I. ST","R. I. ST","R. I. ST"
"257",NA,"E I.","ST","E I. ST","E I. ST","E I. ST","E I. ST"
"258",NA,"H 140 & nan","ST","H 140 & NAN ST","H 140 & NAN ST","H 140TH & NAN ST","H 140TH & NAN ST"
"259",NA,"R. I.","ST","R. I. ST","R. I. ST","R. I. ST","R. I. ST"
"260",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"261",NA,"WESTMINSTER","ST","WESTMINSTER ST","WESTMINSTER ST","WESTMINSTER ST","WESTMINSTER ST"
"262",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"263",NA,"E J.","ST","E J. ST","E J. ST","E J. ST","E J. ST"
"264",NA,"VA.","ST","VA. ST","VA. ST","VA. ST","VA. ST"
"265",92,"N 10","ST","92 N 10 ST","92 N 10 ST","92 N 10TH ST","92 N 10TH ST"
"266",NA,"6 AVE , & W 135","AVE","6 AVE , & W 135 AVE","6 AVE , & W 135 AVE","6TH AVE , & W 135 AVE","6TH AVE , & W 135 AVE"
"267",NA,"FIH AVE & E 132","AVE","FIH AVE & E 132 AVE","FIH AVE & E 132 AVE","FIH AVE & E 132ND AVE","FIH AVE & E 132ND AVE"
"268",165,"WASHN C","ST","165 WASHN C ST","165 WASHN C ST","165 WASHN C ST","165 WASHN C ST"
"269",NA,"R. I.","ST","R. I. ST","R. I. ST","R. I. ST","R. I. ST"
"270",NA,"R AVE R & 169","AVE","R AVE R & 169 AVE","R AVE R & 169 AVE","R AVE R & 169TH AVE","R AVE R & 169TH AVE"
"271",120,"3","ST","120 3 ST","120 3 ST","120 3RD ST","120 3RD ST"
"272",1051,"LEX. AVE","AVE","1051 LEX. AVE","ONE THOUSAND FIFTY-ONE LEX. AVE","1051 LEX. AVE","ONE THOUSAND FIFTY-ONE LEX. AVE"
"273",NA,"AVE. R","AVE","AVE. R AVE","AVE. R AVE","AVE. R AVE","AVE. R AVE"
"274",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"275",216,"CLINTON","ST","216 CLINTON ST","216 CLINTON ST","216 CLINTON ST","216 CLINTON ST"
"276",NA,"4 AVE & E 132","AVE","4 AVE & E 132 AVE","4 AVE & E 132 AVE","4TH AVE & E 132 AVE","4TH AVE & E 132 AVE"
"277",NA,"S. C.","ST","S. C. ST","S. C. ST","S. C. ST","S. C. ST"
"278",69,"N 10","ST","69 N 10 ST","69 N 10 ST","69 N 10TH ST","69 N 10TH ST"
"279",NA,"135 & WILLIS AVE.","AVE","135 & WILLIS AVE. AVE","135 & WILLIS AVE. AVE","135TH & WILLIS AVE. AVE","135TH & WILLIS AVE. AVE"
"280",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"281",NA,"208 BROADWAY,H. BKLYN","AVE","208 BROADWAY,H. BKLYN AVE","208 BROADWAY,H. BKLYN AVE","208TH BROADWAY,H. BKLYN AVE","208TH BROADWAY,H. BKLYN AVE"
"282",NA,"TEXAS","ST","TEXAS ST","TEXAS ST","TEXAS ST","TEXAS ST"
"283",145,"N 3","ST","145 N 3 ST","145 N 3 ST","145 N 3RD ST","145 N 3RD ST"
"284",225,"W 22","ST","225 W 22 ST","225 W 22 ST","225 W 22ND ST","225 W 22ND ST"
"285",NA,"REFUSED","ST","REFUSED ST","REFUSED ST","REFUSED ST","REFUSED ST"
"286",NA,"H. .","ST","H. . ST","H. . ST","H. . ST","H. . ST"
"287",57,"R5)49","ST","57 R5)49 ST","57 R5)49 ST","57 R5TH)49 ST","57 R5TH)49 ST"
"288",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"289",NA,"DOBBS","ST","DOBBS ST","DOBBS ST","DOBBS ST","DOBBS ST"
"290",151,"MULBERRY","ST","151 MULBERRY ST","151 MULBERRY ST","151 MULBERRY ST","151 MULBERRY ST"
"291",NA,"W 124 3,H H 7I BARROW","ST","W 124 3,H H 7I BARROW ST","W 124 3,H H 7I BARROW ST","W 124TH 3,H H 7I BARROW ST","W 124TH 3,H H 7I BARROW ST"
"292",156,"N 10","ST","156 N 10 ST","156 N 10 ST","156 N 10TH ST","156 N 10TH ST"
"293",NA,"8 AVE. & W","AVE","8 AVE. & W AVE","8 AVE. & W AVE","8TH AVE. & W AVE","8TH AVE. & W AVE"
"294",NA,"146 & BROOK AVE.","AVE","146 & BROOK AVE. AVE","146 & BROOK AVE. AVE","146TH & BROOK AVE. AVE","146TH & BROOK AVE. AVE"
"295",143,"N 3","ST","143 N 3 ST","143 N 3 ST","143 N 3RD ST","143 N 3RD ST"
"296",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"297",NA,"III.","ST","III. ST","III. ST","III. ST","III. ST"
"298",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"299",NA,"WILLIS AVE & 147","AVE","WILLIS AVE & 147 AVE","WILLIS AVE & 147 AVE","WILLIS AVE & 147TH AVE","WILLIS AVE & 147TH AVE"
"300",NA,"3 AVE & 164","AVE","3 AVE & 164 AVE","3 AVE & 164 AVE","3RD AVE & 164 AVE","3RD AVE & 164 AVE"
"301",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"302",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"303",NA,"VT.","ST","VT. ST","VT. ST","VT. ST","VT. ST"
"304",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"305",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"306",NA,"RILL","ST","RILL ST","RILL ST","RILL ST","RILL ST"
"307",NA,"CONCORD AVE & 165","AVE","CONCORD AVE & 165 AVE","CONCORD AVE & 165 AVE","CONCORD AVE & 165TH AVE","CONCORD AVE & 165TH AVE"
"308",NA,"CONCORD AVE & 163","AVE","CONCORD AVE & 163 AVE","CONCORD AVE & 163 AVE","CONCORD AVE & 163RD AVE","CONCORD AVE & 163RD AVE"
"309",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"310",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"311",108,"RIVERSIDE","ST","108 RIVERSIDE ST","108 RIVERSIDE ST","108 RIVERSIDE ST","108 RIVERSIDE ST"
"312",NA,". .N  ,","ST",". .N  , ST",". .N  , ST",". .N  , ST",". .N  , ST"
"313",NA,"4JI   ,","ST","4JI   , ST","4JI   , ST","4THJI   , ST","4THJI   , ST"
"314",0,"E Z9 THTN","ST","0 E Z9 THTN ST","0 E Z9 THTN ST","0 E Z9TH THTN ST","0 E Z9TH THTN ST"
"315",1,"(5 AVE","AVE","1 (5 AVE","ONE (5 AVE","1 (5TH AVE","ONE (5TH AVE"
"316",38,"41","ST","38 41 ST","38 41 ST","38 41ST ST","38 41ST ST"
"317",NA,"MADISON AVE. & S E.)TH","AVE","MADISON AVE. & S E.)TH AVE","MADISON AVE. & S E.)TH AVE","MADISON AVE. & S E.)TH AVE","MADISON AVE. & S E.)TH AVE"
"318",NA,"W 108 & R. VERSIDE AVE.","AVE","W 108 & R. VERSIDE AVE. AVE","W 108 & R. VERSIDE AVE. AVE","W 108TH & R. VERSIDE AVE. AVE","W 108TH & R. VERSIDE AVE. AVE"
"319",NA,"CUSTOM H.","ST","CUSTOM H. ST","CUSTOM H. ST","CUSTOM H. ST","CUSTOM H. ST"
"320",NA,"BROADWAY & W 100","AVE","BROADWAY & W 100 AVE","BROADWAY & W 100 AVE","BROADWAY & W 100TH AVE","BROADWAY & W 100TH AVE"
"321",118,"N 6","ST","118 N 6 ST","118 N 6 ST","118 N 6TH ST","118 N 6TH ST"
"322",NA,"STURTEVANT","ST","STURTEVANT ST","STURTEVANT ST","STURTEVANT ST","STURTEVANT ST"
"323",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"324",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"325",NA,"165 & R. R. AVE.","AVE","165 & R. R. AVE. AVE","165 & R. R. AVE. AVE","165TH & R. R. AVE. AVE","165TH & R. R. AVE. AVE"
"326",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"327",NA,"VA.","ST","VA. ST","VA. ST","VA. ST","VA. ST"
"328",NA,"W 12 & 7 AVE.","AVE","W 12 & 7 AVE. AVE","W 12 & 7 AVE. AVE","W 12TH & 7 AVE. AVE","W 12TH & 7 AVE. AVE"
"329",NA,"W 161 29,H. BKLYN","ST","W 161 29,H. BKLYN ST","W 161 29,H. BKLYN ST","W 161ST 29,H. BKLYN ST","W 161ST 29,H. BKLYN ST"
"330",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"331",NA,"IND.","ST","IND. ST","IND. ST","IND. ST","IND. ST"
"332",106,"N 9","ST","106 N 9 ST","106 N 9 ST","106 N 9TH ST","106 N 9TH ST"
"333",NA,"BROADWAY & W 98","AVE","BROADWAY & W 98 AVE","BROADWAY & W 98 AVE","BROADWAY & W 98TH AVE","BROADWAY & W 98TH AVE"
"334",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"335",169,"UNION","ST","169 UNION ST","169 UNION ST","169 UNION ST","169 UNION ST"
"336",NA,"W H6 & FIH AVE.","AVE","W H6 & FIH AVE. AVE","W H6 & FIH AVE. AVE","W H6TH & FIH AVE. AVE","W H6TH & FIH AVE. AVE"
"337",NA,"3 AVE & 155","AVE","3 AVE & 155 AVE","3 AVE & 155 AVE","3RD AVE & 155 AVE","3RD AVE & 155 AVE"
"338",NA,"R AVE R & 169","AVE","R AVE R & 169 AVE","R AVE R & 169 AVE","R AVE R & 169TH AVE","R AVE R & 169TH AVE"
"339",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"340",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"341",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"342",150,"COURTLAND","ST","150 COURTLAND ST","150 COURTLAND ST","150 COURTLAND ST","150 COURTLAND ST"
"343",111,"N 3","ST","111 N 3 ST","111 N 3 ST","111 N 3RD ST","111 N 3RD ST"
"344",NA,"(IO GWICAV.","ST","(IO GWICAV. ST","(IO GWICAV. ST","(IO GWICAV. ST","(IO GWICAV. ST"
"345",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"346",NA,"BKIYN","ST","BKIYN ST","BKIYN ST","BKIYN ST","BKIYN ST"
"347",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"348",NA,"W 116 & . NICHOLAS AVE.","AVE","W 116 & . NICHOLAS AVE. AVE","W 116 & . NICHOLAS AVE. AVE","W 116TH & . NICHOLAS AVE. AVE","W 116TH & . NICHOLAS AVE. AVE"
"349",NA,"L. L","ST","L. L ST","L. L ST","L. L ST","L. L ST"
"350",NA,"150 & ROBBINS AVE.","AVE","150 & ROBBINS AVE. AVE","150 & ROBBINS AVE. AVE","150TH & ROBBINS AVE. AVE","150TH & ROBBINS AVE. AVE"
"351",NA,"MO.","ST","MO. ST","MO. ST","MO. ST","MO. ST"
"352",NA,"CANADA","ST","CANADA ST","CANADA ST","CANADA ST","CANADA ST"
"353",161,"N 10","ST","161 N 10 ST","161 N 10 ST","161 N 10TH ST","161 N 10TH ST"
"354",NA,"GA.","ST","GA. ST","GA. ST","GA. ST","GA. ST"
"355",35,"45I","ST","35 45I ST","35 45I ST","35 45THI ST","35 45THI ST"
"356",NA,"WASHN & 173","ST","WASHN & 173 ST","WASHN & 173 ST","WASHN & 173RD ST","WASHN & 173RD ST"
"357",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"358",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"359",NA,"S) SUYDARAV.","ST","S) SUYDARAV. ST","S) SUYDARAV. ST","S) SUYDARAV. ST","S) SUYDARAV. ST"
"360",235,"UFFOLK","ST","235 UFFOLK ST","235 UFFOLK ST","235 UFFOLK ST","235 UFFOLK ST"
"361",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"362",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"363",NA,"PLEASANT AVE & 119","AVE","PLEASANT AVE & 119 AVE","PLEASANT AVE & 119 AVE","PLEASANT AVE & 119TH AVE","PLEASANT AVE & 119TH AVE"
"364",NA,"8 AVE & W 130","AVE","8 AVE & W 130 AVE","8 AVE & W 130 AVE","8TH AVE & W 130 AVE","8TH AVE & W 130 AVE"
"365",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"366",NA,". DENIS","ST",". DENIS ST",". DENIS ST",". DENIS ST",". DENIS ST"
"367",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"368",151,"COURTLAND","ST","151 COURTLAND ST","151 COURTLAND ST","151 COURTLAND ST","151 COURTLAND ST"
"369",175,"STANTON","ST","175 STANTON ST","175 STANTON ST","175 STANTON ST","175 STANTON ST"
"370",117,"1","ST","117 1 ST","117 1 ST","117 1ST ST","117 1ST ST"
"371",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"372",NA,"EASTERN","ST","EASTERN ST","EASTERN ST","EASTERN ST","EASTERN ST"
"373",NA,"E I.","ST","E I. ST","E I. ST","E I. ST","E I. ST"
"374",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"375",NA,"N. .L","ST","N. .L ST","N. .L ST","N. .L ST","N. .L ST"
"376",NA,"DOBBS","ST","DOBBS ST","DOBBS ST","DOBBS ST","DOBBS ST"
"377",NA,"N. J","ST","N. J ST","N. J ST","N. J ST","N. J ST"
"378",NA,"DOBBS","ST","DOBBS ST","DOBBS ST","DOBBS ST","DOBBS ST"
"379",NA,"E I.","ST","E I. ST","E I. ST","E I. ST","E I. ST"
"380",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"381",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"382",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"383",NA,"MASS","ST","MASS ST","MASS ST","MASS ST","MASS ST"
"384",NA,"MT.","ST","MT. ST","MT. ST","MT. ST","MT. ST"
"385",NA,"H. O.","ST","H. O. ST","H. O. ST","H. O. ST","H. O. ST"
"386",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"387",73,"N 1","ST","73 N 1 ST","73 N 1 ST","73 N 1ST ST","73 N 1ST ST"
"388",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"389",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"390",NA,"T.IL","ST","T.IL ST","T.IL ST","T.IL ST","T.IL ST"
"391",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"392",NA,"148 & MOR","ST","148 & MOR ST","148 & MOR ST","148TH & MOR ST","148TH & MOR ST"
"393",NA,"3 AVE & 166","AVE","3 AVE & 166 AVE","3 AVE & 166 AVE","3RD AVE & 166 AVE","3RD AVE & 166 AVE"
"394",NA,"WILLIS AVE & 147","AVE","WILLIS AVE & 147 AVE","WILLIS AVE & 147 AVE","WILLIS AVE & 147TH AVE","WILLIS AVE & 147TH AVE"
"395",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"396",NA,"BERGEN AVE & 149","AVE","BERGEN AVE & 149 AVE","BERGEN AVE & 149 AVE","BERGEN AVE & 149TH AVE","BERGEN AVE & 149TH AVE"
"397",158,"E 56","ST","158 E 56 ST","158 E 56 ST","158 E 56TH ST","158 E 56TH ST"
"398",NA,"18 WALL AND 111 BROAD,H. BKLYN","ST","18 WALL AND 111 BROAD,H. BKLYN ST","18 WALL AND 111 BROAD,H. BKLYN ST","18TH WALL AND 111 BROAD,H. BKLYN ST","18TH WALL AND 111 BROAD,H. BKLYN ST"
"399",NA,"BROOK AVE & 142","AVE","BROOK AVE & 142 AVE","BROOK AVE & 142 AVE","BROOK AVE & 142ND AVE","BROOK AVE & 142ND AVE"
"400",NA,"W 131 & TWELH AVE.","AVE","W 131 & TWELH AVE. AVE","W 131 & TWELH AVE. AVE","W 131ST & TWELH AVE. AVE","W 131ST & TWELH AVE. AVE"
"401",155,"10","ST","155 10 ST","155 10 ST","155 10TH ST","155 10TH ST"
"402",NA,"L. L","ST","L. L ST","L. L ST","L. L ST","L. L ST"
"403",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"404",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"405",NA,"HAM","ST","HAM ST","HAM ST","HAM ST","HAM ST"
"406",NA,"3 AVE & 141","AVE","3 AVE & 141 AVE","3 AVE & 141 AVE","3RD AVE & 141 AVE","3RD AVE & 141 AVE"
"407",59,"11","ST","59 11 ST","59 11 ST","59 11TH ST","59 11TH ST"
"408",NA,"COURTLAND AVE & 16 ALY","AVE","COURTLAND AVE & 16 ALY AVE","COURTLAND AVE & 16 ALY AVE","COURTLAND AVE & 16TH ALY AVE","COURTLAND AVE & 16TH ALY AVE"
"409",NA,"E 119 & LEX. AVE.","AVE","E 119 & LEX. AVE. AVE","E 119 & LEX. AVE. AVE","E 119TH & LEX. AVE. AVE","E 119TH & LEX. AVE. AVE"
"410",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"411",NA,"MOTT AVE & 150","AVE","MOTT AVE & 150 AVE","MOTT AVE & 150 AVE","MOTT AVE & 150TH AVE","MOTT AVE & 150TH AVE"
"412",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"413",NA,"N. J","ST","N. J ST","N. J ST","N. J ST","N. J ST"
"414",NA,"AVE A & E 119","AVE","AVE A & E 119 AVE","AVE A & E 119 AVE","AVE A & E 119TH AVE","AVE A & E 119TH AVE"
"415",NA,"CAL.","ST","CAL. ST","CAL. ST","CAL. ST","CAL. ST"
"416",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"417",NA,"HOFFMAN","ST","HOFFMAN ST","HOFFMAN ST","HOFFMAN ST","HOFFMAN ST"
"418",NA,"STNS","ST","STNS ST","STNS ST","STNS ST","STNS ST"
"419",NA,"PA.","ST","PA. ST","PA. ST","PA. ST","PA. ST"
"420",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"421",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"422",7,"E","ST","7 E ST","7 E ST","7 E ST","7 E ST"
"423",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"424",NA,"HAM","ST","HAM ST","HAM ST","HAM ST","HAM ST"
"425",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"426",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"427",NA,"AVE A & E 121","AVE","AVE A & E 121 AVE","AVE A & E 121 AVE","AVE A & E 121ST AVE","AVE A & E 121ST AVE"
"428",NA,"CUSTOM H.","ST","CUSTOM H. ST","CUSTOM H. ST","CUSTOM H. ST","CUSTOM H. ST"
"429",NA,"I.)N. Y. AVE.","AVE","I.)N. Y. AVE. AVE","I.)N. Y. AVE. AVE","I.)N. Y. AVE. AVE","I.)N. Y. AVE. AVE"
"430",NA,"W 155 & . NICHOLAS AVE.","AVE","W 155 & . NICHOLAS AVE. AVE","W 155 & . NICHOLAS AVE. AVE","W 155TH & . NICHOLAS AVE. AVE","W 155TH & . NICHOLAS AVE. AVE"
"431",NA,"W 155 & . NICHOLAS AVE.","AVE","W 155 & . NICHOLAS AVE. AVE","W 155 & . NICHOLAS AVE. AVE","W 155TH & . NICHOLAS AVE. AVE","W 155TH & . NICHOLAS AVE. AVE"
"432",NA,"FI.","ST","FI. ST","FI. ST","FI. ST","FI. ST"
"433",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"434",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"435",32,"(16","ST","32 (16 ST","32 (16 ST","32 (16TH ST","32 (16TH ST"
"436",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"437",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"438",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"439",NA,"CUSTOM H.","ST","CUSTOM H. ST","CUSTOM H. ST","CUSTOM H. ST","CUSTOM H. ST"
"440",NA,"BREVOORT","ST","BREVOORT ST","BREVOORT ST","BREVOORT ST","BREVOORT ST"
"441",67,"N 10","ST","67 N 10 ST","67 N 10 ST","67 N 10TH ST","67 N 10TH ST"
"442",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"443",NA,"H. O.","ST","H. O. ST","H. O. ST","H. O. ST","H. O. ST"
"444",NA,"MASS.","ST","MASS. ST","MASS. ST","MASS. ST","MASS. ST"
"445",NA,"H. BKLYN","ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST","H. BKLYN ST"
"446",NA,"149 & TILTON AVE.","AVE","149 & TILTON AVE. AVE","149 & TILTON AVE. AVE","149TH & TILTON AVE. AVE","149TH & TILTON AVE. AVE"
"447",138,"N 11","ST","138 N 11 ST","138 N 11 ST","138 N 11TH ST","138 N 11TH ST"
"448",NA,"AVE A & E 119","AVE","AVE A & E 119 AVE","AVE A & E 119 AVE","AVE A & E 119TH AVE","AVE A & E 119TH AVE"
"449",NA,"4 AVE & E 116","AVE","4 AVE & E 116 AVE","4 AVE & E 116 AVE","4TH AVE & E 116 AVE","4TH AVE & E 116 AVE"
"450",NA,"H. O.","ST","H. O. ST","H. O. ST","H. O. ST","H. O. ST"
"451",120,"3","ST","120 3 ST","120 3 ST","120 3RD ST","120 3RD ST"
"452",NA,"WASHN AVE & 170","AVE","WASHN AVE & 170 AVE","WASHN AVE & 170 AVE","WASHN AVE & 170TH AVE","WASHN AVE & 170TH AVE"
"453",NA,"HAM","ST","HAM ST","HAM ST","HAM ST","HAM ST"
