,hn_1,best_match
4171,NA,
4172,NA,
4173,NA,
4174,NA,
4175,NA,
4176,NA,
4177,NA,
4178,NA,
4179,NA,
4180,NA,
4181,NA,
4182,NA,JEWELRY AND WATCHES 266 PEARL
4183,NA,
4184,NA,
4185,NA,
4186,NA,
4187,NA,
4188,NA,
4189,NA,
4190,262,FULTON
4191,NA,
4192,NA,
4193,NA,
4194,NA,
4195,NA,
4196,56,FRANKFORT
4197,56,FRANKFORT
4198,NA,
4199,NA,
4200,NA,
4201,NA,
4202,5,NASSAU
4203,1,NASSAU
4204,NA,
4205,NA,
4206,NA,
4207,NA,
4208,NA,
4209,60,WALL
4210,NA,
4211,77,BROADWAY
4212,NA,
4213,NA,
4214,NA,
4215,62,WALL
4216,NA,
4217,NA,
4218,NA,
4219,NA,
4220,NA,
4221,NA,
4222,NA,
4223,NA,
4224,NA,
4225,NA,
4226,NA,
4227,NA,
4228,NA,
4229,NA,
4230,NA,
4231,NA,
4232,NA,
4233,NA,
4234,NA,
4235,NA,
4236,NA,
4237,13,MORRIS
4238,NA,
4239,NA,
4240,NA,
4241,NA,
4242,NA,
4243,NA,
4244,NA,
4245,NA,
4246,64,WALL
4247,NA,
4248,NA,
4249,NA,
4250,NA,
4251,NA,1SS PEARL
4252,NA,
4253,NA,
4254,NA,
4255,NA,
4256,NA,
4257,NA,
4258,NA,
4259,NA,
4260,NA,
4261,NA,
4262,NA,
4263,NA,
4264,NA,
4265,NA,
4266,NA,
4267,NA,
4268,NA,
4269,NA,
4270,NA,
4271,1,S HALL BUILDINGS FURMAN OHERTY WILLIAM
4272,NA,
4273,NA,
4274,NA,
4275,NA,
4276,NA,
4277,NA,
4278,NA,
4279,NA,
4280,NA,
4281,NA,
4282,NA,
4283,NA,
4284,62,MAIDEN LN R
4285,NA,
4286,NA,
4287,NA,
4288,NA,
4289,NA,
4290,NA,
4291,NA,
4292,NA,
4293,NA,
4294,NA,
4295,NA,
4296,NA,
4297,NA,
4298,NA,
4299,NA,
4300,NA,
4301,NA,
4302,NA,
4303,NA,
4304,NA,
4305,NA,
4306,NA,
4307,NA,
4308,NA,
4309,NA,
4310,NA,
4311,NA,
4312,NA,
4313,NA,
4314,NA,
4315,NA,
4316,NA,
4317,NA,
4318,NA,
4319,NA,
4320,NA,
4321,NA,
4322,NA,
4323,NA,
4324,NA,
4325,NA,
4326,NA,
4327,NA,
4328,NA,
4329,NA,
4330,NA,T
4331,NA,
4332,162,164
4333,NA,
4334,NA,
4335,NA,
4336,NA,
4337,NA,
4338,NA,
4339,NA,
4340,NA,
4341,NA,
4342,NA,
4343,NA,
4344,NA,
4345,NA,
4346,NA,
4347,NA,
4348,NA,
4349,NA,
4350,NA,
4351,NA,
4352,NA,
4353,NA,ATLANTIC MARKET
4354,NA,
4355,NA,
4356,NA,
4357,NA,
4358,NA,
4359,NA,
4360,120,WILLIAM
4361,NA,
4362,NA,
4363,NA,
4364,NA,
4365,NA,
4366,NA,
4367,NA,
4368,NA,
4369,NA,
4370,NA,
4371,NA,
4372,NA,
4373,NA,
4374,NA,
4375,NA,
4376,NA,
4377,NA,
4378,NA,
4379,NA,
4380,NA,
4381,NA,
4382,NA,
4383,NA,
4384,NA,
4385,NA,
4386,NA,
4387,NA,
4388,NA,
4389,NA,
4390,NA,
4391,NA,
4392,NA,
4393,NA,
4394,NA,
4395,NA,
4396,NA,
4397,NA,
4398,NA,
4399,NA,
4400,NA,
4401,NA,
4402,NA,
4403,NA,
4404,NA,
4405,NA,
4406,NA,
4407,NA,
4408,NA,
4409,NA,
4410,NA,
4411,NA,
4412,NA,
4413,NA,
4414,NA,
4415,NA,
4416,129,FULTON
4417,NA,
4418,70,CEDAR
4419,NA,
4420,NA,
4421,NA,
4422,NA,
4423,NA,
4424,NA,
4425,NA,
4426,NA,
4427,NA,
4428,NA,
4429,NA,
4430,NA,
4431,NA,LAFAYETTE
4432,NA,
4433,NA,
4434,67,FULTON
4435,NA,
4436,NA,
4437,NA,PACIFIC
4438,NA,
4439,NA,
4440,NA,
4441,NA,
4442,NA,
4443,NA,
4444,NA,
4445,NA,HAMILTON AVE AND THE FERRY
4446,NA,
4447,NA,
4448,NA,
4449,NA,
4450,NA,
4451,NA,
4452,NA,
4453,NA,
4454,NA,
4455,4,CORTLANDT
4456,NA,
4457,NA,
4458,NA,
4459,NA,
4460,NA,
4461,NA,
4462,NA,
4463,NA,
4464,NA,
4465,NA,
4466,NA,
4467,NA,
4468,NA,
4469,NA,
4470,NA,
4471,NA,
4472,NA,
4473,NA,
4474,NA,
4475,NA,
4476,NA,
4477,NA,
4478,NA,
4479,172,YORK HOYLE SAMUEL
4480,NA,
4481,NA,
4482,NA,
4483,NA,
4484,NA,ATLANTIC AND HENRY CRAKE JOHN J
4485,NA,MER
4486,NA,
4487,NA,
4488,NA,
4489,NA,FULTON MARKET
4490,NA,
4491,NA,
4492,45,BROADWAY
4493,NA,S3 WALL
4494,NA,
4495,NA,
4496,NA,
4497,NA,
4498,NA,
4499,NA,E UPHOLSTERER AND 154 ATLANTIC
4500,NA,
4501,NA,
4502,NA,
4503,NA,
4504,NA,
4505,NA,
4506,NA,
4507,NA,
4508,NA,
4509,NA,
4510,NA,
4511,NA,
4512,NA,
4513,NA,
4514,445,WATER
4515,NA,
4516,NA,
4517,NA,
4518,NA,
4519,NA,
4520,NA,
4521,NA,
4522,NA,
4523,NA,
4524,NA,
4525,NA,
4526,NA,
4527,NA,
4528,NA,
4529,NA,PLYMOUTH AND CATHERINE FERRY
4530,NA,
4531,NA,
4532,NA,
4533,170,HENRY
4534,71,BROADWAY
4535,NA,
4536,NA,
4537,NA,
4538,NA,
4539,NA,
4540,NA,
4541,NA,
4542,NA,
4543,NA,
4544,50,ATLANTIC
4545,NA,
4546,NA,
4547,NA,
4548,NA,
4549,NA,
4550,NA,
4551,NA,
4552,NA,
4553,NA,
4554,NA,
4555,NA,
4556,NA,
4557,NA,
4558,NA,
4559,NA,
4560,NA,
4561,NA,
4562,NA,
4563,NA,
4564,NA,
4565,NA,
4566,12,JAY RUFFEY OWEN
4567,NA,
4568,NA,
4569,NA,
4570,NA,
4571,NA,
4572,NA,
4573,NA,
4574,NA,
4575,NA,
4576,NA,
4577,NA,
4578,NA,
4579,NA,
4580,NA,
4581,NA,
4582,NA,
4583,NA,
4584,NA,
4585,NA,
4586,NA,
4587,NA,
4588,NA,
4589,NA,
4590,NA,
4591,NA,
4592,NA,
4593,NA,
4594,NA,
4595,NA,
4596,NA,
4597,NA,
4598,NA,
4599,NA,CLOTH MER 32 MAIDEN LN
4600,NA,
4601,NA,
4602,167,HENRY RUNHAM ELIZA
4603,NA,
4604,NA,
4605,NA,
4606,NA,
4607,NA,
4608,NA,
4609,NA,
4610,NA,
4611,NA,
4612,NA,
4613,70,BRG
4614,NA,
4615,NA,
4616,NA,
4617,NA,
4618,NA,
4619,NA,
4620,NA,
4621,NA,
4622,NA,
4623,NA,
4624,NA,
4625,NA,
4626,NA,
4627,NA,
4628,NA,
4629,NA,
4630,NA,
4631,NA,
4632,NA,
4633,NA,
4634,NA,
4635,NA,
4636,NA,
4637,NA,
4638,NA,
4639,NA,
4640,NA,
4641,NA,
4642,NA,
4643,NA,
4644,NA,
4645,NA,
4646,NA,
4647,NA,
4648,78,BROAD
4649,78,BROAD
4650,NA,
4651,NA,
4652,NA,
4653,NA,
4654,NA,FREEMANS BUILDINGS 291 FULTON
4655,NA,
4656,229,PEARL
4657,NA,
4658,NA,
4659,NA,
4660,NA,
4661,NA,
4662,NA,
4663,NA,
4664,NA,
4665,19,DEAN
4666,NA,
4667,NA,
4668,NA,
4669,2,LIVINGSTON
4670,NA,DWIGHT WM RMER 2 LIBERTY
4671,NA,1 DUTCH REFORMED CHURCH
4672,NA,
4673,NA,
4674,NA,
4675,NA,
4676,NA,
4677,NA,
4678,NA,
4679,NA,
4680,NA,
4681,NA,
4682,NA,
4683,NA,
4684,NA,
4685,NA,
4686,27,WALL
4687,NA,
4688,NA,
4689,169,FULTON
4690,NA,CT AND BERGEN
4691,NA,
4692,NA,
4693,NA,
4694,83,HICKS
4695,NA,
4696,NA,
4697,NA,
4698,NA,
4699,NA,
4700,NA,
4701,NA,
4702,NA,
4703,NA,
4704,NA,MAIN AND YORK AND 138 FULTON
4705,NA,
4706,NA,
4707,NA,
4708,NA,
4709,NA,
4710,NA,
4711,170,WILLIAM
4712,NA,
4713,NA,
4714,NA,
4715,NA,
4716,NA,
4717,NA,
4718,NA,
4719,89,ANN
4720,NA,
4721,NA,
4722,NA,
4723,NA,
4724,NA,WILLOUGHBY
4725,NA,
4726,NA,
4727,NA,
4728,NA,
4729,29,MERCHANTS
4730,113,FRONT
4731,NA,
4732,17,FULTON
4733,NA,
4734,NA,
4735,NA,
4736,NA,
4737,NA,
4738,NA,
4739,NA,
4740,NA,
4741,NA,
4742,NA,
4743,NA,
4744,NA,27 AND 5 AVE
4745,NA,
4746,NA,
4747,NA,
4748,NA,
4749,NA,
4750,NA,
4751,NA,
4752,NA,DUFFIELD AND JOHNSON
4753,NA,
4754,NA,
4755,NA,
4756,NA,
4757,NA,
4758,NA,
4759,NA,
4760,NA,
4761,NA,
4762,NA,
4763,NA,
4764,NA,
4765,NA,
4766,NA,
4767,NA,
4768,NA,
4769,NA,
4770,NA,
4771,NA,
4772,NA,
4773,NA,
4774,NA,
4775,NA,
4776,NA,
4777,NA,
4778,NA,
4779,9,HICKS 42 HENRY E SLING HENRY
4780,NA,
4781,NA,
4782,NA,
4783,NA,
4784,NA,
4785,NA,
4786,NA,
4787,NA,
4788,NA,
4789,NA,
4790,NA,
4791,NA,
4792,NA,
4793,NA,
4794,1,FRONT
4795,NA,
4796,NA,
4797,NA,
4798,NA,
4799,NA,
4800,NA,
4801,NA,
4802,NA,
4803,43,FULTON
4804,NA,
4805,NA,
4806,37,WILLIAM
4807,NA,HIGH AND GOLD
4808,NA,
4809,NA,
4810,57,SOUTH
4811,57,SOUTH
4812,NA,
4813,NA,
4814,52,WILLIAM
4815,11,CEDAR
4816,91,TILLARY FLY JOHN
4817,7,
4818,NA,
4819,NA,
4820,146,FRONT
4821,NA,
4822,NA,
4823,NA,
4824,NA,
4825,NA,
4826,NA,
4827,NA,MYRTLE AVE AND CARLTON AVE LTNMENS JOHN
4828,NA,
4829,NA,
4830,NA,
4831,NA,
4832,NA,
4833,NA,
4834,NA,PLYMOUTH AND ADAMS
4835,NA,
4836,NA,
4837,NA,
4838,NA,
4839,13,SOUTH WILLIAM
4840,NA,
4841,NA,
4842,NA,
4843,NA,
4844,NA,
4845,NA,
4846,NA,
4847,NA,
4848,NA,
4849,NA,
4850,NA,
4851,NA,
4852,NA,
4853,NA,
4854,NA,
4855,NA,
4856,NA,
4857,NA,
4858,NA,
4859,NA,PREPARED CHALK MNUFA R 50 FULTON
4860,NA,
4861,NA,
4862,NA,
4863,NA,
4864,NA,
4865,NA,
4866,NA,
4867,NA,
4868,NA,
4869,NA,
4870,NA,
4871,NA,
4872,NA,
4873,NA,
4874,NA,
4875,NA,
4876,NA,
4877,86,FRONT
4878,NA,
4879,NA,
4880,NA,
4881,NA,
4882,NA,
4883,113,WALL
4884,NA,
4885,NA,
4886,NA,
4887,NA,
4888,NA,
4889,NA,
4890,1,28 ATLANTIC
4891,NA,
4892,NA,
4893,NA,
4894,104,FULTON
4895,36,GOLD
4896,NA,
4897,NA,
4898,NA,LEATHER MERCHANT32FERRY
4899,NA,HAMILTON AVE AND DOCK
4900,NA,
4901,3,CEDAR
4902,NA,
4903,NA,
4904,NA,
4905,55,BROAD
4906,NA,
4907,NA,
4908,NA,
4909,40,NEW
4910,NA,
4911,NA,
4912,NA,
4913,NA,HENRY
4914,NA,
4915,NA,
4916,NA,
4917,NA,
4918,NA,
4919,NA,
4920,63,ATLANTIC
4921,NA,
4922,NA,
4923,NA,
4924,NA,
4925,NA,
4926,NA,
4927,NA,
4928,NA,
4929,NA,
4930,NA,
4931,NA,
4932,NA,
4933,NA,
4934,NA,1 UNITARIAN CHURCH 70 PACIFIC
4935,NA,
4936,NA,
4937,NA,
4938,NA,
4939,NA,
4940,NA,
4941,NA,
4942,NA,
4943,NA,
4944,NA,
4945,NA,
4946,NA,
4947,NA,
4948,NA,
4949,NA,
4950,NA,
4951,NA,
4952,NA,
4953,NA,
4954,NA,
4955,92,SOUTH
4956,NA,
4957,31,FULTON
4958,NA,
4959,NA,
4960,NA,
4961,NA,
4962,NA,
4963,NA,
4964,NA,
4965,NA,
4966,NA,
4967,NA,
4968,NA,MYRTLE AVE AND CANTON KARTELL ELIZABETH
4969,NA,
4970,NA,
4971,NA,
4972,NA,
4973,NA,
4974,NA,
4975,NA,
4976,NA,
4977,NA,
4978,NA,
4979,NA,
4980,NA,
4981,NA,
4982,NA,
4983,NA,
4984,NA,
4985,NA,
4986,NA,
4987,NA,
4988,NA,
4989,NA,
4990,NA,
4991,NA,
4992,NA,
4993,NA,
4994,NA,
4995,NA,
4996,NA,
4997,NA,
4998,14,ATLANTIC KARTELL PATRICK
4999,NA,
5000,NA,
5001,NA,
5002,NA,
5003,NA,
5004,NA,
5005,NA,
5006,NA,
5007,NA,
5008,NA,
5009,NA,
5010,NA,
5011,NA,
5012,NA,
5013,NA,
5014,NA,
5015,NA,
5016,NA,
5017,NA,
5018,NA,
5019,NA,
5020,NA,
5021,NA,
5022,NA,
5023,NA,
5024,NA,
5025,NA,
5026,NA,
5027,NA,
5028,NA,
5029,NA,
5030,NA,
5031,NA,
5032,145,WATER
5033,NA,
5034,NA,
5035,NA,CHARLES M
5036,NA,
5037,NA,
5038,NA,
5039,NA,
5040,NA,
5041,74,WALL
5042,NA,
5043,NA,
5044,NA,
5045,NA,
5046,NA,
5047,NA,
5048,NA,
5049,NA,
5050,NA,
5051,67,BEEKMAN
5052,29,JOHN
5053,NA,
5054,NA,
5055,NA,
5056,NA,
5057,NA,
5058,NA,
5059,NA,
5060,NA,
5061,NA,
5062,NA,
5063,NA,
5064,NA,
5065,NA,
5066,NA,
5067,NA,
5068,NA,
5069,NA,
5070,NA,
5071,NA,
5072,NA,
5073,NA,
5074,NA,
5075,NA,
5076,NA,
5077,NA,
5078,NA,
5079,NA,
5080,NA,
5081,NA,
5082,NA,UNION MARKET TILLARY AND FULTON
5083,NA,
5084,179,PROSPECT T ERRIS CHRISTOPHER66 FRONT PROSPECT T ERRIS CHRISTOPHER
5085,NA,
5086,NA,
5087,NA,
5088,NA,
5089,NA,
5090,NA,
5091,NA,
5092,131,WILLIAM
5093,NA,
5094,NA,
5095,NA,3D AVE GOWANUS
5096,NA,
5097,NA,
5098,NA,
5099,NA,
5100,167,ATLANTIC
5101,NA,
5102,12,PINE
5103,NA,
5104,NA,
5105,NA,
5106,NA,
5107,NA,
5108,NA,
5109,NA,
5110,NA,
5111,NA,
5112,252,FULTON
5113,NA,
5114,NA,
5115,NA,
5116,90,LAWREUCE J INN JOHN
5117,NA,
5118,NA,
5119,NA,
5120,NA,
5121,NA,
5122,NA,
5123,NA,
5124,NA,
5125,NA,
5126,NA,
5127,44,JAMES
5128,NA,
5129,NA,FRANKLIN SQ
5130,NA,
5131,NA,
5132,11,SOUTH
5133,11,SOUTH
5134,NA,
5135,NA,
5136,16,WATER
5137,NA,
5138,NA,
5139,NA,
5140,NA,
5141,NA,
5142,NA,
5143,NA,
5144,NA,
5145,NA,
5146,NA,
5147,NA,
5148,NA,
5149,NA,
5150,NA,
5151,NA,
5152,NA,
5153,NA,
5154,NA,SCHER
5155,NA,
5156,NA,BRG
5157,NA,3D AVE GOWANUS
5158,NA,
5159,137,BROADWAY
5160,NA,
5161,NA,
5162,NA,
5163,NA,
5164,NA,
5165,NA,
5166,NA,
5167,NA,
5168,NA,
5169,NA,
5170,NA,
5171,NA,
5172,NA,
5173,NA,
5174,NA,
5175,NA,
5176,NA,
5177,NA,
5178,NA,
5179,NA,
5180,NA,
5181,NA,
5182,NA,
5183,NA,
5184,NA,
5185,NA,
5186,NA,
5187,NA,
5188,NA,
5189,NA,
5190,NA,
5191,NA,
5192,NA,
5193,NA,
5194,NA,
5195,NA,
5196,NA,
5197,NA,
5198,NA,
5199,NA,
5200,NA,
5201,NA,
5202,NA,
5203,NA,
5204,NA,
5205,NA,
5206,NA,
5207,NA,
5208,NA,
5209,NA,
5210,NA,
5211,NA,
5212,NA,
5213,NA,
5214,NA,
5215,NA,
5216,NA,
5217,NA,
5218,NA,
5219,NA,
5220,NA,
5221,NA,
5222,NA,
5223,NA,
5224,NA,
5225,NA,
5226,NA,
5227,NA,
5228,NA,
5229,NA,
5230,NA,
5231,NA,
5232,NA,
5233,NA,
5234,NA,
5235,NA,
5236,NA,
5237,NA,
5238,NA,
5239,NA,
5240,NA,
5241,NA,
5242,NA,
5243,NA,
5244,NA,
5245,63,ATLANTIC
5246,NA,
5247,NA,
5248,NA,
5249,NA,
5250,NA,
5251,NA,
5252,NA,
5253,NA,
5254,NA,
5255,NA,
5256,NA,
5257,NA,
5258,27,ATLANTIC
5259,NA,
5260,NA,
5261,NA,
5262,NA,
5263,NA,
5264,NA,MATTHEW
5265,NA,
5266,NA,
5267,NA,
5268,NA,
5269,NA,
5270,NA,
5271,NA,
5272,NA,
5273,NA,
5274,NA,
5275,NA,
5276,NA,
5277,NA,
5278,NA,
5279,NA,
5280,NA,
5281,NA,
5282,NA,
5283,162,PEARL
5284,NA,
5285,NA,
5286,NA,
5287,82,BROAD
5288,NA,
5289,NA,
5290,NA,
5291,103,WALL
5292,NA,
5293,NA,
5294,NA,
5295,NA,
5296,NA,
5297,NA,
5298,NA,
5299,NA,
5300,NA,
5301,NA,
5302,NA,
5303,NA,
5304,NA,
5305,NA,
5306,NA,
5307,NA,
5308,NA,
5309,NA,
5310,NA,
5311,NA,
5312,NA,
5313,NA,
5314,NA,
5315,NA,
5316,NA,
5317,NA,
5318,NA,
5319,43,MYRTLE AVE
5320,NA,
5321,NA,
5322,NA,
5323,NA,
5324,NA,
5325,NA,
5326,NA,
5327,234,PEARL
5328,NA,
5329,NA,
5330,NA,PROSPECT HL
5331,NA,
5332,NA,
5333,NA,
5334,96,MAIN
5335,NA,
5336,NA,
5337,NA,
5338,NA,
5339,NA,
5340,NA,
5341,NA,
5342,NA,
5343,NA,
5344,NA,
5345,NA,
5346,NA,
5347,NA,
5348,NA,
5349,NA,DAILY ADVERTISER 35 FULTON
5350,NA,
5351,NA,
5352,NA,
5353,89,FULTON
5354,NA,
5355,NA,
5356,NA,
5357,NA,JOHN AND JAY
5358,NA,
5359,NA,
5360,NA,
5361,50,WATER
5362,NA,
5363,NA,
5364,NA,
5365,NA,
5366,NA,
5367,NA,
5368,NA,
5369,NA,
5370,NA,
5371,NA,
5372,NA,
5373,59,BROAD
5374,NA,
5375,NA,
5376,NA,
5377,NA,
5378,NA,
5379,NA,
5380,NA,
5381,NA,
5382,NA,
5383,NA,
5384,NA,
5385,NA,
5386,NA,
5387,21,BEAVER
5388,NA,DOUGHTY AND EVERETT
5389,NA,
5390,NA,
5391,NA,
5392,NA,
5393,NA,
5394,NA,
5395,NA,
5396,NA,
5397,NA,
5398,NA,
5399,NA,
5400,NA,
5401,NA,
5402,NA,
5403,NA,
5404,NA,
5405,NA,
5406,NA,
5407,63,FULTON AND WATER
5408,NA,
5409,NA,
5410,NA,
5411,NA,
5412,NA,
5413,NA,
5414,NA,
5415,NA,
5416,NA,
5417,NA,
5418,NA,
5419,NA,
5420,NA,
5421,NA,
5422,NA,
5423,NA,
5424,NA,
5425,NA,
5426,NA,
5427,NA,
5428,NA,
5429,NA,
5430,NA,
5431,151,NASSAU
5432,NA,
5433,NA,
5434,NA,
5435,NA,
5436,NA,
5437,NA,
5438,NA,
5439,NA,
5440,NA,
5441,NA,
5442,NA,
5443,NA,
5444,NA,
5445,NA,3D AVE AND 19
5446,NA,
5447,96,MYRTLE AVE
5448,NA,
5449,NA,
5450,NA,
5451,NA,
5452,NA,ISO SOUTH
5453,NA,FEED STORE 21 FULTON
5454,NA,FEED STORE 21 FULTON
5455,NA,
5456,NA,
5457,NA,
5458,NA,
5459,NA,
5460,NA,
5461,NA,
5462,NA,
5463,NA,
5464,NA,
5465,NA,
5466,NA,
5467,NA,
5468,NA,
5469,NA,PORTRAIT PAINTER 141 FULTON
5470,NA,ROBERT
5471,56,MYRTLE AVE
5472,NA,
5473,NA,
5474,NA,
5475,33,LIBERTY
5476,74,MAIN
5477,NA,
5478,NA,SON PROPRIETOR
5479,NA,
5480,NA,SMITH AND PACIFIC
5481,NA,
5482,270,ADAMS
5483,NA,
5484,NA,
5485,NA,
5486,NA,
5487,NA,
5488,NA,
5489,NA,
5490,NA,
5491,NA,
5492,NA,
5493,NA,
5494,NA,
5495,NA,
5496,NA,
5497,NA,
5498,NA,
5499,NA,
5500,NA,
5501,NA,
5502,NA,
5503,NA,
5504,NA,
5505,NA,
5506,NA,
5507,NA,
5508,NA,
5509,NA,
5510,NA,
5511,NA,
5512,NA,
5513,NA,3S JOHN
5514,NA,
5515,NA,
5516,73,NASSAU
5517,NA,
5518,NA,
5519,NA,
5520,NA,
5521,NA,ATLANTIC DOCK
5522,NA,
5523,NA,
5524,NA,
5525,NA,
5526,NA,
5527,NA,
5528,NA,
5529,NA,
5530,NA,
5531,NA,
5532,NA,
5533,NA,
5534,NA,
5535,NA,
5536,NA,
5537,NA,
5538,NA,
5539,NA,
5540,NA,
5541,NA,
5542,NA,
5543,NA,
5544,NA,
5545,NA,
5546,NA,
5547,NA,
5548,NA,
5549,NA,
5550,NA,
5551,NA,
5552,NA,
5553,NA,
5554,NA,
5555,NA,
5556,NA,
5557,NA,
5558,NA,
5559,NA,
5560,NA,
5561,NA,
5562,NA,
5563,NA,
5564,NA,
5565,NA,
5566,NA,
5567,NA,
5568,NA,
5569,NA,
5570,NA,
5571,99,GOLD
5572,NA,
5573,NA,
5574,NA,
5575,40,FULTON
5576,NA,
5577,NA,
5578,NA,
5579,NA,
5580,NA,
5581,NA,
5582,NA,
5583,NA,
5584,NA,
5585,NA,
5586,NA,
5587,NA,
5588,NA,
5589,NA,
5590,NA,
5591,NA,
5592,NA,
5593,NA,
5594,NA,
5595,NA,
5596,270,ATLANTIC
5597,NA,
5598,NA,
5599,NA,
5600,2,BARCLAY
5601,NA,
5602,NA,
5603,NA,
5604,NA,
5605,NA,
5606,NA,
5607,22,CLINTON
5608,2,MONTAGUE HALL CT
5609,NA,
5610,NA,
5611,NA,
5612,NA,
5613,NA,
5614,NA,
5615,NA,
5616,NA,
5617,NA,
5618,NA,
5619,NA,
5620,NA,
5621,NA,
5622,NA,
5623,NA,
5624,NA,
5625,NA,
5626,NA,
5627,NA,
5628,NA,
5629,NA,
5630,171,BROADWAY
5631,NA,
5632,NA,
5633,NA,
5634,70,YORK
5635,NA,
5636,120,MAIDEN LN
5637,NA,
5638,NA,
5639,NA,
5640,NA,
5641,NA,
5642,NA,
5643,NA,
5644,NA,
5645,NA,
5646,NA,
5647,NA,
5648,NA,
5649,NA,
5650,NA,
5651,NA,
5652,NA,
5653,NA,
5654,NA,
5655,NA,
5656,NA,
5657,NA,
5658,NA,
5659,195,WILLOW WARE AND
5660,NA,
5661,NA,
5662,NA,
5663,NA,
5664,NA,
5665,NA,
5666,NA,
5667,NA,
5668,7,FRONT
5669,NA,
5670,NA,
5671,NA,
5672,NA,
5673,NA,
5674,NA,
5675,NA,
5676,NA,
5677,NA,
5678,NA,
5679,NA,
5680,37,PEARL
5681,NA,
5682,NA,FU LTON MARKET
5683,NA,
5684,NA,
5685,NA,
5686,NA,1G6 JAY
5687,NA,
5688,NA,
5689,NA,
5690,NA,
5691,NA,
5692,NA,
5693,77,PEARL
5694,NA,
5695,NA,
5696,NA,
5697,NA,
5698,NA,
5699,NA,
5700,NA,
5701,NA,
5702,NA,
5703,NA,
5704,NA,
5705,22,ANN
5706,NA,
5707,NA,
5708,NA,
5709,NA,
5710,NA,
5711,215,PEARL
5712,60,PEARL
5713,NA,
5714,59,ATLANTIC
5715,NA,
5716,NA,COLUMBIA
5717,NA,
5718,NA,
5719,NA,
5720,NA,
5721,NA,
5722,NA,
5723,NA,
5724,NA,WIDOW BOARDINGHOUSE 111 JAY DERSLEEVE JAMES LETTER CARRIER 48 TILLARY AND ADAMS CILDERSLEEVE MARGARET
5725,NA,
5726,NA,
5727,NA,
5728,NA,
5729,NA,
5730,NA,
5731,NA,
5732,NA,
5733,NA,
5734,NA,
5735,NA,
5736,NA,
5737,NA,
5738,NA,
5739,NA,
5740,NA,
5741,NA,
5742,NA,
5743,NA,
5744,NA,
5745,NA,
5746,NA,
5747,NA,
5748,NA,
5749,NA,ADAMS AND NASSAU
5750,NA,
5751,NA,
5752,NA,
5753,NA,
5754,NA,
5755,NA,
5756,NA,
5757,NA,
5758,NA,29S PEARL
5759,NA,
5760,NA,
5761,NA,
5762,NA,
5763,NA,
5764,NA,
5765,NA,
5766,NA,
5767,NA,
5768,72,GOLD
5769,72,GOLD
5770,NA,
5771,NA,
5772,NA,
5773,NA,
5774,NA,
5775,NA,
5776,NA,
5777,NA,HITKS AND ATLANTIC
5778,NA,
5779,NA,
5780,NA,
5781,NA,
5782,NA,
5783,NA,
5784,29,DEPEYSTER
5785,NA,
5786,29,DEPEYSTER
5787,NA,
5788,NA,
5789,NA,
5790,NA,
5791,NA,
5792,NA,
5793,NA,
5794,NA,
5795,NA,
5796,NA,
5797,NA,
5798,NA,
5799,NA,
5800,NA,
5801,NA,
5802,NA,
5803,NA,
5804,NA,
5805,NA,
5806,NA,WILLOWN PACIFIC
5807,NA,
5808,NA,
5809,NA,
5810,NA,
5811,NA,
5812,NA,
5813,17,PLATT
5814,35,WALL
5815,NA,
5816,NA,
5817,NA,
5818,94,WASHINGTON
5819,NA,
5820,19,WALL
5821,12,ANN
5822,NA,
5823,NA,
5824,NA,
5825,NA,
5826,NA,
5827,NA,
5828,NA,
5829,5,WALL
5830,NA,
5831,NA,
5832,NA,
5833,1,NEW
5834,7,CEDAR
5835,NA,
5836,NA,
5837,NA,
5838,NA,14WATER
5839,NA,
5840,166,TEA COFFEE AND
5841,NA,
5842,NA,
5843,NA,
5844,NA,
5845,NA,
5846,NA,
5847,NA,
5848,NA,
5849,NA,
5850,NA,
5851,NA,
5852,NA,
5853,NA,
5854,NA,
5855,NA,
5856,NA,
5857,NA,
5858,NA,
5859,NA,
5860,23,MAIDEN LN
5861,NA,
5862,178,ATLANTIC 24
5863,NA,
5864,NA,
5865,NA,
5866,NA,
5867,NA,
5868,NA,
5869,NA,
5870,NA,
5871,153,SOUTH
5872,NA,
5873,NA,
5874,NA,
5875,NA,
5876,NA,
5877,NA,
5878,NA,
5879,NA,
5880,NA,
5881,NA,
5882,NA,
5883,NA,
5884,NA,
5885,NA,TIN AND SHEET IRON WORKER 86 EAST BROADWAY
5886,NA,
5887,NA,
5888,NA,
5889,NA,
5890,NA,
5891,NA,
5892,NA,
5893,NA,
5894,NA,
5895,NA,
5896,NA,
5897,NA,
5898,NA,
5899,NA,
5900,80,PINE
5901,NA,
5902,NA,
5903,NA,
5904,NA,MONTAGUE HALL
5905,NA,
5906,NA,
5907,10,FULTON
5908,84,CEDAR R
5909,64,ADAMS
5910,66,JOHN
5911,NA,
5912,NA,
5913,NA,
5914,NA,
5915,NA,
5916,NA,
5917,NA,
5918,NA,
5919,NA,
5920,NA,
5921,NA,
5922,NA,
5923,NA,
5924,NA,
5925,NA,
5926,23,BEAVER
5927,NA,
5928,NA,
5929,NA,
5930,NA,
5931,NA,
5932,NA,
5933,NA,
5934,NA,
5935,NA,
5936,NA,
5937,NA,
5938,NA,
5939,NA,
5940,NA,FRONT AND ADAMS
5941,NA,
5942,NA,
5943,NA,
5944,NA,
5945,NA,
5946,NA,
