"","hn_1","best_match","street_type","base_function","suffix_true","both_true"
"2022",NA,"GRAHAM AND MYRTLE AVE","AVE","GRAHAM AND MYRTLE AVE","GRAHAM AND MYRTLE AVE","GRAHAM AND MYRTLE AVE"
"2023",NA,"","ST",NA,NA,NA
"2024",NA,"","ST",NA,NA,NA
"2025",NA,"","ST",NA,NA,NA
"2026",NA,"","ST",NA,NA,NA
"2027",NA,"S SEAMEN FRIENDS SOCIETY 82 WALL","ST","S SEAMEN FRIENDS SOCIETY 82 WALL ST","S SEAMEN FRIENDS SOCIETY 82ND WALL ST","S SEAMEN FRIENDS SOCIETY 82ND WALL ST"
"2028",NA,"","ST",NA,NA,NA
"2029",NA,"","ST",NA,NA,NA
"2030",NA,"WATER","ST","WATER ST","WATER ST","WATER ST"
"2031",NA,"","ST",NA,NA,NA
"2032",NA,"","ST",NA,NA,NA
"2033",NA,"","ST",NA,NA,NA
"2034",NA,"","ST",NA,NA,NA
"2035",NA,"","ST",NA,NA,NA
"2036",NA,"","ST",NA,NA,NA
"2037",NA,"","ST",NA,NA,NA
"2038",NA,"","ST",NA,NA,NA
"2039",NA,"","ST",NA,NA,NA
"2040",NA,"","ST",NA,NA,NA
"2041",132,"ATLANTIC","ST","132 ATLANTIC ST","132 ATLANTIC ST","132 ATLANTIC ST"
"2042",NA,"","ST",NA,NA,NA
"2043",NA,"","ST",NA,NA,NA
"2044",NA,"","ST",NA,NA,NA
"2045",NA,"","ST",NA,NA,NA
"2046",NA,"","ST",NA,NA,NA
"2047",NA,"","ST",NA,NA,NA
"2048",NA,"","ST",NA,NA,NA
"2049",NA,"","ST",NA,NA,NA
"2050",NA,"","ST",NA,NA,NA
"2051",NA,"","ST",NA,NA,NA
"2052",NA,"","ST",NA,NA,NA
"2053",NA,"","ST",NA,NA,NA
"2054",NA,"","ST",NA,NA,NA
"2055",NA,"","ST",NA,NA,NA
"2056",NA,"","ST",NA,NA,NA
"2057",NA,"","ST",NA,NA,NA
"2058",NA,"","ST",NA,NA,NA
"2059",NA,"","ST",NA,NA,NA
"2060",NA,"","ST",NA,NA,NA
"2061",NA,"","ST",NA,NA,NA
"2062",NA,"","ST",NA,NA,NA
"2063",NA,"","ST",NA,NA,NA
"2064",31,"LIBERTY","ST","31 LIBERTY ST","31 LIBERTY ST","31 LIBERTY ST"
"2065",NA,"","ST",NA,NA,NA
"2066",NA,"","ST",NA,NA,NA
"2067",NA,"","ST",NA,NA,NA
"2068",NA,"","ST",NA,NA,NA
"2069",NA,"","ST",NA,NA,NA
"2070",NA,"","ST",NA,NA,NA
"2071",4,"STANTON","ST","4 STANTON ST","4 STANTON ST","4 STANTON ST"
"2072",NA,"","ST",NA,NA,NA
"2073",NA,"","ST",NA,NA,NA
"2074",NA,"","ST",NA,NA,NA
"2075",NA,"","ST",NA,NA,NA
"2076",NA,"","ST",NA,NA,NA
"2077",NA,"","ST",NA,NA,NA
"2078",NA,"","ST",NA,NA,NA
"2079",44,"NASSAU","ST","44 NASSAU ST","44 NASSAU ST","44 NASSAU ST"
"2080",NA,"","ST",NA,NA,NA
"2081",62,"LIBERTY","ST","62 LIBERTY ST","62 LIBERTY ST","62 LIBERTY ST"
"2082",NA,"","ST",NA,NA,NA
"2083",NA,"","ST",NA,NA,NA
"2084",NA,"","ST",NA,NA,NA
"2085",99,"PIERRE","PIER","99 PIERRE PIER","99 PIERRE PIER","99 PIERRE PIER"
"2086",NA,"","ST",NA,NA,NA
"2087",NA,"","ST",NA,NA,NA
"2088",370,"ATLANTIC","ST","370 ATLANTIC ST","370 ATLANTIC ST","370 ATLANTIC ST"
"2089",9,"NASSAU","ST","9 NASSAU ST","9 NASSAU ST","9 NASSAU ST"
"2090",NA,"","ST",NA,NA,NA
"2091",14,"ATLANTIC","ST","14 ATLANTIC ST","14 ATLANTIC ST","14 ATLANTIC ST"
"2092",NA,"FULTON MARKET","ST","FULTON MARKET ST","FULTON MARKET ST","FULTON MARKET ST"
"2093",NA,"ATLANTIC AND HICKS","ST","ATLANTIC AND HICKS ST","ATLANTIC AND HICKS ST","ATLANTIC AND HICKS ST"
"2094",NA,"","ST",NA,NA,NA
"2095",NA,"","ST",NA,NA,NA
"2096",NA,"","ST",NA,NA,NA
"2097",NA,"","ST",NA,NA,NA
"2098",NA,"","ST",NA,NA,NA
"2099",NA,"","ST",NA,NA,NA
"2100",NA,"","ST",NA,NA,NA
"2101",NA,"","ST",NA,NA,NA
"2102",NA,"","ST",NA,NA,NA
"2103",NA,"","ST",NA,NA,NA
"2104",NA,"","ST",NA,NA,NA
"2105",NA,"","ST",NA,NA,NA
"2106",NA,"","ST",NA,NA,NA
"2107",NA,"","ST",NA,NA,NA
"2108",NA,"","ST",NA,NA,NA
"2109",NA,"","ST",NA,NA,NA
"2110",NA,"","ST",NA,NA,NA
"2111",NA,"","ST",NA,NA,NA
"2112",NA,"","ST",NA,NA,NA
"2113",NA,"","ST",NA,NA,NA
"2114",83,"WASHINGTON","ST","83 WASHINGTON ST","83 WASHINGTON ST","83 WASHINGTON ST"
"2115",NA,"","ST",NA,NA,NA
"2116",NA,"","ST",NA,NA,NA
"2117",29,"SOUTH","ST","29 SOUTH ST","29 SOUTH ST","29 SOUTH ST"
"2118",109,"FRONT EUCKBEE SUSAN","ST","109 FRONT EUCKBEE SUSAN ST","109 FRONT EUCKBEE SUSAN ST","109 FRONT EUCKBEE SUSAN ST"
"2119",NA,"","ST",NA,NA,NA
"2120",NA,"","ST",NA,NA,NA
"2121",NA,"RAYMOND AND MYRTLE","ST","RAYMOND AND MYRTLE ST","RAYMOND AND MYRTLE ST","RAYMOND AND MYRTLE ST"
"2122",NA,"","ST",NA,NA,NA
"2123",NA,"","ST",NA,NA,NA
"2124",NA,"","ST",NA,NA,NA
"2125",NA,"","ST",NA,NA,NA
"2126",NA,"","ST",NA,NA,NA
"2127",NA,"","ST",NA,NA,NA
"2128",NA,"","ST",NA,NA,NA
"2129",NA,"","ST",NA,NA,NA
"2130",NA,"","ST",NA,NA,NA
"2131",NA,"","ST",NA,NA,NA
"2132",NA,"","ST",NA,NA,NA
"2133",NA,"","ST",NA,NA,NA
"2134",NA,"","ST",NA,NA,NA
"2135",NA,"","ST",NA,NA,NA
"2136",NA,"","ST",NA,NA,NA
"2137",NA,"","ST",NA,NA,NA
"2138",NA,"","ST",NA,NA,NA
"2139",NA,"","ST",NA,NA,NA
"2140",NA,"","ST",NA,NA,NA
"2141",42,"WEST","ST","42 WEST","42 WEST","42 WEST"
"2142",NA,"","ST",NA,NA,NA
"2143",NA,"AETNA HARTFORD AND PROTECTION INS CO 16 FULTON","ST","AETNA HARTFORD AND PROTECTION INS CO 16 FULTON ST","AETNA HARTFORD AND PROTECTION INS CO 16TH FULTON ST","AETNA HARTFORD AND PROTECTION INS CO 16TH FULTON ST"
"2144",110,"JOHN","ST","110 JOHN ST","110 JOHN ST","110 JOHN ST"
"2145",48,"FERRY","ST","48 FERRY ST","48 FERRY ST","48 FERRY ST"
"2146",68,"CEDAR","ST","68 CEDAR ST","68 CEDAR ST","68 CEDAR ST"
"2147",NA,"","ST",NA,NA,NA
"2148",NA,"","ST",NA,NA,NA
"2149",NA,"","ST",NA,NA,NA
"2150",NA,"","ST",NA,NA,NA
"2151",NA,"","ST",NA,NA,NA
"2152",NA,"","ST",NA,NA,NA
"2153",NA,"","ST",NA,NA,NA
"2154",NA,"","ST",NA,NA,NA
"2155",NA,"","ST",NA,NA,NA
"2156",38,"FINE","ST","38 FINE ST","38 FINE ST","38 FINE ST"
"2157",NA,"","ST",NA,NA,NA
"2158",NA,"","ST",NA,NA,NA
"2159",NA,"","ST",NA,NA,NA
"2160",NA,"","ST",NA,NA,NA
"2161",NA,"","ST",NA,NA,NA
"2162",NA,"","ST",NA,NA,NA
"2163",40,"FULTON","ST","40 FULTON ST","40 FULTON ST","40 FULTON ST"
"2164",177,"FULTON","ST","177 FULTON ST","177 FULTON ST","177 FULTON ST"
"2165",NA,"","ST",NA,NA,NA
"2166",92,"","ST","92  ST","92  ST","92  ST"
"2167",NA,"","ST",NA,NA,NA
"2168",NA,"","ST",NA,NA,NA
"2169",NA,"WILLOW AND PACIFIC","ST","WILLOW AND PACIFIC ST","WILLOW AND PACIFIC ST","WILLOW AND PACIFIC ST"
"2170",NA,"CHARLES FULTON AND MIDDAGH","ST","CHARLES FULTON AND MIDDAGH ST","CHARLES FULTON AND MIDDAGH ST","CHARLES FULTON AND MIDDAGH ST"
"2171",NA,"","ST",NA,NA,NA
"2172",NA,"","ST",NA,NA,NA
"2173",4,"MARKET","ST","4 MARKET ST","4 MARKET ST","4 MARKET ST"
"2174",NA,"","ST",NA,NA,NA
"2175",NA,"","ST",NA,NA,NA
"2176",NA,"","ST",NA,NA,NA
"2177",NA,"","ST",NA,NA,NA
"2178",NA,"BANK OF","ST","BANK OF ST","BANK OF ST","BANK OF ST"
"2179",97,"PINE","ST","97 PINE ST","97 PINE ST","97 PINE ST"
"2180",NA,"","ST",NA,NA,NA
"2181",NA,"","ST",NA,NA,NA
"2182",NA,"","ST",NA,NA,NA
"2183",NA,"","ST",NA,NA,NA
"2184",NA,"","ST",NA,NA,NA
"2185",NA,"","ST",NA,NA,NA
"2186",NA,"","ST",NA,NA,NA
"2187",NA,"","ST",NA,NA,NA
"2188",NA,"","ST",NA,NA,NA
"2189",102,"FRONT","ST","102 FRONT ST","102 FRONT ST","102 FRONT ST"
"2190",108,"WALL","ST","108 WALL ST","108 WALL ST","108 WALL ST"
"2191",NA,"","ST",NA,NA,NA
"2192",NA,"","ST",NA,NA,NA
"2193",NA,"","ST",NA,NA,NA
"2194",NA,"","ST",NA,NA,NA
"2195",60,"JOHN","ST","60 JOHN ST","60 JOHN ST","60 JOHN ST"
"2196",NA,"","ST",NA,NA,NA
"2197",NA,"","ST",NA,NA,NA
"2198",NA,"","ST",NA,NA,NA
"2199",NA,"","ST",NA,NA,NA
"2200",127,"FULTON","ST","127 FULTON ST","127 FULTON ST","127 FULTON ST"
"2201",NA,"","ST",NA,NA,NA
"2202",NA,"","ST",NA,NA,NA
"2203",NA,"","ST",NA,NA,NA
"2204",NA,"","ST",NA,NA,NA
"2205",NA,"","ST",NA,NA,NA
"2206",NA,"","ST",NA,NA,NA
"2207",NA,"","ST",NA,NA,NA
"2208",NA,"","ST",NA,NA,NA
"2209",NA,"","ST",NA,NA,NA
"2210",NA,"","ST",NA,NA,NA
"2211",NA,"","ST",NA,NA,NA
"2212",NA,"","ST",NA,NA,NA
"2213",NA,"","ST",NA,NA,NA
"2214",NA,"","ST",NA,NA,NA
"2215",NA,"","ST",NA,NA,NA
"2216",NA,"","ST",NA,NA,NA
"2217",NA,"","ST",NA,NA,NA
"2218",NA,"","ST",NA,NA,NA
"2219",NA,"","ST",NA,NA,NA
"2220",NA,"","ST",NA,NA,NA
"2221",NA,"","ST",NA,NA,NA
"2222",NA,"","ST",NA,NA,NA
"2223",NA,"","ST",NA,NA,NA
"2224",NA,"","ST",NA,NA,NA
"2225",NA,"","ST",NA,NA,NA
"2226",NA,"","ST",NA,NA,NA
"2227",NA,"","ST",NA,NA,NA
"2228",NA,"","ST",NA,NA,NA
"2229",NA,"","ST",NA,NA,NA
"2230",NA,"","ST",NA,NA,NA
"2231",NA,"","ST",NA,NA,NA
"2232",NA,"","ST",NA,NA,NA
"2233",NA,"","ST",NA,NA,NA
"2234",NA,"","ST",NA,NA,NA
"2235",120,"FULTON","ST","120 FULTON ST","120 FULTON ST","120 FULTON ST"
"2236",NA,"","ST",NA,NA,NA
"2237",7,"SOUTH","ST","7 SOUTH ST","7 SOUTH ST","7 SOUTH ST"
"2238",125,"ATLANTIC","ST","125 ATLANTIC ST","125 ATLANTIC ST","125 ATLANTIC ST"
"2239",NA,"","ST",NA,NA,NA
"2240",NA,"","ST",NA,NA,NA
"2241",NA,"","ST",NA,NA,NA
"2242",NA,"","ST",NA,NA,NA
"2243",NA,"PEARL","ST","PEARL ST","PEARL ST","PEARL ST"
"2244",NA,"","ST",NA,NA,NA
"2245",NA,"","ST",NA,NA,NA
"2246",NA,"","ST",NA,NA,NA
"2247",NA,"","ST",NA,NA,NA
"2248",NA,"","ST",NA,NA,NA
"2249",NA,"","ST",NA,NA,NA
"2250",NA,"","ST",NA,NA,NA
"2251",NA,"","ST",NA,NA,NA
"2252",NA,"","ST",NA,NA,NA
"2253",NA,"","ST",NA,NA,NA
"2254",NA,"","ST",NA,NA,NA
"2255",NA,"","ST",NA,NA,NA
"2256",NA,"","ST",NA,NA,NA
"2257",NA,"","ST",NA,NA,NA
"2258",NA,"","ST",NA,NA,NA
"2259",NA,"","ST",NA,NA,NA
"2260",NA,"","ST",NA,NA,NA
"2261",NA,"","ST",NA,NA,NA
"2262",NA,"","ST",NA,NA,NA
"2263",NA,"","ST",NA,NA,NA
"2264",NA,"","ST",NA,NA,NA
"2265",NA,"","ST",NA,NA,NA
"2266",NA,"","ST",NA,NA,NA
"2267",NA,"","ST",NA,NA,NA
"2268",NA,"","ST",NA,NA,NA
"2269",NA,"","ST",NA,NA,NA
"2270",NA,"","ST",NA,NA,NA
"2271",NA,"","ST",NA,NA,NA
"2272",NA,"","ST",NA,NA,NA
"2273",NA,"","ST",NA,NA,NA
"2274",NA,"","ST",NA,NA,NA
"2275",NA,"","ST",NA,NA,NA
"2276",NA,"","ST",NA,NA,NA
"2277",NA,"","ST",NA,NA,NA
"2278",NA,"","ST",NA,NA,NA
"2279",NA,"MYRTLE AVE AND CARLL","AVE","MYRTLE AVE AND CARLL AVE","MYRTLE AVE AND CARLL AVE","MYRTLE AVE AND CARLL AVE"
"2280",NA,"","ST",NA,NA,NA
"2281",NA,"","ST",NA,NA,NA
"2282",NA,"","ST",NA,NA,NA
"2283",NA,"","ST",NA,NA,NA
"2284",NA,"","ST",NA,NA,NA
"2285",NA,"","ST",NA,NA,NA
"2286",78,"NASSAU","ST","78 NASSAU ST","78 NASSAU ST","78 NASSAU ST"
"2287",NA,"","ST",NA,NA,NA
"2288",NA,"","ST",NA,NA,NA
"2289",NA,"CT AND MONTAGUE PL","PL","CT AND MONTAGUE PL","CT AND MONTAGUE PL","CT AND MONTAGUE PL"
"2290",NA,"","ST",NA,NA,NA
"2291",NA,"","ST",NA,NA,NA
"2292",NA,"","ST",NA,NA,NA
"2293",378,"HUDSON AVE","AVE","378 HUDSON AVE","378 HUDSON AVE","378 HUDSON AVE"
"2294",NA,"","ST",NA,NA,NA
"2295",NA,"","ST",NA,NA,NA
"2296",NA,"","ST",NA,NA,NA
"2297",NA,"","ST",NA,NA,NA
"2298",113,"FULTON","ST","113 FULTON ST","113 FULTON ST","113 FULTON ST"
"2299",NA,"","ST",NA,NA,NA
"2300",NA,"","ST",NA,NA,NA
"2301",NA,"","ST",NA,NA,NA
"2302",NA,"","ST",NA,NA,NA
"2303",NA,"","ST",NA,NA,NA
"2304",NA,"","ST",NA,NA,NA
"2305",NA,"","ST",NA,NA,NA
"2306",NA,"","ST",NA,NA,NA
"2307",NA,"","ST",NA,NA,NA
"2308",NA,"","ST",NA,NA,NA
"2309",NA,"","ST",NA,NA,NA
"2310",NA,"","ST",NA,NA,NA
"2311",NA,"","ST",NA,NA,NA
"2312",NA,"","ST",NA,NA,NA
"2313",NA,"","ST",NA,NA,NA
"2314",NA,"","ST",NA,NA,NA
"2315",NA,"","ST",NA,NA,NA
"2316",NA,"BRG AND HIGH","ST","BRG AND HIGH ST","BRG AND HIGH ST","BRG AND HIGH ST"
"2317",NA,"","ST",NA,NA,NA
"2318",NA,"","ST",NA,NA,NA
"2319",NA,"","ST",NA,NA,NA
"2320",NA,"","ST",NA,NA,NA
"2321",NA,"","ST",NA,NA,NA
"2322",NA,"","ST",NA,NA,NA
"2323",29,"WALL","ST","29 WALL ST","29 WALL ST","29 WALL ST"
"2324",NA,"","ST",NA,NA,NA
"2325",32,"BROAD","ST","32 BROAD ST","32 BROAD ST","32 BROAD ST"
"2326",NA,"","ST",NA,NA,NA
"2327",NA,"","ST",NA,NA,NA
"2328",NA,"","ST",NA,NA,NA
"2329",252,"WATCR","ST","252 WATCR ST","252 WATCR ST","252 WATCR ST"
"2330",43,"PINE","ST","43 PINE ST","43 PINE ST","43 PINE ST"
"2331",243,"FULTON","ST","243 FULTON ST","243 FULTON ST","243 FULTON ST"
"2332",NA,"","ST",NA,NA,NA
"2333",NA,"","ST",NA,NA,NA
"2334",NA,"","ST",NA,NA,NA
"2335",NA,"","ST",NA,NA,NA
"2336",NA,"S HULL TRUSS OFFICE","ST","S HULL TRUSS OFFICE ST","S HULL TRUSS OFFICE ST","S HULL TRUSS OFFICE ST"
"2337",NA,"","ST",NA,NA,NA
"2338",1,"SPRUCE","ST","1 SPRUCE ST","1 SPRUCE ST","1 SPRUCE ST"
"2339",NA,"","ST",NA,NA,NA
"2340",NA,"","ST",NA,NA,NA
"2341",23,"W","ST","23 W ST","23 W ST","23 W ST"
"2342",NA,"","ST",NA,NA,NA
"2343",NA,"","ST",NA,NA,NA
"2344",NA,"","ST",NA,NA,NA
"2345",NA,"INSURANCE AGENT OFFICE 3 FRONT","ST","INSURANCE AGENT OFFICE 3 FRONT ST","INSURANCE AGENT OFFICE 3RD FRONT ST","INSURANCE AGENT OFFICE 3RD FRONT ST"
"2346",NA,"","ST",NA,NA,NA
"2347",NA,"","ST",NA,NA,NA
"2348",NA,"","ST",NA,NA,NA
"2349",NA,"","ST",NA,NA,NA
"2350",NA,"","ST",NA,NA,NA
"2351",NA,"","ST",NA,NA,NA
"2352",NA,"","ST",NA,NA,NA
"2353",NA,"","ST",NA,NA,NA
"2354",NA,"","ST",NA,NA,NA
"2355",NA,"","ST",NA,NA,NA
"2356",NA,"","ST",NA,NA,NA
"2357",NA,"","ST",NA,NA,NA
"2358",NA,"","ST",NA,NA,NA
"2359",NA,"","ST",NA,NA,NA
"2360",NA,"","ST",NA,NA,NA
"2361",NA,"","ST",NA,NA,NA
"2362",NA,"","ST",NA,NA,NA
"2363",NA,"FULTON","ST","FULTON ST","FULTON ST","FULTON ST"
"2364",52,"FULTON","ST","52 FULTON ST","52 FULTON ST","52 FULTON ST"
"2365",NA,"","ST",NA,NA,NA
"2366",NA,"","ST",NA,NA,NA
"2367",NA,"","ST",NA,NA,NA
"2368",NA,"FULTON MARKET","ST","FULTON MARKET ST","FULTON MARKET ST","FULTON MARKET ST"
"2369",NA,"","ST",NA,NA,NA
"2370",NA,"","ST",NA,NA,NA
"2371",NA,"","ST",NA,NA,NA
"2372",NA,"","ST",NA,NA,NA
"2373",NA,"","ST",NA,NA,NA
"2374",NA,"","ST",NA,NA,NA
"2375",NA,"","ST",NA,NA,NA
"2376",NA,"","ST",NA,NA,NA
"2377",71,"FULTON","ST","71 FULTON ST","71 FULTON ST","71 FULTON ST"
"2378",86,"SOUTH","ST","86 SOUTH ST","86 SOUTH ST","86 SOUTH ST"
"2379",NA,"","ST",NA,NA,NA
"2380",NA,"","ST",NA,NA,NA
"2381",NA,"","ST",NA,NA,NA
"2382",NA,"","ST",NA,NA,NA
"2383",NA,"","ST",NA,NA,NA
"2384",NA,"","ST",NA,NA,NA
"2385",NA,"","ST",NA,NA,NA
"2386",NA,"","ST",NA,NA,NA
"2387",NA,"","ST",NA,NA,NA
"2388",59,"WATER","ST","59 WATER ST","59 WATER ST","59 WATER ST"
"2389",NA,"","ST",NA,NA,NA
"2390",NA,"","ST",NA,NA,NA
"2391",NA,"","ST",NA,NA,NA
"2392",NA,"","ST",NA,NA,NA
"2393",NA,"","ST",NA,NA,NA
"2394",NA,"","ST",NA,NA,NA
"2395",NA,"","ST",NA,NA,NA
"2396",NA,"","ST",NA,NA,NA
"2397",NA,"","ST",NA,NA,NA
"2398",NA,"","ST",NA,NA,NA
"2399",NA,"IS JOHN","ST","IS JOHN ST","IS JOHN ST","IS JOHN ST"
"2400",NA,"","ST",NA,NA,NA
"2401",NA,"","ST",NA,NA,NA
"2402",NA,"","ST",NA,NA,NA
"2403",NA,"","ST",NA,NA,NA
"2404",15,"SOUTH","ST","15 SOUTH ST","15 SOUTH ST","15 SOUTH ST"
"2405",NA,"","ST",NA,NA,NA
"2406",NA,"","ST",NA,NA,NA
"2407",NA,"","ST",NA,NA,NA
"2408",NA,"","ST",NA,NA,NA
"2409",NA,"","ST",NA,NA,NA
"2410",NA,"","ST",NA,NA,NA
"2411",NA,"","ST",NA,NA,NA
"2412",NA,"","ST",NA,NA,NA
"2413",NA,"","ST",NA,NA,NA
"2414",NA,"","ST",NA,NA,NA
"2415",152,"PEARL","ST","152 PEARL ST","152 PEARL ST","152 PEARL ST"
"2416",NA,"","ST",NA,NA,NA
"2417",NA,"COPPERPLATE W MAKER 120 ILLIAM","ST","COPPERPLATE W MAKER 120 ILLIAM ST","COPPERPLATE W MAKER 120TH ILLIAM ST","COPPERPLATE W MAKER 120TH ILLIAM ST"
"2418",NA,"","ST",NA,NA,NA
"2419",NA,"","ST",NA,NA,NA
"2420",NA,"","ST",NA,NA,NA
"2421",NA,"","ST",NA,NA,NA
"2422",NA,"","ST",NA,NA,NA
"2423",NA,"","ST",NA,NA,NA
"2424",NA,"","ST",NA,NA,NA
"2425",NA,"","ST",NA,NA,NA
"2426",115,"FRONT","ST","115 FRONT ST","115 FRONT ST","115 FRONT ST"
"2427",NA,"","ST",NA,NA,NA
"2428",NA,"","ST",NA,NA,NA
"2429",28,"MAIDEN LN","LN","28 MAIDEN LN","28 MAIDEN LN","28 MAIDEN LN"
"2430",53,"MYRTLE","ST","53 MYRTLE ST","53 MYRTLE ST","53 MYRTLE ST"
"2431",NA,"","ST",NA,NA,NA
"2432",NA,"","ST",NA,NA,NA
"2433",NA,"","ST",NA,NA,NA
"2434",NA,"","ST",NA,NA,NA
"2435",NA,"","ST",NA,NA,NA
"2436",NA,"ORK","ST","ORK ST","ORK ST","ORK ST"
"2437",NA,"","ST",NA,NA,NA
"2438",NA,"","ST",NA,NA,NA
"2439",NA,"","ST",NA,NA,NA
"2440",NA,"","ST",NA,NA,NA
"2441",NA,"","ST",NA,NA,NA
"2442",NA,"","ST",NA,NA,NA
"2443",NA,"","ST",NA,NA,NA
"2444",43,"FULTON","ST","43 FULTON ST","43 FULTON ST","43 FULTON ST"
"2445",NA,"","ST",NA,NA,NA
"2446",NA,"","ST",NA,NA,NA
"2447",NA,"","ST",NA,NA,NA
"2448",NA,"","ST",NA,NA,NA
"2449",NA,"","ST",NA,NA,NA
"2450",NA,"","ST",NA,NA,NA
"2451",NA,"","ST",NA,NA,NA
"2452",35,"FERRY","ST","35 FERRY ST","35 FERRY ST","35 FERRY ST"
"2453",NA,"BEDFORD AVE AND FLUSHING AVE","AVE","BEDFORD AVE AND FLUSHING AVE","BEDFORD AVE AND FLUSHING AVE","BEDFORD AVE AND FLUSHING AVE"
"2454",NA,"MER","ST","MER ST","MER ST","MER ST"
"2455",NA,"","ST",NA,NA,NA
"2456",NA,"","ST",NA,NA,NA
"2457",NA,"","ST",NA,NA,NA
"2458",NA,"","ST",NA,NA,NA
"2459",NA,"","ST",NA,NA,NA
"2460",NA,"","ST",NA,NA,NA
"2461",NA,"","ST",NA,NA,NA
"2462",NA,"","ST",NA,NA,NA
"2463",NA,"","ST",NA,NA,NA
"2464",NA,"","ST",NA,NA,NA
"2465",NA,"","ST",NA,NA,NA
"2466",NA,"","ST",NA,NA,NA
"2467",NA,"","ST",NA,NA,NA
"2468",NA,"","ST",NA,NA,NA
"2469",NA,"","ST",NA,NA,NA
"2470",NA,"","ST",NA,NA,NA
"2471",NA,"","ST",NA,NA,NA
"2472",NA,"","ST",NA,NA,NA
"2473",NA,"","ST",NA,NA,NA
"2474",NA,"","ST",NA,NA,NA
"2475",NA,"","ST",NA,NA,NA
"2476",NA,"","ST",NA,NA,NA
"2477",NA,"","ST",NA,NA,NA
"2478",NA,"","ST",NA,NA,NA
"2479",NA,"","ST",NA,NA,NA
"2480",NA,"","ST",NA,NA,NA
"2481",NA,"","ST",NA,NA,NA
"2482",NA,"","ST",NA,NA,NA
"2483",NA,"","ST",NA,NA,NA
"2484",NA,"","ST",NA,NA,NA
"2485",NA,"","ST",NA,NA,NA
"2486",NA,"","ST",NA,NA,NA
"2487",NA,"","ST",NA,NA,NA
"2488",NA,"","ST",NA,NA,NA
"2489",NA,"","ST",NA,NA,NA
"2490",NA,"","ST",NA,NA,NA
"2491",NA,"","ST",NA,NA,NA
"2492",NA,"","ST",NA,NA,NA
"2493",NA,"","ST",NA,NA,NA
"2494",NA,"","ST",NA,NA,NA
"2495",NA,"","ST",NA,NA,NA
"2496",NA,"","ST",NA,NA,NA
"2497",NA,"","ST",NA,NA,NA
"2498",NA,"","ST",NA,NA,NA
"2499",NA,"","ST",NA,NA,NA
"2500",NA,"","ST",NA,NA,NA
"2501",NA,"","ST",NA,NA,NA
"2502",NA,"","ST",NA,NA,NA
"2503",NA,"","ST",NA,NA,NA
"2504",NA,"","ST",NA,NA,NA
"2505",NA,"","ST",NA,NA,NA
"2506",NA,"","ST",NA,NA,NA
"2507",NA,"WATER","ST","WATER ST","WATER ST","WATER ST"
"2508",NA,"","ST",NA,NA,NA
"2509",NA,"","ST",NA,NA,NA
"2510",NA,"","ST",NA,NA,NA
"2511",NA,"","ST",NA,NA,NA
"2512",NA,"","ST",NA,NA,NA
"2513",NA,"","ST",NA,NA,NA
"2514",NA,"","ST",NA,NA,NA
"2515",NA,"","ST",NA,NA,NA
"2516",NA,"","ST",NA,NA,NA
"2517",NA,"","ST",NA,NA,NA
"2518",NA,"","ST",NA,NA,NA
"2519",NA,"","ST",NA,NA,NA
"2520",NA,"","ST",NA,NA,NA
"2521",NA,"COLUMBIA AND AMITY","ST","COLUMBIA AND AMITY ST","COLUMBIA AND AMITY ST","COLUMBIA AND AMITY ST"
"2522",NA,"","ST",NA,NA,NA
"2523",NA,"","ST",NA,NA,NA
"2524",NA,"","ST",NA,NA,NA
"2525",54,"FRONT","ST","54 FRONT ST","54 FRONT ST","54 FRONT ST"
"2526",NA,"","ST",NA,NA,NA
"2527",NA,"","ST",NA,NA,NA
"2528",NA,"","ST",NA,NA,NA
"2529",NA,"","ST",NA,NA,NA
"2530",NA,"","ST",NA,NA,NA
"2531",NA,"","ST",NA,NA,NA
"2532",NA,"","ST",NA,NA,NA
"2533",NA,"","ST",NA,NA,NA
"2534",NA,"","ST",NA,NA,NA
"2535",NA,"","ST",NA,NA,NA
"2536",NA,"","ST",NA,NA,NA
"2537",232,"N WATER P","ST","232 N WATER P ST","232 N WATER P ST","232 N WATER P ST"
"2538",NA,"","ST",NA,NA,NA
"2539",NA,"IRON RAILING MANUF AND R 291 ADAMS","ST","IRON RAILING MANUF AND R 291 ADAMS ST","IRON RAILING MANUF AND R 291ST ADAMS ST","IRON RAILING MANUF AND R 291ST ADAMS ST"
"2540",NA,"","ST",NA,NA,NA
"2541",NA,"","ST",NA,NA,NA
"2542",NA,"","ST",NA,NA,NA
"2543",22,"FULTON","ST","22 FULTON ST","22 FULTON ST","22 FULTON ST"
"2544",NA,"","ST",NA,NA,NA
"2545",NA,"","ST",NA,NA,NA
"2546",NA,"","ST",NA,NA,NA
"2547",NA,"","ST",NA,NA,NA
"2548",99,"SACKETT","ST","99 SACKETT ST","99 SACKETT ST","99 SACKETT ST"
"2549",NA,"","ST",NA,NA,NA
"2550",NA,"","ST",NA,NA,NA
"2551",NA,"","ST",NA,NA,NA
"2552",1,"FULTON MARKET FULTON","ST","1 FULTON MARKET FULTON ST","1 FULTON MARKET FULTON ST","1 FULTON MARKET FULTON ST"
"2553",NA,"","ST",NA,NA,NA
"2554",NA,"","ST",NA,NA,NA
