"","hn_1","best_match","street_type","base_function","suffix_true","both_true"
"6483",NA,"","ST",NA,NA,NA
"6484",NA,"","ST",NA,NA,NA
"6485",NA,"","ST",NA,NA,NA
"6486",NA,"","ST",NA,NA,NA
"6487",NA,"","ST",NA,NA,NA
"6488",NA,"","ST",NA,NA,NA
"6489",NA,"","ST",NA,NA,NA
"6490",NA,"MERCHANT","ST","MERCHANT ST","MERCHANT ST","MERCHANT ST"
"6491",NA,"","ST",NA,NA,NA
"6492",NA,"","ST",NA,NA,NA
"6493",5,"STH WILLIAM","ST","5 STH WILLIAM ST","5 STH WILLIAM ST","5 STH WILLIAM ST"
"6494",NA,"","ST",NA,NA,NA
"6495",NA,"","ST",NA,NA,NA
"6496",NA,"","ST",NA,NA,NA
"6497",NA,"","ST",NA,NA,NA
"6498",NA,"","ST",NA,NA,NA
"6499",NA,"","ST",NA,NA,NA
"6500",NA,"","ST",NA,NA,NA
"6501",NA,"JOHN AND GOLD","ST","JOHN AND GOLD ST","JOHN AND GOLD ST","JOHN AND GOLD ST"
"6502",NA,"","ST",NA,NA,NA
"6503",NA,"MYRTLE AND FRANKLIN AVE","AVE","MYRTLE AND FRANKLIN AVE","MYRTLE AND FRANKLIN AVE","MYRTLE AND FRANKLIN AVE"
"6504",NA,"","ST",NA,NA,NA
"6505",NA,"","ST",NA,NA,NA
"6506",NA,"","ST",NA,NA,NA
"6507",NA,"","ST",NA,NA,NA
"6508",168,"FULTON 207","ST","168 FULTON 207 ST","168 FULTON 207TH ST","168 FULTON 207TH ST"
"6509",NA,"","ST",NA,NA,NA
"6510",NA,"","ST",NA,NA,NA
"6511",NA,"","ST",NA,NA,NA
"6512",17,"FULTON","ST","17 FULTON ST","17 FULTON ST","17 FULTON ST"
"6513",NA,"","ST",NA,NA,NA
"6514",NA,"","ST",NA,NA,NA
"6515",NA,"","ST",NA,NA,NA
"6516",NA,"","ST",NA,NA,NA
"6517",NA,"","ST",NA,NA,NA
"6518",NA,"","ST",NA,NA,NA
"6519",NA,"","ST",NA,NA,NA
"6520",NA,"","ST",NA,NA,NA
"6521",117,"SANDS","ST","117 SANDS ST","117 SANDS ST","117 SANDS ST"
"6522",39,"BURLING SLIP","SLIP","39 BURLING SLIP","39 BURLING SLIP","39 BURLING SLIP"
"6523",NA,"","ST",NA,NA,NA
"6524",NA,"","ST",NA,NA,NA
"6525",NA,"","ST",NA,NA,NA
"6526",NA,"BRICK DEALER","ST","BRICK DEALER ST","BRICK DEALER ST","BRICK DEALER ST"
"6527",NA,"","ST",NA,NA,NA
"6528",NA,"","ST",NA,NA,NA
"6529",NA,"","ST",NA,NA,NA
"6530",NA,"","ST",NA,NA,NA
"6531",80,"MAIDEN LN","LN","80 MAIDEN LN","80 MAIDEN LN","80 MAIDEN LN"
"6532",NA,"","ST",NA,NA,NA
"6533",177,"BROADWAY","AVE","177 BROADWAY AVE","177 BROADWAY AVE","177 BROADWAY AVE"
"6534",NA,"","ST",NA,NA,NA
"6535",NA,"","ST",NA,NA,NA
"6536",NA,"","ST",NA,NA,NA
"6537",82,"MAIDEN LN","LN","82 MAIDEN LN","82 MAIDEN LN","82 MAIDEN LN"
"6538",NA,"","ST",NA,NA,NA
"6539",NA,"","ST",NA,NA,NA
"6540",NA,"","ST",NA,NA,NA
"6541",NA,"","ST",NA,NA,NA
"6542",NA,"","ST",NA,NA,NA
"6543",NA,"","ST",NA,NA,NA
"6544",41,"SOUTH","ST","41 SOUTH ST","41 SOUTH ST","41 SOUTH ST"
"6545",233,"FULTON","ST","233 FULTON ST","233 FULTON ST","233 FULTON ST"
"6546",NA,"","ST",NA,NA,NA
"6547",NA,"","ST",NA,NA,NA
"6548",NA,"","ST",NA,NA,NA
"6549",NA,"","ST",NA,NA,NA
"6550",NA,"","ST",NA,NA,NA
"6551",NA,"","ST",NA,NA,NA
"6552",NA,"","ST",NA,NA,NA
"6553",NA,"","ST",NA,NA,NA
"6554",NA,"FRANKLIN AND PARK AVE ALDERMAN 5 WARD","AVE","FRANKLIN AND PARK AVE ALDERMAN 5 WARD AVE","FRANKLIN AND PARK AVE ALDERMAN 5TH WARD AVE","FRANKLIN AND PARK AVE ALDERMAN 5TH WARD AVE"
"6555",NA,"","ST",NA,NA,NA
"6556",NA,"","ST",NA,NA,NA
"6557",NA,"","ST",NA,NA,NA
"6558",NA,"","ST",NA,NA,NA
"6559",10,"FRONT","ST","10 FRONT ST","10 FRONT ST","10 FRONT ST"
"6560",257,"FRONT","ST","257 FRONT ST","257 FRONT ST","257 FRONT ST"
"6561",NA,"21S PEARL","ST","21S PEARL ST","21STS PEARL ST","21STS PEARL ST"
"6562",NA,"","ST",NA,NA,NA
"6563",NA,"","ST",NA,NA,NA
"6564",NA,"","ST",NA,NA,NA
"6565",NA,"","ST",NA,NA,NA
"6566",NA,"","ST",NA,NA,NA
"6567",NA,"","ST",NA,NA,NA
"6568",NA,"","ST",NA,NA,NA
"6569",NA,"","ST",NA,NA,NA
"6570",NA,"MERCHANT","ST","MERCHANT ST","MERCHANT ST","MERCHANT ST"
"6571",NA,"","ST",NA,NA,NA
"6572",NA,"","ST",NA,NA,NA
"6573",NA,"","ST",NA,NA,NA
"6574",NA,"","ST",NA,NA,NA
"6575",NA,"","ST",NA,NA,NA
"6576",NA,"","ST",NA,NA,NA
"6577",NA,"","ST",NA,NA,NA
"6578",NA,"","ST",NA,NA,NA
"6579",NA,"","ST",NA,NA,NA
"6580",NA,"","ST",NA,NA,NA
"6581",NA,"","ST",NA,NA,NA
"6582",NA,"","ST",NA,NA,NA
"6583",NA,"","ST",NA,NA,NA
"6584",NA,"","ST",NA,NA,NA
"6585",NA,"","ST",NA,NA,NA
"6586",NA,"","ST",NA,NA,NA
"6587",NA,"","ST",NA,NA,NA
"6588",NA,"","ST",NA,NA,NA
"6589",NA,"","ST",NA,NA,NA
"6590",NA,"G WATER","ST","G WATER ST","G WATER ST","G WATER ST"
"6591",NA,"","ST",NA,NA,NA
"6592",NA,"","ST",NA,NA,NA
"6593",40,"SOUTH","ST","40 SOUTH ST","40 SOUTH ST","40 SOUTH ST"
"6594",NA,"","ST",NA,NA,NA
"6595",NA,"","ST",NA,NA,NA
"6596",NA,"","ST",NA,NA,NA
"6597",NA,"","ST",NA,NA,NA
"6598",NA,"","ST",NA,NA,NA
"6599",NA,"","ST",NA,NA,NA
"6600",NA,"","ST",NA,NA,NA
"6601",NA,"","ST",NA,NA,NA
"6602",NA,"","ST",NA,NA,NA
"6603",NA,"","ST",NA,NA,NA
"6604",NA,"CARLL","ST","CARLL ST","CARLL ST","CARLL ST"
"6605",NA,"","ST",NA,NA,NA
"6606",NA,"","ST",NA,NA,NA
"6607",117,"BROAD","ST","117 BROAD ST","117 BROAD ST","117 BROAD ST"
"6608",NA,"","ST",NA,NA,NA
"6609",NA,"","ST",NA,NA,NA
"6610",NA,"","ST",NA,NA,NA
"6611",NA,"","ST",NA,NA,NA
"6612",NA,"","ST",NA,NA,NA
"6613",NA,"","ST",NA,NA,NA
"6614",NA,"","ST",NA,NA,NA
"6615",NA,"","ST",NA,NA,NA
"6616",NA,"MERCHANT","ST","MERCHANT ST","MERCHANT ST","MERCHANT ST"
"6617",NA,"","ST",NA,NA,NA
"6618",NA,"","ST",NA,NA,NA
"6619",13,"MYRTLE AVE","AVE","13 MYRTLE AVE","13 MYRTLE AVE","13 MYRTLE AVE"
"6620",31,"FRONT","ST","31 FRONT ST","31 FRONT ST","31 FRONT ST"
"6621",NA,"","ST",NA,NA,NA
"6622",NA,"","ST",NA,NA,NA
"6623",NA,"","ST",NA,NA,NA
"6624",NA,"","ST",NA,NA,NA
"6625",NA,"","ST",NA,NA,NA
"6626",NA,"","ST",NA,NA,NA
"6627",NA,"","ST",NA,NA,NA
"6628",NA,"","ST",NA,NA,NA
"6629",NA,"S LOTT LN AND MYRTLE AVE LIEGEMAN ADRIAN CLERK CITY CT CITY HALL","AVE","S LOTT LN AND MYRTLE AVE LIEGEMAN ADRIAN CLERK CITY CT CITY HALL AVE","S LOTT LN AND MYRTLE AVE LIEGEMAN ADRIAN CLERK CITY CT CITY HALL AVE","S LOTT LN AND MYRTLE AVE LIEGEMAN ADRIAN CLERK CITY CT CITY HALL AVE"
"6630",NA,"","ST",NA,NA,NA
"6631",NA,"","ST",NA,NA,NA
"6632",NA,"","ST",NA,NA,NA
"6633",NA,"","ST",NA,NA,NA
"6634",NA,"","ST",NA,NA,NA
"6635",191,"WASHINGTON","ST","191 WASHINGTON ST","191 WASHINGTON ST","191 WASHINGTON ST"
"6636",NA,"","ST",NA,NA,NA
"6637",307,"FULTON","ST","307 FULTON ST","307 FULTON ST","307 FULTON ST"
"6638",NA,"","ST",NA,NA,NA
"6639",NA,"","ST",NA,NA,NA
"6640",NA,"","ST",NA,NA,NA
"6641",55,"JOHN","ST","55 JOHN ST","55 JOHN ST","55 JOHN ST"
"6642",NA,"","ST",NA,NA,NA
"6643",NA,"","ST",NA,NA,NA
"6644",NA,"","ST",NA,NA,NA
"6645",44,"FULTON","ST","44 FULTON ST","44 FULTON ST","44 FULTON ST"
"6646",NA,"","ST",NA,NA,NA
"6647",NA,"","ST",NA,NA,NA
"6648",NA,"","ST",NA,NA,NA
"6649",NA,"","ST",NA,NA,NA
"6650",NA,"","ST",NA,NA,NA
"6651",NA,"","ST",NA,NA,NA
"6652",NA,"","ST",NA,NA,NA
"6653",NA,"","ST",NA,NA,NA
"6654",NA,"","ST",NA,NA,NA
"6655",NA,"","ST",NA,NA,NA
"6656",NA,"","ST",NA,NA,NA
"6657",NA,"","ST",NA,NA,NA
"6658",NA,"","ST",NA,NA,NA
"6659",NA,"","ST",NA,NA,NA
"6660",NA,"","ST",NA,NA,NA
"6661",NA,"","ST",NA,NA,NA
"6662",NA,"","ST",NA,NA,NA
"6663",NA,"","ST",NA,NA,NA
"6664",NA,"","ST",NA,NA,NA
"6665",NA,"","ST",NA,NA,NA
"6666",NA,"","ST",NA,NA,NA
"6667",13,"FULTON","ST","13 FULTON ST","13 FULTON ST","13 FULTON ST"
"6668",NA,"","ST",NA,NA,NA
"6669",NA,"","ST",NA,NA,NA
"6670",NA,"","ST",NA,NA,NA
"6671",NA,"","ST",NA,NA,NA
"6672",NA,"","ST",NA,NA,NA
"6673",NA,"","ST",NA,NA,NA
"6674",NA,"","ST",NA,NA,NA
"6675",NA,"","ST",NA,NA,NA
"6676",NA,"","ST",NA,NA,NA
"6677",NA,"","ST",NA,NA,NA
"6678",NA,"","ST",NA,NA,NA
"6679",NA,"","ST",NA,NA,NA
"6680",NA,"","ST",NA,NA,NA
"6681",NA,"","ST",NA,NA,NA
"6682",NA,"BROADWAY AND LIBERTY","AVE","BROADWAY AND LIBERTY AVE","BROADWAY AND LIBERTY AVE","BROADWAY AND LIBERTY AVE"
"6683",NA,"","ST",NA,NA,NA
"6684",NA,"","ST",NA,NA,NA
"6685",NA,"","ST",NA,NA,NA
"6686",NA,"","ST",NA,NA,NA
"6687",NA,"","ST",NA,NA,NA
"6688",NA,"","ST",NA,NA,NA
"6689",NA,"","ST",NA,NA,NA
"6690",NA,"","ST",NA,NA,NA
"6691",NA,"","ST",NA,NA,NA
"6692",NA,"","ST",NA,NA,NA
"6693",NA,"","ST",NA,NA,NA
"6694",NA,"","ST",NA,NA,NA
"6695",NA,"","ST",NA,NA,NA
"6696",NA,"","ST",NA,NA,NA
"6697",NA,"","ST",NA,NA,NA
"6698",NA,"","ST",NA,NA,NA
"6699",NA,"","ST",NA,NA,NA
"6700",NA,"","ST",NA,NA,NA
"6701",NA,"","ST",NA,NA,NA
"6702",NA,"","ST",NA,NA,NA
"6703",NA,"","ST",NA,NA,NA
"6704",NA,"","ST",NA,NA,NA
"6705",NA,"PROSPECT AND PEARL","ST","PROSPECT AND PEARL ST","PROSPECT AND PEARL ST","PROSPECT AND PEARL ST"
"6706",NA,"","ST",NA,NA,NA
"6707",NA,"","ST",NA,NA,NA
"6708",45,"PROSPECT","ST","45 PROSPECT ST","45 PROSPECT ST","45 PROSPECT ST"
"6709",NA,"","ST",NA,NA,NA
"6710",NA,"","ST",NA,NA,NA
"6711",NA,"","ST",NA,NA,NA
"6712",NA,"COMMISSIONER OF DEEDS S COUNTY CLERK OFFICE","ST","COMMISSIONER OF DEEDS S COUNTY CLERK OFFICE ST","COMMISSIONER OF DEEDS S COUNTY CLERK OFFICE ST","COMMISSIONER OF DEEDS S COUNTY CLERK OFFICE ST"
"6713",NA,"","ST",NA,NA,NA
"6714",NA,"","ST",NA,NA,NA
"6715",NA,"","ST",NA,NA,NA
"6716",276,"HICKS","ST","276 HICKS ST","276 HICKS ST","276 HICKS ST"
"6717",NA,"","ST",NA,NA,NA
"6718",95,"WILLIAM","ST","95 WILLIAM ST","95 WILLIAM ST","95 WILLIAM ST"
"6719",57,"FRONT","ST","57 FRONT ST","57 FRONT ST","57 FRONT ST"
"6720",NA,"","ST",NA,NA,NA
"6721",NA,"L I BANK","ST","L I BANK ST","L I BANK ST","L I BANK ST"
"6722",NA,"","ST",NA,NA,NA
"6723",NA,"","ST",NA,NA,NA
"6724",NA,"","ST",NA,NA,NA
"6725",NA,"","ST",NA,NA,NA
"6726",29,"FRONT II ERWIG HERMAN","ST","29 FRONT II ERWIG HERMAN ST","29 FRONT II ERWIG HERMAN ST","29 FRONT II ERWIG HERMAN ST"
"6727",NA,"","ST",NA,NA,NA
"6728",NA,"","ST",NA,NA,NA
"6729",NA,"","ST",NA,NA,NA
"6730",NA,"","ST",NA,NA,NA
"6731",NA,"","ST",NA,NA,NA
"6732",NA,"","ST",NA,NA,NA
"6733",NA,"","ST",NA,NA,NA
"6734",NA,"","ST",NA,NA,NA
"6735",NA,"","ST",NA,NA,NA
"6736",NA,"","ST",NA,NA,NA
"6737",NA,"","ST",NA,NA,NA
"6738",24,"SOUTH WILLIAM","ST","24 SOUTH WILLIAM ST","24 SOUTH WILLIAM ST","24 SOUTH WILLIAM ST"
"6739",24,"S WILLIAM","ST","24 S WILLIAM ST","24 S WILLIAM ST","24 S WILLIAM ST"
"6740",NA,"","ST",NA,NA,NA
"6741",222,"ATLANTIC FLICKEY DENNIS","ST","222 ATLANTIC FLICKEY DENNIS ST","222 ATLANTIC FLICKEY DENNIS ST","222 ATLANTIC FLICKEY DENNIS ST"
"6742",NA,"","ST",NA,NA,NA
"6743",NA,"","ST",NA,NA,NA
"6744",NA,"","ST",NA,NA,NA
"6745",NA,"","ST",NA,NA,NA
"6746",NA,"","ST",NA,NA,NA
"6747",NA,"","ST",NA,NA,NA
"6748",NA,"","ST",NA,NA,NA
"6749",NA,"","ST",NA,NA,NA
"6750",NA,"GREENWICH AND DEY","ST","GREENWICH AND DEY ST","GREENWICH AND DEY ST","GREENWICH AND DEY ST"
"6751",NA,"","ST",NA,NA,NA
"6752",NA,"","ST",NA,NA,NA
"6753",NA,"","ST",NA,NA,NA
"6754",NA,"","ST",NA,NA,NA
"6755",NA,"MER EX BANK","ST","MER EX BANK ST","MER EX BANK ST","MER EX BANK ST"
"6756",57,"FULTON","ST","57 FULTON ST","57 FULTON ST","57 FULTON ST"
"6757",NA,"","ST",NA,NA,NA
"6758",NA,"","ST",NA,NA,NA
"6759",NA,"","ST",NA,NA,NA
"6760",NA,"","ST",NA,NA,NA
"6761",200,"SOUTH","ST","200 SOUTH ST","200 SOUTH ST","200 SOUTH ST"
"6762",NA,"","ST",NA,NA,NA
"6763",NA,"","ST",NA,NA,NA
"6764",NA,"","ST",NA,NA,NA
"6765",NA,"","ST",NA,NA,NA
"6766",NA,"","ST",NA,NA,NA
"6767",NA,"","ST",NA,NA,NA
"6768",NA,"","ST",NA,NA,NA
"6769",NA,"","ST",NA,NA,NA
"6770",NA,"","ST",NA,NA,NA
"6771",NA,"","ST",NA,NA,NA
"6772",NA,"","ST",NA,NA,NA
"6773",NA,"","ST",NA,NA,NA
"6774",144,"NASSAU LLIGBEE ABRAHAM B103 ATLANTIC NASSAU LLIGBEE ABRAHAM B","ST","144 NASSAU LLIGBEE ABRAHAM B103 ATLANTIC NASSAU LLIGBEE ABRAHAM B ST","144 NASSAU LLIGBEE ABRAHAM B103RD ATLANTIC NASSAU LLIGBEE ABRAHAM B ST","144 NASSAU LLIGBEE ABRAHAM B103RD ATLANTIC NASSAU LLIGBEE ABRAHAM B ST"
"6775",NA,"","ST",NA,NA,NA
"6776",NA,"","ST",NA,NA,NA
"6777",NA,"","ST",NA,NA,NA
"6778",NA,"","ST",NA,NA,NA
"6779",NA,"","ST",NA,NA,NA
"6780",NA,"","ST",NA,NA,NA
"6781",NA,"","ST",NA,NA,NA
"6782",NA,"","ST",NA,NA,NA
"6783",NA,"","ST",NA,NA,NA
"6784",NA,"","ST",NA,NA,NA
"6785",NA,"","ST",NA,NA,NA
"6786",NA,"","ST",NA,NA,NA
"6787",NA,"","ST",NA,NA,NA
"6788",NA,"","ST",NA,NA,NA
"6789",NA,"","ST",NA,NA,NA
"6790",NA,"","ST",NA,NA,NA
"6791",NA,"","ST",NA,NA,NA
"6792",NA,"","ST",NA,NA,NA
"6793",NA,"","ST",NA,NA,NA
"6794",NA,"","ST",NA,NA,NA
"6795",NA,"","ST",NA,NA,NA
"6796",NA,"","ST",NA,NA,NA
"6797",NA,"","ST",NA,NA,NA
"6798",NA,"","ST",NA,NA,NA
"6799",NA,"","ST",NA,NA,NA
"6800",29,"SOUTH","ST","29 SOUTH ST","29 SOUTH ST","29 SOUTH ST"
"6801",NA,"FLUSHING AND CLINTON AVE","AVE","FLUSHING AND CLINTON AVE","FLUSHING AND CLINTON AVE","FLUSHING AND CLINTON AVE"
"6802",NA,"","ST",NA,NA,NA
"6803",NA,"","ST",NA,NA,NA
"6804",NA,"","ST",NA,NA,NA
"6805",NA,"","ST",NA,NA,NA
"6806",NA,"","ST",NA,NA,NA
"6807",NA,"","ST",NA,NA,NA
"6808",NA,"","ST",NA,NA,NA
"6809",NA,"","ST",NA,NA,NA
"6810",NA,"","ST",NA,NA,NA
"6811",NA,"","ST",NA,NA,NA
"6812",NA,"","ST",NA,NA,NA
"6813",NA,"","ST",NA,NA,NA
"6814",NA,"","ST",NA,NA,NA
"6815",NA,"","ST",NA,NA,NA
"6816",NA,"","ST",NA,NA,NA
"6817",NA,"","ST",NA,NA,NA
"6818",231,"WATER","ST","231 WATER ST","231 WATER ST","231 WATER ST"
"6819",NA,"","ST",NA,NA,NA
"6820",NA,"","ST",NA,NA,NA
"6821",NA,"","ST",NA,NA,NA
"6822",NA,"","ST",NA,NA,NA
"6823",164,"MAIDEN LN F Y","LN","164 MAIDEN LN F Y LN","164 MAIDEN LN F Y LN","164 MAIDEN LN F Y LN"
"6824",NA,"","ST",NA,NA,NA
"6825",12,"HARDWARE AND","ST","12 HARDWARE AND ST","12 HARDWARE AND ST","12 HARDWARE AND ST"
"6826",NA,"","ST",NA,NA,NA
"6827",50,"W ALL","ST","50 W ALL ST","50 W ALL ST","50 W ALL ST"
"6828",NA,"","ST",NA,NA,NA
"6829",NA,"","ST",NA,NA,NA
"6830",NA,"","ST",NA,NA,NA
"6831",NA,"","ST",NA,NA,NA
"6832",35,"CEDAR","ST","35 CEDAR ST","35 CEDAR ST","35 CEDAR ST"
"6833",NA,"","ST",NA,NA,NA
"6834",NA,"","ST",NA,NA,NA
"6835",NA,"","ST",NA,NA,NA
"6836",NA,"MERCHANT7 SOUTH","ST","MERCHANT7 SOUTH ST","MERCHANT7TH SOUTH ST","MERCHANT7TH SOUTH ST"
"6837",NA,"","ST",NA,NA,NA
"6838",NA,"","ST",NA,NA,NA
"6839",NA,"","ST",NA,NA,NA
"6840",39,"MAIDEN LN","LN","39 MAIDEN LN","39 MAIDEN LN","39 MAIDEN LN"
"6841",NA,"","ST",NA,NA,NA
"6842",NA,"","ST",NA,NA,NA
"6843",362,"FULTON","ST","362 FULTON ST","362 FULTON ST","362 FULTON ST"
"6844",NA,"","ST",NA,NA,NA
"6845",NA,"","ST",NA,NA,NA
"6846",NA,"","ST",NA,NA,NA
"6847",2,"S COENTIE SLIP","SLIP","2 S COENTIE SLIP","2 S COENTIE SLIP","2 S COENTIE SLIP"
"6848",NA,"","ST",NA,NA,NA
"6849",14,"FULTON","ST","14 FULTON ST","14 FULTON ST","14 FULTON ST"
"6850",14,"FULTON","ST","14 FULTON ST","14 FULTON ST","14 FULTON ST"
"6851",3,"WATER","ST","3 WATER ST","3 WATER ST","3 WATER ST"
"6852",NA,"","ST",NA,NA,NA
"6853",35,"WALL","ST","35 WALL ST","35 WALL ST","35 WALL ST"
"6854",NA,"","ST",NA,NA,NA
"6855",NA,"","ST",NA,NA,NA
"6856",NA,"","ST",NA,NA,NA
"6857",NA,"","ST",NA,NA,NA
"6858",229,"FRONT","ST","229 FRONT ST","229 FRONT ST","229 FRONT ST"
"6859",NA,"","ST",NA,NA,NA
"6860",NA,"","ST",NA,NA,NA
"6861",NA,"","ST",NA,NA,NA
"6862",NA,"","ST",NA,NA,NA
"6863",NA,"","ST",NA,NA,NA
"6864",NA,"","ST",NA,NA,NA
"6865",98,"BROADWAY","AVE","98 BROADWAY AVE","98 BROADWAY AVE","98 BROADWAY AVE"
"6866",NA,"","ST",NA,NA,NA
"6867",NA,"","ST",NA,NA,NA
"6868",NA,"","ST",NA,NA,NA
"6869",NA,"","ST",NA,NA,NA
"6870",NA,"","ST",NA,NA,NA
"6871",NA,"","ST",NA,NA,NA
"6872",NA,"1 BAP CHURCH","ST","1 BAP CHURCH ST","1ST BAP CHURCH ST","1ST BAP CHURCH ST"
"6873",NA,"","ST",NA,NA,NA
"6874",NA,"","ST",NA,NA,NA
"6875",299,"FULTON","ST","299 FULTON ST","299 FULTON ST","299 FULTON ST"
"6876",NA,"","ST",NA,NA,NA
"6877",NA,"","ST",NA,NA,NA
"6878",NA,"","ST",NA,NA,NA
"6879",NA,"","ST",NA,NA,NA
"6880",159,"CT","ST","159 CT ST","159 CT ST","159 CT ST"
"6881",NA,"","ST",NA,NA,NA
"6882",NA,"","ST",NA,NA,NA
"6883",NA,"","ST",NA,NA,NA
"6884",NA,"","ST",NA,NA,NA
"6885",NA,"","ST",NA,NA,NA
"6886",NA,"","ST",NA,NA,NA
"6887",NA,"","ST",NA,NA,NA
"6888",NA,"","ST",NA,NA,NA
"6889",NA,"","ST",NA,NA,NA
"6890",NA,"","ST",NA,NA,NA
"6891",NA,"","ST",NA,NA,NA
"6892",NA,"","ST",NA,NA,NA
"6893",NA,"","ST",NA,NA,NA
"6894",NA,"","ST",NA,NA,NA
"6895",NA,"","ST",NA,NA,NA
"6896",NA,"","ST",NA,NA,NA
"6897",NA,"","ST",NA,NA,NA
"6898",NA,"","ST",NA,NA,NA
"6899",NA,"","ST",NA,NA,NA
"6900",NA,"","ST",NA,NA,NA
"6901",NA,"","ST",NA,NA,NA
"6902",NA,"","ST",NA,NA,NA
"6903",NA,"","ST",NA,NA,NA
"6904",9,"THAMES","ST","9 THAMES ST","9 THAMES ST","9 THAMES ST"
"6905",NA,"","ST",NA,NA,NA
"6906",NA,"","ST",NA,NA,NA
"6907",NA,"","ST",NA,NA,NA
"6908",NA,"","ST",NA,NA,NA
"6909",NA,"","ST",NA,NA,NA
"6910",NA,"","ST",NA,NA,NA
"6911",NA,"PARK AVE","AVE","PARK AVE","PARK AVE","PARK AVE"
"6912",NA,"","ST",NA,NA,NA
"6913",37,"PINE","ST","37 PINE ST","37 PINE ST","37 PINE ST"
"6914",NA,"","ST",NA,NA,NA
"6915",NA,"","ST",NA,NA,NA
"6916",NA,"","ST",NA,NA,NA
"6917",14,"PLATT","ST","14 PLATT ST","14 PLATT ST","14 PLATT ST"
"6918",NA,"","ST",NA,NA,NA
"6919",NA,"","ST",NA,NA,NA
"6920",NA,"","ST",NA,NA,NA
"6921",NA,"","ST",NA,NA,NA
"6922",NA,"","ST",NA,NA,NA
"6923",74,"FULTON","ST","74 FULTON ST","74 FULTON ST","74 FULTON ST"
"6924",NA,"","ST",NA,NA,NA
"6925",NA,"","ST",NA,NA,NA
"6926",NA,"","ST",NA,NA,NA
"6927",NA,"","ST",NA,NA,NA
"6928",NA,"","ST",NA,NA,NA
"6929",NA,"","ST",NA,NA,NA
"6930",NA,"","ST",NA,NA,NA
"6931",NA,"","ST",NA,NA,NA
"6932",NA,"","ST",NA,NA,NA
"6933",NA,"","ST",NA,NA,NA
"6934",73,"ATLANTIC","ST","73 ATLANTIC ST","73 ATLANTIC ST","73 ATLANTIC ST"
"6935",NA,"INS CO 37 WALL","ST","INS CO 37 WALL ST","INS CO 37TH WALL ST","INS CO 37TH WALL ST"
"6936",NA,"","ST",NA,NA,NA
"6937",NA,"","ST",NA,NA,NA
"6938",NA,"","ST",NA,NA,NA
"6939",NA,"","ST",NA,NA,NA
"6940",298,"GOLD","ST","298 GOLD ST","298 GOLD ST","298 GOLD ST"
"6941",NA,"","ST",NA,NA,NA
"6942",NA,"","ST",NA,NA,NA
"6943",NA,"","ST",NA,NA,NA
"6944",NA,"","ST",NA,NA,NA
"6945",NA,"","ST",NA,NA,NA
"6946",NA,"","ST",NA,NA,NA
"6947",NA,"","ST",NA,NA,NA
"6948",297,"BRG PFOLMES URIAH","ST","297 BRG PFOLMES URIAH ST","297 BRG PFOLMES URIAH ST","297 BRG PFOLMES URIAH ST"
"6949",NA,"","ST",NA,NA,NA
"6950",NA,"","ST",NA,NA,NA
"6951",NA,"","ST",NA,NA,NA
"6952",NA,"","ST",NA,NA,NA
"6953",NA,"","ST",NA,NA,NA
"6954",NA,"","ST",NA,NA,NA
"6955",NA,"","ST",NA,NA,NA
"6956",NA,"","ST",NA,NA,NA
"6957",NA,"","ST",NA,NA,NA
"6958",NA,"","ST",NA,NA,NA
"6959",NA,"","ST",NA,NA,NA
"6960",NA,"","ST",NA,NA,NA
"6961",NA,"","ST",NA,NA,NA
"6962",NA,"","ST",NA,NA,NA
"6963",NA,"","ST",NA,NA,NA
"6964",NA,"","ST",NA,NA,NA
"6965",NA,"","ST",NA,NA,NA
"6966",NA,"","ST",NA,NA,NA
"6967",NA,"","ST",NA,NA,NA
"6968",NA,"","ST",NA,NA,NA
"6969",NA,"","ST",NA,NA,NA
"6970",NA,"","ST",NA,NA,NA
"6971",NA,"","ST",NA,NA,NA
"6972",NA,"","ST",NA,NA,NA
"6973",NA,"","ST",NA,NA,NA
"6974",NA,"","ST",NA,NA,NA
"6975",NA,"","ST",NA,NA,NA
"6976",NA,"","ST",NA,NA,NA
"6977",NA,"","ST",NA,NA,NA
"6978",NA,"","ST",NA,NA,NA
"6979",NA,"","ST",NA,NA,NA
"6980",NA,"","ST",NA,NA,NA
"6981",NA,"","ST",NA,NA,NA
"6982",NA,"","ST",NA,NA,NA
"6983",NA,"","ST",NA,NA,NA
"6984",NA,"","ST",NA,NA,NA
"6985",NA,"","ST",NA,NA,NA
"6986",NA,"","ST",NA,NA,NA
"6987",NA,"","ST",NA,NA,NA
"6988",NA,"","ST",NA,NA,NA
"6989",NA,"","ST",NA,NA,NA
"6990",NA,"","ST",NA,NA,NA
"6991",NA,"FRONT AND DOVER","ST","FRONT AND DOVER ST","FRONT AND DOVER ST","FRONT AND DOVER ST"
"6992",NA,"","ST",NA,NA,NA
"6993",NA,"","ST",NA,NA,NA
"6994",NA,"","ST",NA,NA,NA
"6995",NA,"","ST",NA,NA,NA
"6996",NA,"","ST",NA,NA,NA
"6997",NA,"","ST",NA,NA,NA
"6998",NA,"","ST",NA,NA,NA
"6999",NA,"","ST",NA,NA,NA
"7000",NA,"S4 MAIDEN LN","LN","S4 MAIDEN LN","S4TH MAIDEN LN","S4TH MAIDEN LN"
"7001",NA,"","ST",NA,NA,NA
"7002",NA,"","ST",NA,NA,NA
"7003",NA,"","ST",NA,NA,NA
