,hn_1,best_match1
48187,NA,FRENCH
48188,43,
48189,133,WATER
48190,17,STATE
48191,191,E 11
48192,9,DOVER
48193,8,AVE
48194,18,MINETTA LN
48195,308,9
48196,NA,
48197,97,
48198,7,LAFAYETTE PL
48199,102,OLIVER
48200,70,NASSAU
48201,308,9
48202,22,AVE 6
48203,8,MULBERRY
48204,154,FULTON
48205,55,WATTS
48206,31,AMITY
48207,60,READE
48208,97,WATER
48209,22,FULTON
48210,81,SUFFOLK
48211,185,CHERRY
48212,131,CANNON
48213,233,SULLIVAN
48214,153,ELDRIDGE
48215,88,GROVE
48216,318,CHERRY
48217,10,GANSEVOORT
48218,24,WASHINGTON MARKET
48219,136,SUFFOLK
48220,548,GRAND
48221,395,AVE 6
48222,NA,E 28 AND AVE 4
48223,14,MARKET
48224,NA,BROOKLYN
48225,457,GRAND
48226,NA,BROOKLYN
48227,NA,WILLIAMSBURG
48228,3,RIYINGTON PL
48229,NA,BROADWAY W AND 41
48230,76,HESTER
48231,250,AVE 10
48232,13,LEWIS
48233,295,MOTT
48234,21,SCHERMERHORN
48235,176,W 13
48236,9,YORK
48237,473,AVE 6
48238,155,SPRING
48239,123,BOWRY
48240,219,HOUSTON
48241,123,AND BOWERY
48242,45,WEST
48243,44,VESEY
48244,645,HUDSON
48245,13,CHESNUT
48246,168,LUDLOW
48247,106,E BROADWAY
48248,187,MONROE
48249,89,W 17
48250,75,MONROE
48251,NA,OHIO
48252,40,HESTER
48253,134,BROOME
48254,21,DELANCEY
48255,8,BLEECKER
48256,25,HENRY
48257,65,AVE D
48258,26,MONROE
48259,24,RENWICK
48260,145,WEST 11
48261,NA,WEST AND WAR
48262,145,WEST 11
48263,155,W BROADWAY
48264,13,LEWIS
48265,7,COLLEGE PL
48266,40,PELL
48267,130,MONROE
48268,94,WHITE
48269,27,BROOME
48270,221,MADISON
48271,55,HENRY
48272,187,AVE 3
48273,94,CHARLES
48274,75,5
48275,73,3
48276,343,GRND
48277,45,WALKER
48278,NA,N Y HOSPITAL
48279,2634,GRAND
48280,147,AVE 3
48281,121,LUDLOW WEST AND 25
48282,85,ROBERTSON WILLIAM 116 GOERCK
48283,20,DESBROSSES
48284,NA,ENGLAND ROBERTSON 177 DELANCEY
48285,9,AVE
48286,229,R PEAL H 158 MADISON AND MERCHANT 11S
48287,102,PRINCE R PUIGION H 48 DIVISION NULSETURER 48 DI
48288,46,AVE 9
48289,23,CHRISTOPHER ROBERTTISSOT JULES 1 JOBN H 201 PATTON
48290,13,CHAMBERS
48291,17,PITT
48292,102,PRINCE
48293,83,SUFFOLK
48294,27,FACTORY
48295,75,MONROE
48296,270,W 18
48297,299,4
48298,251,SOUTH
48299,125,PEARL
48300,269,E 21
48301,162,CHATHAM
48302,62,AVE 9
48303,106,FRONT
48304,11,CARMINE
48305,72,AVE 9
48306,105,G WICH AVE
48307,605,G WICH
48308,NA,BRKLYN
48309,29,VESTRY
48310,308,STANTON
48311,3,AMITY PL
48312,38,OAK
48313,293,6
48314,225,DIVISION
48315,186,AVE 1
48316,120,9
48317,NA,MADISON AVE E 27 AND EK 28
48318,3,AMITY PL
48319,141,AVE C
48320,16,BAYARD
48321,283,W 17
48322,187,82
48323,251,BROOME
48324,27,WASHINGTON SQ
48325,63,3
48326,45,W BROADWAY
48327,NA,W 37 AND ALY 9
48328,60,SPRING
48329,84,WOOSTER
48330,556,GREENWICH
48331,122,MADISON
48332,NA,W 16 AND AVE 9
48333,24,RIVINGTON
48334,28,PLATT
48335,10,RIVINGTON ELM
48336,54,
48337,121,LUDLOW WEST AND 25
48338,254,W 16
48339,116,GOERCK
48340,167,WALKER
48341,177,DELANCEY
48342,NA,COMMISSIO
48343,158,MADISON
48344,NA,I
48345,48,DIVISION NULSETURER DI
48346,14,W
48347,201,PATTON
48348,854,BROADWAY
48349,198,
48350,NA,COMMISSION MER
48351,86,CEDAR
48352,186,HI 100 HAMERSLEY
48353,394,HUDES
48354,224,GREENWICH
48355,109,ALLEN
48356,121,LAURENS
48357,NA,S U
48358,428,PEARL
48359,428,PEARL
48360,NA,BROOKLYN
48361,536,WASHINGTON 197 CHARLTON
48362,6,PITT
48363,426,PEARL
48364,336,8
48365,6,PITT
48366,44,FRANKFORT
48367,748,WASHINGTON
48368,NA,BROOKLYN
48369,297,BOWERY
48370,140,ELDRIDGE
48371,171,PRINCE
48372,9,VANDAM
48373,536,WASHINGTON
48374,26,HUDSON
48375,298,BLEECKER
48376,67,JACKSON
48377,243,WASHINGTON
48378,684,GREENE
48379,71,W 15
48380,534,GRAND
48381,69,PERRY
48382,163,GREENWICH 19 ALBANY
48383,397,WEST
48384,NA,N J
48385,NA,STATEN ISL
48386,109,THOMPSON
48387,363,CHERRY
48388,467,4
48389,28,PARKP
48390,5,
48391,36,CARMINE
48392,257,GREENE
48393,11,CORTLANDT ALY HE
48394,NA,BROOME
48395,10,AND ROBINSON EDWARD B 3 CHRISTOPHER H 3 RIVINGTON CHRISTOPHER
48396,7,
48397,12,VANDEWATER CHRYSTIE 364 BROOME
48398,40,PITT
48399,124,PEARL 31 IR
48400,141,FRANKLIN
48401,308,STANTON
48402,49,WATTS
48403,147,W 16
48404,471,4
48405,73,PEARL 1 BRG
48406,191,SPRING
48407,64,3
48408,89,MERCER
48409,129,PEARL JEF
48410,NA,ASTORIA
48411,438,BROOME
48412,44,CANAL
48413,NA,
48414,201,VARICK
48415,251,WILLIAM
48416,4,ARCH PL
48417,156,BROADWAY
48418,201,VARICK
48419,NA,HUDSON
48420,63,CROSBY
48421,NA,S KARLE
48422,107,W 20
48423,75,CHRYSTIE
48424,491,BROOME
48425,NA,RAHWAY
48426,180,W 16
48427,10,JERSEY
48428,70,FORSYTH
48429,11,THEATRE ALY
48430,45,PERRY
48431,71,BAYARD
48432,73,12
48433,NA,BROOKLYN
48434,142,2
48435,10,AVE
48436,119,W 16
48437,329,6
48438,62,GREENWICH
48439,50,JORALEMON
48440,558,BROOME
48441,134,BKMN
48442,160,E 20
48443,47,MANGIN
48444,8,WATTS
48445,300,5
48446,156,GRAND
48447,NA,LONG ISLAND
48448,NA,BROOKLYN
48449,83,BE 15
48450,17,HOWARD
48451,87,BEDFORD
48452,224,DELANCEY
48453,NA,L I
48454,471,4
48455,217,W 26
48456,89,MERCER
48457,277,MOTT
48458,217,SULLIVAN
48459,93,CLINTON
48460,7,AVE
48461,86,BEDFORD
48462,54,AMITY
48463,390,BROOME
48464,16,CHERRY
48465,286,W 19
48466,167,12
48467,634,4
48468,13,DESBROSSES
48469,259,DIVISION
48470,230,WOOSTER
48471,342,6
48472,437,GRAND
48473,256,DIVISION
48474,70,MANGIN
48475,80,MURRAY
48476,10,AVE
48477,245,ELIZABETH
48478,237,BLEECKER
48479,68,WARREN
48480,16,DELANCEY OO
48481,256,DIVISION
48482,16,STATE
48483,145,HAMMOND
48484,10,COLLEGE PL
48485,13,BROOME
48486,NA,CANAL
48487,13,CLARK
48488,135,W 15
48489,277,BRME
48490,4,STONE
48491,167,WILLIAM
48492,177,DELANCEY
48493,142,SUFFOLK
48494,NA,AVE C 12
48495,NA,E 30 AND AVE 3
48496,206,W 21
48497,NA,AVE E 4C 27
48498,78,AVE 8
48499,NA,BKLYN
48500,139,DELANCEY
48501,176,W 18
48502,NA,W 29 AND AVE 7
48503,307,FIGHTH
48504,75,CROSBY
48505,209,7
48506,NA,FULTON AVE BROOKLYN
48507,420,WEST
48508,292,STANTON
48509,104,MADISON
48510,169,WILLIAM
48511,NA,BROOKLYN
48512,54,PINE
48513,62,MULBERRY
48514,376,BOWERY
48515,91,WEST
48516,NA,AVE E 1C 23D
48517,28,BROADWAY
48518,254,AVE 3
48519,90,WEST
48520,NA,EK 17 AND AVE 1
48521,NA,W 35 AND AVE 7
48522,58,JANE 125 AVE 8
48523,16,WALL
48524,42,
48525,294,W 18
48526,238,5
48527,151,E 21
48528,437,CHERRY
48529,NA,W 26 AND AVE 8
48530,NA,W 30 AND AVE 8
48531,NA,AVE W 7C 20
48532,140,DIVN
48533,13,PRINCE
48534,315,BROADWAY
48535,369,BOWERY
48536,10,ANTHONY
48537,19,CHERRY
48538,35,W WASHINGTON TON PL
48539,164,MAIDEN LN HANOVER PL
48540,8,CAROLINE
48541,164,MAIDEN LA
48542,40,ANTHONY
48543,69,OLIVER
48544,46,WHITEHALL
48545,123,GREENWICH
48546,NA,MADISON AVE W UN 28
48547,169,HESTER
48548,71,WATT
48549,164,MAIDEN LA
48550,269,MADISON
48551,46,6
48552,222,ELIZABETH
48553,110,AVE 3
48554,2434,DIVISION
48555,507,GRAND
48556,149,GREENWICH
48557,NA,LONDON 34FULTON
48558,NA,LONDON 34FULTON
48559,82,W 16
48560,91,AVE 7
48561,33,GREENWICH AVE
48562,637,BROADWAY
48563,6,CAROLINE
48564,192,VARICK
48565,34,GOUVERNEUR
48566,213,ELIZABETH
48567,166,FRANKN
48568,103,WOOSTER
48569,104,HUDSON
48570,11,ALBION PI
48571,561,HOUSTON
48572,2,GROVE
48573,140,ELM
48574,13,LONDON TER
48575,NA,N JERSEY
48576,63,4
48577,135,PEARL AND 83 BEAVER
48578,13,LONDON TER
48579,NA,E IST AND AVE 1
48580,NA,BROOKLYN
48581,NA,MADISON AVE E E 27 AND 28
48582,17,COLLEGE PL
48583,215,LEWIS
48584,1103,CHERRY
48585,154,AVE 6
48586,NA,NEWARK
48587,51,E BROADWAY
48588,NA,E 50 AND AVE 3
48589,21,CORTLANDT
48590,21,CORTLANDT
48591,790,WASHINGTON
48592,237,MADISON
48593,126,AVE 3
48594,NA,W 35 NA AVE 8
48595,121,W 16
48596,179,PRINCE
48597,647,HUDSON
48598,215,W 24
48599,180,E 24
48600,12,RIDGE
48601,14,WATTS
48602,387,AVE 6
48603,66,SUFFOLK
48604,221,MADISON
48605,NA,REFUSED
48606,65,THOMPSON
48607,63,JAMES
48608,31,CHATHAM
48609,731,WASHINGTON
48610,204,CHERRY
48611,139,
48612,342,6
48613,30,HOWARD
48614,110,LIBERTY
48615,88,WALL
48616,161,AVE C
48617,25,HESTER
48618,38,HOUSTON
48619,100,JORALEMON AND
48620,20,BEAVER
48621,20,BEAVER
48622,132,LEONARD
48623,NA,W 29 AND BROADWAY
48624,651,WASHINGTON
48625,311,6
48626,63,GOERCK
48627,17,AND WASHINGTON PL
48628,221,THOMP
48629,14,RIDGE
48630,182,W 18
48631,515,GREENWICH
48632,110,BLEECKER
48633,413,B 410
48634,180,ALY C
48635,120,4
48636,66,1
48637,138,
48638,248,AVE 10
48639,325,SPRING
48640,NA,W IST
48641,1,DELANCEY
48642,40,HORATIO
48643,188,AVE B
48644,131,GREENE
48645,141,CHRYSTIE
48646,219,HUDSON
48647,651,HUDSON
48648,13,
48649,84,LEWIS
48650,31,NORFOLK
48651,49,WILLIAM
48652,181,BOWERY
48653,198,BROADWAY
48654,221,THOMP
48655,38,WOOSTER
48656,27,MADISON
48657,80,CHIFF
48658,50,HUBERT
48659,26,ORANGE ORANGE
48660,400,G WICH
48661,297,MADISON
48662,59,HESTER
48663,368,WASHINGTON
48664,99,WATTS
48665,82,SOUTH 199 CHAMBERS
48666,8,WARREN
48667,650,WATER
48668,229,
48669,149,HOUSTON
48670,74,READE
48671,42,RIDGE
48672,88,BOWEY
48673,83,SUFFOLK
48674,331,SPRING
48675,38,WALL 39 GREENWICH AVE
48676,14,WALL
48677,186,THOMPSON
48678,167,READE
48679,136,THOMPSON
48680,73,11
48681,86,W 132OE W KXDWARD 10618
48682,281,BLEECKER BLEECKER
48683,268,DIVISION DIVISION
48684,6,UNIVERSITY PL
48685,NA,WILLIAMSBURG
48686,66,VARICK
48687,379,9
48688,73,W LLTH
48689,NA,W 39 AND AVE 9
48690,17,RIDGE
48691,13,RIVINGTON
48692,300,DELANCEY
48693,21,LAMARTINE P
48694,172,ORCHAR
48695,27,NORTH MOORE
48696,5,HESTER
48697,111,W 20
48698,124,W 27
48699,9,W BH 36
48700,129,AVE 4
48701,139,LEWIS
48702,339,8
48703,81,LEWIS
48704,59,ANN
48705,250,FULTON
48706,7,JAMES
48707,97,CHRYSTIE
48708,159,11
48709,26,CHARLES
48710,208,DIVISION
48711,227,WOOSTER
48712,169,2
48713,NA,W 38 AND AVE 9
48714,192,DIVISION
48715,600,ALY 6
48716,145,STANTON
48717,114,LIBERTY
48718,NA,FREE ACADEMY 4 UNION PL
48719,195,DIVIS
48720,211,HOUSTON
48721,NA,W 33D AND AVE 9
48722,139,HESTER
48723,21,SPRUCE
48724,465,BROADWAY
48725,272,CANAL
48726,NA,GREENPOINT
48727,328,AVE 8
48728,NA,E 29 AND AVE 1
48729,19,DESBROSSES
48730,366,AVE 6
48731,NA,E 33D AND AVE 3
48732,NA,E 33D AND AVE 2
48733,48,VANDAM
48734,NA,AVE C AND 3
48735,51,E 24
48736,21,THAME
48737,169,2
48738,2,JACOB
48739,13,MERCER
48740,20,6
48741,147,DIVISION
48742,152,BARROW
48743,4,FULTON 35 FRONT
48744,4,FULTON MARKET
48745,92,MACDOUGAL
48746,7,12
48747,73,W BROADWAY
48748,360,10
48749,45,FRANKLIN
48750,118,HAMMOND
48751,118,HAMMOND
48752,651,WASHINGTON
48753,73,GOERCK
48754,4,GREENWICH
48755,202,SPRING 216 SPRING WAS
48756,227,RIVINGTON
48757,NA,E 24 AND AVE 1
48758,NA,S 6 WILLIAMSBURG
48759,157,STANTON
48760,311,6
48761,339,AVE W 621
48762,414,GRAND
48763,77,G 214 AVE 6
48764,90,W 16
48765,10,STANTON
48766,456,AVE 6
48767,150,LEONARD
48768,21,NORFOLK
48769,275,AVE 6
48770,NA,WILLIAMSBURGH
48771,219,W 28
48772,68,HAMERSLEY
48773,75,W 15
48774,311,AVE 8
48775,145,E E 27 OO
48776,803,BROADWAY
48777,4,GREENWICH
48778,13,AVE 6
48779,232,AVE 3
48780,379,W 18
48781,124,CLINTON
48782,62,CANNON
48783,312,9
48784,NA,JERSEY CITY
48785,65,ANN
48786,14,CARMINE
48787,NA,W 28 AND AVE 10
48788,30,GOERCK
48789,214,AVE 6
48790,4,GWICH
48791,625,BROADWAY
48792,167,E 14
48793,147,DIVISION
48794,210,CANAL
48795,251,7
48796,305,PEARL
48797,NA,WOOSTER AND SPRIN
48798,75,GWICH AVE
48799,2714,MONROE
48800,177,4
48801,92,WILLIAM 250 BRG
48802,247,SOUTH
48803,NA,W 29 AND AVE 8
48804,399,HUDSON
48805,NA,W 26 AND AVE 9
48806,27,SHERIFF
48807,61,RIDGE
48808,66,HAM SLY
48809,210,12
48810,810,WASHINGTON
48811,94,BANK
48812,486,BROOME
48813,228,BLEECKER
48814,228,W 19
48815,120,4
48816,123,CHAMBERS
48817,34,BAYARD
48818,57,AVE 5
48819,211,W 26
48820,90,AVE 9
48821,133,AVE C
48822,83,FORSYTH
48823,NA,W 27 AND AVE 8
48824,531,HUDSON
48825,25,NORFOLK
48826,205,CHAMBER
48827,59,CANNON
48828,4,CLINTON CT
48829,223,W 28
48830,101,THOMPSON
48831,228,W 19
48832,57,W 13T
48833,60,PIERREPONT
48834,NA,JERSEY CITY
48835,178,DIVISION
48836,101,CROSBY ROGERS NANCY 150 ORCHARD
48837,61,RIDGE
48838,238,E BROADWAY
48839,79,JAMES
48840,256,AVE 8
48841,137,BROOME
48842,625,BROADWAY
48843,27,FULTON MRKT B KIYA
48844,NA,WMSBG
48845,150,ORCHARD
48846,27,MERCER
48847,NA,WMSBG
48848,16,JANE
48849,98,EF 26
48850,41,W 26
48851,39,VESEY
48852,68,E BROADWAY
48853,NA,WMSBURG
48854,217,W 16
48855,197,HESTER
48856,144,SPRING
48857,101,CHATHAM
48858,436,GRAND
48859,311,AVE 8
48860,219,HUDSON
48861,NA,W 35 AND BROADWAY
48862,109,LAURENS
48863,135,BARROW
48864,436,GRAND
48865,170,E 27
48866,4,GREENWICH
48867,55,2
48868,75,AVE 8
48869,175,10
48870,91,CLINTON
48871,566,HOUSTON
48872,52,SCHERMERHORN
48873,213,W 18
48874,69,ANN
48875,88,HAMMOND
48876,19,BEDFORD
48877,NA,PATTERSON
48878,35,BOERUM B KLYN
48879,8,ELIZABETH
48880,551,BROADWAY
48881,NA,AVE W 9C 38
48882,NA,W 35 AND BROADWAY
48883,436,GRAND
48884,NA,BROADWAY W AND 27
48885,17,PIKE
48886,1474,FRANKLIN
48887,NA,MERCHANTS H
48888,46,FRONT
48889,32,LEXINGTON AVE
48890,4,FULTON
48891,803,BROADWAY
48892,551,BROADWAY
48893,3,LOWER FULTON MARKER
48894,128,FRONT
48895,228,BLEECKER
48896,NA,26 AND AVE 3
48897,105,WILLIAM
48898,148,FULTON
48899,1,NEW
48900,74,BROADWAY
48901,170,DIVISION
48902,NA,12
48903,45,LAURENS
48904,136,CLINTON
48905,112,LIBERTY
48906,10,HESTER
48907,114,ALBANY
48908,167,WASHINGTON
48909,2054,FULTON
48910,NA,B KLYN
48911,39,VESEY
48912,205,AND FULTON
48913,184,2
48914,239,CANAL
48915,NA,W 35 AND AVE 8
48916,NA,W 36 AND AVE 8
48917,326,BLEECKER
48918,28,AVE B
48919,239,CANAL
48920,49,NORFOLK
48921,14,FRANKFORT CLINTEE 187 CLINTON H 136
48922,NA,CH
48923,136,
48924,334,GREENWICH PEARL 11 ALBION PL
48925,NA,COMMISSIO
48926,11,ALBION PL
48927,44,COLUMBIA
48928,667,HOUSTON
48929,148,HICKS BROOKIYN
48930,634,HOUSTN
48931,312,HUDSON
48932,14,WYCKOFF SREAMO
48933,96,PEARL
48934,258,WILLIAM
48935,231,BOWERY 93
48936,54,MULBERRY
48937,81,LUDLOW
48938,258,WILLIAN
48939,122,FRANKLIN
48940,256,W 24
48941,87,AVE 2
48942,31,THAMES
48943,NA,APPENDIX
48944,36,11
48945,329,6
48946,60,AVE C
48947,NA,STATEN ISLAND
48948,NA,YORKVILLE
48949,165,EB 11
48950,NA,YORKVILLE
48951,NA,W 35 AND ALY 7
48952,331,GREENWICH
48953,35,WALL
48954,289,HOUSTON
48955,NA,POUGHKEEPSIE
48956,219,MADISON
48957,51,JOHN
48958,11,AVE A
48959,12,ELM
48960,151,21
48961,2,AND 3
48962,296,5
48963,64,AVE B
48964,349,AVE 8
48965,NA,W 32D AND ALY 10
48966,24,ROSE
48967,NA,18 AND GREENWICH AVE
48968,5,ALY C
48969,319,3
48970,133,W 20
48971,123,PERRY
48972,12,CARROLL PL
48973,NA,AVE E 2N 7
48974,30,1
48975,310,FIGHTH
48976,153,CHARLES
48977,134,W 16 TPT ET
48978,527,BROOME
48979,351,BOWERY
48980,NA,W 27 AND AVE 7
48981,199,7
48982,9,AVE
48983,NA,
48984,341,8 H
48985,8,N VIT HOLAS AN 25 JONES
48986,NA,PET EE EET ET
48987,264,WASHINGTON
48988,153,CHARLES
48989,309,BOWERY
48990,28,J ANE AT
48991,12,ROLL PL
48992,NA,O SET ET OO
48993,NA,EET ET
48994,NA,BROOKLYN
48995,212,
48996,201,MADISON
48997,43,BLEECKER
48998,161,BROADWAY 511 GRAND
48999,107,HOUSTON
49000,111,HOUSTON
49001,232,12
49002,685,4
49003,272,PEARL
49004,122,W 14
49005,190,ORCHARD
49006,272,PEARL
49007,110,JOHN
49008,46,FRANKLIN
49009,129,BROADWAY
49010,53,PIERREPONT
49011,69,PINE
49012,48,FERRY
49013,110,JOHN
49014,68,CEDAR
49015,110,WALL
49016,11,BROADWAY
49017,415,WASHGTN
49018,104,VARICK
49019,NA,MER
49020,196,W 22D
49021,46,WHITE
49022,10,DUANE
49023,46,WHITE
49024,415,WASHINGTON
49025,219,WOOSTER
49026,234,SPRING
49027,84,BROADWAY
49028,NA,
49029,199,5
49030,222,GREEN
49031,66,9
49032,69,VARICK
49033,65,PIERREPONT
49034,14,FERRY
49035,6,WARREN
49036,8,WASHINGTON AND 102
49037,102,CEDAR
49038,37,SOUTH
49039,11,DESBROSSES
49040,314,BOWERY
49041,37,SOUTH WILLIAM
49042,6,
49043,NA,LONG ISLAND
49044,38,PINE
49045,68,7
49046,70,LAIGHT
49047,2,WATTS
49048,NA,W 38 AND AVE 9
49049,374,AVE 6
49050,22,AVE A
49051,NA,E 4 AND AVE 1
49052,231,LEWIS
49053,152,ORCHARD
49054,135,E 24
49055,191,5
49056,44,HUBERT
49057,228,3
49058,59,CHMBRS
49059,64,WHITE
49060,238,7
49061,139,PRINCE
49062,32,DOWNING
49063,33,SUFFOLK
49064,41,RUTGERS
49065,20,THOMPSN
49066,175,AVE 8
49067,87,WHITE
49068,65,PIERREPONT
49069,NA,EEE I
49070,NA,W MSBURG
49071,44,
49072,101,WALL AND UNDER
49073,77,FRANKLIN
49074,19,HUBERT
49075,137,CHARLES
49076,NA,WIL
49077,235,BROOME
49078,560,GRAND
49079,290,BOWERY
49080,26,WASHGTN 81 COLUMBIA
49081,9,PITT
49082,347,CHERRY
49083,19,HAMILTON
49084,97,MONROE
49085,202,SOUTH 1
49086,188,MADISON
49087,108,MONROE
49088,15,PIKE
49089,19,HUBERT
49090,37,CHATHAM
49091,NA,MURRAY
49092,NA,LEXINGTON AVE
49093,117,ELIZABETH
49094,32,ATTORNEY
49095,24,AVE B
49096,153,FRANKLIN
49097,550,HOUSTON
49098,154,NORFOLK
49099,7,ESSEX
49100,152,SUFFOLK
49101,209,WALKER
49102,15,CLINTON
49103,NA,W 31 AND AVE 9
49104,99,CEDAR
49105,228,BRG
49106,23,N MOORE
49107,700,WATER
49108,NA,STATEN IS
49109,145,W
49110,203,CHRYSTIE
49111,145,ALLEN
49112,9,MIDDAGH BKLYN
49113,187,BROADWAY MOBILE
49114,NA,JAY MYRTLE
49115,102,ORCHARD
49116,NA,CLASOU
49117,152,SUFFOLK
49118,3,NASSAU
49119,NA,W 27 AND AVE 6
49120,28,VARICK
49121,187,BROADWAY
49122,187,BROADWAY
49123,824,BROADWAY
49124,146,FRONT
49125,60,BANK
49126,NA,WILLIAMSH G
49127,134,CHURCH
49128,112,FORSYTT
49129,99,MURRAY AND 11
49130,21,CANAL
49131,154,NORFOLK
49132,42,FORSYTH
49133,956,MOTT
49134,126,WILLIAM
49135,22,COENTIES SLIJ
49136,158,E 20
49137,126,WILLIAM
49138,714,W 13
49139,140,MULBERRY
49140,80,LEWIS
49141,550,4
49142,20,NASSAU 308 STANTON
49143,70,NORFOLK
49144,253,2
49145,20,NASSAU 12 CARROLL PL
49146,63,FORSYTH
49147,250,BROOME
49148,30,NORFOLK
49149,377,AVE 6
49150,65,CARMINE
49151,373,HOUSTON
49152,92,ESSEX
49153,194,2
49154,310,9
49155,416,GREENWICH
49156,171,WEST
49157,138,
49158,NA,BROOKLYN
49159,4,NEW
49160,3,MINETTA
49161,4,TRINITY PL
49162,267,MONROE
49163,50,KING
49164,45,10
49165,99,ROOSEVELT
49166,16,MINETTA LN
49167,230,G WICH
49168,218,W 28
49169,83,N MOORE
49170,NA,JERSEY CITY
49171,50,MULBERRY
49172,96,WHITE WHITE
49173,NA,W 2IST AND AVE 6
49174,387,AVE 6
49175,292,W 24
49176,27,TROY
49177,186,BROOME
49178,31,SPRUCE
49179,23,AMOS
49180,184,CHRYSTIE
49181,NA,B KLYN
49182,191,W 22D
49183,72,MERCHANTS
49184,343,AVE 3
49185,633,HUDSON
49186,134,WATER
49187,234,W 15
49188,209,HENRY
49189,120,PERRY
49190,141,W 28
49191,120,PERRY
49192,125,PERRY
49193,65,CARMINE
49194,390,BROADWAY
49195,291,W 24
49196,163,ANTHONY
49197,224,
49198,NA,HOSPITAL
49199,11,
49200,69,LAURENS
49201,148,W 29
49202,343,AVE 3
49203,60,SCHERMER
49204,NA,BROOKLYN
49205,220,W 28
49206,314,W 20
49207,248,W 20
49208,188,
49209,NA,2IST
49210,20,ROOSEVELT
49211,216,ELIZABETH
49212,47,MOTT
49213,15,
49214,178,THOMPSON
49215,163,ANTHONY
49216,1,
49217,308,STANTON
49218,NA,FE 28 AND AVE 1
49219,NA,E 28 AND AVE 1
49220,63,ORANGE
49221,NA,AVE W 9C 36
49222,216,W 26
49223,455,12
49224,191,ELIZABETH
49225,5,CHESNUT
49226,87,BAYARD
49227,367,AVE 1
49228,498,G WICH
49229,665,WATER
49230,54,MULBERRY
49231,93,MULBERRY
49232,341,8
49233,349,4
49234,63,1
49235,105,W 18
49236,9,OLIVER
49237,419,10
49238,216,W 26
49239,63,1
49240,NA,W 25 AND AVE 8
49241,201,WOOSTER
49242,316,MOTT
49243,94,3
49244,61,ROSE
49245,192,2
49246,591,GRAND
49247,49,NORFOLK
49248,81,WILLETT
49249,160,W 20
49250,23,CHAMBERS
49251,NA,BROADWAY AND 14
49252,8,JR BROADWAY
49253,64,BLEECKER
49254,33,E 20
49255,482,BROADWAY
49256,1108,BROADWAY 1103 BROADWAY
49257,NA,BROADWAY AND KE 14
49258,31,E 20
49259,128,W 13
49260,216,W 22D
49261,94,MAIDEN LN
49262,71,SULLIVAN
49263,373,BROADWAY
49264,NA,STATEN ISLAND
49265,512,BROADWA
49266,17,ANN
49267,50,SOUTH
49268,21,2
49269,206,4
49270,106,AVE 2
49271,NA,JERSEY CITY
49272,50,SOUTH 98 NASSAU
49273,7,NASSAU 8 OLD SLIP
49274,141,LUDLOW
49275,78,READE
49276,22,RENWICK
49277,47,AVE B
49278,216,CHURCH
49279,41,W WASHINGTON INGTON PL
49280,NA,MASS
49281,100,BROAD
49282,78,WALL
49283,35,ORANGE
49284,24,RIVNGTN
49285,NA,AVE W 9B 35
49286,131,READE
49287,NA,NEWARK
49288,34,DOWNIN RORKE JAMES 102 JOHU 43 DELANCEY
49289,35,FRANKFORT
49290,98,LEONARD 32D
49291,20,TRINITY PL
49292,554,4
49293,331,6
49294,74,AVE B
49295,70,KING
49296,8,GROVE
49297,10,CLARKSON
49298,205,STANTON
49299,455,4
49300,136,CLINTON
49301,60,AVE B
49302,182,AVE B
49303,NA,W 28 AND BROADWAY
49304,49,KING
49305,253,CENTRE
49306,NA,BROOKLYN
49307,194,W 24
49308,143,STANTON
49309,80,AVE B
49310,115,LEONARD
49311,67,OLIVER
49312,18,BLEECKER
49313,48,BARCIAY
49314,2,MECHANICS
49315,80,CATHRNE
49316,80,CATHARINE
49317,21,MONROE
49318,67,CARMINE
49319,194,GRAND
49320,NA,WESTERN
49321,578,HUDSN
49322,7,AVE
49323,45,NORFOLK
49324,39,COLUMBIA
49325,27,FRANKFORT
49326,89,SOUTH
49327,222,MONROE
49328,NA,WILLIAMSBURG
49329,42,WHITEHALL
49330,137,WASHINGTON
49331,37,READE
49332,78,AVE 4
49333,47,ATLANTIC
49334,5,NASSAU
49335,230,LEWIS
49336,230,LEWIS
49337,701,G WICH
49338,141,E 27
49339,79,CLINTON
49340,118,SHERIFT
49341,85,CHRYSTIE
49342,33,CHERRY
49343,259,GREENWICH
49344,77,ORCHD
49345,95,RIDGE
49346,77,CENTRE
49347,283,2
49348,313,GRND
49349,16,CEDAR
49350,77,CENTRE
49351,140,FORSYTH
49352,281,HOUSTON HSTN
49353,116,RIVINGTON
49354,32,THOMPSON
49355,161,WIKR
49356,68,ALY B
49357,135,PITT
49358,458,GRAND
49359,108,CANAL
49360,166,2
49361,486,RAN
49362,45,
49363,2,THOMNT OSENBROOK JOHN H 37 AVE 3
49364,1974,DINGO BT AVA
49365,219,RIVINGTON
49366,316,5
49367,214,CENTRE
49368,305,SPRIN
49369,48,THOMPSON
49370,182,RIVINGTON
49371,46,ALY A
49372,196,2
49373,196,2
49374,87,RIVINGTON
49375,437,BROADWAY
49376,203,HOUSTON
49377,82,AVE 4
49378,392,BROOME
49379,36,BEAVER
49380,25,SPRUCE
49381,124,STNTN
49382,21,WHITE
49383,155,BOWRY
49384,196,2
49385,21,EROY
49386,250,STANTON
49387,381,GRAND 4 GRAND 38H YI
